source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,feature_id,p,big_windowSize,small_windowSize
paper_default,-1.0,-1.0,,,MAX_RT,2000,0,16,2000,500
recommendation_system,0.5023755512698219,0.8870599940305016,,,MAX_RT,657,3,3,588,145
recommendation_system,0.503225137558238,0.8857179074118492,,,MAX_RT,670,3,10,580,143
recommendation_system,0.5387980641615862,0.8825726713414781,,,MAX_RT,1727,3,6,1424,311
recommendation_system,0.5406253058769859,0.8823880228397267,,,MAX_RT,1833,3,6,1464,318
recommendation_system,0.5494732331715814,0.8720979267643338,,,MAX_RT,1260,3,24,493,104
recommendation_system,0.5563812592454344,0.8714948570566304,0.04,9714.0,Completed,877,3,38,473,107
recommendation_system,0.558694074627072,0.8690017854052705,0.04,8310.0,Completed,1086,3,32,553,103
recommendation_system,0.5590618148009899,0.8656041974779894,,,MAX_RT,892,3,34,461,98
recommendation_system,0.5001525980534475,0.8863220715141596,,,MAX_RT,602,3,5,587,142
recommendation_system,0.5198293897667734,0.8843635604389789,,,MAX_RT,915,3,9,576,130
recommendation_system,0.5219454467532111,0.8834750736243281,,,MAX_RT,987,3,3,568,128
recommendation_system,0.548604101705119,0.8711415959785709,,,MAX_RT,977,3,41,433,105
recommendation_system,0.5516851402541025,0.8675151810994176,,,MAX_RT,863,3,32,490,102
recommendation_system,0.5546573624763248,0.8610765117692394,,,MAX_RT,894,3,32,524,96
recommendation_system,0.4350744940068845,0.8861754832788488,,,MAX_RT,1724,4,11,587,141
recommendation_system,0.4996094693984767,0.8855145125129944,,,MAX_RT,656,3,7,593,147
recommendation_system,0.5041694109189446,0.8851287677547509,0.04,8465.0,Completed,634,3,1,586,145
recommendation_system,0.507069264720114,0.8844532899410085,,,MAX_RT,584,3,1,581,137
recommendation_system,0.5092922179364885,0.8836960049108196,,,MAX_RT,714,3,1,596,147
recommendation_system,0.5414213585085649,0.8780971434825888,,,MAX_RT,1698,3,1,1445,317
