PC,pc_rank_by_variance,explained_variance_ratio,cumulative_explained_variance,top_loading_rank,meta_feature,loading,abs_loading
PC1,1,0.25688747891981495,0.25688747891981495,1,feat_entropy_binned_mean,0.29982443149152554,0.29982443149152554
PC1,1,0.25688747891981495,0.25688747891981495,2,earlyshift_batch__hellinger_mean,0.2609787172635537,0.2609787172635537
PC1,1,0.25688747891981495,0.25688747891981495,3,feat_max_median,0.2587577947623444,0.2587577947623444
PC1,1,0.25688747891981495,0.25688747891981495,4,earlyshift_batch__ks_median,0.2552519253644225,0.2552519253644225
PC1,1,0.25688747891981495,0.25688747891981495,5,feat_std_q3,0.2533382143208508,0.2533382143208508
PC1,1,0.25688747891981495,0.25688747891981495,6,feat_std_min,0.24316190414222155,0.24316190414222155
PC1,1,0.25688747891981495,0.25688747891981495,7,feat_entropy_binned_std,-0.23835277478253278,0.23835277478253278
PC1,1,0.25688747891981495,0.25688747891981495,8,earlyshift_batch__ks_q3,0.2306269169010713,0.2306269169010713
PC1,1,0.25688747891981495,0.25688747891981495,9,feat_zero_frac_mean,-0.2108211721328697,0.2108211721328697
PC1,1,0.25688747891981495,0.25688747891981495,10,feat_skew_median,-0.18993934127362377,0.18993934127362377
PC2,2,0.23901613899799792,0.4959036179178129,1,landmark__1nn_acc,0.27019469809744623,0.27019469809744623
PC2,2,0.23901613899799792,0.4959036179178129,2,x_pca_kurtosis_first_pc,0.26978899780051546,0.26978899780051546
PC2,2,0.23901613899799792,0.4959036179178129,3,feat_mean_mean,0.25476126572974206,0.25476126572974206
PC2,2,0.23901613899799792,0.4959036179178129,4,mi_feat_to_label_min,0.2529513841100086,0.2529513841100086
PC2,2,0.23901613899799792,0.4959036179178129,5,n_features,0.2510756385439976,0.2510756385439976
PC2,2,0.23901613899799792,0.4959036179178129,6,earlyshift_batch__ks_std,-0.23935398834393237,0.23935398834393237
PC2,2,0.23901613899799792,0.4959036179178129,7,feat_kurt_min,0.2378464311332429,0.2378464311332429
PC2,2,0.23901613899799792,0.4959036179178129,8,x_pca_skewness_first_pc,0.2338731736474465,0.2338731736474465
PC2,2,0.23901613899799792,0.4959036179178129,9,landmark__logreg_acc,0.22564513183589166,0.22564513183589166
PC2,2,0.23901613899799792,0.4959036179178129,10,feat_entropy_binned_max,-0.2247467383343832,0.2247467383343832
PC3,3,0.17716696590440936,0.6730705838222223,1,n_classes,0.33785904375731174,0.33785904375731174
PC3,3,0.17716696590440936,0.6730705838222223,2,landmark__dt_depth5_acc,-0.31758742124898615,0.31758742124898615
PC3,3,0.17716696590440936,0.6730705838222223,3,landmark__gnb_acc,0.30170118948370134,0.30170118948370134
PC3,3,0.17716696590440936,0.6730705838222223,4,mi_feat_to_label_q1,0.2917491740902098,0.2917491740902098
PC3,3,0.17716696590440936,0.6730705838222223,5,feat_skew_min,0.2427025699833847,0.2427025699833847
PC3,3,0.17716696590440936,0.6730705838222223,6,feat_mean_q1,0.2253425172829464,0.2253425172829464
PC3,3,0.17716696590440936,0.6730705838222223,7,class_entropy_norm,0.22356146044594624,0.22356146044594624
PC3,3,0.17716696590440936,0.6730705838222223,8,feat_kurt_q1,0.21928102928385895,0.21928102928385895
PC3,3,0.17716696590440936,0.6730705838222223,9,x_pca_skewness_first_pc,-0.21141649767701315,0.21141649767701315
PC3,3,0.17716696590440936,0.6730705838222223,10,feat_skew_q1,0.21068699689213452,0.21068699689213452
PC4,4,0.11226487417973346,0.7853354580019558,1,feat_min_mean,0.35727758328752235,0.35727758328752235
PC4,4,0.11226487417973346,0.7853354580019558,2,feat_min_max,0.3370079212248291,0.3370079212248291
PC4,4,0.11226487417973346,0.7853354580019558,3,x_pca_k_for_95pct,0.29726846141615354,0.29726846141615354
PC4,4,0.11226487417973346,0.7853354580019558,4,class_entropy_norm,-0.25202152174707465,0.25202152174707465
PC4,4,0.11226487417973346,0.7853354580019558,5,feat_skew_q1,0.24818067241853056,0.24818067241853056
PC4,4,0.11226487417973346,0.7853354580019558,6,x_pca_kurtosis_first_pc,-0.2433417232541897,0.2433417232541897
PC4,4,0.11226487417973346,0.7853354580019558,7,earlyshift_batch__kl_q1,0.2384369245856321,0.2384369245856321
PC4,4,0.11226487417973346,0.7853354580019558,8,earlyshift_batch__ks_median,0.2329071789983678,0.2329071789983678
PC4,4,0.11226487417973346,0.7853354580019558,9,max_abs_corr,0.2176248630136635,0.2176248630136635
PC4,4,0.11226487417973346,0.7853354580019558,10,feat_mean_mean,-0.19591193328711184,0.19591193328711184
PC5,5,0.09117819805115612,0.8765136560531119,1,earlyshift_batch__kl_q3,0.38071123416377456,0.38071123416377456
PC5,5,0.09117819805115612,0.8765136560531119,2,feat_mean_q1,-0.2896572573146564,0.2896572573146564
PC5,5,0.09117819805115612,0.8765136560531119,3,feat_max_min,-0.28252763040530254,0.28252763040530254
PC5,5,0.09117819805115612,0.8765136560531119,4,feat_max_median,-0.25834919459944683,0.25834919459944683
PC5,5,0.09117819805115612,0.8765136560531119,5,earlyshift_batch__ks_q3,0.2302017121741132,0.2302017121741132
PC5,5,0.09117819805115612,0.8765136560531119,6,feat_zero_frac_mean,-0.21910464625402895,0.21910464625402895
PC5,5,0.09117819805115612,0.8765136560531119,7,feat_std_min,-0.21050443939176716,0.21050443939176716
PC5,5,0.09117819805115612,0.8765136560531119,8,feat_entropy_binned_max,0.21045892499956034,0.21045892499956034
PC5,5,0.09117819805115612,0.8765136560531119,9,earlyshift_batch__hellinger_mean,0.20749489907970833,0.20749489907970833
PC5,5,0.09117819805115612,0.8765136560531119,10,landmark__1nn_acc,0.19898073620518106,0.19898073620518106
PC6,6,0.07583892238639185,0.9523525784395038,1,feat_min_max,0.29394184916630334,0.29394184916630334
PC6,6,0.07583892238639185,0.9523525784395038,2,feat_std_min,-0.28649561961633124,0.28649561961633124
PC6,6,0.07583892238639185,0.9523525784395038,3,feat_max_min,-0.26829041838538514,0.26829041838538514
PC6,6,0.07583892238639185,0.9523525784395038,4,class_entropy_norm,-0.2593659152989815,0.2593659152989815
PC6,6,0.07583892238639185,0.9523525784395038,5,min_class_count,-0.2581573175860333,0.2581573175860333
PC6,6,0.07583892238639185,0.9523525784395038,6,mi_feat_to_label_q1,0.247636520351642,0.247636520351642
PC6,6,0.07583892238639185,0.9523525784395038,7,mi_feat_to_label_min,-0.2420409484660779,0.2420409484660779
PC6,6,0.07583892238639185,0.9523525784395038,8,feat_skew_q1,-0.21365330584584777,0.21365330584584777
PC6,6,0.07583892238639185,0.9523525784395038,9,earlyshift_batch__kl_q1,-0.21025228235519228,0.21025228235519228
PC6,6,0.07583892238639185,0.9523525784395038,10,earlyshift_batch__ks_std,0.19082167654417295,0.19082167654417295
