detector,gd_plus_at_20,n_valid_datasets__gd_plus_at_20,mn_pd_at_20,n_valid_datasets__mn_pd_at_20,top_5pct_npd_hit_rate_at_20,n_valid_datasets__top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,n_valid_datasets__top_10pct_npd_hit_rate_at_20,igd_plus_at_20,n_valid_datasets__igd_plus_at_20,aec_at_20,n_valid_datasets__aec_at_20,rec_at_20,n_valid_datasets__rec_at_20,pec_w0p5_at_20,n_valid_datasets__pec_w0p5_at_20,mean_exact_r2_selected_at_20,n_valid_datasets__mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,n_valid_datasets__mean_r2_gap_selected_at_20,kendall_pareto_all,n_valid_datasets__kendall_pareto_all,spearman_pareto_all,n_valid_datasets__spearman_pareto_all,kendall_internal_target,n_valid_datasets__kendall_internal_target,spearman_internal_target,n_valid_datasets__spearman_internal_target,kendall_accuracy,n_valid_datasets__kendall_accuracy,spearman_accuracy,n_valid_datasets__spearman_accuracy,kendall_runtime,n_valid_datasets__kendall_runtime,spearman_runtime,n_valid_datasets__spearman_runtime
BNDM,0.14105719574858055,6,0.2112207590884061,6,0.30833333333333335,6,0.44166666666666665,6,0.09598719653479193,6,0.8919753086419754,6,0.998797802791299,6,0.9453865557166371,6,0.12611666096365906,6,0.038054422549703065,6,0.16615329879515459,6,0.2352145774488804,6,0.35722698445590284,6,0.504571879693212,6,,0,,0,,0,,0
CDBD,0.25022213659868825,6,0.17175990183414583,6,0.32499999999999996,6,0.4916666666666667,6,0.16556707996827827,6,0.653467000835422,6,0.7871766820341688,6,0.7203218414347954,6,0.12300179712899055,6,0.08906498182287599,6,0.25105950078712064,6,0.35733775748082036,6,0.25914329475907005,6,0.3568243666530875,6,,0,,0,,0,,0
CSDDM,0.13978244753321395,6,0.26872482657924546,6,0.15833333333333333,6,0.2833333333333333,6,0.07518686192149927,6,0.8692129629629631,6,0.9439224708849966,6,0.9065677169239797,6,0.11410700719695427,6,0.03169562275575372,6,-0.01713597702898896,6,-0.029348684147292525,6,0.4603037526450031,6,0.6062042282923655,6,,0,,0,,0,,0
D3,0.1396270487846009,6,0.22381687242798357,6,0.25,6,0.4583333333333333,6,0.09264333468416619,6,0.7686863158127525,6,0.9455019176797257,6,0.857094116746239,6,0.13462263023865265,6,0.03704539759000749,6,-0.026878985870077032,6,-0.041336727473331336,6,0.4304552523382483,6,0.5726293759747952,6,,0,,0,,0,,0
DAWIDD,0.07760881452530151,6,0.127422643479314,6,0.45,6,0.6499999999999999,6,0.09502267244579532,6,0.5244708994708995,6,0.997160831200393,6,0.7608158653356463,6,0.17785371291654406,6,0.05666483169961528,6,0.004480699337519783,6,-0.0019460668073398534,6,0.33495094747104287,6,0.4349025588508015,6,,0,,0,,0,,0
IBDD,0.13645565343803126,6,0.12963517200815952,6,0.5333333333333333,6,0.6416666666666666,6,0.08410680025958528,6,0.8869556369556371,6,0.9511471723971914,6,0.9190514046764141,6,0.14690374825392893,6,0.037744276001477166,6,0.24212013832254353,6,0.32439112296455264,6,0.41502329257465176,6,0.5547257671775659,6,,0,,0,,0,,0
OCDD,0.13658768355028442,6,0.1865834833529134,6,0.2833333333333333,6,0.46666666666666673,6,0.09458170677898209,6,0.7913752913752914,6,0.9923951124753169,6,0.8918852019253042,6,0.12384731885550802,6,0.04704773115445584,6,0.19963121856213437,6,0.276036745107571,6,0.44922822439604126,6,0.6157631152708025,6,,0,,0,,0,,0
PCACD,0.13080493370873317,6,0.1176777773254835,6,0.6083333333333333,6,0.6999999999999998,6,0.057275455621439875,6,0.8675213675213675,6,0.9189942971009543,6,0.893257832311161,6,0.08423368513326703,6,0.023289079033751034,6,0.2983804174995906,6,0.39264726215421325,6,0.26710154961513166,6,0.34107710611672704,6,,0,,0,,0,,0
SPLL,0.2671633667431701,6,0.3030256136468186,6,0.15,6,0.30833333333333335,6,0.12382471940689453,6,0.7797789725209081,6,0.689108711351003,6,0.7344438419359557,6,0.12761491550437576,6,0.05759115442718573,6,0.2508787239124583,6,0.35308901206205934,6,0.3908698077998185,6,0.5334919005487418,6,,0,,0,,0,,0
UDetect,0.08051737275577296,6,0.11737409982683955,6,0.4083333333333334,6,0.6666666666666666,6,0.06159923170286744,6,0.7935991185991186,6,0.9549922510812593,6,0.874295684840189,6,0.14442506932068558,6,0.029815088068263326,6,-0.003996418930182003,6,-0.014046837714409914,6,0.44971471371152366,6,0.5873434803564997,6,,0,,0,,0,,0
