source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,delta
benchmark_pareto,0.55,4.0,0.55,2.0,Completed,3943.0,0.504
benchmark_max_rt,,9.0,,5.0,Completed,2393.0,0.103
benchmark_min_acc,0.55,,0.55,,Completed,4935.0,0.196
paper_default,-1.0,-1.0,0.55,2.0,Completed,500.0,0.001
paper_default,-1.0,-1.0,0.55,2.0,Completed,2000.0,0.001
recommendation_system,0.2693944003527336,0.8536629941650256,0.55,2.0,Completed,1.0,0.188269992031157
recommendation_system,0.2772480459355458,0.8379807743699162,0.55,2.0,Completed,2.0,0.1806408678424653
recommendation_system,0.2778619929453265,0.7966940199668355,0.55,2.0,Completed,3.0,0.1224870234706885
recommendation_system,0.2799628627545296,0.764806453084724,0.55,2.0,Completed,5.0,0.1304868382401764
recommendation_system,0.2818070687029023,0.7560390020768105,0.55,2.0,Completed,9.0,0.1231996456049382
recommendation_system,0.2840027958152958,0.7545747922450441,0.55,2.0,Completed,8.0,0.1456411814112216
recommendation_system,0.2890028258778258,0.7466352511123545,0.55,2.0,Completed,13.0,0.1835064346063882
recommendation_system,0.3037558221099883,0.739691141608503,0.55,2.0,Completed,1.0,0.001731452917778
recommendation_system,0.3040312149270479,0.7246008160271483,0.55,2.0,Completed,4.0,0.0015475560028136
recommendation_system,0.3114365179573509,0.7189793233877886,0.55,2.0,Completed,4.0,0.0019340505155596
recommendation_system,0.8092965969215966,0.2089113429489055,0.55,2.0,Completed,1236.0,0.0016495066961005
recommendation_system,0.8240791245791244,0.2010178729036709,0.55,2.0,Completed,1238.0,0.0010542758125811
recommendation_system,0.8250203603495273,0.1578363082192156,0.55,2.0,Completed,3375.0,0.0015072583332657
recommendation_system,0.8256759860509861,0.1514298150409399,0.55,2.0,Completed,3469.0,0.0019638982787728
recommendation_system,0.8331723665223669,0.1494282841264629,0.55,2.0,Completed,3400.0,0.0013878450393676
recommendation_system,0.8449281605739934,0.1212367992288425,0.55,2.0,Completed,3643.0,0.0014424331504851
recommendation_system,0.84498712321629,0.0908600199478778,0.55,2.0,Completed,3894.0,0.0018381432797759
recommendation_system,0.84807866362033,0.0822626252894048,0.55,2.0,Completed,3859.0,0.0012321465592831
recommendation_system,0.8596260121051789,0.0811042942791364,0.55,2.0,Completed,3931.0,0.0019248962812125
recommendation_system,0.8697539181497511,0.048494696334132,0.55,2.0,Completed,3999.0,0.001324535805732
