detector,lodo_dataset,learning_target,distance_method,dual_ranking_method,target_column,kendall_internal_target,spearman_internal_target,kendall_accuracy,spearman_accuracy,kendall_runtime,spearman_runtime,n_heldout_configs,n_real_pareto_points,n_real_pareto_layers,acc_fast,rt_fast,acc_accurate,rt_accurate,kendall_pareto_all,spearman_pareto_all,mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,metrics_available_at_20,n_selected_at_20,gd_plus_at_20,mn_pd_at_20,top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,igd_plus_at_20,aec_at_20,rec_at_20,pec_w0p5_at_20,acc_s_at_20,rt_s_at_20
D3,Electricity,distance,distance_I,not_applicable,distance_I,-0.07735971503633898,-0.11182613861609628,,,,,3151,4,87,0.7826086956521737,1.0,1.0,0.6242893948718746,0.2481869045318816,0.34219994992546443,0.09387284480874825,0.03364761912476648,True,20,0.1643701209521029,0.058720930232558144,0.45,0.9,0.0652173913043479,0.1999999999999997,1.0,0.5999999999999999,0.8260869565217389,1.0
D3,ForestCovertype,distance,distance_I,not_applicable,distance_I,0.05966831104888597,0.0892374348865418,,,,,1362,21,100,0.2058823529411763,1.0,1.0,0.0212540825291768,-0.047890648801071016,-0.07039432098701616,0.16267509436856448,0.047761142140241394,True,20,0.07771139354564444,0.2494949494949495,0.05,0.35,0.08150156044017356,0.7037037037037038,0.9566590870771878,0.8301813953904458,0.7647058823529412,0.9575802584173392
D3,GasSensor,distance,distance_I,not_applicable,distance_I,-0.08059603097651684,-0.11932111455354999,,,,,2193,13,44,0.1944444444444445,1.0,1.0,0.0,-0.0653578976784165,-0.09222491541313435,0.24979321569344,0.12849556010598126,True,20,0.1594259529694513,0.25581395348837205,0.0,0.15,0.21263537390037066,0.41379310344827597,0.965768160270022,0.689780631859149,0.5277777777777779,0.965768160270022
D3,PokerHand,distance,distance_I,not_applicable,distance_I,0.12008325902521524,0.1778993611313241,,,,,2018,19,216,0.1549295774647887,1.0,1.0,0.5932337400662006,0.17838686376848584,0.2579852647898888,0.07317141588765937,0.02397998471622905,True,20,0.06718046291253718,0.08837209302325581,0.25,0.6,0.05184898582665263,0.9333333333333335,0.816397990027075,0.8748656616802042,0.943661971830986,0.9253168970869852
D3,RialtoBridgeTimelapse,distance,distance_I,not_applicable,distance_I,0.17364202376831014,0.25364896469132964,,,,,3646,14,163,0.108108108108108,1.0,1.0,0.576404595172558,0.1321689144136228,0.1931620481971772,0.12538210400730945,0.030550886850982867,True,20,0.08117443528968522,0.06944444444444445,0.3,0.75,0.09830933997395283,0.9393939393939396,1.0,0.9696969696969697,0.945945945945946,1.0
D3,SensorStream,distance,distance_I,not_applicable,distance_I,-0.15780088974783993,-0.24037984130426274,,,,,1862,20,173,0.0576923076923076,1.0,1.0,0.1299270154231833,-0.23689654378928376,-0.3459019390372555,0.40848720492658186,0.2634832908622313,True,20,0.25081493208783706,0.4645348837209302,0.0,0.05,0.2958354269420118,0.22448979591836746,0.6667394107242373,0.44561460332130237,0.2692307692307693,0.7100389644470084
IBDD,Electricity,distance,distance_I,not_applicable,distance_I,0.36654728921554586,0.521677873289399,,,,,3035,7,383,0.6785714285714283,1.0,1.0,0.6419656258679005,0.31510697619117045,0.4523147263265912,0.09116898515250592,0.03719098401071771,True,20,0.17004003802719697,0.047643979057591615,0.9,0.9,0.1283777734760348,1.0,1.0,1.0,1.0,1.0
IBDD,ForestCovertype,distance,distance_I,not_applicable,distance_I,0.3298808909232652,0.46624751841059237,,,,,1324,17,154,0.0689655172413793,1.0,1.0,0.2197013291513858,0.24648607558632155,0.35519927145892394,0.1555105599365467,0.020105015418974193,True,20,0.06384881337895099,0.07679738562091502,0.75,0.75,0.04831495974349571,0.8888888888888887,1.0,0.9444444444444444,0.8965517241379309,1.0
IBDD,GasSensor,distance,distance_I,not_applicable,distance_I,0.2507773306440891,0.3534968615626874,,,,,3021,14,172,0.2222222222222222,1.0,1.0,0.0,0.3495559221235401,0.49342459564622354,0.18838456076433263,0.061380269906966295,True,20,0.1232191928120322,0.29678362573099415,0.4,0.45,0.13541775986607613,0.714285714285714,1.0,0.857142857142857,0.7777777777777776,1.0
IBDD,PokerHand,distance,distance_I,not_applicable,distance_I,0.24011650392829653,0.3417945288771975,,,,,2080,15,913,0.1136363636363637,1.0,1.0,0.3394954230160151,0.25498261937508426,0.3671472024790418,0.09146864128165495,0.01853672749439149,True,20,0.23816702654039004,0.13777412280701756,0.5,0.55,0.043249264166584915,0.9743589743589749,1.0,0.9871794871794874,0.9772727272727276,1.0
