detector,gd_plus_at_20,n_valid_datasets__gd_plus_at_20,mn_pd_at_20,n_valid_datasets__mn_pd_at_20,top_5pct_npd_hit_rate_at_20,n_valid_datasets__top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,n_valid_datasets__top_10pct_npd_hit_rate_at_20,igd_plus_at_20,n_valid_datasets__igd_plus_at_20,aec_at_20,n_valid_datasets__aec_at_20,rec_at_20,n_valid_datasets__rec_at_20,pec_w0p5_at_20,n_valid_datasets__pec_w0p5_at_20,mean_exact_r2_selected_at_20,n_valid_datasets__mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,n_valid_datasets__mean_r2_gap_selected_at_20,kendall_pareto_all,n_valid_datasets__kendall_pareto_all,spearman_pareto_all,n_valid_datasets__spearman_pareto_all,kendall_internal_target,n_valid_datasets__kendall_internal_target,spearman_internal_target,n_valid_datasets__spearman_internal_target,kendall_accuracy,n_valid_datasets__kendall_accuracy,spearman_accuracy,n_valid_datasets__spearman_accuracy,kendall_runtime,n_valid_datasets__kendall_runtime,spearman_runtime,n_valid_datasets__spearman_runtime
BNDM,0.08212177118502541,6,0.12494555825438179,6,0.30833333333333335,6,0.5833333333333334,6,0.11171624395224196,6,0.5366709926458354,6,0.9630689130001833,6,0.7498699528230093,6,0.1846999350971121,6,0.09663769668315614,6,0.24036928205808397,6,0.34482911982708675,6,0.26667224612104745,6,0.39254947600063184,6,,0,,0,,0,,0
CDBD,0.2273976768145889,6,0.1456587682755819,6,0.3666666666666667,6,0.5333333333333333,6,0.16861370365405956,6,0.6562447786131996,6,0.8294491152010574,6,0.7428469469071285,6,0.12730803521072576,6,0.09337121990461121,6,0.3094497512587619,6,0.4392144751664883,6,0.2981689046229763,6,0.4251882363214075,6,,0,,0,,0,,0
CSDDM,0.11021819825089672,6,0.2139460201489943,6,0.15,6,0.30833333333333335,6,0.15218763462494198,6,0.5171506734006734,6,0.9645902552652624,6,0.7408704643329679,6,0.19563223531738394,6,0.11322085087618339,6,0.1071367818469225,6,0.14556356473024093,6,0.09810785759054867,6,0.14143886593860297,6,,0,,0,,0,,0
D3,0.13344621629287637,6,0.19773020906741837,6,0.17500000000000002,6,0.4666666666666666,6,0.13422467973125157,6,0.5691189792996033,6,0.9009274413497538,6,0.7350232103246785,6,0.1855636466153839,6,0.08798641396673873,6,0.034766265407536495,6,0.0474710145791874,6,0.006272826346952601,6,0.008209777705881091,6,,0,,0,,0,,0
DAWIDD,0.07733198998710723,6,0.06006739826991723,6,0.5666666666666668,6,0.8416666666666668,6,0.22566474884145302,6,0.27182539682539686,6,0.9975934930458835,6,0.6347094449356402,6,0.25795725217805215,6,0.1367683709611234,6,0.34068150605709074,6,0.4826233642112813,6,0.21558887111063899,6,0.29783602150619976,6,,0,,0,,0,,0
IBDD,0.14886571842658625,6,0.14811965000408797,6,0.5583333333333333,6,0.6000000000000001,6,0.08888572429164454,6,0.8872278184778185,6,0.9511471723971914,6,0.9191874954375049,6,0.14586961997257594,6,0.03671014772012417,6,0.3185429646438835,6,0.4504331317207016,6,0.3226952965737488,6,0.4522158139370762,6,,0,,0,,0,,0
OCDD,0.11007851172143647,6,0.14441657745399128,6,0.2833333333333333,6,0.5750000000000001,6,0.14143162859981473,6,0.5325414160976711,6,0.9785144163613205,6,0.7555279162294958,6,0.1848143923770125,6,0.10801480467596032,6,0.35998604049736005,6,0.49169943604589844,6,0.4062480988407248,6,0.5634438410872251,6,,0,,0,,0,,0
PCACD,0.04999820220765968,6,0.05594800846107692,6,0.7000000000000001,6,0.8250000000000001,6,0.2736399071046743,6,0.16566487532791682,6,0.9611691440799426,6,0.5634170097039296,6,0.29619730917494447,6,0.23525270307542848,6,0.6384079199738708,6,0.8171395930669009,6,0.656909506596825,6,0.8374161705543014,6,,0,,0,,0,,0
SPLL,0.23554271039563143,6,0.25847504854179365,6,0.15833333333333333,6,0.3333333333333333,6,0.12852171245613564,6,0.757556750298686,6,0.6340140978544729,6,0.6957854240765794,6,0.1306609124775435,6,0.06063715140035348,6,0.3353494234429914,6,0.4590558049956128,6,0.3454831059836309,6,0.47155909941140844,6,,0,,0,,0,,0
UDetect,0.048964476635124966,6,0.05560084379968148,6,0.5916666666666667,6,0.9166666666666665,6,0.14522955219787478,6,0.4518778518778519,6,0.9591488581978892,6,0.7055133550378705,6,0.20377534189495902,6,0.08916536064253677,6,0.41989061756875606,6,0.5822481628804225,6,0.4247103060996856,6,0.592019236318499,6,,0,,0,,0,,0
