source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling
benchmark_pareto,0.19,594.0,0.19,463.0,Completed,4336,1609,0.477,0.523,intersection,0.098,False
benchmark_pareto,0.26,599.0,0.26,465.0,Completed,925,911,0.133,0.247,intersection,0.068,False
benchmark_pareto,0.47,602.0,0.4,466.0,Completed,2895,4851,0.069,0.042,intersection,0.088,False
benchmark_pareto,0.58,609.0,0.58,470.0,Completed,1466,532,0.087,0.447,intersection,0.065,False
benchmark_pareto,0.59,621.0,0.59,475.0,Completed,4816,4525,0.498,0.021,intersection,0.079,False
benchmark_pareto,0.76,631.0,0.76,487.0,Completed,1627,745,0.299,0.015,intersection,0.081,False
benchmark_pareto,0.77,661.0,0.77,498.0,Completed,3926,1009,0.605,0.013,intersection,0.016,False
benchmark_pareto,0.8,754.0,0.78,550.0,Completed,1961,762,0.27,0.015,intersection,0.019,True
benchmark_pareto,0.86,941.0,0.85,599.0,Completed,1660,123,0.155,0.236,intersection,0.051,True
benchmark_pareto,0.89,1006.0,0.88,726.0,Completed,4282,172,0.452,0.187,intersection,0.012,False
benchmark_pareto,0.9,1129.0,0.9,860.0,Completed,3730,99,0.123,0.078,intersection,0.083,True
benchmark_max_rt,,14072.0,,6555.0,Completed,3719,3759,0.692,0.553,kl,0.014,True
benchmark_min_acc,0.15,,0.15,,Completed,1254,2851,0.593,0.219,str('intersection'),0.063,False
paper_default,-1.0,-1.0,0.58,793.0,Completed,2000,2000,0.999,0.005,intersection,100.0,False
paper_default,-1.0,-1.0,,,MAX_RT,2000,2000,0.999,0.005,kl,100.0,False
recommendation_system,0.4389904003267973,0.9669010882796648,0.19,377.0,Completed,2934,4803,0.0061026417613029,0.5670263998350129,intersection,0.0691530337743461,False
recommendation_system,0.4571674836601306,0.9667924716029136,0.19,373.0,Completed,4697,4611,0.0087477199928835,0.8388021421758458,intersection,0.0751979014929384,False
recommendation_system,0.4968564133986928,0.9655031947005988,0.19,366.0,Completed,2811,2573,0.0164053409155929,0.3609261416744976,intersection,0.0716578221510862,False
recommendation_system,0.565846609477124,0.9470517544745816,0.69,324.0,Completed,2731,921,0.0256327598359893,0.0192009109321811,intersection,0.0737039542108291,False
recommendation_system,0.5697060866013071,0.9461401469514008,0.72,325.0,Completed,2811,772,0.0411605994451756,0.0351373895912331,intersection,0.0526410735801263,False
recommendation_system,0.5732073120915031,0.9461037391675188,0.79,337.0,Completed,1622,722,0.0369818854476892,0.0311356611987636,intersection,0.0544977574967766,False
recommendation_system,0.5826930147058824,0.9428856289553584,0.74,335.0,Completed,2802,611,0.0415050733570014,0.0153794826530942,intersection,0.0766956230876157,False
recommendation_system,0.5953027982026142,0.9339021468216652,0.82,347.0,Completed,2755,535,0.0393673049465854,0.0149394155903204,intersection,0.0211672469254214,False
recommendation_system,0.5994810049019608,0.9306936507538632,0.83,373.0,Completed,3864,535,0.0294564044199758,0.0149394155903204,intersection,0.0333966913122479,False
recommendation_system,0.6051945465686275,0.9194210142025198,0.9,454.0,Completed,3138,240,0.009834344161727,0.0302936559434432,intersection,0.0378723548074529,False
recommendation_system,0.6128382352941175,0.916226383816678,0.87,370.0,Completed,2510,191,0.0240804679433586,0.0231271979712613,intersection,0.0805871832543137,False
recommendation_system,0.6158424223856207,0.9077526354582716,0.91,405.0,Completed,2481,124,0.0266600095276837,0.0228373815911561,intersection,0.0555077894764513,False
recommendation_system,0.6171529820261435,0.905267272441309,0.92,427.0,Completed,2606,123,0.0255370085873135,0.0337339833229179,intersection,0.0473702136361148,False
recommendation_system,0.6310361519607842,0.8854232850758077,0.92,567.0,Completed,2476,75,0.0289121444686461,0.0152551893994307,intersection,0.053732139483855,False
recommendation_system,0.6348615196078431,0.8831794358814653,0.92,585.0,Completed,2755,100,0.1546123342289134,0.0149394155903204,intersection,0.0579562931196127,False
recommendation_system,0.6414812091503269,0.8775153789870673,0.93,575.0,Completed,2728,72,0.0483263553014757,0.0321932881963509,intersection,0.0766358201137661,False
recommendation_system,0.4403335375816993,0.9654805000822628,0.19,433.0,Completed,4811,4743,0.2313414527298882,0.8341612793756649,intersection,0.0690187260136008,False
recommendation_system,0.4571795343137254,0.9654113696670176,0.19,412.0,Completed,2789,3266,0.0207028020136058,0.3873042497606948,intersection,0.0490647519845515,False
recommendation_system,0.6388083129084966,0.874312391390244,0.92,832.0,Completed,2755,79,0.1282513375752589,0.0149394155903204,intersection,0.0403669709467322,False
recommendation_system,0.6412276348039215,0.8667477796570952,0.92,862.0,Completed,3050,60,0.0215903549764516,0.0236177436213194,intersection,0.0766843848411602,False
