source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling
benchmark_pareto,0.71,27.0,0.71,18.0,Completed,895,4922,0.623,0.027,intersection,0.045,False
benchmark_pareto,0.73,30.0,0.73,19.0,Completed,2512,157,0.351,0.066,intersection,0.082,False
benchmark_pareto,0.74,38.0,0.74,25.0,Completed,520,102,0.475,0.179,intersection,0.02,False
benchmark_max_rt,,1906.0,,1116.0,Completed,2192,1177,0.208,0.084,kl,0.075,True
benchmark_min_acc,0.58,,0.58,,Completed,3312,127,0.23,0.085,str('intersection'),0.026,True
paper_default,-1.0,-1.0,0.71,31.0,Completed,1000,1000,0.999,0.005,intersection,50.0,False
paper_default,-1.0,-1.0,0.71,30.0,Completed,2000,1000,0.999,0.005,intersection,50.0,False
paper_default,-1.0,-1.0,0.71,30.0,Completed,2000,2000,0.999,0.005,intersection,100.0,False
paper_default,-1.0,-1.0,0.71,36.0,Completed,1000,1000,0.999,0.005,kl,50.0,False
paper_default,-1.0,-1.0,0.71,36.0,Completed,2000,1000,0.999,0.005,kl,50.0,False
paper_default,-1.0,-1.0,0.71,66.0,Completed,2000,2000,0.999,0.005,kl,100.0,False
recommendation_system,0.2206153458605668,0.9596651481146062,0.71,23.0,Completed,4617,3673,0.0939829488977135,0.6312019551503775,intersection,0.0801200720406431,False
recommendation_system,0.2229847630718958,0.955962439313646,0.71,23.0,Completed,4315,3622,0.082556552696973,0.8448637552354484,intersection,0.0638112019561231,False
recommendation_system,0.2396565904139436,0.9552878408449222,0.71,23.0,Completed,4451,4643,0.0992995650283992,0.2456289049908518,intersection,0.0749219528958201,False
recommendation_system,0.2399880855119828,0.9530041477911374,0.71,23.0,Completed,4485,3661,0.05028774596937,0.2743849275913089,intersection,0.0986923036631196,False
recommendation_system,0.24502440087146,0.9526831342589444,0.71,23.0,Completed,4865,3106,0.0661028375569731,0.6364915047995746,intersection,0.0240891991276294,False
recommendation_system,0.2583126906318083,0.9516898748389356,0.71,23.0,Completed,3993,4536,0.0604691792316734,0.238188532711938,intersection,0.0817085840925574,False
recommendation_system,0.2583600354030504,0.9516091185960556,0.71,23.0,Completed,4440,2957,0.0615315034290726,0.2365874871074414,intersection,0.0825299898745286,False
recommendation_system,0.3560757897603485,0.9403573894509258,0.71,24.0,Completed,1933,1162,0.2636859022602439,0.0346342372726649,intersection,0.0731613670755177,False
recommendation_system,0.4217823937908494,0.9108478379502192,0.71,25.0,Completed,1475,399,0.2838933194067339,0.0335593822421682,intersection,0.0577993318938862,False
recommendation_system,0.4490398011982571,0.881040070127122,0.71,20.0,Completed,3120,314,0.0338249692230131,0.0093328173624738,intersection,0.0497161450249325,False
recommendation_system,0.4547347766884531,0.8776598179276738,0.71,20.0,Completed,3183,314,0.1106295294594434,0.0335593822421682,intersection,0.0311689851094018,False
recommendation_system,0.45800204248366,0.8736856051525697,0.73,21.0,Completed,4722,333,0.0997781667226994,0.133742825842056,intersection,0.0308972693646871,False
recommendation_system,0.4802630446623095,0.8630900720568759,0.74,53.0,Completed,1475,68,0.0834153779137862,0.0331929845413292,intersection,0.0339050989352325,False
recommendation_system,0.5055398420479303,0.8315827803694064,0.71,30.0,Completed,3522,351,0.1971012137252837,0.0852301757857203,intersection,0.0737458316516131,True
recommendation_system,0.5152743532135073,0.8145619855285571,0.71,31.0,Completed,4630,283,0.1286061058854852,0.0580523971452325,intersection,0.0723417143225721,True
recommendation_system,0.5348876838235294,0.7927599334311259,0.71,32.0,Completed,3675,204,0.1260256177130967,0.0830516883623073,intersection,0.0749338816377443,True
recommendation_system,0.5630095520152503,0.7677802250880233,0.72,32.0,Completed,3728,133,0.1316804855861966,0.0744090137805616,intersection,0.0771411912358938,True
recommendation_system,0.56997169117647,0.7459585325220348,0.71,32.0,Completed,4165,103,0.1947487030654419,0.0271384284533145,intersection,0.0765441192897565,True
recommendation_system,0.5799329861111109,0.7368944280678668,0.71,33.0,Completed,4286,68,0.1338887806642585,0.0487453336618044,intersection,0.0701779485099061,True
recommendation_system,0.5807123229847493,0.735276014757034,0.71,33.0,Completed,3469,61,0.2296079726241752,0.0774000724049743,intersection,0.074231549625364,True
