Status,ACCURACY,RUNTIME,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,approximation_type,subset_bound
Completed,0.73,107,1519,1508,4368,0.161,0.631,9.203,str('t-test'),str('full'),4717
Completed,0.73,31,3425,2991,1103,0.555,0.266,4.203,str('ks-test'),str('bounded'),1769
Completed,0.73,68,3506,575,4043,0.964,0.533,3.632,str('t-test'),str('bounded'),586
Completed,0.75,32,1,1998,1,0.999,0.001,0.001,str('t-test'),str('bounded'),3215
Completed,0.74,26,1,4422,1,0.999,0.001,0.001,str('t-test'),str('bounded'),4993
Completed,0.75,23,5000,5000,1,0.999,0.001,0.001,str('ks-test'),str('full'),5000
Completed,0.73,29,1,5000,5000,0.716,0.001,0.001,str('ks-test'),str('bounded'),1740
Completed,0.73,25,5000,5000,5000,0.933,0.001,10.0,str('t-test'),str('bounded'),5000
Completed,0.73,48,1,1052,1,0.999,0.999,10.0,str('ks-test'),str('full'),5000
Completed,0.73,44,24,1319,2062,0.532,0.707,0.378,str('t-test'),str('full'),397
Completed,0.73,376,1748,996,4334,0.063,0.847,1.309,str('t-test'),str('bounded'),4397
Completed,0.73,42,1063,1217,1789,0.91,0.027,2.958,str('t-test'),str('bounded'),1256
Completed,0.73,72,4094,694,4889,0.775,0.301,5.891,str('t-test'),str('bounded'),1970
Completed,0.73,489,2669,235,2800,0.102,0.271,8.945,str('ks-test'),str('bounded'),435
Completed,0.73,23,1,5000,2926,0.724,0.999,0.001,str('t-test'),str('bounded'),5000
Completed,0.73,23,1889,5000,1,0.737,0.999,10.0,str('ks-test'),str('bounded'),1887
Completed,0.73,41,1451,2232,1089,0.484,0.836,0.479,str('ks-test'),str('full'),1104
Completed,0.73,51,1267,1006,435,0.524,0.588,0.815,str('ks-test'),str('bounded'),832
Completed,0.73,33,2314,1802,3091,0.78,0.425,3.267,str('ks-test'),str('full'),4897
Completed,0.73,60,4019,752,4238,0.644,0.898,5.1,str('ks-test'),str('bounded'),56
Completed,0.73,49,712,934,3385,0.912,0.666,8.525,str('t-test'),str('bounded'),2984
Completed,0.73,166,4612,327,1020,0.463,0.473,1.646,str('t-test'),str('bounded'),3206
Completed,0.73,24,293,3839,4137,0.817,0.606,6.645,str('ks-test'),str('full'),311
Completed,0.73,211,1300,494,348,0.231,0.741,2.044,str('t-test'),str('bounded'),1707
Completed,0.73,22,2505,4377,3351,0.817,0.581,2.19,str('t-test'),str('bounded'),3366
Completed,0.73,165,4548,329,2137,0.392,0.807,4.919,str('ks-test'),str('bounded'),4294
Completed,0.73,255,296,272,3995,0.296,0.521,6.273,str('ks-test'),str('bounded'),4986
Completed,0.73,74,4796,587,666,0.827,0.938,9.75,str('ks-test'),str('bounded'),4566
Completed,0.73,37,1228,1666,2461,0.662,0.427,4.523,str('ks-test'),str('full'),925
Completed,0.73,180,2004,708,3938,0.181,0.004,3.559,str('ks-test'),str('bounded'),4259
Completed,0.73,41,4241,1416,4300,0.525,0.153,6.826,str('ks-test'),str('full'),231
Completed,0.73,32,2614,2234,1386,0.714,0.446,1.083,str('t-test'),str('full'),4020
Completed,0.75,36,24,1784,1,0.999,0.001,0.573,str('t-test'),str('bounded'),4156
Completed,0.73,36,3234,1458,1,0.999,0.001,4.634,str('ks-test'),str('bounded'),4086
Completed,0.73,49,1165,2007,3517,0.388,0.001,7.18,str('ks-test'),str('bounded'),4081
Completed,0.73,786,4907,23,3330,0.93,0.149,9.412,str('t-test'),str('full'),1807
Completed,0.73,61,1290,1199,2184,0.488,0.978,4.674,str('t-test'),str('full'),1928
Completed,0.73,124,371,340,500,0.801,0.403,0.871,str('t-test'),str('full'),2474
Completed,0.73,97,3356,881,4301,0.374,0.733,5.668,str('t-test'),str('full'),1264
