Status,ACCURACY,RUNTIME,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,approximation_type,subset_bound
Failed,,,4485,4377,1959,0.028,0.298,8.651,str('t-test'),str('bounded'),11
Failed,,,3156,1823,4144,0.799,0.009,6.387,str('ks-test'),str('bounded'),20
Failed,,,1687,3212,24,0.498,0.598,1.801,str('t-test'),str('bounded'),44
Failed,,,1305,714,3904,0.077,0.208,1.047,str('ks-test'),str('bounded'),29
Failed,,,3538,4329,367,0.626,0.679,5.925,str('t-test'),str('bounded'),9
Failed,,,4708,1893,3178,0.415,0.875,9.126,str('ks-test'),str('bounded'),24
Failed,,,135,3004,2339,0.851,0.472,3.938,str('t-test'),str('bounded'),38
Failed,,,1082,1285,860,0.929,0.36,2.226,str('ks-test'),str('bounded'),19
Failed,,,3764,3606,4979,0.367,0.768,7.095,str('t-test'),str('bounded'),45
Failed,,,2591,115,1534,0.592,0.535,7.953,str('ks-test'),str('bounded'),36
Failed,,,2256,4942,3039,0.143,0.07,2.773,str('t-test'),str('bounded'),3
Failed,,,2233,2230,869,0.504,0.571,5.549,str('ks-test'),str('bounded'),8
Failed,,,2610,2716,4872,0.199,0.042,0.134,str('t-test'),str('bounded'),31
Failed,,,3781,1061,1426,0.97,0.279,4.9,str('ks-test'),str('bounded'),41
Failed,,,1062,4051,3049,0.295,0.873,9.375,str('t-test'),str('bounded'),23
Failed,,,155,452,3757,0.487,0.981,6.729,str('ks-test'),str('bounded'),46
Failed,,,4692,4653,416,0.809,0.389,1.302,str('t-test'),str('bounded'),17
Failed,,,3519,1631,3226,0.021,0.181,3.725,str('ks-test'),str('bounded'),1
Failed,,,1328,3328,2193,0.714,0.712,8.211,str('t-test'),str('bounded'),37
Failed,,,1707,834,3572,0.851,0.105,9.019,str('ks-test'),str('bounded'),49
Failed,,,3139,4132,1950,0.413,0.51,4.202,str('t-test'),str('bounded'),15
Failed,,,4466,2164,4134,0.639,0.811,0.842,str('ks-test'),str('bounded'),7
Failed,,,380,2967,132,0.065,0.342,5.974,str('t-test'),str('bounded'),33
Failed,,,680,1555,1777,0.155,0.452,7.689,str('ks-test'),str('bounded'),12
Failed,,,4163,3569,2811,0.579,0.919,2.881,str('t-test'),str('bounded'),26
Failed,,,2834,234,1241,0.368,0.651,2.176,str('ks-test'),str('bounded'),41
Failed,,,2009,4743,4583,0.929,0.244,7.3,str('t-test'),str('bounded'),21
Failed,,,2156,69,2057,0.04,0.82,2.73,str('t-test'),str('bounded'),43
Failed,,,3000,4891,3679,0.727,0.293,7.84,str('ks-test'),str('bounded'),20
Failed,,,4329,1390,240,0.439,0.028,7.138,str('t-test'),str('bounded'),10
Failed,,,827,3716,4242,0.763,0.624,2.338,str('ks-test'),str('bounded'),28
Failed,,,546,1998,2606,0.954,0.73,4.059,str('t-test'),str('bounded'),5
Failed,,,4613,3113,1572,0.281,0.14,9.161,str('ks-test'),str('bounded'),34
Failed,,,3286,667,4377,0.554,0.43,5.803,str('t-test'),str('bounded'),50
Failed,,,1873,4278,1036,0.243,0.963,1.012,str('ks-test'),str('bounded'),14
Failed,,,1474,1796,4764,0.324,0.355,1.767,str('t-test'),str('bounded'),2
Failed,,,3685,3181,761,0.879,0.758,6.264,str('ks-test'),str('bounded'),36
Failed,,,4858,617,2942,0.17,0.562,8.685,str('t-test'),str('bounded'),44
Failed,,,301,4506,1320,0.596,0.091,3.253,str('ks-test'),str('bounded'),18
Failed,,,1228,1227,622,0.685,0.204,0.587,str('t-test'),str('bounded'),39
Failed,,,3927,3905,3963,0.113,0.668,5.095,str('ks-test'),str('bounded'),25
Failed,,,2756,2397,2397,0.839,0.901,9.859,str('t-test'),str('bounded'),10
Failed,,,2399,2570,3431,0.395,0.493,4.416,str('ks-test'),str('bounded'),30
Failed,,,2447,1007,4161,0.224,0.693,3.319,str('t-test'),str('bounded'),36
Failed,,,2707,3958,2,0.541,0.164,8.497,str('ks-test'),str('bounded'),3
Failed,,,4034,2342,3448,0.254,0.392,6.545,str('t-test'),str('bounded'),19
Failed,,,1120,2789,1981,0.949,0.986,1.677,str('ks-test'),str('bounded'),45
Failed,,,175,1695,1117,0.768,0.845,4.643,str('t-test'),str('bounded'),24
Failed,,,4985,3430,4614,0.465,0.253,9.832,str('ks-test'),str('bounded'),39
Failed,,,3656,369,1804,0.74,0.054,5.225,str('t-test'),str('bounded'),29
Failed,,,1504,4610,2681,0.058,0.585,0.345,str('ks-test'),str('bounded'),9
Failed,,,1728,2091,1556,0.384,0.225,2.346,str('t-test'),str('bounded'),21
Failed,,,3433,2856,3022,0.818,0.63,6.931,str('ks-test'),str('bounded'),44
Failed,,,4604,927,838,0.11,0.923,8.101,str('t-test'),str('bounded'),28
Failed,,,557,4186,4996,0.656,0.455,2.581,str('ks-test'),str('bounded'),11
Failed,,,895,278,3195,0.624,0.315,1.18,str('t-test'),str('bounded'),34
Failed,,,4260,4826,2317,0.173,0.782,5.757,str('ks-test'),str('bounded'),4
Failed,,,3087,1452,3886,0.899,0.522,9.271,str('t-test'),str('bounded'),13
Failed,,,2067,3505,389,0.335,0.115,3.759,str('ks-test'),str('bounded'),49
Failed,,,1901,1306,2818,0.694,0.941,6.22,str('ks-test'),str('bounded'),15
Failed,,,2941,3672,1352,0.01,0.414,0.717,str('t-test'),str('bounded'),48
Failed,,,4113,132,4791,0.781,0.142,4.234,str('ks-test'),str('bounded'),32
Failed,,,729,4993,632,0.484,0.738,8.797,str('t-test'),str('bounded'),6
Failed,,,410,780,2424,0.298,0.594,7.385,str('ks-test'),str('bounded'),27
Failed,,,4438,4351,3302,0.999,0.005,1.891,str('t-test'),str('bounded'),12
Failed,,,3267,1944,497,0.21,0.302,3.064,str('ks-test'),str('bounded'),22
Failed,,,1581,3021,3995,0.525,0.835,7.618,str('t-test'),str('bounded'),42
Failed,,,1338,515,207,0.916,0.476,9.681,str('ks-test'),str('bounded'),30
Failed,,,3510,4443,4367,0.35,0.878,4.795,str('t-test'),str('bounded'),7
Failed,,,4839,1840,2186,0.574,0.675,0.185,str('ks-test'),str('bounded'),22
Failed,,,9,3264,3652,0.129,0.204,5.385,str('t-test'),str('bounded'),40
Failed,,,973,2489,4506,0.092,0.067,8.355,str('ks-test'),str('bounded'),17
Failed,,,3868,2623,1009,0.644,0.531,3.459,str('t-test'),str('bounded'),47
Failed,,,2541,1154,2574,0.432,0.772,1.505,str('ks-test'),str('bounded'),38
Failed,,,2301,3793,1697,0.864,0.364,6.716,str('t-test'),str('bounded'),2
Failed,,,2335,317,2758,0.358,0.168,7.77,str('t-test'),str('bounded'),5
Failed,,,2507,4553,1724,0.907,0.695,2.951,str('ks-test'),str('bounded'),32
Failed,,,3834,1648,4538,0.134,0.998,2.093,str('t-test'),str('bounded'),48
Failed,,,1008,3389,1197,0.57,0.403,7.222,str('ks-test'),str('bounded'),15
Failed,,,43,2286,1895,0.648,0.266,8.94,str('t-test'),str('bounded'),43
Failed,,,4805,2738,3518,0.086,0.855,4.129,str('ks-test'),str('bounded'),22
Failed,,,3476,965,88,0.873,0.589,0.928,str('t-test'),str('bounded'),13
Failed,,,1372,3912,4091,0.424,0.056,6.049,str('ks-test'),str('bounded'),26
Failed,,,1615,1421,460,0.003,0.633,6.798,str('t-test'),str('bounded'),40
Failed,,,3232,3469,3801,0.7,0.231,1.385,str('ks-test'),str('bounded'),23
Failed,,,4403,251,2245,0.473,0.466,3.649,str('t-test'),str('bounded'),7
Failed,,,444,4804,3280,0.792,0.936,8.127,str('ks-test'),str('bounded'),31
Failed,,,763,890,4915,0.988,0.793,5.477,str('t-test'),str('bounded'),2
Failed,,,4079,4154,913,0.308,0.328,0.054,str('ks-test'),str('bounded'),38
Failed,,,2906,2069,3103,0.518,0.119,4.974,str('t-test'),str('bounded'),47
Failed,,,1935,2828,1481,0.217,0.527,9.462,str('ks-test'),str('bounded'),17
Failed,,,2101,1902,3908,0.825,0.417,0.518,str('ks-test'),str('bounded'),46
Failed,,,3053,2974,567,0.378,0.946,5.013,str('t-test'),str('bounded'),19
Failed,,,4225,723,3388,0.667,0.748,9.936,str('ks-test'),str('bounded'),3
Failed,,,929,4300,2353,0.099,0.154,4.501,str('t-test'),str('bounded'),36
Failed,,,591,86,708,0.184,0.015,1.838,str('ks-test'),str('bounded'),8
Failed,,,4569,4952,4711,0.614,0.606,6.344,str('t-test'),str('bounded'),29
Failed,,,3398,1255,1275,0.341,0.838,8.61,str('ks-test'),str('bounded'),38
Failed,,,1762,3616,2897,0.892,0.306,3.165,str('t-test'),str('bounded'),25
Failed,,,1538,1132,1616,0.533,0.884,3.979,str('ks-test'),str('bounded'),11
Failed,,,3622,3766,2650,0.234,0.479,9.091,str('t-test'),str('bounded'),28
Failed,,,4951,2453,1091,0.944,0.217,5.887,str('ks-test'),str('bounded'),44
Failed,,,209,2592,4431,0.259,0.686,1.09,str('t-test'),str('bounded'),20
Failed,,,1154,1813,3723,0.461,0.545,2.808,str('ks-test'),str('bounded'),49
Failed,,,4000,3242,2101,0.774,0.078,7.912,str('t-test'),str('bounded'),14
Failed,,,2673,483,4295,0.049,0.369,7.052,str('ks-test'),str('bounded'),4
Failed,,,2481,4406,292,0.748,0.776,2.263,str('t-test'),str('bounded'),34
Failed,,,2355,1595,2273,0.889,0.04,1.097,str('ks-test'),str('bounded'),27
Failed,,,2800,3296,3150,0.313,0.567,5.68,str('t-test'),str('bounded'),10
Failed,,,3971,430,336,0.603,0.862,9.352,str('ks-test'),str('bounded'),20
Failed,,,1184,4627,3833,0.163,0.267,3.83,str('t-test'),str('bounded'),43
Failed,,,257,1029,2979,0.119,0.379,2.431,str('ks-test'),str('bounded'),14
Failed,,,4902,4014,1512,0.678,0.968,7.005,str('t-test'),str('bounded'),50
Failed,,,3729,2203,4942,0.406,0.71,8.022,str('ks-test'),str('bounded'),35
Failed,,,1430,2693,783,0.828,0.177,2.508,str('t-test'),str('bounded'),4
Failed,,,1830,178,4668,0.721,0.504,4.567,str('ks-test'),str('bounded'),18
Failed,,,3330,4692,1170,0.044,0.102,9.748,str('t-test'),str('bounded'),45
Failed,,,4657,1513,2726,0.755,0.329,5.294,str('ks-test'),str('bounded'),35
Failed,,,502,3522,1848,0.448,0.8,0.428,str('t-test'),str('bounded'),3
Failed,,,783,2113,57,0.271,0.906,3.392,str('ks-test'),str('bounded'),30
Failed,,,4373,2912,4215,0.962,0.441,8.584,str('t-test'),str('bounded'),9
Failed,,,3044,788,2025,0.239,0.239,6.473,str('ks-test'),str('bounded'),25
Failed,,,2112,4091,3491,0.559,0.647,1.596,str('t-test'),str('bounded'),39
Failed,,,1965,641,966,0.419,0.288,8.432,str('t-test'),str('bounded'),24
Failed,,,2878,4256,4463,0.847,0.817,3.544,str('ks-test'),str('bounded'),41
Failed,,,4207,1966,1643,0.073,0.612,1.436,str('t-test'),str('bounded'),31
Failed,,,636,3077,2521,0.63,0.018,6.634,str('ks-test'),str('bounded'),8
Failed,,,336,1367,4322,0.589,0.129,9.607,str('t-test'),str('bounded'),37
Failed,,,4510,3689,163,0.147,0.72,4.708,str('ks-test'),str('bounded'),1
Failed,,,3183,32,3599,0.933,0.959,0.256,str('t-test'),str('bounded'),16
Failed,,,1664,4858,2133,0.363,0.427,5.465,str('ks-test'),str('bounded'),46
Failed,,,1284,2350,3356,0.189,0.755,7.469,str('t-test'),str('bounded'),33
Failed,,,3563,2528,2478,0.515,0.35,1.968,str('ks-test'),str('bounded'),6
Failed,,,4736,1175,4037,0.288,0.08,2.983,str('t-test'),str('bounded'),16
Failed,,,111,3849,540,0.977,0.549,7.548,str('ks-test'),str('bounded'),48
Failed,,,1018,576,1404,0.803,0.657,6.134,str('t-test'),str('bounded'),21
Failed,,,3825,4460,2871,0.494,0.19,0.642,str('ks-test'),str('bounded'),42
Failed,,,2654,1740,676,0.703,0.49,4.312,str('t-test'),str('bounded'),26
Failed,,,2189,3130,4835,0.032,0.896,8.869,str('ks-test'),str('bounded'),12
Failed,,,2199,1757,3155,0.83,0.711,1.974,str('t-test'),str('bounded'),17
Failed,,,2643,3142,2277,0.404,0.183,7.498,str('ks-test'),str('bounded'),47
Failed,,,3815,578,3848,0.676,0.387,7.575,str('t-test'),str('bounded'),38
Failed,,,1026,4468,350,0.121,0.983,2.991,str('ks-test'),str('bounded'),2
Failed,,,103,1188,1518,0.161,0.871,0.653,str('t-test'),str('bounded'),30
Failed,,,4745,3866,2983,0.605,0.281,6.166,str('ks-test'),str('bounded'),7
Failed,,,3574,2357,798,0.315,0.04,8.899,str('t-test'),str('bounded'),23
Failed,,,1274,2531,4957,0.887,0.573,4.326,str('ks-test'),str('bounded'),40
Failed,,,1675,29,1156,0.561,0.247,3.533,str('t-test'),str('bounded'),27
Failed,,,3173,4851,4653,0.237,0.649,8.4,str('ks-test'),str('bounded'),12
Failed,,,4502,1350,1844,0.96,0.921,6.604,str('t-test'),str('bounded'),22
Failed,,,346,3677,2721,0.273,0.45,1.422,str('ks-test'),str('bounded'),42
Failed,,,627,1959,4201,0.446,0.344,4.702,str('t-test'),str('bounded'),15
Failed,,,4215,3075,42,0.757,0.809,9.578,str('ks-test'),str('bounded'),48
Failed,,,2887,628,3486,0.046,0.512,5.439,str('t-test'),str('bounded'),32
Failed,,,1954,4239,2020,0.719,0.103,0.248,str('ks-test'),str('bounded'),6
Failed,,,2120,795,4468,0.361,0.961,9.74,str('ks-test'),str('bounded'),34
Failed,,,3034,4093,971,0.935,0.432,4.541,str('t-test'),str('bounded'),4
Failed,,,4361,2126,2535,0.149,0.139,0.399,str('ks-test'),str('bounded'),13
Failed,,,793,2929,1657,0.587,0.732,5.288,str('t-test'),str('bounded'),49
Failed,,,492,1515,168,0.632,0.622,8.57,str('ks-test'),str('bounded'),21
Failed,,,4668,3530,4327,0.071,0.03,3.362,str('t-test'),str('bounded'),44
Failed,,,3339,195,2147,0.845,0.291,1.564,str('ks-test'),str('bounded'),29
Failed,,,1821,4704,3614,0.421,0.822,6.462,str('t-test'),str('bounded'),11
Failed,,,1440,2191,2463,0.03,0.495,5.694,str('ks-test'),str('bounded'),24
Failed,,,3721,2676,3341,0.705,0.899,1.127,str('t-test'),str('bounded'),39
Failed,,,4892,1021,535,0.496,0.671,3.862,str('ks-test'),str('bounded'),29
Failed,,,269,4012,4033,0.801,0.202,9.364,str('t-test'),str('bounded'),9
Failed,,,1173,413,2856,0.979,0.093,7.013,str('ks-test'),str('bounded'),36
Failed,,,3981,4615,1390,0.286,0.56,2.458,str('t-test'),str('bounded'),3
Failed,,,2809,1592,4830,0.513,0.76,2.537,str('ks-test'),str('bounded'),19
Failed,,,2346,3289,672,0.191,0.353,8.028,str('t-test'),str('bounded'),45
Failed,,,2493,476,1738,0.426,0.583,9.078,str('ks-test'),str('bounded'),39
Failed,,,2663,4404,2773,0.871,0.055,3.947,str('t-test'),str('bounded'),25
Failed,,,3992,1801,1202,0.084,0.251,1.056,str('ks-test'),str('bounded'),10
Failed,,,1164,3224,4543,0.65,0.847,5.877,str('t-test'),str('bounded'),30
Failed,,,199,2450,3532,0.568,0.984,7.903,str('ks-test'),str('bounded'),2
Failed,,,4959,2584,1910,0.136,0.394,2.784,str('t-test'),str('bounded'),36
Failed,,,3632,1115,4096,0.908,0.162,2.235,str('ks-test'),str('bounded'),44
Failed,,,1527,3754,93,0.356,0.695,7.045,str('t-test'),str('bounded'),18
Failed,,,1772,1267,3796,0.219,0.117,5.022,str('ks-test'),str('bounded'),5
Failed,,,3387,3633,456,0.516,0.52,0.543,str('t-test'),str('bounded'),34
Failed,,,4560,93,3265,0.306,0.784,4.528,str('ks-test'),str('bounded'),50
Failed,,,599,4954,2231,0.99,0.313,9.942,str('t-test'),str('bounded'),14
Failed,,,921,740,908,0.79,0.457,6.357,str('ks-test'),str('bounded'),43
Failed,,,4235,4312,4911,0.475,0.921,1.869,str('t-test'),str('bounded'),20
Failed,,,3064,1905,1466,0.702,0.632,3.199,str('ks-test'),str('bounded'),10
Failed,,,2091,2982,3089,0.001,0.223,8.621,str('t-test'),str('bounded'),28
Failed,,,1945,2052,582,0.89,0.833,1.396,str('t-test'),str('bounded'),12
Failed,,,2898,2816,3923,0.344,0.304,6.831,str('ks-test'),str('bounded'),26
Failed,,,4069,888,2359,0.616,0.003,8.158,str('t-test'),str('bounded'),41
Failed,,,774,4147,3392,0.182,0.596,3.662,str('ks-test'),str('bounded'),21
Failed,,,433,239,4726,0.101,0.736,0.06,str('t-test'),str('bounded'),49
Failed,,,4414,4787,723,0.665,0.144,5.505,str('ks-test'),str('bounded'),15
Failed,,,3241,1413,2903,0.376,0.412,9.487,str('t-test'),str('bounded'),7
Failed,,,1606,3467,1280,0.827,0.943,4.983,str('ks-test'),str('bounded'),33
Failed,,,1380,968,2645,0.746,0.366,2.944,str('t-test'),str('bounded'),46
Failed,,,3466,3920,1611,0.051,0.77,7.743,str('ks-test'),str('bounded'),17
Failed,,,4793,2303,4417,0.776,0.533,7.198,str('t-test'),str('bounded'),1
Failed,,,53,2750,1076,0.459,0.064,2.084,str('ks-test'),str('bounded'),37
Failed,,,998,1655,2096,0.26,0.206,4.119,str('t-test'),str('bounded'),8
Failed,,,3845,3391,3718,0.942,0.673,8.907,str('ks-test'),str('bounded'),31
Failed,,,2516,330,278,0.232,0.88,6.017,str('t-test'),str('bounded'),41
Failed,,,2327,4570,4280,0.535,0.474,0.915,str('ks-test'),str('bounded'),23
Failed,,,2293,1171,17,0.056,0.058,4.781,str('ks-test'),str('bounded'),21
Failed,,,2550,3805,4175,0.742,0.587,9.651,str('t-test'),str('bounded'),42
Failed,,,3879,2491,1986,0.467,0.857,5.353,str('ks-test'),str('bounded'),26
