Status,ACCURACY,RUNTIME,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,approximation_type,subset_bound
Completed,0.91,69,3947,353,2520,0.252,0.496,6.639,str('ks-test'),str('bounded'),2
Completed,0.91,127,1213,607,4052,0.066,0.131,9.603,str('t-test'),str('bounded'),2
Completed,0.91,301,4455,4779,2371,0.918,0.482,2.982,str('ks-test'),str('bounded'),3
Completed,0.91,6020,1975,3757,1361,0.231,0.844,4.111,str('t-test'),str('bounded'),4
Completed,0.91,1,314,4878,1071,0.732,0.145,0.645,str('t-test'),str('bounded'),1
Completed,0.91,294,317,1422,4711,0.871,0.654,7.603,str('t-test'),str('bounded'),3
Completed,0.91,12,1216,3409,168,0.453,0.633,1.525,str('t-test'),str('bounded'),2
Completed,0.91,21,3949,3192,1387,0.145,0.99,4.812,str('ks-test'),str('bounded'),2
Completed,0.91,29,1424,792,4900,0.313,0.016,0.775,str('t-test'),str('bounded'),2
Completed,0.91,6077,4531,4898,1242,0.167,0.645,8.246,str('ks-test'),str('bounded'),4
Completed,0.91,1,2869,3812,1503,0.671,0.351,6.655,str('ks-test'),str('bounded'),1
Completed,0.91,6290,4921,2241,4173,0.273,0.548,7.895,str('ks-test'),str('bounded'),4
Completed,0.91,748,766,526,3489,0.657,0.208,5.017,str('ks-test'),str('bounded'),3
Completed,0.91,397,2599,1614,3161,0.558,0.269,7.336,str('ks-test'),str('bounded'),3
Completed,0.91,11,151,1772,4555,0.957,0.116,9.811,str('t-test'),str('bounded'),2
Completed,0.91,1,3681,2876,150,0.499,0.26,1.229,str('ks-test'),str('bounded'),1
Completed,0.91,6070,4881,4453,307,0.731,0.836,6.228,str('ks-test'),str('bounded'),4
Completed,0.91,1,2410,4607,1394,0.753,0.562,8.733,str('t-test'),str('bounded'),1
Completed,0.91,1,1097,3604,2718,0.729,0.377,6.709,str('t-test'),str('bounded'),1
Completed,0.91,301,2155,4244,4217,0.167,0.219,2.517,str('t-test'),str('bounded'),3
Completed,0.91,11,443,1228,1663,0.604,0.879,1.203,str('ks-test'),str('bounded'),2
Completed,0.91,6625,4133,4209,4062,0.856,0.464,5.441,str('t-test'),str('bounded'),4
Completed,0.91,930,4095,1371,428,0.148,0.175,8.681,str('t-test'),str('bounded'),3
Completed,0.91,11,934,4990,4756,0.42,0.904,7.285,str('ks-test'),str('bounded'),2
Completed,0.91,3185,3428,1995,1906,0.931,0.891,6.873,str('t-test'),str('bounded'),4
Completed,0.91,2,1344,178,730,0.559,0.948,5.59,str('t-test'),str('bounded'),1
Completed,0.91,9380,3876,25,2144,0.955,0.669,8.125,str('ks-test'),str('bounded'),3
Completed,0.91,8441,65,4544,4831,0.708,0.238,3.534,str('t-test'),str('bounded'),4
Completed,0.91,315,806,4300,1076,0.832,0.61,3.06,str('ks-test'),str('bounded'),3
Completed,0.91,1,2892,1075,586,0.879,0.72,3.678,str('t-test'),str('bounded'),1
Completed,0.91,565,3389,4832,3665,0.065,0.743,9.79,str('t-test'),str('bounded'),3
Completed,0.91,11,1625,1526,1818,0.369,0.457,6.205,str('ks-test'),str('bounded'),2
Completed,0.91,1,4551,2649,3506,0.831,0.165,4.786,str('t-test'),str('bounded'),1
Completed,0.91,11,2076,2808,4910,0.683,0.452,2.281,str('ks-test'),str('bounded'),2
Completed,0.91,6064,2000,4219,3218,0.176,0.503,6.297,str('ks-test'),str('bounded'),4
Completed,0.91,289,484,4848,4076,0.905,0.283,8.164,str('ks-test'),str('bounded'),3
Completed,0.91,1,3009,4688,2975,0.609,0.07,5.629,str('t-test'),str('bounded'),1
Completed,0.91,509,3192,970,1215,0.427,0.091,2.057,str('t-test'),str('bounded'),3
Completed,0.91,3,662,1124,2321,0.089,0.307,4.542,str('ks-test'),str('bounded'),1
Completed,0.91,1,1821,2674,4233,0.139,0.859,3.161,str('ks-test'),str('bounded'),1
Completed,0.91,309,3066,4130,1800,0.136,0.415,3.915,str('t-test'),str('bounded'),3
Completed,0.91,2,592,4283,406,0.35,0.202,1.44,str('ks-test'),str('bounded'),1
Completed,0.91,10,3235,368,4888,0.827,0.424,7.522,str('t-test'),str('bounded'),1
Completed,0.91,12,4366,2516,2819,0.346,0.522,0.627,str('t-test'),str('bounded'),2
Failed,,,3200,2727,1148,0.454,0.189,0.908,str('ks-test'),str('full'),2009
Failed,,,3851,1349,4798,0.982,0.402,2.633,str('t-test'),str('full'),311
Failed,,,327,4254,2018,0.191,0.954,8.781,str('ks-test'),str('bounded'),4906
Failed,,,223,788,4593,0.409,0.347,7.528,str('t-test'),str('bounded'),2794
Failed,,,4356,3527,2379,0.64,0.79,3.872,str('ks-test'),str('full'),2418
Failed,,,3597,2385,3573,0.174,0.612,2.16,str('t-test'),str('full'),372
Failed,,,2139,4509,708,0.902,0.056,5.818,str('ks-test'),str('bounded'),4496
Failed,,,1591,1701,1355,0.821,0.154,9.985,str('t-test'),str('full'),820
Failed,,,2598,3981,4210,0.099,0.71,3.604,str('ks-test'),str('bounded'),4321
Failed,,,3516,4655,1543,0.501,0.419,7.828,str('t-test'),str('bounded'),764
Failed,,,4163,642,2537,0.062,0.242,6.102,str('ks-test'),str('bounded'),1527
Failed,,,11,3674,373,0.768,0.685,2.485,str('t-test'),str('full'),3651
Failed,,,534,1516,3113,0.611,0.016,1.247,str('ks-test'),str('full'),4040
Failed,,,4039,4089,265,0.343,0.568,7.356,str('t-test'),str('bounded'),1133
Failed,,,3285,621,3803,0.845,0.779,9.066,str('ks-test'),str('bounded'),1626
Failed,,,2455,2560,1572,0.076,0.333,2.959,str('t-test'),str('full'),3281
Failed,,,2560,914,4621,0.615,0.41,9.9,str('t-test'),str('bounded'),41
Failed,,,2522,3741,1065,0.388,0.202,6.563,str('t-test'),str('bounded'),41
Failed,,,310,386,4390,0.692,0.665,0.08,str('ks-test'),str('bounded'),20
Failed,,,2672,2285,180,0.259,0.316,1.88,str('ks-test'),str('bounded'),15
Failed,,,2802,2712,2231,0.205,0.662,0.922,str('t-test'),str('bounded'),24
Failed,,,33,760,3213,0.899,0.191,7.406,str('ks-test'),str('bounded'),43
Failed,,,1906,4171,602,0.441,0.291,9.65,str('t-test'),str('bounded'),30
Failed,,,4675,2378,3917,0.636,0.825,3.636,str('ks-test'),str('bounded'),12
Failed,,,4334,4417,2721,0.548,0.922,2.066,str('t-test'),str('bounded'),34
Failed,,,999,3701,4526,0.784,0.063,8.291,str('t-test'),str('bounded'),15
Failed,,,3709,339,976,0.106,0.59,4.933,str('ks-test'),str('bounded'),45
Failed,,,3184,3790,4984,0.279,0.145,2.698,str('t-test'),str('bounded'),36
Failed,,,894,2153,809,0.584,0.741,9.338,str('ks-test'),str('bounded'),6
Failed,,,1524,3074,2888,0.016,0.778,6.469,str('t-test'),str('bounded'),17
Failed,,,3814,965,1360,0.819,0.368,0.609,str('ks-test'),str('bounded'),49
Failed,,,4718,3340,125,0.996,0.381,3.995,str('t-test'),str('bounded'),21
Failed,,,576,1971,3452,0.27,0.847,8.269,str('t-test'),str('bounded'),30
Failed,,,2447,2960,197,0.826,0.633,5.985,str('ks-test'),str('bounded'),43
Failed,,,4757,1167,4303,0.007,0.231,2.001,str('t-test'),str('bounded'),23
Failed,,,3082,4952,670,0.75,0.855,7.744,str('ks-test'),str('bounded'),26
Failed,,,372,1597,4767,0.072,0.259,4.228,str('t-test'),str('bounded'),10
Failed,,,2251,3181,1538,0.518,0.223,1.51,str('ks-test'),str('bounded'),20
Failed,,,4961,292,2988,0.339,0.632,5.494,str('t-test'),str('bounded'),41
Failed,,,4049,2920,4282,0.47,0.619,8.963,str('ks-test'),str('bounded'),19
Failed,,,1280,1119,264,0.664,0.031,3.104,str('t-test'),str('bounded'),48
Failed,,,659,3948,3590,0.237,0.49,0.232,str('ks-test'),str('bounded'),37
Failed,,,3470,3543,3425,0.699,0.338,5.806,str('ks-test'),str('bounded'),14
Failed,,,1238,497,2366,0.38,0.809,2.448,str('t-test'),str('bounded'),47
Failed,,,1863,4572,3822,0.967,0.709,4.541,str('ks-test'),str('bounded'),32
Failed,,,4438,4330,1683,0.044,0.078,7.185,str('ks-test'),str('bounded'),32
Failed,,,2148,2219,2508,0.847,0.543,1.17,str('t-test'),str('bounded'),10
Failed,,,271,2559,1150,0.312,0.938,3.417,str('ks-test'),str('bounded'),25
Failed,,,1958,3651,3747,0.968,0.911,5.233,str('ks-test'),str('bounded'),35
Failed,,,4590,446,2063,0.165,0.439,1.874,str('t-test'),str('bounded'),6
Failed,,,4225,2760,827,0.019,0.309,2.74,str('ks-test'),str('bounded'),28
Failed,,,2186,4391,1767,0.156,0.814,2.837,str('t-test'),str('bounded'),9
Failed,,,4398,1503,2739,0.96,0.289,8.852,str('ks-test'),str('bounded'),26
Failed,,,1823,2409,502,0.037,0.936,1.302,str('ks-test'),str('bounded'),38
Failed,,,1200,2659,3184,0.624,0.583,4.213,str('t-test'),str('bounded'),48
Failed,,,3510,706,2291,0.305,0.048,7.572,str('ks-test'),str('bounded'),19
Failed,,,698,1786,2146,0.759,0.153,3.149,str('ks-test'),str('bounded'),32
Failed,,,1320,3283,4208,0.332,0.367,1.017,str('t-test'),str('bounded'),47
Failed,,,4010,82,23,0.527,0.769,6.876,str('ks-test'),str('bounded'),13
Failed,,,5000,3119,1308,0.657,0.982,8.51,str('t-test'),str('bounded'),42
Failed,,,2212,1008,2904,0.478,0.386,4.525,str('ks-test'),str('bounded'),25
Failed,,,333,3770,901,0.925,0.096,2.239,str('t-test'),str('bounded'),10
Failed,,,3121,2125,4851,0.246,0.505,5.754,str('ks-test'),str('bounded'),31
Failed,,,2886,3923,2012,0.591,0.258,4.753,str('ks-test'),str('bounded'),12
Failed,,,3963,4885,2387,0.94,0.242,5.92,str('t-test'),str('bounded'),25
Failed,,,1332,1683,3368,0.137,0.642,2.405,str('ks-test'),str('bounded'),43
Failed,,,706,3229,447,0.704,0.868,4.652,str('t-test'),str('bounded'),30
Failed,,,3774,3128,3117,0.185,0.018,3.551,str('ks-test'),str('bounded'),46
Failed,,,1562,237,1442,0.988,0.614,9.41,str('t-test'),str('bounded'),15
Failed,,,3146,1628,728,0.725,0.495,0.645,str('t-test'),str('bounded'),34
Failed,,,3747,2501,4608,0.89,0.798,1.689,str('ks-test'),str('bounded'),49
Failed,,,959,864,1204,0.212,0.335,5.047,str('t-test'),str('bounded'),17
Failed,,,1586,4363,2639,0.628,0.186,7.956,str('ks-test'),str('bounded'),5
Failed,,,4374,2254,1589,0.448,0.712,3.816,str('t-test'),str('bounded'),36
Failed,,,4636,4551,363,0.36,0.536,0.333,str('ks-test'),str('bounded'),8
Failed,,,1946,1344,3845,0.555,0.064,6.347,str('t-test'),str('bounded'),28
Failed,,,72,3588,2469,0.097,0.418,9.097,str('ks-test'),str('bounded'),39
Failed,,,2762,539,3284,0.791,0.952,2.614,str('t-test'),str('bounded'),21
Failed,,,2711,4487,4125,0.737,0.043,3.962,str('ks-test'),str('bounded'),17
Failed,,,79,1437,106,0.432,0.576,8.103,str('t-test'),str('bounded'),50
Failed,,,4169,4768,227,0.398,0.053,4.977,str('t-test'),str('bounded'),5
Failed,,,1790,1722,4333,0.718,0.579,8.335,str('ks-test'),str('bounded'),36
Failed,,,1165,3346,2020,0.131,0.931,6.249,str('t-test'),str('bounded'),50
Failed,,,1691,654,4924,0.838,0.836,9.225,str('t-test'),str('bounded'),7
Failed,,,1069,4104,1380,0.251,0.675,6.514,str('ks-test'),str('bounded'),22
Failed,,,3603,2464,2830,0.571,0.211,0.498,str('t-test'),str('bounded'),38
Failed,,,3255,3387,1841,0.81,0.531,2.187,str('ks-test'),str('bounded'),29
Failed,,,789,27,2666,0.117,0.121,6.17,str('t-test'),str('bounded'),13
Failed,,,1414,4731,993,0.544,0.391,8.415,str('ks-test'),str('bounded'),22
Failed,,,3880,1837,4464,0.348,0.988,4.9,str('t-test'),str('bounded'),44
Failed,,,4770,3860,3268,0.467,0.758,0.811,str('ks-test'),str('bounded'),16
Failed,,,2402,2064,2208,0.647,0.358,7.45,str('t-test'),str('bounded'),45
Failed,,,524,3023,3980,0.201,0.132,9.537,str('ks-test'),str('bounded'),34
Failed,,,2977,2870,2566,0.285,0.469,7.061,str('t-test'),str('bounded'),33
Failed,,,2317,4019,4681,0.049,0.609,3.296,str('t-test'),str('bounded'),14
Failed,,,4851,1905,1132,0.868,0.012,9.936,str('ks-test'),str('bounded'),46
Failed,,,3902,2565,1795,0.569,0.499,6.828,str('ks-test'),str('bounded'),47
Failed,,,1427,927,2767,0.265,0.901,0.188,str('t-test'),str('bounded'),13
Failed,,,3281,2191,4402,0.028,0.021,8.92,str('t-test'),str('bounded'),32
Failed,,,3337,185,3762,0.401,0.28,8.636,str('ks-test'),str('bounded'),11
Failed,,,3516,4262,279,0.234,0.957,8.999,str('t-test'),str('bounded'),21
Failed,,,1148,2306,4220,0.913,0.424,2.983,str('ks-test'),str('bounded'),40
Failed,,,1778,2606,1929,0.498,0.089,0.265,str('t-test'),str('bounded'),26
Failed,,,4146,809,3535,0.677,0.561,6.749,str('ks-test'),str('bounded'),8
Failed,,,4503,3492,4829,0.515,0.691,7.699,str('t-test'),str('bounded'),37
Failed,,,2038,605,654,0.321,0.164,4.339,str('ks-test'),str('bounded'),5
Failed,,,166,4641,3043,0.778,0.325,1.467,str('t-test'),str('bounded'),18
Failed,,,2631,1283,1515,0.084,0.789,5.608,str('ks-test'),str('bounded'),48
Failed,,,2655,3065,4745,0.866,0.285,3.601,str('t-test'),str('bounded'),39
Failed,,,180,954,717,0.063,0.82,9.616,str('ks-test'),str('bounded'),21
Failed,,,2053,3824,3088,0.599,0.669,7.371,str('t-test'),str('bounded'),8
Failed,,,4529,2178,1414,0.295,0.196,0.888,str('ks-test'),str('bounded'),27
Failed,,,944,4716,2555,0.994,0.84,3.226,str('ks-test'),str('bounded'),20
Failed,,,3722,1823,1652,0.175,0.307,9.71,str('t-test'),str('bounded'),40
Failed,,,3132,2775,3015,0.442,0.985,7.651,str('ks-test'),str('bounded'),30
Failed,,,3543,146,3461,0.95,0.468,2.11,str('ks-test'),str('bounded'),18
Failed,,,3350,4145,2500,0.683,0.771,0.575,str('t-test'),str('bounded'),1
Failed,,,728,2345,3315,0.488,0.363,6.434,str('ks-test'),str('bounded'),33
Failed,,,1358,2723,372,0.914,0.151,9.304,str('t-test'),str('bounded'),46
Failed,,,3980,769,3853,0.221,0.747,2.663,str('ks-test'),str('bounded'),15
Failed,,,4865,3688,2628,0.09,0.501,1.797,str('t-test'),str('bounded'),43
Failed,,,2340,332,1578,0.768,0.099,5.313,str('ks-test'),str('bounded'),23
Failed,,,468,4445,4580,0.322,0.39,8.024,str('t-test'),str('bounded'),12
Failed,,,2993,1557,1176,0.502,0.979,4.039,str('ks-test'),str('bounded'),30
Failed,,,2916,4604,3176,0.163,0.229,5.529,str('ks-test'),str('bounded'),10
Failed,,,538,1397,2282,0.982,0.638,1.544,str('t-test'),str('bounded'),31
Failed,,,2417,3534,4032,0.426,0.849,4.262,str('ks-test'),str('bounded'),42
Failed,,,4795,485,472,0.746,0.253,7.778,str('t-test'),str('bounded'),25
Failed,,,3363,823,97,0.846,0.238,1.612,str('ks-test'),str('bounded'),13
Failed,,,3496,4871,3949,0.521,0.558,0.721,str('t-test'),str('bounded'),22
Failed,,,1177,1668,556,0.342,0.094,7.206,str('ks-test'),str('bounded'),38
Failed,,,3616,3192,929,0.354,0.715,8.715,str('ks-test'),str('bounded'),47
Failed,,,1092,300,4879,0.533,0.181,4.576,str('t-test'),str('bounded'),19
Failed,,,4241,1564,2915,0.797,0.804,5.841,str('t-test'),str('bounded'),38
Failed,,,4604,3977,4199,0.885,0.947,9.857,str('ks-test'),str('bounded'),9
Failed,,,1981,2025,15,0.19,0.421,3.373,str('t-test'),str('bounded'),26
Failed,,,104,2906,3634,0.648,0.069,1.126,str('ks-test'),str('bounded'),41
Failed,,,2727,1114,2115,0.454,0.533,7.14,str('t-test'),str('bounded'),20
Failed,,,2740,3884,456,0.009,0.442,5.675,str('ks-test'),str('bounded'),18
Failed,,,59,2089,3771,0.813,0.906,2.316,str('t-test'),str('bounded'),48
Failed,,,1929,2999,2417,0.276,0.574,4.448,str('ks-test'),str('bounded'),37
Failed,,,4610,1050,3399,0.58,0.047,8.589,str('t-test'),str('bounded'),5
Failed,,,4350,3402,4654,0.726,0.206,6.956,str('ks-test'),str('bounded'),27
Failed,,,1572,42,1104,0.407,0.677,0.94,str('t-test'),str('bounded'),9
Failed,,,3402,3660,4354,0.15,0.401,4.856,str('ks-test'),str('bounded'),7
Failed,,,643,457,169,0.952,0.997,8.371,str('t-test'),str('bounded'),28
Failed,,,1268,4455,3479,0.385,0.52,6.126,str('ks-test'),str('bounded'),39
Failed,,,911,669,1486,0.637,0.396,4.136,str('t-test'),str('bounded'),11
Failed,,,1537,4090,4818,0.21,0.124,1.379,str('ks-test'),str('bounded'),24
Failed,,,3759,2449,643,0.904,0.526,5.362,str('t-test'),str('bounded'),42
Failed,,,4744,4512,1937,0.785,0.726,8.772,str('ks-test'),str('bounded'),14
Failed,,,2424,1461,3543,0.106,0.129,2.914,str('t-test'),str('bounded'),46
Failed,,,550,3627,310,0.553,0.352,0.003,str('ks-test'),str('bounded'),33
Failed,,,3098,3468,1391,0.961,0.015,2.537,str('t-test'),str('bounded'),34
Failed,,,320,581,2841,0.143,0.604,9.176,str('ks-test'),str('bounded'),1
Failed,,,2196,4665,855,0.699,0.876,6.268,str('t-test'),str('bounded'),16
Failed,,,4974,1308,4952,0.379,0.474,0.409,str('ks-test'),str('bounded'),45
Failed,,,3986,4248,3716,0.306,0.274,3.893,str('t-test'),str('bounded'),23
Failed,,,1306,2291,2032,0.611,0.871,7.877,str('ks-test'),str('bounded'),44
Failed,,,683,2620,4116,0.044,0.648,5.126,str('t-test'),str('bounded'),29
Failed,,,4033,3300,3269,0.293,0.011,2.08,str('t-test'),str('bounded'),49
Failed,,,1010,1070,846,0.851,0.685,8.7,str('ks-test'),str('bounded'),10
Failed,,,321,2642,2147,0.923,0.501,7.331,str('t-test'),str('bounded'),38
Failed,,,1798,3244,3260,0.756,0.426,9.489,str('t-test'),str('bounded'),28
Failed,,,4117,200,2200,0.079,0.953,3.474,str('ks-test'),str('bounded'),7
Failed,,,4385,2845,1004,0.241,0.793,1.924,str('t-test'),str('bounded'),35
Failed,,,2163,1203,4475,0.934,0.322,6.064,str('ks-test'),str('bounded'),6
Failed,,,284,4043,1869,0.476,0.16,8.19,str('t-test'),str('bounded'),17
Failed,,,2506,1929,2694,0.671,0.693,4.83,str('ks-test'),str('bounded'),50
Failed,,,2545,4757,1641,0.333,0.921,1.83,str('ks-test'),str('bounded'),45
Failed,,,246,1870,2612,0.528,0.448,5.189,str('t-test'),str('bounded'),16
Failed,,,4424,19,4557,0.763,0.567,3.918,str('t-test'),str('bounded'),35
Failed,,,4078,3037,3331,0.925,0.681,0.532,str('ks-test'),str('bounded'),12
Failed,,,1837,1080,2438,0.247,0.217,6.548,str('t-test'),str('bounded'),29
Failed,,,1216,3831,3877,0.662,0.304,9.259,str('ks-test'),str('bounded'),44
Failed,,,3457,2034,317,0.483,0.83,2.775,str('t-test'),str('bounded'),23
Failed,,,776,1625,2407,0.46,0.757,2.71,str('t-test'),str('bounded'),36
Failed,,,88,4431,1203,0.254,0.932,1.261,str('ks-test'),str('bounded'),18
Failed,,,4877,2441,3468,0.827,0.263,7.96,str('t-test'),str('bounded'),28
Failed,,,4026,1411,1960,0.69,0.112,2.143,str('t-test'),str('bounded'),22
Failed,,,4936,4134,774,0.618,0.138,3.713,str('ks-test'),str('bounded'),50
Failed,,,2235,2492,4724,0.297,0.727,9.57,str('t-test'),str('bounded'),16
Failed,,,358,2754,1473,0.853,0.753,7.485,str('ks-test'),str('bounded'),7
Failed,,,3059,640,3070,0.035,0.351,0.845,str('t-test'),str('bounded'),35
