Status,ACCURACY,RUNTIME,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,approximation_type,subset_bound
Failed,,,4388,1023,1292,0.624,0.587,8.107,str('ks-test'),str('bounded'),39
Failed,,,4242,4227,575,0.639,0.664,5.999,str('t-test'),str('bounded'),23
Failed,,,1289,576,2792,0.462,0.247,0.778,str('ks-test'),str('bounded'),48
Failed,,,562,2679,2496,0.937,0.345,4.842,str('t-test'),str('bounded'),33
Failed,,,2587,1490,4615,0.148,0.807,9.437,str('ks-test'),str('bounded'),7
Failed,,,2684,2521,887,0.517,0.075,1.121,str('ks-test'),str('bounded'),34
Failed,,,347,1331,3730,0.32,0.516,5.89,str('t-test'),str('bounded'),9
Failed,,,1504,4068,1558,0.843,0.888,9.955,str('ks-test'),str('bounded'),25
Failed,,,4144,417,4303,0.01,0.459,4.56,str('t-test'),str('bounded'),50
Failed,,,4642,4871,2560,0.244,0.291,1.358,str('ks-test'),str('bounded'),15
Failed,,,2295,1181,324,0.92,0.862,6.595,str('t-test'),str('bounded'),40
Failed,,,785,3285,4408,0.43,0.734,7.531,str('ks-test'),str('bounded'),31
Failed,,,3456,2134,2230,0.719,0.177,2.917,str('t-test'),str('bounded'),6
Failed,,,3271,3903,4796,0.987,0.62,4.329,str('ks-test'),str('bounded'),18
Failed,,,1244,56,1993,0.162,0.033,8.931,str('t-test'),str('bounded'),42
Failed,,,1933,2940,2953,0.685,0.435,5.497,str('ks-test'),str('bounded'),26
Failed,,,4888,1633,91,0.48,0.974,0.269,str('t-test'),str('bounded'),2
Failed,,,3824,3743,1795,0.278,0.774,3.16,str('ks-test'),str('bounded'),36
Failed,,,1785,2397,3915,0.575,0.315,8.543,str('t-test'),str('bounded'),10
Failed,,,121,4667,1120,0.085,0.219,6.978,str('ks-test'),str('bounded'),19
Failed,,,3105,860,3337,0.752,0.629,2.219,str('t-test'),str('bounded'),45
Failed,,,3085,3988,1004,0.168,0.911,3.043,str('t-test'),str('bounded'),49
Failed,,,102,181,3142,0.996,0.499,7.796,str('ks-test'),str('bounded'),25
Failed,,,1727,3075,1601,0.474,0.098,6.86,str('t-test'),str('bounded'),10
Failed,,,3765,1728,3798,0.675,0.555,1.484,str('ks-test'),str('bounded'),34
Failed,,,4868,3521,3071,0.566,0.694,4.53,str('t-test'),str('bounded'),5
Failed,,,1913,2214,289,0.271,0.154,9.751,str('ks-test'),str('bounded'),31
Failed,,,1185,4474,4992,0.763,0.252,5.686,str('t-test'),str('bounded'),41
Failed,,,3213,628,2112,0.09,0.837,1.091,str('ks-test'),str('bounded'),15
Failed,,,3515,2714,4604,0.322,0.396,2.481,str('t-test'),str('bounded'),2
Failed,,,844,1563,2348,0.53,0.951,7.107,str('ks-test'),str('bounded'),26
Failed,,,2315,4291,2678,0.008,0.582,8.671,str('t-test'),str('bounded'),41
Failed,,,4661,600,520,0.829,0.009,3.422,str('ks-test'),str('bounded'),17
Failed,,,4203,4737,1365,0.907,0.242,0.062,str('t-test'),str('bounded'),45
Failed,,,1562,1086,4187,0.242,0.668,5.469,str('ks-test'),str('bounded'),20
Failed,,,366,3200,772,0.734,0.798,8.903,str('t-test'),str('bounded'),10
Failed,,,2704,2009,3535,0.431,0.354,4.122,str('ks-test'),str('bounded'),36
Failed,,,2645,3359,2302,0.81,0.527,5.184,str('ks-test'),str('bounded'),13
Failed,,,620,2168,4499,0.103,0.064,0.582,str('t-test'),str('bounded'),37
Failed,,,1308,4896,459,0.61,0.466,4.016,str('ks-test'),str('bounded'),46
Failed,,,4261,1245,2598,0.288,0.881,9.244,str('t-test'),str('bounded'),22
Failed,,,4446,4132,4291,0.459,0.868,7.29,str('ks-test'),str('bounded'),44
Failed,,,2412,441,1411,0.625,0.284,1.907,str('t-test'),str('bounded'),18
Failed,,,747,2555,3616,0.149,0.188,3.472,str('ks-test'),str('bounded'),2
Failed,,,3730,1404,833,0.951,0.723,8.231,str('t-test'),str('bounded'),28
Failed,,,3311,4633,3384,0.715,0.044,9.641,str('ks-test'),str('bounded'),38
Failed,,,970,786,1226,0.386,0.609,4.873,str('t-test'),str('bounded'),14
Failed,,,2128,3680,4055,0.892,0.981,0.808,str('ks-test'),str('bounded'),5
Failed,,,4770,2373,1799,0.193,0.428,6.202,str('t-test'),str('bounded'),29
Failed,,,4019,2916,66,0.052,0.322,7.842,str('ks-test'),str('bounded'),7
Failed,,,1668,1569,2830,0.846,0.767,2.605,str('t-test'),str('bounded'),33
Failed,,,160,3829,1914,0.37,0.639,1.67,str('ks-test'),str('bounded'),49
Failed,,,2832,22,4736,0.543,0.208,6.283,str('t-test'),str('bounded'),23
Failed,,,2954,2993,2763,0.965,0.82,6.057,str('ks-test'),str('bounded'),14
Failed,,,311,1801,605,0.136,0.27,0.68,str('t-test'),str('bounded'),39
Failed,,,1615,3916,4685,0.643,0.14,4.745,str('ks-test'),str('bounded'),30
Failed,,,3955,262,2430,0.442,0.708,9.496,str('t-test'),str('bounded'),4
Failed,,,4766,4401,686,0.302,0.541,6.45,str('ks-test'),str('bounded'),32
Failed,,,2093,709,3449,0.596,0.112,1.854,str('t-test'),str('bounded'),8
Failed,,,1064,3440,1284,0.121,0.481,2.79,str('ks-test'),str('bounded'),23
Failed,,,3413,2286,4106,0.793,0.928,8.01,str('t-test'),str('bounded'),48
Failed,,,3617,4375,1673,0.561,0.367,9.118,str('ks-test'),str('bounded'),37
Failed,,,664,527,3870,0.352,0.784,3.868,str('t-test'),str('bounded'),12
Failed,,,2436,2788,1079,0.859,0.686,0.434,str('ks-test'),str('bounded'),22
Failed,,,4462,1478,3217,0.038,0.224,5.058,str('t-test'),str('bounded'),47
Failed,,,4334,3273,4922,0.211,0.027,8.418,str('ks-test'),str('bounded'),19
Failed,,,1353,1925,2041,0.874,0.564,3.636,str('t-test'),str('bounded'),43
Failed,,,478,4822,2995,0.4,0.965,2.072,str('ks-test'),str('bounded'),28
Failed,,,2514,1012,212,0.701,0.382,7.477,str('t-test'),str('bounded'),3
Failed,,,2768,4981,3984,0.072,0.74,3.218,str('t-test'),str('bounded'),27
Failed,,,419,1171,1729,0.781,0.17,8.445,str('ks-test'),str('bounded'),1
Failed,,,1412,3432,3307,0.258,0.297,6.881,str('t-test'),str('bounded'),17
Failed,,,4080,2083,1150,0.58,0.854,2.278,str('ks-test'),str('bounded'),43
Failed,,,4559,2629,1985,0.657,0.894,4.231,str('t-test'),str('bounded'),20
Failed,,,2221,1319,4807,0.492,0.452,8.99,str('ks-test'),str('bounded'),44
Failed,,,879,4216,141,0.983,0.081,5.556,str('t-test'),str('bounded'),35
Failed,,,3519,368,2905,0.182,0.509,0.171,str('ks-test'),str('bounded'),11
Failed,,,3198,3599,373,0.417,0.195,1.26,str('t-test'),str('bounded'),25
Failed,,,1161,2445,2512,0.747,0.653,6.653,str('ks-test'),str('bounded'),50
Failed,,,1995,4560,2222,0.224,0.75,7.589,str('t-test'),str('bounded'),34
Failed,,,4981,868,4419,0.925,0.34,2.82,str('ks-test'),str('bounded'),9
Failed,,,3896,3757,3701,0.815,0.411,1.18,str('t-test'),str('bounded'),31
Failed,,,1869,103,918,0.022,0.998,5.792,str('ks-test'),str('bounded'),6
Failed,,,57,2835,4373,0.513,0.596,9.857,str('t-test'),str('bounded'),15
Failed,,,3013,1642,1492,0.34,0.057,4.618,str('ks-test'),str('bounded'),40
Failed,,,3025,2847,595,0.795,0.473,6.68,str('t-test'),str('bounded'),36
Failed,,,40,1655,2773,0.118,0.937,1.273,str('ks-test'),str('bounded'),10
Failed,,,1861,3769,2439,0.594,0.534,2.833,str('t-test'),str('bounded'),19
Failed,,,3899,116,4675,0.304,0.119,7.614,str('ks-test'),str('bounded'),45
Failed,,,4963,4567,3439,0.444,0.132,5.818,str('t-test'),str('bounded'),18
Failed,,,2008,875,696,0.641,0.716,1.192,str('ks-test'),str('bounded'),42
Failed,,,1163,3606,4116,0.134,0.813,4.633,str('t-test'),str('bounded'),26
Failed,,,3191,2452,1275,0.966,0.277,9.882,str('ks-test'),str('bounded'),2
Failed,,,3532,4209,3879,0.699,0.956,8.462,str('t-test'),str('bounded'),15
Failed,,,862,360,1663,0.401,0.39,3.241,str('ks-test'),str('bounded'),40
Failed,,,2214,2622,3207,0.877,0.019,2.302,str('t-test'),str('bounded'),31
Failed,,,4561,1312,1089,0.208,0.571,6.897,str('ks-test'),str('bounded'),6
Failed,,,4064,3420,2051,0.037,0.677,9.006,str('t-test'),str('bounded'),34
Failed,,,1423,2071,4912,0.861,0.233,4.254,str('ks-test'),str('bounded'),9
Failed,,,423,4969,202,0.354,0.36,0.195,str('t-test'),str('bounded'),25
Failed,,,2760,1159,3005,0.559,0.792,5.571,str('ks-test'),str('bounded'),50
Failed,,,2506,4815,1739,0.184,0.089,3.894,str('ks-test'),str('bounded'),22
Failed,,,481,1005,3975,0.981,0.501,9.131,str('t-test'),str('bounded'),48
Failed,,,1364,3266,1140,0.49,0.902,5.072,str('ks-test'),str('bounded'),33
Failed,,,4318,1917,3317,0.659,0.445,0.459,str('t-test'),str('bounded'),7
Failed,,,4464,2776,4817,0.581,0.306,3.662,str('ks-test'),str('bounded'),29
Failed,,,2429,1466,1975,0.256,0.846,8.43,str('t-test'),str('bounded'),5
Failed,,,647,4363,2895,0.778,0.748,7.491,str('ks-test'),str('bounded'),15
Failed,,,3629,514,151,0.075,0.163,2.097,str('t-test'),str('bounded'),39
Failed,,,3406,3453,2502,0.338,0.604,0.696,str('ks-test'),str('bounded'),28
Failed,,,1065,2299,383,0.515,0.049,6.08,str('t-test'),str('bounded'),3
Failed,,,2106,4414,4429,0.024,0.418,9.52,str('ks-test'),str('bounded'),18
Failed,,,4748,721,2212,0.813,0.991,4.761,str('t-test'),str('bounded'),44
Failed,,,3958,3923,908,0.922,0.758,1.871,str('ks-test'),str('bounded'),22
Failed,,,1607,269,3710,0.227,0.332,6.473,str('t-test'),str('bounded'),46
Failed,,,294,3000,1502,0.749,0.202,8.033,str('ks-test'),str('bounded'),37
Failed,,,2966,1808,4363,0.416,0.646,2.805,str('t-test'),str('bounded'),13
Failed,,,2815,3842,3132,0.089,0.259,4.847,str('ks-test'),str('bounded'),3
Failed,,,171,35,1014,0.764,0.83,9.629,str('t-test'),str('bounded'),27
Failed,,,1672,2928,3808,0.274,0.702,6.188,str('ks-test'),str('bounded'),43
Failed,,,4011,1582,1592,0.564,0.145,0.783,str('t-test'),str('bounded'),19
Failed,,,4783,3687,279,0.673,0.106,2.579,str('ks-test'),str('bounded'),47
Failed,,,2110,2380,3081,0.476,0.547,7.829,str('t-test'),str('bounded'),21
Failed,,,963,4640,2121,0.999,0.919,6.269,str('ks-test'),str('bounded'),12
Failed,,,3313,793,4982,0.166,0.49,1.645,str('t-test'),str('bounded'),38
Failed,,,3712,2548,2358,0.434,0.806,0.565,str('ks-test'),str('bounded'),48
Failed,,,760,1397,4594,0.731,0.347,5.161,str('t-test'),str('bounded'),24
Failed,,,2414,4124,511,0.241,0.25,9.221,str('ks-test'),str('bounded'),8
Failed,,,4440,434,2688,0.909,0.66,4.001,str('t-test'),str('bounded'),32
Failed,,,4274,4884,4196,0.831,0.589,1.891,str('ks-test'),str('bounded'),4
Failed,,,1292,1233,1355,0.006,0.002,7.268,str('t-test'),str('bounded'),30
Failed,,,612,3346,3525,0.529,0.404,8.207,str('ks-test'),str('bounded'),39
Failed,,,2648,2156,781,0.324,0.943,3.456,str('t-test'),str('bounded'),13
Failed,,,2706,3192,4509,0.948,0.18,7.081,str('t-test'),str('bounded'),40
Failed,,,359,2002,2292,0.152,0.73,2.469,str('ks-test'),str('bounded'),16
Failed,,,1545,4730,2588,0.627,0.86,3.408,str('t-test'),str('bounded'),6
Failed,,,4215,1079,469,0.458,0.292,8.646,str('ks-test'),str('bounded'),30
Failed,,,4655,4278,1421,0.286,0.459,5.442,str('t-test'),str('bounded'),9
Failed,,,2316,588,4282,0.612,0.888,0.049,str('ks-test'),str('bounded'),35
Failed,,,857,2702,823,0.104,0.519,4.109,str('t-test'),str('bounded'),50
Failed,,,3497,1551,3626,0.809,0.072,8.878,str('ks-test'),str('bounded'),24
Failed,,,3215,4486,1216,0.545,0.632,7.779,str('t-test'),str('bounded'),11
Failed,,,1178,640,3394,0.368,0.216,3.02,str('ks-test'),str('bounded'),35
Failed,,,1895,3533,1809,0.843,0.314,1.46,str('t-test'),str('bounded'),45
Failed,,,4880,2226,4045,0.054,0.776,6.845,str('ks-test'),str('bounded'),21
Failed,,,3757,3082,2820,0.194,0.973,9.734,str('t-test'),str('bounded'),42
Failed,,,1730,1735,76,0.891,0.436,4.507,str('ks-test'),str('bounded'),16
Failed,,,113,3995,4746,0.383,0.035,1.067,str('t-test'),str('bounded'),1
Failed,,,3069,188,1904,0.717,0.617,5.67,str('ks-test'),str('bounded'),27
Failed,,,3089,4655,4862,0.366,0.837,8.909,str('ks-test'),str('bounded'),31
Failed,,,133,847,2098,0.532,0.252,4.313,str('t-test'),str('bounded'),6
Failed,,,1789,3731,3014,0.056,0.156,0.253,str('ks-test'),str('bounded'),15
