detector,gd_plus_at_20,n_valid_datasets__gd_plus_at_20,mn_pd_at_20,n_valid_datasets__mn_pd_at_20,top_5pct_npd_hit_rate_at_20,n_valid_datasets__top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,n_valid_datasets__top_10pct_npd_hit_rate_at_20,igd_plus_at_20,n_valid_datasets__igd_plus_at_20,aec_at_20,n_valid_datasets__aec_at_20,rec_at_20,n_valid_datasets__rec_at_20,pec_w0p5_at_20,n_valid_datasets__pec_w0p5_at_20,mean_exact_r2_selected_at_20,n_valid_datasets__mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,n_valid_datasets__mean_r2_gap_selected_at_20,kendall_pareto_all,n_valid_datasets__kendall_pareto_all,spearman_pareto_all,n_valid_datasets__spearman_pareto_all,kendall_internal_target,n_valid_datasets__kendall_internal_target,spearman_internal_target,n_valid_datasets__spearman_internal_target,kendall_accuracy,n_valid_datasets__kendall_accuracy,spearman_accuracy,n_valid_datasets__spearman_accuracy,kendall_runtime,n_valid_datasets__kendall_runtime,spearman_runtime,n_valid_datasets__spearman_runtime
BNDM,0.1548749546989077,6,0.22555599357069947,6,0.2333333333333333,6,0.4583333333333333,6,0.09198283303919941,6,0.8385111976306945,6,0.8937872881162713,6,0.866149242873483,6,0.13457121869726965,6,0.04650898028331368,6,0.18318166240413414,6,0.2532395330979938,6,0.3749095873487431,6,0.5087247620701506,6,,0,,0,,0,,0
CDBD,0.2827116174191604,6,0.22662067661569055,6,0.25,6,0.4166666666666667,6,0.17001522463265573,6,0.6840225563909774,6,0.8953715356963716,6,0.7896970460436745,6,0.12007384106987933,6,0.08613702576376474,6,0.282774255133251,6,0.3967341025001316,6,0.23088260437209573,6,0.31757494404828784,6,,0,,0,,0,,0
CSDDM,0.14778642922765076,6,0.2688398704912195,6,0.16666666666666666,6,0.3333333333333333,6,0.07974588335928813,6,0.8815586419753086,6,0.882979893432092,6,0.8822692677037004,6,0.11767801698255531,6,0.035266632541354766,6,-0.03588749276183483,6,-0.052729078969796624,6,0.48488923980341525,6,0.6329948828054069,6,,0,,0,,0,,0
D3,0.14977273326126714,6,0.23372697691819141,6,0.2916666666666667,6,0.4833333333333334,6,0.08779543740895611,6,0.761494213382555,6,0.8933908047036838,6,0.8274425090431193,6,0.13886421372867866,6,0.041286981080033515,6,-0.01059988037090664,6,-0.018599978013519397,6,0.4195463941783936,6,0.5574685867292206,6,,0,,0,,0,,0
DAWIDD,0.08918171725295769,6,0.15071367394540366,6,0.39999999999999997,6,0.5333333333333333,6,0.085768158771294,6,0.5532407407407408,6,0.9912868871582851,6,0.7722638139495128,6,0.17266660255234959,6,0.051477721335420806,6,-0.14739497450982794,6,-0.21494148331532878,6,0.36973824499760233,6,0.5179884091741545,6,,0,,0,,0,,0
IBDD,0.12829123855814245,6,0.12240459516390408,6,0.4833333333333334,6,0.6833333333333335,6,0.10369011564954615,6,0.755242673992674,6,0.8992524905701452,6,0.8272475822814097,6,0.1581955076470977,6,0.049036035394645905,6,0.28130340104662643,6,0.36643867725650514,6,0.4243952118054782,6,0.5570622714936074,6,,0,,0,,0,,0
OCDD,0.16551627268796867,6,0.25248192534274555,6,0.2333333333333333,6,0.4166666666666667,6,0.09632889951921199,6,0.7837817670134744,6,0.8963915949995443,6,0.8400866810065094,6,0.12827929727687926,6,0.05147970957582707,6,0.10314588199589714,6,0.1314456704068848,6,0.44592915341261313,6,0.5925978003989354,6,,0,,0,,0,,0
PCACD,0.1987654319927505,6,0.18209815482485273,6,0.5583333333333333,6,0.6750000000000002,6,0.045569634633564594,6,0.873931623931624,6,0.9132279367519299,6,0.893579780341777,6,0.07854895041924133,6,0.017604344319725334,6,0.12848838266124843,6,0.16373166757613566,6,0.34816992186162743,6,0.46584025639495635,6,,0,,0,,0,,0
SPLL,0.20156824192728706,6,0.22483101466992658,6,0.2916666666666667,6,0.44166666666666665,6,0.08257853201628386,6,0.846816009557945,6,0.7301977182488395,6,0.7885068639033922,6,0.11600310771003934,6,0.04597934663284934,6,0.3388503447442996,6,0.4611229017779482,6,0.37818142985231346,6,0.5041169505385139,6,,0,,0,,0,,0
UDetect,0.09038137617645886,6,0.1472965422101604,6,0.425,6,0.6250000000000001,6,0.058287128271536114,6,0.870021645021645,6,0.9562370010577267,6,0.9131293230396859,6,0.14070118752722469,6,0.026091206274802436,6,-0.11429632713887389,6,-0.1660937392904651,6,0.4119675255419876,6,0.5483048626901437,6,,0,,0,,0,,0
