index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling
0,0.2206153458605668,0.9596651481146062,4617,3673,0.0939829488977135,0.6312019551503775,intersection,0.0801200720406431,False
1,0.2229847630718958,0.955962439313646,4315,3622,0.082556552696973,0.8448637552354484,intersection,0.0638112019561231,False
2,0.2396565904139436,0.9552878408449222,4451,4643,0.0992995650283992,0.2456289049908518,intersection,0.0749219528958201,False
3,0.2399880855119828,0.9530041477911374,4485,3661,0.05028774596937,0.2743849275913089,intersection,0.0986923036631196,False
4,0.24502440087146,0.9526831342589444,4865,3106,0.0661028375569731,0.6364915047995746,intersection,0.0240891991276294,False
5,0.2583126906318083,0.9516898748389356,3993,4536,0.0604691792316734,0.238188532711938,intersection,0.0817085840925574,False
6,0.2583600354030504,0.9516091185960556,4440,2957,0.0615315034290726,0.2365874871074414,intersection,0.0825299898745286,False
7,0.3560757897603485,0.9403573894509258,1933,1162,0.2636859022602439,0.0346342372726649,intersection,0.0731613670755177,False
8,0.4217823937908494,0.9108478379502192,1475,399,0.2838933194067339,0.0335593822421682,intersection,0.0577993318938862,False
9,0.4490398011982571,0.881040070127122,3120,314,0.0338249692230131,0.0093328173624738,intersection,0.0497161450249325,False
10,0.4547347766884531,0.8776598179276738,3183,314,0.1106295294594434,0.0335593822421682,intersection,0.0311689851094018,False
11,0.45800204248366,0.8736856051525697,4722,333,0.0997781667226994,0.133742825842056,intersection,0.0308972693646871,False
12,0.4802630446623095,0.8630900720568759,1475,68,0.0834153779137862,0.0331929845413292,intersection,0.0339050989352325,False
13,0.5055398420479303,0.8315827803694064,3522,351,0.1971012137252837,0.0852301757857203,intersection,0.0737458316516131,True
14,0.5152743532135073,0.8145619855285571,4630,283,0.1286061058854852,0.0580523971452325,intersection,0.0723417143225721,True
15,0.5348876838235294,0.7927599334311259,3675,204,0.1260256177130967,0.0830516883623073,intersection,0.0749338816377443,True
16,0.5630095520152503,0.7677802250880233,3728,133,0.1316804855861966,0.0744090137805616,intersection,0.0771411912358938,True
17,0.56997169117647,0.7459585325220348,4165,103,0.1947487030654419,0.0271384284533145,intersection,0.0765441192897565,True
18,0.5799329861111109,0.7368944280678668,4286,68,0.1338887806642585,0.0487453336618044,intersection,0.0701779485099061,True
19,0.5807123229847493,0.735276014757034,3469,61,0.2296079726241752,0.0774000724049743,intersection,0.074231549625364,True
