index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling
0,0.2680834422657961,0.947243342260912,1787,4438,0.031779603946954,0.5593306375909597,intersection,0.0469596945866942,False
1,0.291569607843138,0.9436892445449004,718,4094,0.0352661962844431,0.3807807151209563,intersection,0.0205946163088083,False
2,0.2933365468409593,0.9429999497795823,1626,4212,0.0320813403056896,0.4045720790064541,intersection,0.0186827154920871,False
3,0.388793086679116,0.8895635613889994,2275,748,0.0803903843058182,0.0396383412464746,intersection,0.02212961872968,False
4,0.4194156726579514,0.8727162185303374,4849,609,0.0305425805960713,0.0360862573512662,intersection,0.08237574751369,False
5,0.422160951602863,0.8579638859920694,4849,609,0.0228934422654615,0.0247323013606425,intersection,0.0496302437730553,False
6,0.429850653594771,0.8491705574823386,2486,284,0.0254930931824403,0.005946140864997,intersection,0.0269123724687667,False
7,0.4319669798474946,0.8470000431015675,2275,219,0.0473586250112207,0.0433402117012452,intersection,0.021449733135899,False
8,0.4334657718643009,0.8415715067313954,4890,609,0.0162427340509106,0.0247323013606425,intersection,0.0265898896887422,False
9,0.4459932189542481,0.8388095050620609,4890,331,0.1546687688013015,0.0367750045107812,intersection,0.0784700738606063,False
10,0.4566995370370367,0.8211086381883876,2011,160,0.2509492724999443,0.033245728306839,intersection,0.0855915826387918,False
11,0.4761308278867103,0.8058444514630282,2424,106,0.1546687688013015,0.0396383412464746,intersection,0.0903207446279689,False
12,0.4814031998910676,0.8048539748420127,2275,106,0.1425376910632779,0.0396383412464746,intersection,0.0770335838116616,False
13,0.4818436410675376,0.7939281595114387,4020,331,0.1745725198361954,0.0367750045107812,intersection,0.0800138128866347,True
14,0.4877538262527234,0.7809949382393353,4890,106,0.1546687688013015,0.0367750045107812,intersection,0.0756089658768637,False
15,0.4983296568627447,0.7668287980981364,3614,257,0.1926429308117266,0.0185553951980336,intersection,0.050207553642384,True
16,0.5102066040305006,0.7634169262781145,3961,155,0.1658866271051967,0.0469899560770707,intersection,0.0746379938604847,True
17,0.5273490876906314,0.7549563223872305,3781,90,0.1873529832890215,0.0270861242230771,intersection,0.075394656698761,True
18,0.5288542619825705,0.7439487376727599,2910,53,0.1855308746271864,0.0309778101344453,intersection,0.028835021554505,True
19,0.5499497140522873,0.7275694870026519,3590,71,0.2045270871780812,0.0219023441635072,intersection,0.0504195186588913,True
