index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,n_samples,threshold,outlier_detector_kwargs
0,0.3179012088637138,0.9428066240483608,28,3081,0.0040677494183182,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
1,0.3446662445576827,0.9405814712699672,2,2238,0.0843654629644006,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
2,0.4912919835963065,0.8918061962356828,244,444,0.108544599013403,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
3,0.5062535973882184,0.8803112795149906,335,426,0.1045445882419381,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
4,0.5164458216109379,0.8693962949767183,175,274,0.1151801329009893,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
5,0.5371688474014212,0.858362938527416,151,190,0.1242314096399675,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
6,0.5440000162325901,0.8530350973756089,175,190,0.1351952175713231,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
7,0.554617593139609,0.8385276778029378,144,137,0.1115094449164943,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
8,0.570564568788893,0.8250843496502646,151,116,0.1151801329009893,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
9,0.5718144705794262,0.8211763266674049,175,120,0.1351952175713231,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
10,0.5746861440835181,0.8189165251091072,175,120,0.1151801329009893,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
11,0.5761115138359179,0.8154462570892419,175,116,0.1151801329009893,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
12,0.585815121251751,0.7795988595165924,329,116,0.1088033202835922,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
13,0.5881751926000479,0.7694084091266225,2106,162,0.4045872863922268,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
14,0.6032511707926012,0.7409713217125083,2313,141,0.4018126663286239,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
15,0.6071120667772101,0.7359492286902239,2262,136,0.3863168972060084,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
16,0.6200383876687175,0.707948076956117,2568,131,0.4107036002464592,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
17,0.6227618966853053,0.6770609985775357,2613,107,0.3872487988267094,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
18,0.6501504322539261,0.6547718672694267,2794,110,0.0025113601241616,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
19,0.7029980037620318,0.5967923774228792,3625,132,0.0013197060109774,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
