index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,n_samples,threshold,outlier_detector_kwargs
0,0.5650928653726207,0.9056793378520938,40,465,0.1401239799847003,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
1,0.5930694353633184,0.9048995213390678,62,435,0.146119787025397,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
2,0.5970255094146516,0.8976583733114895,62,435,0.170590403619567,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
3,0.6332519375442487,0.8902038374491063,134,438,0.1405144474021702,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
4,0.6529825868499728,0.8763550945137233,154,393,0.1429974780407886,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
5,0.6542061176003853,0.8757532029284293,154,393,0.1369627664833491,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
6,0.6544213316859776,0.8717106915374994,154,393,0.133039413847165,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
7,0.6975178194495076,0.8331080601458988,180,255,0.1485246959920089,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
8,0.7049082015529692,0.8187018547243625,127,183,0.133039413847165,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
9,0.7085109238796509,0.8143689183935066,198,234,0.1286701972809912,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
10,0.7106010103371765,0.8114815184985388,145,176,0.1474415093534263,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
11,0.7181609759880361,0.8113168943150068,172,192,0.1340730537925502,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
12,0.725745366574219,0.8031799336973643,187,176,0.1330325979740893,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
13,0.7336860727053374,0.7754757509641899,167,150,0.136284864894699,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
14,0.7402187405054786,0.7638166254835074,154,104,0.133039413847165,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
15,0.7406825284101268,0.7638079333279942,154,104,0.1429974780407886,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
16,0.7429453160820118,0.7604859438779925,290,172,0.1214586942196484,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
17,0.7539229667998055,0.7330488150639691,335,158,0.1247040322683751,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
18,0.7683917673806133,0.6955213936014287,365,116,0.1309532744795354,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
19,0.7713660964001933,0.6678266344287401,295,62,0.1419570638695163,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
