index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,feature_id,threshold,window_size
0,0.838425908967576,0.9707802187712296,2930.0,36.0,0.9784347342811524,1265.0
1,0.8517466422466422,0.9703447849899643,37.0,27.0,0.989524131716672,1225.0
2,0.8884012006512008,0.9573316584416276,37.0,3.0,0.7760436590861582,1225.0
3,0.8886895943562612,0.95148690611595,39.0,3.0,0.4978168830182216,1225.0
4,0.8906587471170805,0.949158038099914,41.0,3.0,0.4640046217149595,1225.0
5,0.937021559716004,0.915906685987392,66.0,3.0,0.0586649998743739,2668.0
6,0.9376466218966216,0.9112630291407476,41.0,3.0,0.0650805192009838,1693.0
7,0.9382544091710756,0.910353580792598,41.0,3.0,0.026368288490607,1673.0
8,0.8330936100936105,0.9705428788030231,2944.0,25.0,0.9881311084311456,1908.0
9,0.8378330789580791,0.970149574741742,2705.0,27.0,0.9817125602327288,2288.0
10,0.8379394078144081,0.970114979646673,2330.0,36.0,0.9850290616952252,1682.0
11,0.8482701465201467,0.9691458817083224,37.0,31.0,0.9720645336429408,1225.0
12,0.8811445529778863,0.9586968462384492,41.0,3.0,0.7981167632712655,1225.0
13,0.8906587471170805,0.948929307628256,37.0,3.0,0.4640046217149595,1225.0
14,0.9032376486682044,0.9361550771107872,39.0,3.0,0.3645413213259793,1225.0
15,0.903931047347714,0.9357949233859908,37.0,3.0,0.3345698420586687,1225.0
16,0.9157643806810472,0.9342894778604408,37.0,3.0,0.2772741416405814,1225.0
17,0.9347843632704742,0.914804042409376,39.0,3.0,0.0650805192009838,2720.0
18,0.936640743001854,0.905911333172268,37.0,3.0,0.0650805192009838,2360.0
19,0.9382544091710756,0.9052424104843084,37.0,3.0,0.026368288490607,1693.0
