index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,feature_id,threshold,window_size
0,0.3929787424155233,0.8546358124407253,6.0,3.0,0.9980419963166264,384.0
1,0.3949886034038325,0.848138172769403,7.0,3.0,0.9987182379395584,377.0
2,0.4545009163356858,0.8112424802183971,2.0,3.0,0.9980999860132264,166.0
3,0.4645758213689243,0.7940766487755759,4.0,3.0,0.9979891232898208,133.0
4,0.5529638021089173,0.7898597471410356,3.0,3.0,0.9281925073575394,2.0
5,0.6062436879850679,0.7745401662725631,6.0,3.0,0.9960897913681596,2.0
6,0.6566345826374558,0.7121809692802817,3.0,3.0,0.2074315877308915,34.0
7,0.6590268988674156,0.7030364279022467,5.0,3.0,0.2402011528677917,24.0
8,0.6813435878723226,0.6809248898351931,5.0,3.0,0.078158451171309,22.0
9,0.6826242772234145,0.6596907859898296,7.0,3.0,0.1296121277384983,142.0
10,0.7034743860864544,0.6447870310247811,1.0,3.0,0.0683199208400122,2497.0
11,0.3577454124738603,0.845567949038017,7.0,3.0,0.9987182379395584,655.0
12,0.3659000895868707,0.8454798498025184,9.0,3.0,0.9987182379395584,537.0
13,0.3683491636609448,0.8452647872636463,9.0,3.0,0.9987182379395584,519.0
14,0.3891848033299177,0.844907751844198,14.0,3.0,0.9983504657619158,378.0
15,0.4177531320318673,0.823513466304422,1.0,3.0,0.96757386061533,213.0
16,0.5225344774956842,0.7747746262745213,5.0,3.0,0.9986568409875898,68.0
17,0.6131721757914284,0.7119150807426861,6.0,3.0,0.3089962394517233,44.0
18,0.6957503847791199,0.6285479451132434,2.0,3.0,0.0520172204302571,2574.0
19,0.6996481565475813,0.6202993904116598,1.0,3.0,0.0744409766551164,2302.0
