dataset,recommendation_attempted_count,recommendation_completed_count,completion_rate,benchmark_pareto_completed_count,paper_default_total_count,paper_default_completed_count,gd_plus,igd_plus,recommendation_benchmark_dominance_rate,benchmark_pareto_dominated_rate,exact_r2_recommendations,exact_r2_benchmark,r2_gap,recommendation_default_dominance_rate,default_dominated_rate,spearman_accuracy,spearman_runtime
Electricity,20,20,1.0,3,7,2,0.4165333755383543,0.10188432468447538,0.15,0.3333333333333333,0.14141488034081715,0.0628074377163389,0.07860744262447825,0.95,1.0,0.8536158311268154,0.7825779174811314
ForestCovertype,20,20,1.0,7,7,0,0.5570894667889601,0.6614639142432319,0.0,0.0,0.28372810259571796,0.0685615273908489,0.21516657520486904,1.0,1.0,0.3838859479749573,0.2781954887218045
GasSensor,20,20,1.0,4,7,1,0.4344189440140803,0.2890537125766337,0.0,0.0,0.2025073233093693,0.09289329567094909,0.10961402763842021,0.1,1.0,0.832421438820042,0.9122426722906379
NOAAWeather,20,20,1.0,2,7,2,0.14610443152983002,0.03423766062162864,0.45,0.5,0.10327799706966372,0.08575300629939517,0.017524990770268548,1.0,1.0,0.7947194142390261,0.6545284714690429
OutdoorObjects,20,20,1.0,4,5,1,0.1678551556562935,0.375,0.0,0.0,0.33333333333333337,0.1033497589839203,0.22998357434941308,0.5,1.0,0.46419057805842123,0.8092531465551756
Ozone,20,20,1.0,1,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,,
PokerHand,20,20,1.0,3,7,0,0.45790925251883985,0.5347888644041024,0.0,0.0,0.5049315081811105,0.18742441293042142,0.3175070952506891,1.0,1.0,,-0.12932330827067667
RialtoBridgeTimelapse,20,20,1.0,7,7,1,0.3129245017044573,0.18721723621239003,0.05,0.14285714285714285,0.20502952597964563,0.1026426489866946,0.10238687699295103,0.1,1.0,0.7616544803187341,0.8075187969924811
SensorStream,20,20,1.0,1,7,0,0.11985924821414395,0.0,0.6,1.0,0.0,0.17538236059786227,-0.17538236059786227,1.0,1.0,,-0.12542508999904037
