dataset,recommendation_attempted_count,recommendation_completed_count,completion_rate,benchmark_pareto_completed_count,paper_default_total_count,paper_default_completed_count,gd_plus,igd_plus,recommendation_benchmark_dominance_rate,benchmark_pareto_dominated_rate,exact_r2_recommendations,exact_r2_benchmark,r2_gap,recommendation_default_dominance_rate,default_dominated_rate,spearman_accuracy,spearman_runtime
Electricity,20,20,1.0,4,2,2,0.26424214705464383,0.027777777777777818,0.1,0.25,0.0848057753241244,0.09059624298345809,-0.005790467659333692,0.25,1.0,0.826528185612237,0.9841026139090921
ForestCovertype,20,20,1.0,23,2,0,0.0,0.011272141706924265,1.0,0.8695652173913043,0.12512411989727293,0.12492669667901102,0.00019742321826191067,1.0,1.0,0.9649734625964552,0.9649734625964552
GasSensor,20,20,1.0,13,2,2,0.02180942041752445,0.03499152410709989,0.55,0.6153846153846154,0.18559093922620584,0.18569984827746214,-0.00010890905125629513,0.3,1.0,0.9693548851687649,0.993214618854786
NOAAWeather,20,20,1.0,2,4,4,0.14785454786848412,0.0,0.0,0.0,0.11817041872494077,0.15698077078306266,-0.03881035205812189,0.75,1.0,0.9009980885456504,0.7983697862924675
OutdoorObjects,20,20,1.0,3,2,2,0.09629960730139772,0.0,0.15,1.0,0.16207652439312212,0.20937425762450512,-0.047297733231383005,0.1,1.0,0.7209188355514639,0.8491225709509225
Ozone,20,20,1.0,2,4,4,0.0,0.5,0.0,0.0,0.5,0.25,0.25,0.0,0.0,,
PokerHand,20,20,1.0,16,2,2,0.028571428571428536,0.0,0.85,1.0,0.08251335356486601,0.16783713179169496,-0.08532377822682895,0.15,1.0,0.8411154117024067,0.8411154117024067
RialtoBridgeTimelapse,20,20,1.0,19,2,2,0.00138888888888889,0.0014619883040935685,0.95,0.9473684210526315,0.12636969759712197,0.14958955814354188,-0.023219860546419918,0.15,1.0,0.9045695282452441,0.90484312806332
SensorStream,20,20,1.0,27,2,2,0.015165456100284986,0.013516110658003096,0.65,0.5185185185185185,0.12449507384882347,0.12332129856025474,0.0011737752885687264,0.05,1.0,0.9939770308390125,0.9744360902255638
