dataset,recommendation_attempted_count,recommendation_completed_count,completion_rate,benchmark_pareto_completed_count,paper_default_total_count,paper_default_completed_count,gd_plus,igd_plus,recommendation_benchmark_dominance_rate,benchmark_pareto_dominated_rate,exact_r2_recommendations,exact_r2_benchmark,r2_gap,recommendation_default_dominance_rate,default_dominated_rate,spearman_accuracy,spearman_runtime
Electricity,20,20,1.0,7,5,5,0.24838326123877796,0.26781515780634696,0.0,0.0,0.2723058815485419,0.14044178588355022,0.1318640956649917,0.55,1.0,0.7180214882997031,0.9603294904683278
ForestCovertype,20,20,1.0,17,5,5,0.001884923345939027,0.005132928116624365,0.9,0.8235294117647058,0.15500880748644855,0.16212550019891225,-0.007116692712463707,0.15,1.0,0.9729323308270676,0.9744360902255638
GasSensor,20,20,1.0,14,5,5,0.12270037159286744,0.10200046074266268,0.0,0.0,0.18745249703141553,0.12410077201649274,0.0633517250149228,0.1,0.2,0.8357218040891619,0.8016627726914156
NOAAWeather,20,20,1.0,3,5,5,0.2054154402750885,0.0,0.05,0.6666666666666666,0.07964253133150509,0.10922365149172326,-0.029581120160218174,1.0,1.0,0.7659320154575221,0.9162258501821336
OutdoorObjects,20,20,1.0,3,5,5,0.048213154345239415,0.0,0.25,1.0,0.10905214599276605,0.20937425762450512,-0.10032211163173907,1.0,1.0,0.7647994363213368,0.7839663096097781
Ozone,20,20,1.0,2,5,5,0.0875,0.0,0.2,1.0,0.0,0.1,-0.1,0.95,1.0,0.13597501781509308,0.45056355688958294
PokerHand,20,20,1.0,15,5,3,0.06150059967464126,0.008427966906128074,0.35,0.7333333333333333,0.08090444924364121,0.09030219734231776,-0.00939774809867655,0.25,1.0,0.7410504498626921,0.5671217357139647
RialtoBridgeTimelapse,20,20,1.0,16,5,5,0.12992545734255911,0.059811647049539965,0.0,0.0,0.1472599891014647,0.12775176420397213,0.01950822489749257,0.7,1.0,0.8652396229241329,0.8605899912261703
SensorStream,20,20,1.0,20,5,0,0.046592000055205376,0.051557989797235616,0.25,0.25,0.20877680712918775,0.18016849548469446,0.02860831164449329,1.0,1.0,0.9902184894979308,0.9883415516541411
