dataset,recommendation_attempted_count,recommendation_completed_count,completion_rate,benchmark_pareto_completed_count,paper_default_total_count,paper_default_completed_count,gd_plus,igd_plus,recommendation_benchmark_dominance_rate,benchmark_pareto_dominated_rate,exact_r2_recommendations,exact_r2_benchmark,r2_gap,recommendation_default_dominance_rate,default_dominated_rate,spearman_accuracy,spearman_runtime
Electricity,20,20,1.0,6,3,3,0.03913773055278143,0.15314671374401098,0.2,0.3333333333333333,0.24736750199249757,0.1739502086201821,0.07341729337231548,0.65,1.0,0.905913137699937,0.8434105596341887
ForestCovertype,20,20,1.0,13,3,3,0.017044138795013524,0.004551522118824916,0.6,0.8461538461538461,0.1553649599623888,0.1696238377181551,-0.014258877755766286,0.2,0.3333333333333333,0.9475901674806851,0.8585404988732058
GasSensor,20,20,1.0,11,3,3,0.010946039331846956,0.25227101195777696,0.0,0.0,0.28820804281317164,0.16850858407777392,0.11969945873539772,0.0,0.0,0.37796447300922725,0.37796447300922725
NOAAWeather,20,20,1.0,2,3,3,0.475,0.25,0.05,0.5,0.24568028230456657,0.18889538977073306,0.05678489253383351,0.95,0.6666666666666666,0.37796447300922725,0.37796447300922725
OutdoorObjects,20,20,1.0,1,3,3,1.0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.37796447300922725,0.37796447300922725
Ozone,20,20,1.0,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
PokerHand,20,20,1.0,15,3,3,0.006849191604973814,0.013498256624202853,0.7,0.4666666666666667,0.08555263225721293,0.08404945117331321,0.0015031810838997267,0.0,0.0,0.9656331039008043,0.8474407259491193
RialtoBridgeTimelapse,20,20,1.0,12,3,3,0.004387146842346817,0.020376902564583996,0.25,0.5,0.12678949169186757,0.13929202550697567,-0.012502533815108102,0.0,0.0,0.8522416262267903,0.8522416262267903
SensorStream,20,20,1.0,6,3,3,0.18796963765053878,0.10606060606060606,0.15,0.3333333333333333,0.24029947944547664,0.18260004243736905,0.05769943700810759,1.0,0.6666666666666666,0.7072451504710067,0.9759398496240601
