dataset,recommendation_attempted_count,recommendation_completed_count,completion_rate,benchmark_pareto_completed_count,paper_default_total_count,paper_default_completed_count,gd_plus,igd_plus,recommendation_benchmark_dominance_rate,benchmark_pareto_dominated_rate,exact_r2_recommendations,exact_r2_benchmark,r2_gap,recommendation_default_dominance_rate,default_dominated_rate,spearman_accuracy,spearman_runtime
Electricity,20,20,1.0,2,8,8,0.33333333333333326,0.6666666666666666,0.0,0.0,0.5,0.2,0.3,0.0,0.0,,
ForestCovertype,20,20,1.0,7,8,8,0.035497641214431996,0.14627035646415237,0.1,0.14285714285714285,0.2316797661326897,0.17846683448221035,0.053212931650479356,0.1,0.875,0.8429343096516326,0.7570005729206586
GasSensor,20,20,1.0,4,8,8,0.0,0.5416666666666672,0.0,0.0,0.5,0.19038996927854093,0.3096100307214591,0.0,0.0,,
NOAAWeather,20,20,1.0,1,8,8,0.6,0.0,0.0,0.0,0.25,0.5,-0.25,1.0,1.0,0.8495907904857465,0.8495907904857465
OutdoorObjects,20,20,1.0,1,8,8,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,,
Ozone,20,20,1.0,1,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
PokerHand,20,20,1.0,11,8,8,0.11604280959357852,0.2373369457778428,0.0,0.0,0.24879684255028747,0.1560369148215921,0.09275992772869537,0.7,1.0,0.5181017117406378,0.8018710295568235
RialtoBridgeTimelapse,20,20,1.0,12,8,8,0.0,0.0511107252879807,0.95,0.5,0.23488142417469363,0.23442818463930448,0.00045323953538914385,0.1,1.0,0.5209880722517277,0.5209880722517277
SensorStream,20,20,1.0,4,8,8,0.07794370005909594,0.06388556676416521,0.05,0.25,0.23345490880840625,0.21427191221993586,0.01918299658847039,0.45,1.0,0.8464441149228069,0.837407772888384
