dataset,recommendation_attempted_count,recommendation_completed_count,completion_rate,benchmark_pareto_completed_count,paper_default_total_count,paper_default_completed_count,gd_plus,igd_plus,recommendation_benchmark_dominance_rate,benchmark_pareto_dominated_rate,exact_r2_recommendations,exact_r2_benchmark,r2_gap,recommendation_default_dominance_rate,default_dominated_rate,spearman_accuracy,spearman_runtime
Electricity,20,20,1.0,4,8,8,0.25913470603217703,0.15508508332971907,0.0,0.0,0.1599334210653453,0.10050825139824997,0.05942516966709534,0.25,0.5,0.7973311399251893,0.944751130930229
ForestCovertype,20,20,1.0,21,8,8,0.0017380066159962849,0.012050577484271355,0.9,0.6190476190476191,0.13099141926315572,0.12894939295920008,0.0020420263039556408,0.25,1.0,0.9890860651696296,0.9921023642555648
GasSensor,20,20,1.0,13,8,8,0.10575764771909299,0.08255644088315538,0.05,0.15384615384615385,0.17062155311026136,0.11618940119761752,0.05443215191264385,0.2,0.5,0.9577137615895573,0.8183894312360954
NOAAWeather,20,20,1.0,2,8,8,0.0,0.5,0.0,0.0,0.5,0.25,0.25,1.0,0.375,,
OutdoorObjects,20,20,1.0,4,8,8,0.2375000000000007,0.25000000000000067,0.0,0.0,0.2916666666666672,0.18326335651238107,0.10840331015428611,0.05,0.625,0.37796447300922725,0.37796447300922725
Ozone,20,20,1.0,2,8,8,0.0,0.5,0.0,0.0,0.5,0.25,0.25,1.0,0.25,,
PokerHand,20,20,1.0,19,8,8,0.04070869607652068,0.019824946184041375,0.2,0.42105263157894735,0.08389740308692013,0.08407616304484425,-0.0001787599579241156,0.05,0.625,0.8369129718537562,0.8284989261435387
RialtoBridgeTimelapse,20,20,1.0,14,8,8,0.044411183857472766,0.014115791663059651,0.65,0.8571428571428571,0.15070468082373883,0.15985679587395982,-0.009152115050220982,0.55,1.0,0.8620971540829587,0.8446785102797569
SensorStream,20,20,1.0,20,8,8,0.07226304401537757,0.053935471145415505,0.45,0.45,0.20039053910140614,0.15391026867556548,0.04648027042584066,0.85,1.0,0.9506968799918131,0.5062053761516263
