dataset,recommendation_attempted_count,recommendation_completed_count,completion_rate,benchmark_pareto_completed_count,paper_default_total_count,paper_default_completed_count,gd_plus,igd_plus,recommendation_benchmark_dominance_rate,benchmark_pareto_dominated_rate,exact_r2_recommendations,exact_r2_benchmark,r2_gap,recommendation_default_dominance_rate,default_dominated_rate,spearman_accuracy,spearman_runtime
Electricity,20,20,1.0,4,8,8,0.11296685380650259,0.0,0.15,1.0,0.09617275063325217,0.15774602390718812,-0.06157327327393594,0.6,1.0,0.8588856950285799,0.9322975682901277
ForestCovertype,20,20,1.0,20,8,8,0.008111071387855478,0.011574806627720018,0.65,0.55,0.15553522126986688,0.16326424390422334,-0.007729022634356458,0.4,1.0,0.9224983800337866,0.9224983800337866
GasSensor,20,20,1.0,12,8,8,0.15523640242039788,0.08453192606831943,0.15,0.25,0.19483159708319925,0.18935781802456036,0.0054737790586388835,0.8,0.875,0.6990864070422756,0.6990864070422756
NOAAWeather,20,20,1.0,3,8,8,0.23854108593598683,0.10034333188799371,0.05,0.6666666666666666,0.15051499783199057,0.14381138944421118,0.006703608387779392,0.55,1.0,0.8644535641764836,0.8987057545961471
OutdoorObjects,20,20,1.0,3,8,8,0.06666666666666674,0.11111111111111154,0.0,0.0,0.2196910450670234,0.17802437840035643,0.04166666666666696,0.75,1.0,0.42182729489618154,0.11561466260321598
Ozone,20,20,1.0,1,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
PokerHand,20,20,1.0,25,8,8,0.0002360177084731574,0.03684372038815582,0.95,0.52,0.1212228101938973,0.1021155171750377,0.019107293018859606,0.75,1.0,0.8518003931523136,0.8749487105890154
RialtoBridgeTimelapse,20,20,1.0,19,8,8,0.005921283475913186,0.012014646251810193,0.85,0.5789473684210527,0.137692315830647,0.14764909398212264,-0.009956778151475637,0.7,1.0,0.8111071056538126,0.8111071056538126
SensorStream,20,20,1.0,19,8,8,0.0012680014416593833,0.004545055608404259,0.9,0.8421052631578947,0.16085977880550095,0.16819295831314152,-0.007333179507640564,0.5,1.0,0.9431278494697595,0.9409553128762029
