dataset,recommendation_attempted_count,recommendation_completed_count,completion_rate,benchmark_pareto_completed_count,paper_default_total_count,paper_default_completed_count,gd_plus,igd_plus,recommendation_benchmark_dominance_rate,benchmark_pareto_dominated_rate,exact_r2_recommendations,exact_r2_benchmark,r2_gap,recommendation_default_dominance_rate,default_dominated_rate,spearman_accuracy,spearman_runtime
Electricity,20,20,1.0,3,4,4,0.2637266970635577,0.09078049077006563,0.0,0.0,0.08457910655422053,0.060818211610519014,0.023760894943701517,0.4,0.5,0.8893410106714151,0.7890991891940914
ForestCovertype,20,20,1.0,8,4,3,0.1140930963230465,0.10148140759919126,0.5,0.375,0.16050087675401184,0.15911028781224362,0.0013905889417682171,0.2,1.0,0.9735127848586215,0.7684210526315788
GasSensor,20,20,1.0,16,4,4,0.04212542272077855,0.05733383821039234,0.3,0.125,0.15819411675350814,0.1377672018295499,0.020426914923958234,0.35,0.5,0.5044093547567545,0.7240014762773773
NOAAWeather,20,20,1.0,2,4,4,0.23792249227496615,0.0,0.0,0.0,0.09459515054812667,0.1169742102448999,-0.02237905969677323,1.0,0.5,0.13944071923421897,0.9292908337189628
OutdoorObjects,20,20,1.0,4,4,4,0.12463156813647683,0.0,0.3,0.75,0.09726324086578483,0.14664730447702695,-0.04938406361124212,0.6,1.0,0.6533734331030846,0.8750112353218549
Ozone,20,20,1.0,2,4,4,0.3,0.0,0.05,1.0,0.0,0.25,-0.25,0.1,1.0,0.28903665650804,0.8271701918685112
PokerHand,20,20,1.0,4,4,4,0.15277777777777757,0.0,0.45,1.0,0.0971220116398487,0.3144571896923747,-0.217335178052526,0.25,1.0,0.9663461344375588,0.9822374960845353
RialtoBridgeTimelapse,20,20,1.0,5,4,4,0.09676147877971417,0.03807011252585179,0.45,0.6,0.11295110407892496,0.13122555606364877,-0.018274451984723813,0.45,0.5,0.9584139178055934,0.7179519845740617
SensorStream,20,20,1.0,23,2,1,0.009827278577169623,0.013820555378205325,0.65,0.6521739130434783,0.11957690803386972,0.11885729438472586,0.0007196136491438576,0.1,1.0,0.9951078981386992,0.9954887218045112
