dataset,recommendation_attempted_count,recommendation_completed_count,completion_rate,benchmark_pareto_completed_count,paper_default_total_count,paper_default_completed_count,gd_plus,igd_plus,recommendation_benchmark_dominance_rate,benchmark_pareto_dominated_rate,exact_r2_recommendations,exact_r2_benchmark,r2_gap,recommendation_default_dominance_rate,default_dominated_rate,spearman_accuracy,spearman_runtime
Electricity,20,20,1.0,4,9,9,0.09166666666666674,0.013888888888888895,0.0,0.0,0.09498108890217635,0.09351910059808279,0.0014619883040935672,0.95,1.0,0.9464012824320657,0.8885292341901395
ForestCovertype,20,20,1.0,7,9,9,0.18505894857736707,0.018110900374589938,0.35,0.7142857142857143,0.08472273176503708,0.16218430455393873,-0.07746157278890164,0.35,1.0,0.8986374972514306,0.8544566230434583
GasSensor,20,20,1.0,1,9,9,0.4033389567194199,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0,0.3223291856101521,0.6210590034081187
NOAAWeather,20,20,1.0,2,9,9,0.4584119152701157,0.0,0.0,0.0,0.1041279654057212,0.1041279654057212,0.0,1.0,1.0,0.34684398780964804,0.7732462185651845
OutdoorObjects,20,20,1.0,2,9,9,1.0,1.0,0.0,0.0,0.75,0.25,0.5,1.0,1.0,,
Ozone,20,20,1.0,1,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
PokerHand,20,20,1.0,6,9,9,0.21186152304754557,0.0937500000000001,0.15,0.5,0.1390909982474418,0.12428773222692727,0.014803266020514544,0.6,1.0,0.7009459905318275,0.9529899132007584
RialtoBridgeTimelapse,20,20,1.0,9,9,9,0.48959266925953865,0.44386697735246106,0.0,0.0,0.3681414395247585,0.11590255167383008,0.2522388878509284,0.0,0.0,-0.0715390565238845,0.7173191865318286
SensorStream,20,20,1.0,4,9,9,0.0957563148801466,0.0,0.35,1.0,0.09852670213640183,0.1497712661412802,-0.05124456400487837,1.0,1.0,0.8786404437227849,0.8377259036144578
