index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
0,0.3369733776173833,0.9560650636624448,5.0,4806.0,0.575419545346871,48.0,0.025
1,0.4054796550936902,0.9349407061798004,1888.0,3549.0,0.5105891185533256,8.0,0.025
2,0.4430566663154383,0.904249356053556,1544.0,2033.0,0.5814865615759045,2.0,0.1
3,0.4480726084271404,0.900862578023681,1141.0,1857.0,0.5435944783730019,6.0,0.1
4,0.4577828201008024,0.8996651776396881,1305.0,1798.0,0.531485614977777,4.0,0.1
5,0.4766684959813617,0.8901909141966784,1371.0,1672.0,0.6511144818563545,4.0,0.1
6,0.5399794381947352,0.7864530554904979,453.0,538.0,0.6059236627221107,32.0,0.25
7,0.5720320813469526,0.7562666765562964,2739.0,657.0,0.608720589991035,31.0,0.25
8,0.5934178849902536,0.7322188559021695,2729.0,473.0,0.5928155638632739,30.0,0.25
9,0.6003206269134631,0.7281394042781322,2761.0,428.0,0.6078209144379944,16.0,0.25
10,0.6138691044846015,0.6863784987131,2739.0,375.0,0.6610083108525723,34.0,0.25
11,0.633181990470002,0.6617907036053303,2864.0,299.0,0.6230232888760392,18.0,0.25
12,0.634385873446546,0.6606339837901125,2791.0,316.0,0.6168922119140625,29.0,0.25
13,0.6348187858911541,0.6570561419685471,2853.0,322.0,0.5929825178541138,28.0,0.25
14,0.6377946169854065,0.6448366831883791,2851.0,294.0,0.5591115488474149,28.0,0.25
15,0.6506500240006089,0.6238242058270019,2794.0,253.0,0.6260288414888355,29.0,0.25
16,0.6656669513590836,0.5650942907757387,2772.0,187.0,0.5973598411106622,28.0,0.25
17,0.6675551531573731,0.530937091830527,2927.0,168.0,0.5996144382090888,28.0,0.25
18,0.6861473198344542,0.5008135052087671,2727.0,115.0,0.6775610513371205,26.0,0.25
19,0.6903780900783822,0.4905017886139642,2979.0,125.0,0.630881629279326,29.0,0.25
