detector,lodo_dataset,learning_target,distance_method,dual_ranking_method,target_column,preference_regions_enabled,n_preference_regions,preference_accuracy_weights,kendall_accuracy,spearman_accuracy,kendall_runtime,spearman_runtime,kendall_internal_target_WACC_0p1_WRT_0p9,spearman_internal_target_WACC_0p1_WRT_0p9,kendall_internal_target_WACC_0p3_WRT_0p7,spearman_internal_target_WACC_0p3_WRT_0p7,kendall_internal_target_WACC_0p5_WRT_0p5,spearman_internal_target_WACC_0p5_WRT_0p5,kendall_internal_target_WACC_0p7_WRT_0p3,spearman_internal_target_WACC_0p7_WRT_0p3,kendall_internal_target_WACC_0p9_WRT_0p1,spearman_internal_target_WACC_0p9_WRT_0p1,kendall_internal_target,spearman_internal_target,n_selected_from_WACC_0p1_WRT_0p9_at_20,n_selected_from_WACC_0p3_WRT_0p7_at_20,n_selected_from_WACC_0p5_WRT_0p5_at_20,n_selected_from_WACC_0p7_WRT_0p3_at_20,n_selected_from_WACC_0p9_WRT_0p1_at_20,n_heldout_configs,n_real_pareto_points,n_real_pareto_layers,acc_fast,rt_fast,acc_accurate,rt_accurate,kendall_pareto_all,spearman_pareto_all,mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,metrics_available_at_20,n_selected_at_20,gd_plus_at_20,mn_pd_at_20,top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,igd_plus_at_20,aec_at_20,rec_at_20,pec_w0p5_at_20,acc_s_at_20,rt_s_at_20,kendall_pareto_best_region,spearman_pareto_best_region,kendall_pareto_WACC_0p1_WRT_0p9,spearman_pareto_WACC_0p1_WRT_0p9,kendall_pareto_WACC_0p3_WRT_0p7,spearman_pareto_WACC_0p3_WRT_0p7,kendall_pareto_WACC_0p5_WRT_0p5,spearman_pareto_WACC_0p5_WRT_0p5,kendall_pareto_WACC_0p7_WRT_0p3,spearman_pareto_WACC_0p7_WRT_0p3,kendall_pareto_WACC_0p9_WRT_0p1,spearman_pareto_WACC_0p9_WRT_0p1
D3,Electricity,distance,pbi,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.6225688952037332,0.7953798694962193,0.35399476493214643,0.4921579156123169,0.34938797942497235,0.5070060841748457,0.39869466267522474,0.5591739644633961,0.31012410485587794,0.45118153103844355,0.40695408141839096,0.5609798729570443,4,4,4,4,4,3151,4,87,0.7826086956521737,1.0,1.0,0.6242893948718746,-0.05130432475426331,-0.07321378810835166,0.10836923589968002,0.04814401021569825,True,20,0.172615456830689,0.18953488372093025,0.3,0.6,0.11679623513557855,0.1999999999999997,1.0,0.5999999999999999,0.8260869565217389,1.0,-0.1250299309802197,-0.17673615391750822,0.3626579346379063,0.48079607616828074,0.20623473755929575,0.28628478188290035,-0.14803373593414415,-0.2097467934328579,-0.33109785255563173,-0.45372028830884875,-0.34628270747874274,-0.4696827168512327
D3,ForestCovertype,distance,pbi,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.5928879548391021,0.766017434646331,0.4204578799905508,0.5865434683732621,0.3401746788604268,0.4977760322739371,0.4918773184646513,0.683032224512621,0.5068401785801154,0.6839901518324047,0.47044760214696935,0.6434718623277111,4,4,4,4,4,1362,21,100,0.2058823529411763,1.0,1.0,0.0212540825291768,-0.09708635855153602,-0.14080759536230497,0.13643813859448584,0.021524186366162754,True,20,0.07615186999600002,0.17424242424242425,0.15,0.3,0.0634260816031232,0.9259259259259258,0.9687179710364618,0.9473219484811939,0.9411764705882352,0.969382841861733,0.1163649684006281,0.17470896156067775,0.15326747117774772,0.2246359568263081,-0.13099532971716338,-0.193128335809874,-0.21873360757287355,-0.31611809074329056,-0.14246299290793968,-0.20560795205665536,-0.14650733373745126,-0.21381955502801306
D3,GasSensor,distance,pbi,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.6154845361701864,0.7939984191970119,0.20886786637749138,0.3081399224403025,0.3173468954939311,0.473050756020165,0.46380500821039217,0.6497887785261031,0.4256274741428023,0.6020946170597049,0.4062263560789606,0.5654144986486574,4,4,4,4,4,2193,13,44,0.1944444444444445,1.0,1.0,0.0,-0.08363724962588207,-0.12223295965678452,0.20451170347138564,0.08321404788392689,True,20,0.17603432190529628,0.32558139534883723,0.0,0.1,0.16341255992435916,0.6206896551724137,0.9361151919122714,0.7784024235423426,0.6944444444444444,0.9361151919122714,0.05180522623091991,0.07484427581505845,0.3546136799323939,0.4744319590034625,0.16362563884953496,0.2292806463746955,-0.2710498560855176,-0.39443466701786695,-0.3231113770697617,-0.4508441496647824,-0.3422643337560599,-0.46959858697943124
D3,PokerHand,distance,pbi,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.6332718675852128,0.8153023938985688,0.20284156605416406,0.2822452520011007,-0.25626973759859345,-0.3863758299170432,-0.11140010661986145,-0.15547456816443567,0.35793896545692716,0.5156466845254485,0.1652765109755698,0.21426878646872788,4,4,4,4,4,2018,19,216,0.1549295774647887,1.0,1.0,0.5932337400662006,-0.08671368326454335,-0.12359151749842578,0.07570883441734072,0.026517403245910405,True,20,0.13731999352707586,0.30534883720930234,0.05,0.25,0.06976361132958636,1.0,0.917687853563672,0.958843926781836,1.0,0.9665181960469716,-0.01232621664001213,-0.02052999583633518,0.3891410091293917,0.539177121424296,0.10857378015955575,0.1611556372557336,-0.23564859142572966,-0.3423654896116382,-0.34183349810701436,-0.4807381716674099,-0.3538011160789202,-0.49518668489311035
D3,RialtoBridgeTimelapse,distance,pbi,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.6487919013104029,0.8287730277128128,0.39795690895294106,0.5568543090026576,0.2813606564137543,0.42496549517654936,0.44683328474051887,0.6465626556242898,0.5715431590830512,0.7656202061385495,0.4692971821001337,0.6445551387309718,4,4,4,4,4,3646,14,163,0.108108108108108,1.0,1.0,0.576404595172558,-0.07096251607009932,-0.1023834656839945,0.13815918016967998,0.0433279630133534,True,20,0.16492976102544238,0.1972222222222222,0.2,0.35,0.12815913677987772,0.9393939393939396,1.0,0.9696969696969697,0.945945945945946,1.0,-0.07011233545253714,-0.10572577939362834,0.4633394837171005,0.6218588946585986,0.18758770994648408,0.2736221855066853,-0.2586999899732,-0.3676506390943113,-0.36578137224369883,-0.5106036648440766,-0.3812584117971823,-0.5291441046468686
D3,SensorStream,distance,pbi,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.05022437689425895,0.07934166605182842,0.4091359982982493,0.5700236052492084,0.4463800300953022,0.6341685584071353,0.6048917007291666,0.8006779336863392,0.6296136938149607,0.8207019143518541,0.42804915996638754,0.580982735549273,4,4,4,4,4,1862,20,173,0.0576923076923076,1.0,1.0,0.1299270154231833,0.11830898170469144,0.16428781861951114,0.2060889622208756,0.0610850481565251,True,20,0.14358281121231103,0.2505813953488372,0.4,0.5,0.09794456914544494,0.8571428571428571,0.6667394107242373,0.7619411339335471,0.8653846153846153,0.7100389644470084,0.004981079251957752,0.010442901253146163,-0.4641413560151386,-0.6306422899582477,-0.1223387709969637,-0.19048684135633112,0.32245041091731286,0.461133282177045,0.4207700325897618,0.5816337255975401,0.43480459202848476,0.5998012166375493
IBDD,Electricity,distance,pbi,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.6198729266234332,0.7944208495275933,0.6163041313231573,0.7969377209625004,0.4587112421810562,0.6450115549083598,0.23487810472045187,0.3532089715463629,0.17588845233413727,0.2691933492967897,0.4211309714364472,0.5717544892483212,4,4,4,4,4,3035,7,383,0.6785714285714283,1.0,1.0,0.6419656258679005,0.2781076200176707,0.35725770502659004,0.11907493848484538,0.06509693734305716,True,20,0.21891160173736163,0.06662303664921468,0.75,0.85,0.1339338204208693,1.0,0.47167916642628144,0.7358395832131407,1.0,0.8108429810104846,0.3941299572097988,0.5508850745423786,0.6009481599111709,0.7687773586616264,0.587473156162488,0.7622522892176964,0.37742854199400444,0.5287862558547348,-0.057037796966193766,-0.09091323600246462,-0.11827396101311609,-0.18261414259864303
IBDD,ForestCovertype,distance,pbi,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.6237854891118756,0.8052737233039128,0.6719623026108743,0.8586673441718125,0.573822911373591,0.7756555131719457,0.44939259470548926,0.6181227910180975,0.33984440789343223,0.49864205059698125,0.5317615411390525,0.71127228445255,4,4,4,4,4,1324,17,154,0.0689655172413793,1.0,1.0,0.2197013291513858,0.16464033451860793,0.22903178634143323,0.16695263120275744,0.03154708668518494,True,20,0.04821515448716215,0.060457516339869274,0.7,0.75,0.0403368303384371,0.777777777777778,0.9404832152682393,0.8591304965230087,0.7931034482758623,0.953559131980624,0.24060451932535293,0.33937861894317195,0.3554642253278468,0.4913240734942595,0.37278341829585887,0.5123585364538449,0.28876939590012296,0.41954232030231964,-0.11727200926294716,-0.16455741663786264,-0.07654335766784191,-0.11350858190539509
IBDD,GasSensor,distance,pbi,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.5779066799556228,0.7534003277293689,0.6516802746794851,0.8396607277499857,0.44408980763804196,0.6124504019415052,0.21613146102372524,0.3129833659700938,0.35935125444972343,0.5196575915812647,0.4498318955493197,0.6076304829944437,4,4,4,4,4,3021,14,172,0.2222222222222222,1.0,1.0,0.0,0.2527710888516243,0.34259341422086853,0.18331895404410906,0.05631466318674272,True,20,0.13335430625532158,0.1868421052631579,0.45,0.55,0.1175238294080612,0.6785714285714283,1.0,0.8392857142857142,0.7499999999999998,1.0,0.29575816155557016,0.41514701871326193,0.4438333365997328,0.5986928218748601,0.47376491097166074,0.6326845823251535,0.38793332555699084,0.5416032083426946,-0.0009217674455373804,0.0011942020656708643,-0.04075436142472543,-0.06120774350403602
IBDD,PokerHand,distance,pbi,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.5639984636860977,0.7489809655378612,0.6227863933655989,0.8088726551087362,0.5848512369425136,0.775291237185133,-0.00017806675472918643,-0.00905743802962859,0.12379247039878165,0.17907574343410496,0.37905009952765256,0.5006326326472414,4,4,4,4,4,2080,15,913,0.1136363636363637,1.0,1.0,0.3394954230160151,0.31955972570199564,0.4150354012371788,0.09708904468082862,0.02415713089356515,True,20,0.16879719878002158,0.19616228070175437,0.45,0.45,0.05144716085119348,0.948717948717949,0.8834131992585087,0.9160655739882289,0.9545454545454548,0.9229938844943252,0.41461963191331674,0.5754895502106759,0.5527883333363753,0.7369660255261041,0.6047044813745628,0.7903196452160197,0.5676076366722428,0.7581985788368958,-0.021961498645588225,-0.04193726917078638,-0.10534032422761436,-0.1683699742223391
