detector,gd_plus_at_20,n_valid_datasets__gd_plus_at_20,mn_pd_at_20,n_valid_datasets__mn_pd_at_20,top_5pct_npd_hit_rate_at_20,n_valid_datasets__top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,n_valid_datasets__top_10pct_npd_hit_rate_at_20,igd_plus_at_20,n_valid_datasets__igd_plus_at_20,aec_at_20,n_valid_datasets__aec_at_20,rec_at_20,n_valid_datasets__rec_at_20,pec_w0p5_at_20,n_valid_datasets__pec_w0p5_at_20,mean_exact_r2_selected_at_20,n_valid_datasets__mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,n_valid_datasets__mean_r2_gap_selected_at_20,kendall_pareto_all,n_valid_datasets__kendall_pareto_all,spearman_pareto_all,n_valid_datasets__spearman_pareto_all,kendall_internal_target,n_valid_datasets__kendall_internal_target,spearman_internal_target,n_valid_datasets__spearman_internal_target,kendall_accuracy,n_valid_datasets__kendall_accuracy,spearman_accuracy,n_valid_datasets__spearman_accuracy,kendall_runtime,n_valid_datasets__kendall_runtime,spearman_runtime,n_valid_datasets__spearman_runtime
BNDM,0.15352826552565174,6,0.23420338376220726,6,0.2333333333333333,6,0.3833333333333333,6,0.09209527717524368,6,0.9599697181458188,6,0.8735066640193212,6,0.9167381910825699,6,0.12491264874024717,6,0.03685041032629119,6,0.15615335441175632,6,0.22219512655158938,6,0.28743044571034637,6,0.41549821012918525,6,,0,,0,,0,,0
CDBD,0.26877428124854724,6,0.18763142454566217,6,0.3,6,0.44166666666666665,6,0.17385178656081676,6,0.6562447786131996,6,0.7369868406748025,6,0.6966158096440012,6,0.13031720394807425,6,0.09638038864195968,6,0.23256021642826807,6,0.3328181343596263,6,0.2089810243363949,6,0.29811596963720827,6,,0,,0,,0,,0
CSDDM,0.14141247633716952,6,0.26933668992871457,6,0.13333333333333333,6,0.2416666666666667,6,0.07899828659801074,6,0.8692129629629631,6,0.9051742553565477,6,0.8871936091597553,6,0.1161603186564259,6,0.03374893421522536,6,-0.037251401785217346,6,-0.05787772601018167,6,0.41040618142081503,6,0.5547601605880922,6,,0,,0,,0,,0
D3,0.14510570241613574,6,0.2404185263487589,6,0.18333333333333335,6,0.35000000000000003,6,0.10658369898632832,6,0.7571920629391893,6,0.9148767378727739,6,0.8360344004059815,6,0.1448793424622413,6,0.04730210981359614,6,-0.04523252509360543,6,-0.06632358461505838,6,0.3910418154477353,6,0.5349454824470643,6,,0,,0,,0,,0
DAWIDD,0.08023892289779896,6,0.1443902116246704,6,0.36666666666666664,6,0.5333333333333333,6,0.07725462405702778,6,0.5476190476190476,6,0.9750770038281679,6,0.7613480257236077,6,0.1711009477107873,6,0.04991206649385849,6,-0.12016445265902065,6,-0.1762458786735419,6,0.3390094262282268,6,0.4739857117820081,6,,0,,0,,0,,0
IBDD,0.13375744550056695,6,0.11929141077842091,6,0.5666666666666667,6,0.6750000000000002,6,0.08282543416413281,6,0.8647334147334148,6,0.8295856775652991,6,0.847159546149357,6,0.1520210741254314,6,0.0428616018729796,6,0.2215485989771233,6,0.29889633779826275,6,0.3945656405315747,6,0.5343337112181953,6,,0,,0,,0,,0
OCDD,0.1318411776660185,6,0.21182208784480705,6,0.25,6,0.39999999999999997,6,0.06761639708872898,6,0.8234265734265734,6,0.9016925939029304,6,0.8625595836647522,6,0.11281857470520229,6,0.036018987004150106,6,0.14989934827553794,6,0.2041839228917476,6,0.3645005501826817,6,0.5106805182102457,6,,0,,0,,0,,0
PCACD,0.1964469090264662,6,0.1938425562364021,6,0.47500000000000003,6,0.6,6,0.05493113554471382,6,0.8675213675213675,6,0.9291534343447369,6,0.8983374009330523,6,0.08374627903862142,6,0.022801672939105424,6,0.09107468573748022,6,0.11331390071391478,6,0.24636846998518358,6,0.3401734764903254,6,,0,,0,,0,,0
SPLL,0.24464925494406245,6,0.26685839188641175,6,0.15833333333333333,6,0.2916666666666667,6,0.12395937418066683,6,0.7871863799283153,6,0.5720524841553334,6,0.6796194320418244,6,0.13037453559749115,6,0.06035077452030116,6,0.24434125695062636,6,0.34627516833963723,6,0.3138934899443198,6,0.4359952000537521,6,,0,,0,,0,,0
UDetect,0.10753416936945308,6,0.153059037392227,6,0.35833333333333334,6,0.575,6,0.06752433549271987,6,0.812827112827113,6,0.9225259869958599,6,0.8676765499114864,6,0.14742179153205537,6,0.032811810279633126,6,-0.10003389573195098,6,-0.14415105079891835,6,0.35889284163827173,6,0.49957011462414647,6,,0,,0,,0,,0
