Status,ACCURACY,RUNTIME,recent_samples_size,batch_size,gamma,alpha,use_mmd2,use_k2s_test
Completed,0.6,3766,2436,921,2.183,0.019,False,True
Completed,0.6,2515,4455,744,3.994,0.007,False,True
Completed,0.32,7,427,4570,9.544,0.011,False,False
Completed,0.59,409,2588,50,0.452,0.046,True,True
Completed,0.32,9,2972,1334,6.891,0.012,False,False
Completed,0.32,7,4469,4010,2.157,0.027,False,False
Completed,0.6,6711,2293,758,7.85,0.016,True,True
Completed,0.32,9,4321,373,4.299,0.036,False,False
Completed,0.32,8,3162,3018,9.114,0.003,False,False
Completed,0.32,11,1122,2879,7.214,0.015,False,False
Completed,0.31,8,1359,510,2.496,0.049,False,False
Completed,0.6,3229,3114,814,5.092,0.043,True,True
Completed,0.32,9,1482,2915,6.402,0.025,False,False
Completed,0.32,11,1079,555,1.434,0.01,False,False
Completed,0.32,8,3429,417,4.582,0.023,False,False
Completed,0.32,8,4583,1299,6.686,0.047,False,False
Completed,0.33,10,2939,3966,1.734,0.014,False,False
Completed,0.6,3762,154,637,8.271,0.03,True,True
Completed,0.62,297,2024,98,7.423,0.017,False,True
Completed,0.32,9,674,3605,1.934,0.025,False,False
Completed,0.6,2929,4210,728,1.984,0.04,True,True
Completed,0.32,8,1148,1403,2.904,0.032,False,False
Completed,0.28,8,3174,1542,1.084,0.044,False,False
Completed,0.32,7,4348,3901,6.133,0.017,False,False
Completed,0.6,3372,1548,864,3.873,0.027,True,True
Completed,0.32,9,4521,507,7.728,0.019,False,False
Completed,0.32,8,3038,2825,2.603,0.041,False,False
Completed,0.38,120,2422,1304,0.231,0.025,True,False
Completed,0.6,2643,275,809,1.742,0.034,False,True
Completed,0.32,7,2563,2186,2.255,0.003,False,False
Completed,0.32,7,4998,4506,7.46,0.037,False,False
Completed,0.62,489,2158,258,2.546,0.021,True,True
Completed,0.32,9,3870,1113,9.056,0.028,False,False
Completed,0.32,13,3649,3469,3.774,0.012,False,False
Completed,0.42,80,3698,1085,0.145,0.023,True,False
Completed,0.59,350,413,55,6.457,0.031,False,True
Completed,0.6,4679,3378,835,8.385,0.01,False,True
Completed,0.32,10,472,3485,6.043,0.033,False,False
Completed,0.31,11,1968,1155,1.169,0.005,False,False
Completed,0.32,7,1821,4480,2.689,0.008,False,False
Completed,0.62,494,3996,291,7.308,0.049,True,True
Completed,0.32,7,661,2114,7.638,0.03,False,False
Completed,0.32,8,3460,773,7.381,0.026,False,False
Completed,0.32,7,4023,3418,2.331,0.01,False,False
Completed,0.32,7,2431,3836,4.016,0.04,False,False
Completed,0.6,3957,4646,936,5.981,0.004,True,True
Completed,0.32,7,12,1509,8.809,0.024,False,False
Completed,0.51,1406,3594,27,3.729,0.002,False,True
Completed,0.6,6475,4745,1690,5.042,0.026,False,True
Completed,0.35,11,63,2999,0.762,0.028,False,False
Completed,0.32,9,2497,333,5.789,0.007,False,False
Completed,0.32,7,1371,4038,8.012,0.004,False,False
Completed,0.32,8,1666,3280,4.152,0.023,False,False
Completed,0.32,8,814,911,9.259,0.038,False,False
Completed,0.5,55,1617,647,0.369,0.012,True,False
Completed,0.61,717,4895,408,6.861,0.041,False,True
Completed,0.32,9,221,4283,2.421,0.039,False,False
Completed,0.32,8,2337,1609,7.295,0.023,False,False
Completed,0.32,8,1531,2736,8.89,0.014,False,False
Completed,0.32,11,991,108,3.941,0.048,False,False
Completed,0.62,319,924,165,0.571,0.014,False,True
Completed,0.32,7,3622,1979,5.719,0.042,False,False
Completed,0.32,9,3858,4616,0.828,0.02,False,False
Completed,0.63,302,1644,153,9.178,0.037,True,True
Completed,0.32,9,4932,978,2.97,0.017,False,False
Completed,0.32,8,2512,3662,7.941,0.045,False,False
Completed,0.33,632,3048,440,1.318,0.03,True,False
Completed,0.6,2911,1022,699,5.284,0.022,False,True
Completed,0.6,6352,4716,1750,2.864,0.019,True,True
Completed,0.32,8,785,4683,9.478,0.048,False,False
Completed,0.32,7,47,2160,7.488,0.043,False,False
Completed,0.6,2499,3523,767,8.441,0.03,True,True
Completed,0.32,7,2131,2835,3.906,0.001,False,False
Completed,0.61,367,3751,253,6.703,0.004,False,True
Completed,0.59,10240,4579,2771,9.006,0.012,False,True
Completed,0.59,7890,2603,2233,2.296,0.045,False,True
Completed,0.59,9466,1664,2406,4.922,0.031,False,True
Completed,0.32,9,4767,2203,3.851,0.001,False,False
Completed,0.32,7,2674,4879,8.976,0.035,False,False
Completed,0.6,5693,2368,1061,4.676,0.032,False,True
Completed,0.6,4406,4406,1235,1.497,0.045,False,True
Completed,0.32,7,320,4705,7.037,0.047,False,False
Completed,0.61,1347,2539,535,2.969,0.008,True,True
Completed,0.32,7,2123,2378,2.009,0.013,False,False
Completed,0.32,7,2959,496,4.134,0.017,False,False
Completed,0.59,6662,1475,1808,6.873,0.035,False,True
Completed,0.59,11522,708,3202,4.518,0.022,False,True
Completed,0.6,1966,280,682,2.45,0.013,False,True
Completed,0.62,285,2385,179,3.018,0.039,True,True
Completed,0.32,7,3190,3734,9.642,0.017,False,False
Completed,0.32,9,3987,1265,1.665,0.027,False,False
Completed,0.59,8746,1234,2339,8.609,0.01,True,True
Completed,0.32,7,4500,3780,4.046,0.032,False,False
Completed,0.31,16,3322,244,2.08,0.036,False,False
Completed,0.32,8,4198,2600,6.971,0.001,False,False
Completed,0.32,7,4671,1785,9.194,0.011,False,False
Completed,0.32,8,2890,4105,4.222,0.026,False,False
Completed,0.61,2252,1917,584,9.941,0.029,False,True
Completed,0.31,11,1396,317,1.834,0.009,False,False
Completed,0.59,11864,3089,3245,5.822,0.036,True,True
Completed,0.44,2946,3321,10,0.392,0.037,True,True
Completed,0.32,7,2251,3560,6.951,0.009,False,False
Completed,0.6,2438,4344,856,4.749,0.012,False,True
Completed,0.6,6739,3036,1663,9.095,0.04,False,True
Completed,0.6,1453,4809,663,5.121,0.034,False,True
Completed,0.59,12974,4304,3144,8.048,0.026,False,True
Completed,0.6,10243,3499,1866,0.716,0.018,False,True
Completed,0.4,17,2213,1194,0.251,0.029,False,False
Completed,0.59,8669,3893,2280,3.819,0.044,True,True
Completed,0.59,9519,1141,2593,6.317,0.014,False,True
Completed,0.63,293,315,109,9.243,0.021,False,True
Completed,0.6,3062,1960,905,6.219,0.047,True,True
Completed,0.34,19,3692,2979,1.436,0.024,False,False
Completed,0.32,7,4108,2031,9.708,0.032,False,False
Completed,0.6,6755,655,1582,0.566,0.005,True,True
Completed,0.32,7,4848,4509,7.094,0.028,False,False
Completed,0.59,11279,457,2459,1.523,0.033,True,True
Completed,0.32,7,4025,3983,6.137,0.01,False,False
Completed,0.32,7,3152,1026,2.554,0.046,False,False
Completed,0.59,9607,2346,2545,9.793,0.025,True,True
Completed,0.59,6449,1935,1683,3.339,0.007,False,True
Completed,0.6,2853,747,797,7.663,0.042,False,True
Completed,0.6,2505,1489,708,3.974,0.024,True,True
Completed,0.32,8,2920,2855,8.685,0.046,False,False
Completed,0.43,18,4888,2141,0.082,0.011,False,False
Completed,0.32,7,2680,1214,7.335,0.025,False,False
Completed,0.59,13949,1571,2660,0.007,0.046,True,True
Completed,0.32,7,1743,1084,9.883,0.001,False,False
Completed,0.59,9258,2509,2526,2.777,0.029,True,True
Completed,0.59,9290,4673,2478,6.069,0.015,True,True
Completed,0.33,10,1064,3925,1.279,0.043,False,False
Completed,0.32,7,548,1443,4.284,0.048,False,False
Completed,0.62,304,4541,129,3.165,0.026,False,True
Completed,0.59,11195,3790,2651,1.097,0.034,False,True
Completed,0.59,10524,3385,2348,7.514,0.023,False,True
Completed,0.32,7,2171,515,8.299,0.037,False,False
Completed,0.59,13256,3562,3370,4.36,0.01,True,True
Completed,0.6,7928,4241,1640,7.025,0.048,True,True
Completed,0.37,14,7,4490,0.322,0.019,False,False
Completed,0.32,7,824,1972,2.702,0.015,False,False
Completed,0.32,7,1356,3038,5.992,0.029,False,False
Completed,0.32,7,587,3800,8.523,0.015,False,False
Completed,0.32,7,1025,1324,5.908,0.02,False,False
Completed,0.61,289,2549,198,9.399,0.008,True,True
Completed,0.32,7,1782,3676,2.948,0.037,False,False
Completed,0.6,323,1610,69,7.174,0.016,True,True
Completed,0.32,12,2718,3541,0.481,0.038,False,False
Completed,0.32,7,4462,1463,8.126,0.006,False,False
Completed,0.59,8232,954,2086,2.001,0.03,False,True
Completed,0.59,11095,1868,2915,9.355,0.016,False,True
Completed,0.39,181,1695,831,0.769,0.032,True,False
Completed,0.59,11511,2804,3053,6.573,0.011,False,True
Completed,0.59,6913,4390,1952,4.534,0.047,False,True
Completed,0.6,2571,3242,577,8.959,0.005,False,True
Completed,0.32,7,2025,2483,9.434,0.041,False,False
Completed,0.6,5388,4095,1070,5.893,0.031,True,True
Completed,0.32,8,175,2511,1.767,0.002,False,False
Completed,0.6,7228,177,1769,9.567,0.028,True,True
Completed,0.32,7,4068,4624,3.087,0.006,False,False
Completed,0.32,8,3732,376,5.754,0.038,False,False
Completed,0.59,14369,1998,3226,1.588,0.017,True,True
Completed,0.59,8791,2449,2213,5.289,0.003,False,True
Completed,0.59,11885,353,2791,3.562,0.041,False,True
Completed,0.61,412,1102,312,0.869,0.049,False,True
Completed,0.28,9,2382,1726,1.385,0.049,False,False
Completed,0.61,485,4062,351,2.688,0.036,True,True
Completed,0.32,7,444,3280,9.966,0.007,False,False
Completed,0.32,8,1187,762,6.961,0.003,False,False
Completed,0.59,11299,4484,2830,0.387,0.03,True,True
Completed,0.59,7942,2711,2175,8.344,0.014,True,True
Completed,0.32,7,1632,4248,4.316,0.042,False,False
Completed,0.59,11577,1774,1997,5.73,0.012,True,True
Completed,0.32,7,2571,4066,1.612,0.034,False,False
Completed,0.6,4740,1339,1279,2.529,0.004,True,True
Completed,0.32,7,3083,4830,9.818,0.027,False,False
Completed,0.31,15,4737,174,1.529,0.019,False,False
Completed,0.6,4324,34,1248,8.199,0.045,True,True
Completed,0.32,7,4239,2694,4.143,0.022,False,False
Completed,0.32,7,3589,2315,7.12,0.033,False,False
Completed,0.61,553,2303,394,6.345,0.019,False,True
Completed,0.6,4541,1324,1117,5.426,0.044,False,True
Completed,0.6,5856,137,1398,1.084,0.008,False,True
Completed,0.59,14074,2066,3596,7.81,0.047,False,True
Completed,0.32,241,3510,1409,0.894,0.033,True,False
Completed,0.6,4831,2097,1228,3.781,0.038,False,True
Completed,0.59,9497,895,2050,7.026,0.014,False,True
Completed,0.32,8,2507,808,6.327,0.044,False,False
Completed,0.59,8589,1732,1868,8.434,0.028,True,True
Completed,0.32,7,4554,4321,2.098,0.018,False,False
Completed,0.32,17,676,35,3.756,0.008,False,False
Completed,0.59,14151,4920,3585,8.586,0.035,True,True
Completed,0.6,6795,2902,1409,0.294,0.021,True,True
Completed,0.32,7,1521,4964,7.361,0.05,False,False
Completed,0.59,14261,2849,3655,4.778,0.006,False,True
Completed,0.6,5984,4973,1340,6.488,0.039,False,True
Completed,0.6,4251,3666,1137,2.16,0.01,False,True
Completed,0.32,7,1571,4121,4.78,0.006,False,False
Completed,0.32,7,1116,753,9.3,0.032,False,False
Completed,0.59,12722,4961,2878,4.082,0.036,False,True
Completed,0.6,3285,4104,959,1.842,0.026,False,True
Completed,0.6,5582,3722,1100,8.134,0.023,True,True
Completed,0.32,9,294,3652,1.97,0.032,False,False
Completed,0.32,7,2002,1536,6.49,0.006,False,False
Completed,0.6,9261,4846,2157,0.124,0.048,True,True
Completed,0.32,8,1438,4626,8.808,0.007,False,False
Completed,0.32,8,4626,930,9.572,0.023,False,False
Completed,0.59,11905,1047,3004,3.083,0.044,True,True
Completed,0.61,766,623,481,0.156,0.04,True,True
Completed,0.32,7,3881,3413,7.192,0.018,False,False
Completed,0.32,7,3318,1587,3.92,0.025,False,False
Completed,0.6,4283,2104,1003,4.394,0.015,False,True
Completed,0.6,5935,909,1522,8.794,0.037,False,True
Completed,0.31,8,3001,460,2.3,0.043,False,False
Completed,0.59,7727,1277,1909,3.0,0.035,True,True
Completed,0.32,8,4704,4434,6.821,0.02,False,False
Completed,0.32,8,4360,1277,9.132,0.019,False,False
Completed,0.6,3967,152,1086,6.244,0.01,True,True
Completed,0.32,8,3561,3538,4.903,0.045,False,False
Completed,0.32,9,3533,548,5.768,0.003,False,False
Completed,0.38,17,4330,4679,0.309,0.036,False,False
Completed,0.32,8,4733,1522,2.529,0.027,False,False
Completed,0.32,7,3883,2490,4.489,0.02,False,False
Completed,0.61,457,590,191,0.195,0.003,True,True
Completed,0.32,7,3433,2718,9.011,0.043,False,False
Completed,0.62,294,3272,128,2.933,0.015,True,True
Completed,0.32,7,449,2596,6.613,0.031,False,False
Completed,0.32,8,2491,2201,2.386,0.008,False,False
Completed,0.59,6558,4412,1571,5.94,0.04,True,True
Completed,0.32,7,674,3563,6.059,0.022,False,False
Completed,0.33,15,1466,1292,0.601,0.039,False,False
Completed,0.32,7,1971,4381,2.814,0.048,False,False
Completed,0.32,9,266,396,8.604,0.016,False,False
Completed,0.59,11000,1583,2635,9.506,0.019,True,True
Completed,0.32,7,4227,2082,1.978,0.036,False,False
Completed,0.32,7,3413,3978,7.119,0.005,False,False
Completed,0.6,3354,778,782,4.677,0.041,True,True
Completed,0.32,8,2504,213,8.562,0.007,False,False
Completed,0.32,8,644,484,4.58,0.03,False,False
Completed,0.59,13196,2840,3010,5.915,0.015,True,True
Completed,0.59,7953,2763,1742,4.027,0.012,False,True
Completed,0.41,117,1671,934,0.667,0.017,True,False
Completed,0.62,370,3983,299,7.034,0.037,False,True
Completed,0.51,946,2239,20,9.841,0.049,False,True
Completed,0.6,6892,1021,1697,1.601,0.024,False,True
Completed,0.6,6136,4898,1450,9.694,0.003,True,True
Completed,0.32,10,99,145,7.391,0.023,False,False
Completed,0.32,7,852,3871,8.139,0.015,False,False
Completed,0.6,2733,3183,830,0.69,0.03,True,True
Completed,0.32,8,1822,2014,3.31,0.044,False,False
Completed,0.6,2572,4125,665,7.964,0.022,False,True
Completed,0.59,13473,3242,2517,3.087,0.038,False,True
Completed,0.6,4561,2723,1283,1.346,0.049,False,True
Completed,0.32,7,2057,3085,6.897,0.045,False,False
Completed,0.6,4544,835,1154,2.135,0.045,True,True
Completed,0.32,9,3032,3627,8.32,0.01,False,False
Completed,0.61,412,1873,245,3.227,0.009,False,True
Completed,0.6,6333,494,1766,5.06,0.034,False,True
Completed,0.59,6723,3126,1673,8.064,0.047,False,True
Completed,0.61,296,4504,74,1.151,0.021,False,True
Completed,0.6,4109,2890,1033,4.737,0.033,True,True
Completed,0.32,7,3519,4692,2.466,0.008,False,False
Completed,0.6,912,1197,556,9.957,0.047,True,True
Completed,0.32,10,3023,963,3.221,0.006,False,False
Completed,0.32,11,4618,2822,8.382,0.035,False,False
Completed,0.59,12056,1974,2428,0.916,0.02,True,True
Completed,0.57,50,4726,28,0.057,0.042,True,False
Completed,0.6,6804,279,1489,2.675,0.034,False,True
Completed,0.59,10768,642,2762,1.606,0.03,False,True
Completed,0.6,5603,1681,870,6.796,0.011,False,True
Completed,0.32,7,4824,3360,3.743,0.028,False,False
Completed,0.59,5406,2493,1401,6.18,0.018,True,True
Completed,0.59,11226,407,2339,8.015,0.029,False,True
Completed,0.61,1152,3941,517,2.608,0.017,False,True
Completed,0.39,162,1056,1702,0.3,0.009,True,False
Completed,0.59,10891,2851,2388,6.688,0.038,False,True
Completed,0.32,8,2263,3253,2.26,0.043,False,False
Completed,0.32,7,3769,3115,4.582,0.02,False,False
Completed,0.59,8743,1437,2250,7.059,0.035,True,True
Completed,0.32,8,1365,2871,0.756,0.01,False,False
Completed,0.59,9613,3998,2474,8.229,0.045,True,True
Completed,0.32,8,997,1014,5.926,0.031,False,False
Completed,0.32,8,579,4740,9.8,0.033,False,False
Completed,0.6,1431,2910,607,2.311,0.022,True,True
Completed,0.6,13924,4418,3747,7.492,0.044,True,True
Completed,0.32,9,2096,1632,4.932,0.002,False,False
Completed,0.59,11382,4379,2222,4.432,0.01,True,True
Completed,0.32,8,618,1188,2.048,0.015,False,False
Completed,0.32,8,958,4955,3.478,0.023,False,False
Completed,0.61,447,3602,351,5.977,0.032,True,True
Completed,0.59,13423,4037,3454,1.099,0.003,True,True
Completed,0.32,7,1404,1810,8.668,0.043,False,False
Completed,0.32,8,3808,1585,7.344,0.027,False,False
Completed,0.6,3048,2782,732,6.972,0.016,True,True
Completed,0.59,10531,4859,2584,2.133,0.044,True,True
Completed,0.32,7,2224,2034,9.663,0.011,False,False
Completed,0.61,1228,4476,420,8.805,0.027,False,True
Completed,0.59,10556,3700,2289,0.349,0.004,False,True
Completed,0.59,10149,1100,2358,4.334,0.014,False,True
Completed,0.61,816,1876,489,5.293,0.041,False,True
Completed,0.59,12727,2454,2692,3.145,0.035,True,True
Completed,0.32,7,4785,1985,5.683,0.02,False,False
Completed,0.6,5189,681,1315,9.05,0.024,False,True
Completed,0.59,12034,240,2546,5.42,0.014,False,True
Completed,0.6,2065,2394,693,0.553,0.046,False,True
Completed,0.33,15,4657,1837,0.944,0.018,False,False
Completed,0.32,8,2984,4984,6.124,0.047,False,False
Completed,0.61,1400,349,382,3.643,0.007,True,True
Completed,0.32,7,3558,1219,9.44,0.04,False,False
Completed,0.32,7,704,2193,2.285,0.045,False,False
Completed,0.32,8,208,3463,3.403,0.041,False,False
Completed,0.59,13104,2578,1819,5.896,0.002,True,True
Completed,0.32,10,2428,322,8.28,0.025,False,False
Completed,0.34,351,1911,2527,0.158,0.005,True,False
Completed,0.59,11712,4546,2131,7.732,0.041,False,True
Completed,0.62,345,3457,262,1.739,0.018,False,True
Completed,0.48,1663,1052,18,2.907,0.003,False,True
Completed,0.6,8923,2141,1887,6.403,0.031,False,True
Completed,0.6,3729,4994,917,4.072,0.036,False,True
Completed,0.59,13716,2684,2810,9.252,0.005,False,True
Completed,0.6,7145,3282,1539,5.067,0.01,False,True
Completed,0.32,8,1861,3309,6.018,0.003,False,False
Completed,0.6,6245,4183,1353,3.593,0.042,True,True
Completed,0.36,17,813,164,1.209,0.031,False,False
Completed,0.32,7,138,3931,4.512,0.03,False,False
Completed,0.32,10,4454,753,2.371,0.004,False,False
Completed,0.32,8,2914,2644,7.2,0.036,False,False
Completed,0.59,9407,553,2091,4.753,0.021,True,True
Completed,0.59,13324,993,3330,0.812,0.017,True,True
Completed,0.32,9,3667,1371,8.33,0.026,False,False
Completed,0.32,7,4012,4513,3.199,0.009,False,False
Completed,0.62,354,1329,223,5.631,0.049,True,True
Completed,0.32,7,1412,4582,2.179,0.024,False,False
Completed,0.63,430,3773,135,9.619,0.034,True,True
Completed,0.32,7,2543,3843,0.845,0.04,False,False
Completed,0.6,2924,221,801,8.296,0.006,True,True
Completed,0.32,15,3374,115,4.725,0.048,False,False
Completed,0.32,9,4266,3222,9.847,0.018,False,False
Completed,0.6,5758,1622,1421,2.42,0.028,True,True
Completed,0.32,7,1618,4085,7.446,0.014,False,False
Completed,0.6,6688,4292,1199,4.977,0.028,True,True
Completed,0.59,12116,4312,2968,1.32,0.039,False,True
Completed,0.6,10254,4351,1749,9.354,0.008,False,True
Completed,0.6,5386,2636,1131,0.274,0.035,False,True
Completed,0.32,8,1971,4485,5.786,0.034,False,False
Completed,0.62,357,4644,192,3.356,0.024,True,True
Completed,0.32,13,353,1344,0.665,0.001,False,False
Completed,0.32,7,1184,2614,4.905,0.012,False,False
Completed,0.59,8767,3554,2064,7.36,0.046,True,True
Completed,0.32,7,1451,722,9.744,0.029,False,False
Completed,0.32,7,4872,586,7.107,0.009,False,False
Completed,0.32,7,2808,3687,1.917,0.026,False,False
Completed,0.32,7,3148,2456,3.609,0.037,False,False
Completed,0.32,7,4218,4309,8.458,0.004,False,False
Completed,0.6,4350,1848,954,0.996,0.039,True,True
Completed,0.6,6269,924,1159,7.626,0.01,False,True
Completed,0.59,8479,2325,1780,1.669,0.033,False,True
Completed,0.6,6004,75,1024,3.785,0.045,False,True
Completed,0.6,6375,1790,1642,5.369,0.022,False,True
Completed,0.37,19,4179,372,0.869,0.05,False,False
Completed,0.32,10,3187,3513,5.736,0.016,False,False
Completed,0.59,7039,826,1867,3.25,0.027,True,True
Completed,0.59,11758,95,3106,2.433,0.037,True,True
Completed,0.32,7,2769,2241,9.99,0.021,False,False
Completed,0.32,8,4911,4132,4.819,0.039,False,False
Completed,0.6,5348,2228,1248,7.291,0.004,True,True
Completed,0.32,8,1223,1479,6.998,0.042,False,False
Completed,0.32,8,314,2713,8.683,0.047,False,False
Completed,0.59,10735,2997,2003,1.239,0.012,True,True
Completed,0.32,8,2010,861,3.542,0.013,False,False
Completed,0.6,8529,4730,1693,2.996,0.047,False,True
Completed,0.51,58,266,546,0.38,0.027,True,False
Completed,0.6,5707,3329,1071,6.451,0.02,False,True
Completed,0.6,3082,4828,984,8.622,0.014,True,True
Completed,0.59,11116,2539,2882,3.452,0.046,True,True
Completed,0.32,8,169,2485,6.002,0.012,False,False
Completed,0.32,7,743,3719,9.563,0.001,False,False
