Status,ACCURACY,RUNTIME,recent_samples_size,batch_size,gamma,alpha,use_mmd2,use_k2s_test
Completed,0.65,221,5000,5000,0.001,0.0,False,False
Completed,0.71,188,5000,790,0.001,0.05,False,False
Completed,0.58,40,1,5000,10.0,0.0,False,False
Completed,0.58,34,1,4378,10.0,0.05,False,False
Completed,0.72,181,1,667,0.001,0.0,False,False
Completed,0.69,163,5000,1491,0.001,0.0,False,False
Completed,0.72,195,5000,516,0.001,0.0,False,False
Completed,0.63,169,1,3975,0.001,0.05,False,False
Completed,0.58,42,5000,2118,10.0,0.0,False,False
Completed,0.68,142,1,246,0.001,0.0,False,False
Completed,0.58,38,5000,2466,10.0,0.05,False,False
Completed,0.58,37,5000,4018,10.0,0.05,False,False
Completed,0.7,166,4736,864,0.001,0.0,False,False
Completed,0.58,43,3344,1766,10.0,0.05,False,False
Completed,0.58,280,3238,71,2.81,0.032,False,False
Completed,0.58,39,5000,5000,10.0,0.0,False,False
Completed,0.69,154,1,1414,0.001,0.0,False,False
Completed,0.66,222,5000,2567,0.001,0.0,False,False
Completed,0.7,181,1,1430,0.001,0.05,False,False
Completed,0.58,53,5000,3415,10.0,0.05,False,False
Completed,0.69,567,5000,1933,0.001,0.05,True,False
Completed,0.58,46,1,1595,10.0,0.0,False,False
Completed,0.65,235,5000,5000,0.001,0.05,False,False
Completed,0.72,214,1,568,0.001,0.05,False,False
Completed,0.58,72,1,489,10.0,0.0,False,False
Completed,0.58,46,1,2865,10.0,0.05,False,False
Completed,0.66,722,1,3921,0.001,0.05,True,False
Completed,0.58,43,1,2549,10.0,0.0,False,False
Completed,0.7,174,5000,568,0.934,0.05,False,False
Completed,0.58,47,1,1295,10.0,0.05,False,False
Completed,0.58,33,4322,3455,8.795,0.04,False,False
Completed,0.64,170,5000,3978,0.001,0.0,False,False
Completed,0.67,133,1,486,1.262,0.0,False,False
Completed,0.65,251,1,3764,0.254,0.0,False,False
Completed,0.67,169,5000,167,0.001,0.05,False,False
Completed,0.69,171,5000,324,0.001,0.031,False,False
Completed,0.67,248,1,3116,0.001,0.0,False,False
Completed,0.58,90,1,301,10.0,0.05,False,False
Completed,0.65,81,5000,286,1.342,0.05,False,False
Completed,0.77,7086,5000,2,0.001,0.05,False,True
Completed,0.58,84,5000,342,10.0,0.0,False,False
Completed,0.58,41,2420,1907,7.562,0.015,False,False
Completed,0.58,36,676,4429,2.972,0.045,False,False
Completed,0.68,127,353,291,0.248,0.041,False,False
Completed,0.58,37,1471,2774,5.462,0.025,False,False
Completed,0.58,35,4942,2515,7.907,0.003,False,False
Completed,0.71,202,4817,515,0.566,0.033,False,False
Completed,0.63,177,2914,4688,0.535,0.028,False,False
Completed,0.58,39,3993,2126,5.007,0.013,False,False
Completed,0.58,34,4668,3735,2.94,0.012,False,False
Completed,0.58,46,3588,1175,7.763,0.029,False,False
Completed,0.58,36,2640,4072,5.508,0.032,False,False
Completed,0.69,180,4344,1629,0.06,0.002,False,False
Completed,0.58,37,2067,1839,2.531,0.024,False,False
Completed,0.58,36,949,4321,8.019,0.042,False,False
Completed,0.58,44,1,965,5.275,0.045,False,False
Completed,0.65,179,1744,3486,0.412,0.015,False,False
Completed,0.65,685,1534,4496,0.868,0.038,True,False
Completed,0.58,39,1766,1602,9.175,0.027,False,False
Completed,0.58,34,62,4119,4.039,0.008,False,False
Completed,0.62,62,1011,1226,1.763,0.005,False,False
Completed,0.58,34,2090,3704,6.274,0.036,False,False
Completed,0.58,36,4527,3875,4.355,0.019,False,False
Completed,0.58,45,2579,1016,4.245,0.02,False,False
Completed,0.61,64,3528,4368,1.52,0.017,False,False
Completed,0.58,37,4646,1812,6.696,0.049,False,False
Completed,0.58,37,4049,2800,3.768,0.05,False,False
Completed,0.58,96,2931,245,9.295,0.016,False,False
Completed,0.58,34,3254,4377,6.551,0.019,False,False
Completed,0.59,52,4997,1939,1.649,0.041,False,False
Completed,0.66,559,2558,3666,0.67,0.006,True,False
Completed,0.58,42,1415,2159,4.202,0.037,False,False
Completed,0.58,33,336,4636,8.986,0.004,False,False
Completed,0.58,666,659,26,6.73,0.007,False,False
Completed,0.63,91,2363,2542,1.321,0.028,False,False
Completed,0.58,33,3868,4810,2.665,0.03,False,False
Completed,0.58,37,3112,2288,7.88,0.011,False,False
Completed,0.58,38,3436,2999,5.155,0.002,False,False
Completed,0.68,464,4402,1525,0.734,0.007,True,False
Completed,0.78,4207,1033,179,8.558,0.028,False,True
Completed,0.79,1438,2567,87,6.043,0.049,False,True
Completed,0.58,68,1273,452,3.118,0.043,False,False
Completed,0.58,36,477,2896,7.59,0.023,False,False
Completed,0.58,37,801,2351,5.315,0.014,False,False
Completed,0.65,229,2222,4912,0.218,0.046,False,False
Completed,0.58,49,1625,794,8.071,0.047,False,False
Completed,0.58,38,204,3354,2.622,0.013,False,False
Completed,0.68,132,1152,1405,0.366,0.022,False,False
Completed,0.58,33,1948,3847,5.19,0.044,False,False
Completed,0.58,34,4142,3940,7.711,0.034,False,False
Completed,0.79,1429,2100,48,1.687,0.019,True,True
Completed,0.58,41,2760,1459,2.848,0.001,False,False
Completed,0.66,218,3708,3262,0.104,0.01,False,False
Completed,0.58,49,4465,741,5.591,0.031,False,False
Completed,0.65,665,4960,4769,0.035,0.018,True,False
Completed,0.58,39,3977,2815,2.155,0.005,False,False
Completed,0.58,41,3731,1358,8.866,0.047,False,False
Completed,0.58,38,2782,3304,6.591,0.038,False,False
Completed,0.65,83,4203,826,1.455,0.021,False,False
Completed,0.58,49,1888,772,3.927,0.007,False,False
Completed,0.58,37,1131,3211,9.102,0.035,False,False
Completed,0.58,39,182,1411,6.378,0.026,False,False
Completed,0.79,1395,4677,17,7.522,0.043,True,True
Completed,0.65,2108,884,383,0.857,0.049,True,False
Completed,0.58,63,2238,490,8.978,0.009,False,False
Completed,0.58,34,856,3044,4.076,0.026,False,False
Completed,0.64,88,533,2340,1.333,0.035,False,False
Completed,0.58,34,1290,4778,6.859,0.006,False,False
Completed,0.65,640,2002,3422,0.986,0.019,True,False
Completed,0.78,2558,145,137,4.417,0.025,False,True
Completed,0.58,86,446,346,3.166,0.012,False,False
Completed,0.58,41,1555,2866,8.614,0.029,False,False
Completed,0.66,1084,1788,733,1.267,0.044,True,False
Completed,0.79,1408,4152,57,5.172,0.006,False,True
Completed,0.58,33,4799,4880,9.304,0.021,False,False
Completed,0.58,38,3378,2403,3.894,0.039,False,False
Completed,0.6,52,3055,2942,1.639,0.048,False,False
Completed,0.58,61,3851,426,6.424,0.018,False,False
Completed,0.59,46,156,4016,1.877,0.041,False,False
Completed,0.78,2354,3605,124,8.683,0.012,True,True
Completed,0.58,52,1082,665,4.778,0.05,False,False
Completed,0.58,36,2151,3181,9.679,0.016,False,False
Completed,0.58,35,4250,3430,7.127,0.007,False,False
Completed,0.58,39,3443,3767,4.442,0.037,False,False
Completed,0.78,4842,298,217,6.25,0.016,True,True
Completed,0.58,39,4551,1329,9.851,0.004,False,False
Completed,0.58,38,646,1532,7.26,0.019,False,False
Completed,0.58,34,1485,3904,3.016,0.04,False,False
Completed,0.65,97,2295,263,0.525,0.046,False,False
Completed,0.58,36,2532,2736,6.924,0.013,False,False
Completed,0.58,71,2869,376,7.291,0.036,False,False
Completed,0.58,34,3171,4988,9.41,0.027,False,False
Completed,0.58,36,4904,2432,4.899,0.008,False,False
Completed,0.79,1825,1575,11,4.366,0.031,False,True
Completed,0.68,525,3568,1418,0.471,0.038,True,False
Completed,0.67,587,968,3315,0.312,0.026,True,False
Completed,0.58,40,1499,2212,2.378,0.017,False,False
Completed,0.58,36,430,4729,6.929,0.049,False,False
Completed,0.58,55,732,596,9.81,0.04,False,False
Completed,0.58,37,2426,3075,4.634,0.02,False,False
Completed,0.58,40,2481,2479,5.89,0.032,False,False
Completed,0.61,99,748,4961,1.067,0.003,False,False
Completed,0.58,185,1443,141,8.323,0.002,False,False
Completed,0.69,540,1999,2119,0.888,0.016,True,False
Completed,0.58,42,211,1925,6.01,0.03,False,False
Completed,0.58,41,1879,4610,4.266,0.001,False,False
Completed,0.64,81,1850,651,1.775,0.007,False,False
Completed,0.58,36,4847,3125,6.143,0.045,False,False
Completed,0.71,168,3153,565,0.655,0.015,False,False
Completed,0.58,35,2851,4702,3.555,0.024,False,False
Completed,0.58,40,2949,3330,2.861,0.006,False,False
Completed,0.58,55,4923,703,7.415,0.028,False,False
Completed,0.58,40,3800,4558,9.904,0.034,False,False
Completed,0.68,214,3291,1892,0.368,0.012,False,False
Completed,0.58,38,1063,2037,2.565,0.024,False,False
Completed,0.58,37,1809,4410,7.082,0.047,False,False
Completed,0.58,46,1916,841,9.573,0.04,False,False
Completed,0.65,179,174,3175,0.078,0.018,False,False
Completed,0.58,45,1176,4903,9.659,0.045,False,False
Completed,0.79,1803,1036,89,1.582,0.014,True,True
Completed,0.58,43,3169,4765,7.482,0.033,False,False
Completed,0.58,56,3922,2392,2.947,0.01,False,False
Completed,0.65,273,4810,3455,0.439,0.004,False,False
Completed,0.58,43,3061,1121,9.995,0.027,False,False
Completed,0.78,4015,1750,206,6.528,0.028,False,True
Completed,0.58,133,4598,110,2.722,0.034,False,False
Completed,0.63,174,4178,4047,0.234,0.028,False,False
Completed,0.64,2353,2823,898,1.981,0.017,True,False
Completed,0.58,45,3696,2624,4.111,0.041,False,False
Completed,0.58,100,4215,310,6.165,0.014,False,False
Completed,0.58,43,4557,3857,8.654,0.02,False,False
Completed,0.62,87,2573,1504,1.617,0.047,False,False
Completed,0.58,59,580,1331,3.814,0.035,False,False
Completed,0.58,50,2332,4017,5.832,0.008,False,False
Completed,0.78,5199,4907,174,2.174,0.012,False,True
Completed,0.66,635,1103,3682,0.818,0.021,True,False
Completed,0.58,56,809,579,5.904,0.003,False,False
Completed,0.58,43,1320,2894,3.905,0.03,False,False
Completed,0.64,94,2443,1850,1.395,0.036,False,False
Completed,0.58,41,467,4203,8.409,0.009,False,False
Completed,0.58,36,2695,4372,6.232,0.022,False,False
Completed,0.58,42,1021,3297,8.496,0.036,False,False
Completed,0.65,514,3659,36,0.731,0.031,True,False
Completed,0.58,42,3328,3129,5.674,0.048,False,False
Completed,0.58,53,3763,815,3.972,0.02,False,False
Completed,0.59,79,4965,4436,1.483,0.013,False,False
Completed,0.58,41,2908,2083,8.168,0.042,False,False
Completed,0.58,42,53,972,7.153,0.039,False,False
Completed,0.58,42,2039,3599,2.656,0.016,False,False
Completed,0.68,201,1697,2238,0.145,0.023,False,False
Completed,0.65,2851,1366,384,0.958,0.042,True,False
Completed,0.58,53,1212,1173,4.352,0.009,False,False
Completed,0.58,39,1661,3487,6.077,0.038,False,False
Completed,0.58,36,2080,2360,8.587,0.031,False,False
Completed,0.79,1840,2964,135,7.217,0.045,True,True
Completed,0.58,37,11,4713,1.846,0.003,False,False
Completed,0.79,2827,7,122,4.035,0.026,False,True
Completed,0.58,46,3542,4171,2.813,0.026,False,False
Completed,0.58,40,4369,1799,6.996,0.005,False,False
Completed,0.58,45,4398,2944,9.504,0.011,False,False
Completed,0.71,181,2732,611,0.3,0.032,False,False
Completed,0.58,82,425,467,3.102,0.044,False,False
Completed,0.58,60,2485,3094,7.327,0.024,False,False
Completed,0.58,37,1284,1659,9.837,0.017,False,False
Completed,0.65,191,845,4324,0.596,0.038,False,False
Completed,0.79,1323,3899,52,9.369,0.041,False,True
Completed,0.58,44,294,2479,7.656,0.02,False,False
Completed,0.79,1911,4742,16,6.286,0.006,True,True
Completed,0.58,38,1992,4832,2.153,0.048,False,False
Completed,0.58,65,1786,1210,4.661,0.041,False,False
Completed,0.58,34,968,3524,5.143,0.014,False,False
Completed,0.69,514,637,422,0.014,0.01,True,False
Completed,0.65,893,2501,4216,0.345,0.016,True,False
Completed,0.58,54,4435,1686,4.197,0.049,False,False
Completed,0.59,55,4327,3066,1.689,0.043,False,False
Completed,0.58,88,3584,420,8.745,0.016,False,False
Completed,0.79,2869,1977,6,4.976,0.025,False,True
Completed,0.58,35,3098,4877,4.063,0.015,False,False
Completed,0.58,37,4774,2192,5.746,0.044,False,False
Completed,0.58,34,3963,3645,8.254,0.05,False,False
Completed,0.65,78,3127,999,1.55,0.021,False,False
Completed,0.65,689,4482,4097,0.661,0.036,True,False
Completed,0.58,38,3394,2432,3.253,0.04,False,False
Completed,0.65,843,4187,1644,1.422,0.011,True,False
Completed,0.64,119,1009,2278,1.076,0.027,False,False
Completed,0.68,524,2309,2471,0.681,0.008,True,False
Completed,0.58,39,2011,4224,9.748,0.015,False,False
Completed,0.58,39,383,1739,2.823,0.03,False,False
Completed,0.58,39,716,2753,2.152,0.038,False,False
Completed,0.6,47,3613,3027,1.998,0.007,False,False
Completed,0.58,88,4103,381,7.811,0.036,False,False
Completed,0.58,35,4620,4255,5.3,0.03,False,False
Completed,0.58,45,2627,1570,4.503,0.001,False,False
Completed,0.58,39,478,1734,2.326,0.013,False,False
Completed,0.58,55,2239,4087,8.103,0.042,False,False
Completed,0.58,71,1487,539,5.595,0.048,False,False
Completed,0.58,37,761,2853,4.839,0.02,False,False
Completed,0.66,810,1818,3642,0.5,0.031,True,False
Completed,0.58,32,4942,4904,1.984,0.01,False,False
Completed,0.6,4660,3431,189,0.811,0.036,True,False
Completed,0.64,806,461,4166,1.24,0.042,True,False
Completed,0.58,32,2232,4762,2.77,0.02,False,False
Completed,0.58,34,143,2248,9.662,0.037,False,False
Completed,0.58,33,944,3264,5.332,0.029,False,False
Completed,0.58,43,1353,780,2.259,0.015,False,False
Completed,0.58,47,3430,3683,7.945,0.002,False,False
Completed,0.59,42,3856,1038,2.483,0.029,False,False
Completed,0.78,3678,2127,161,9.069,0.019,True,True
Completed,0.58,40,4921,4995,4.994,0.035,False,False
Completed,0.58,45,2835,2310,5.439,0.008,False,False
Completed,0.65,177,2876,3571,0.748,0.046,False,False
Completed,0.58,51,4879,1237,9.061,0.025,False,False
Completed,0.79,1479,1573,49,1.888,0.035,True,True
Completed,0.58,41,3893,4804,6.55,0.019,False,False
Completed,0.77,10819,1168,407,6.486,0.035,False,True
Completed,0.66,1305,2775,807,1.506,0.012,True,False
Completed,0.58,76,4605,309,4.995,0.027,False,False
Completed,0.58,37,3102,2803,8.063,0.017,False,False
Completed,0.58,36,3317,1787,6.925,0.025,False,False
Completed,0.64,146,4312,4291,0.038,0.032,False,False
Completed,0.58,32,1631,4130,4.564,0.046,False,False
Completed,0.58,96,1601,239,5.26,0.019,False,False
Completed,0.58,214,4353,97,9.473,0.009,False,False
Completed,0.58,34,3353,2582,2.626,0.048,False,False
Completed,0.58,40,3060,1568,2.349,0.043,False,False
Completed,0.58,34,4567,4082,5.535,0.001,False,False
Completed,0.64,636,4025,3178,1.031,0.014,True,False
Completed,0.58,48,3946,921,3.044,0.002,False,False
Completed,0.58,34,3740,3435,9.858,0.042,False,False
Completed,0.58,42,2666,2419,5.135,0.047,False,False
Completed,0.58,37,1875,3036,2.898,0.035,False,False
Completed,0.58,56,832,541,9.828,0.021,False,False
Completed,0.58,33,578,4058,5.184,0.014,False,False
Completed,0.59,49,2051,1553,2.071,0.03,False,False
Completed,0.79,1419,4902,19,1.339,0.017,False,True
Completed,0.65,653,1140,3710,0.762,0.001,True,False
Completed,0.58,33,1469,3449,9.581,0.031,False,False
Completed,0.58,33,1394,4856,7.959,0.039,False,False
Completed,0.58,36,980,2352,4.768,0.005,False,False
Completed,0.65,192,101,3365,0.202,0.01,False,False
Completed,0.58,47,2195,871,7.054,0.047,False,False
Completed,0.66,626,1711,1854,1.382,0.033,True,False
Completed,0.58,49,4989,710,7.528,0.032,False,False
Completed,0.58,39,2698,3215,4.415,0.024,False,False
Completed,0.67,156,3694,2200,0.555,0.017,False,False
Completed,0.58,34,3915,4695,7.485,0.028,False,False
Completed,0.59,50,4597,3168,1.626,0.024,False,False
Completed,0.58,35,1821,3434,4.366,0.007,False,False
Completed,0.58,39,211,1816,7.409,0.04,False,False
Completed,0.58,33,721,4483,9.6,0.047,False,False
Completed,0.63,62,2249,443,1.551,0.002,False,False
Completed,0.79,2141,3235,120,6.716,0.01,False,True
Completed,0.67,579,533,2843,0.261,0.036,True,False
Completed,0.58,37,762,1635,7.711,0.011,False,False
Completed,0.58,34,351,2652,7.278,0.006,False,False
Completed,0.66,92,1964,147,0.469,0.038,False,False
Completed,0.68,433,2548,1900,0.956,0.019,True,False
Completed,0.78,3476,2301,159,3.376,0.007,False,True
Completed,0.59,41,4527,1402,2.546,0.041,False,False
Completed,0.58,38,2866,3896,9.397,0.004,False,False
Completed,0.58,66,3237,381,5.615,0.008,False,False
Completed,0.58,35,4078,2884,2.424,0.049,False,False
Completed,0.79,1370,1306,49,3.672,0.041,True,True
Completed,0.58,35,4931,2929,9.403,0.017,False,False
Completed,0.58,50,4974,696,3.324,0.048,False,False
Completed,0.58,33,3308,4077,5.292,0.006,False,False
Completed,0.58,36,2646,2069,8.09,0.012,False,False
Completed,0.64,99,4074,3028,1.153,0.041,False,False
Completed,0.65,1134,3989,847,1.633,0.036,True,False
Completed,0.58,41,1218,946,2.694,0.013,False,False
Completed,0.58,34,183,4459,2.339,0.021,False,False
Completed,0.58,37,2426,1965,5.407,0.036,False,False
Completed,0.65,1724,1797,448,1.159,0.047,True,False
Completed,0.78,12742,391,234,9.286,0.021,False,True
Completed,0.68,716,2568,724,0.336,0.039,True,False
Completed,0.58,62,3858,534,3.827,0.016,False,False
Completed,0.58,33,2862,4540,7.016,0.036,False,False
Completed,0.58,38,3685,1584,9.842,0.031,False,False
Completed,0.65,138,2430,3177,0.447,0.035,False,False
Completed,0.58,35,1703,2181,3.767,0.027,False,False
Completed,0.58,32,1145,4427,7.765,0.013,False,False
Completed,0.77,13238,2556,446,2.126,0.048,True,True
Completed,0.58,34,2813,4648,6.303,0.005,False,False
Completed,0.68,242,4419,1891,0.312,0.043,False,False
Completed,0.58,37,3926,3398,4.257,0.045,False,False
Completed,0.58,35,1447,2970,7.146,0.001,False,False
Completed,0.58,38,585,2094,3.927,0.046,False,False
Completed,0.59,48,1012,4108,1.755,0.04,False,False
Completed,0.58,64,1957,654,9.942,0.008,False,False
Completed,0.68,501,1796,1670,0.543,0.025,True,False
Completed,0.65,664,3822,4413,0.151,0.004,True,False
Completed,0.58,47,4108,871,7.221,0.023,False,False
Completed,0.58,32,2611,4368,4.169,0.031,False,False
Completed,0.64,99,3351,2009,1.363,0.037,False,False
Completed,0.58,36,373,4652,3.35,0.048,False,False
Completed,0.68,448,433,2043,0.648,0.033,True,False
Completed,0.58,674,866,25,5.713,0.047,False,False
Completed,0.59,41,1289,2737,2.056,0.012,False,False
Completed,0.58,62,2085,1274,3.736,0.001,False,False
Completed,0.58,35,138,3987,9.736,0.039,False,False
Completed,0.58,35,3485,3815,6.199,0.031,False,False
Completed,0.62,115,3045,4058,0.542,0.009,False,False
Completed,0.58,54,4812,1309,6.699,0.044,False,False
Completed,0.58,34,4319,2809,7.519,0.042,False,False
Completed,0.58,312,3451,59,4.019,0.004,False,False
Completed,0.69,116,113,268,0.051,0.014,False,False
Completed,0.58,46,2042,2512,6.56,0.028,False,False
Completed,0.58,42,1314,1518,8.005,0.035,False,False
Completed,0.58,34,909,3762,4.152,0.025,False,False
Completed,0.58,45,349,931,6.789,0.024,False,False
Completed,0.58,46,217,3021,8.122,0.026,False,False
Completed,0.58,54,3720,2930,6.581,0.042,False,False
Completed,0.7,132,4137,485,0.581,0.006,False,False
Completed,0.58,40,4855,4179,3.979,0.008,False,False
Completed,0.58,38,2914,1735,7.636,0.047,False,False
Completed,0.78,3303,1179,161,8.532,0.012,False,True
Completed,0.66,177,3329,3590,0.195,0.046,False,False
Completed,0.58,50,3218,641,7.905,0.009,False,False
Completed,0.58,36,3251,4404,1.961,0.032,False,False
Completed,0.58,45,3981,2116,5.803,0.021,False,False
Completed,0.58,38,4386,3155,9.983,0.016,False,False
Completed,0.58,47,2758,867,3.484,0.031,False,False
Completed,0.64,1571,4720,118,0.87,0.01,True,False
Completed,0.58,46,1101,687,2.452,0.04,False,False
Completed,0.58,36,1679,3403,5.942,0.002,False,False
Completed,0.58,42,2474,1937,9.497,0.012,False,False
Completed,0.58,41,582,2368,6.059,0.01,False,False
Completed,0.58,33,2198,4768,2.413,0.049,False,False
Completed,0.79,2129,3911,11,8.011,0.016,True,True
Completed,0.58,51,1782,1118,3.389,0.038,False,False
Completed,0.58,34,1065,3518,9.38,0.003,False,False
Completed,0.64,3273,775,325,1.004,0.021,True,False
Completed,0.65,737,3624,4121,0.831,0.002,True,False
Completed,0.59,49,4372,1534,2.191,0.017,False,False
Completed,0.58,36,4778,2565,3.245,0.022,False,False
Completed,0.58,91,2992,284,9.597,0.032,False,False
Completed,0.64,714,2657,3340,1.099,0.039,True,False
Completed,0.64,895,513,1215,1.499,0.044,True,False
Completed,0.78,2450,2680,148,7.421,0.022,False,True
Completed,0.58,38,632,1712,6.442,0.036,False,False
Completed,0.64,177,1522,4271,0.09,0.023,False,False
Completed,0.58,65,2006,462,4.113,0.014,False,False
Completed,0.58,45,193,1781,2.173,0.003,False,False
Completed,0.58,42,1961,4184,5.674,0.039,False,False
Completed,0.58,61,1546,531,9.775,0.05,False,False
Completed,0.58,35,676,2934,3.618,0.011,False,False
Completed,0.66,637,1837,3743,0.765,0.031,True,False
Completed,0.78,7087,3140,235,1.818,0.043,False,True
Completed,0.58,34,3130,4990,2.872,0.001,False,False
Completed,0.58,47,3904,1153,6.342,0.007,False,False
Completed,0.58,35,4621,4840,7.866,0.006,False,False
Completed,0.79,1457,1658,72,2.265,0.034,True,True
Completed,0.58,37,2523,2403,4.374,0.041,False,False
Completed,0.65,1168,4956,1628,1.287,0.024,True,False
Completed,0.67,164,1022,2299,0.33,0.027,False,False
Completed,0.58,39,1757,4855,6.828,0.016,False,False
Completed,0.58,48,2241,1049,7.726,0.024,False,False
Completed,0.58,45,607,3606,3.884,0.037,False,False
Completed,0.59,50,414,4691,1.801,0.017,False,False
Completed,0.79,1417,3388,85,8.701,0.044,True,True
Completed,0.58,52,831,610,9.124,0.016,False,False
Completed,0.58,39,1402,2854,3.094,0.03,False,False
Completed,0.63,73,2120,1860,1.415,0.031,False,False
Completed,0.58,36,25,4104,5.101,0.021,False,False
Completed,0.58,34,3523,4323,8.945,0.012,False,False
Completed,0.58,39,2576,3659,5.921,0.019,False,False
Completed,0.63,54,4656,1066,1.922,0.03,False,False
Completed,0.58,35,3850,4909,3.523,0.034,False,False
Completed,0.58,39,3294,2315,9.865,0.02,False,False
Completed,0.79,1538,427,92,2.855,0.028,False,True
Completed,0.58,44,2969,2999,2.308,0.02,False,False
Completed,0.58,72,4888,398,6.16,0.033,False,False
Completed,0.58,38,4083,4248,9.636,0.029,False,False
Completed,0.58,42,3687,1648,3.128,0.018,False,False
Completed,0.03,35,4462,2477,4.857,0.025,False,False
Completed,0.62,198,4047,3515,0.912,0.014,False,False
Completed,0.03,46,3175,1227,6.952,0.028,False,False
Completed,0.03,36,546,2016,8.777,0.029,False,False
Completed,0.03,32,2311,4573,2.738,0.018,False,False
Completed,0.6,65,1818,767,1.761,0.02,False,False
Completed,0.03,33,951,3323,5.457,0.033,False,False
Completed,0.78,3156,470,218,7.234,0.036,True,True
Completed,0.58,35,4024,2234,9.341,0.039,False,False
Completed,0.58,36,4507,3741,5.162,0.048,False,False
Completed,0.67,97,2715,984,1.349,0.011,False,False
Completed,0.65,649,4313,4195,0.258,0.033,True,False
Completed,0.68,997,1308,404,0.392,0.039,True,False
Completed,0.58,47,1219,1195,2.699,0.022,False,False
Completed,0.58,41,1638,3441,8.894,0.033,False,False
Completed,0.58,38,2356,2445,5.34,0.031,False,False
Completed,0.03,99,4931,203,8.985,0.003,False,False
Completed,0.03,34,4203,3897,5.508,0.01,False,False
Completed,0.6,67,3644,1452,1.705,0.049,False,False
Completed,0.03,40,311,1351,2.977,0.034,False,False
Completed,0.03,34,1921,3910,9.163,0.02,False,False
Completed,0.03,184,1428,102,5.062,0.018,False,False
Completed,0.54,78,717,2661,1.532,0.03,False,False
Completed,0.59,38,4256,1573,2.643,0.048,False,False
