Status,ACCURACY,RUNTIME,recent_samples_size,batch_size,gamma,alpha,use_mmd2,use_k2s_test
Completed,0.71,157,2988,4841,4.257,0.018,True,False
Completed,0.66,23,3242,2226,0.512,0.024,True,False
Completed,0.71,6902,2865,2929,7.413,0.044,True,True
Completed,0.72,2,1191,977,2.635,0.017,False,False
Completed,0.66,2,39,3591,1.351,0.023,False,False
Completed,0.71,595,3431,390,8.599,0.05,True,True
Completed,0.71,2,1473,2270,5.231,0.035,False,False
Completed,0.71,2,4593,2399,9.259,0.038,False,False
Completed,0.8,321,2140,2,0.001,0.05,False,True
Completed,0.81,336,3312,2,0.001,0.05,True,True
Completed,0.71,2,236,1164,9.014,0.027,False,False
Completed,0.73,2,4940,1497,2.763,0.045,False,False
Completed,0.71,475,4101,2061,4.9,0.01,True,False
Completed,0.71,2,4009,4559,7.979,0.023,False,False
Completed,0.72,2,2989,1764,2.439,0.034,False,False
Completed,0.71,1,3737,3538,2.681,0.029,False,False
Completed,0.71,2,2313,4729,8.908,0.029,False,False
Completed,0.72,872,1274,433,3.314,0.01,False,True
Completed,0.71,223,1546,3690,7.601,0.04,True,False
Completed,0.72,421,4405,489,2.353,0.014,False,True
Completed,0.7,52,1108,4868,0.161,0.01,True,False
Completed,0.73,5417,2948,1820,9.793,0.032,False,True
Completed,0.71,2,1908,3835,3.115,0.035,False,False
Completed,0.71,6012,4063,1883,6.917,0.012,True,True
Completed,0.71,2,845,151,9.095,0.022,False,False
Completed,0.71,2,434,2532,5.359,0.016,False,False
Completed,0.72,2801,3603,734,4.672,0.043,True,True
Completed,0.72,2,1810,1299,1.811,0.029,False,False
Completed,0.71,245,1737,2710,4.109,0.046,True,False
Completed,0.72,2089,4819,912,5.919,0.019,False,True
Completed,0.71,244,928,4052,6.862,0.002,True,False
Completed,0.72,6360,2183,2164,8.516,0.016,True,True
Completed,0.79,346,3977,2,3.129,0.03,True,True
Completed,0.66,3,5000,4254,0.001,0.0,False,False
Completed,0.81,402,5000,2,3.091,0.05,True,True
Completed,0.79,385,4998,2,2.499,0.022,True,True
Completed,0.71,1,1,1720,10.0,0.0,False,False
Completed,0.67,3,5000,4209,0.001,0.05,False,False
Completed,0.69,34,5000,4192,0.001,0.0,True,False
Completed,0.71,2,1,1375,4.805,0.0,False,False
Completed,0.71,2,5000,1754,10.0,0.05,False,False
Completed,0.74,4,1,4232,0.063,0.0,False,False
Completed,0.71,2,1,1453,5.412,0.05,False,False
Completed,0.72,58,1,4317,0.001,0.05,True,False
Completed,0.71,2,5000,1388,5.745,0.0,False,False
Completed,0.71,2,1,549,5.961,0.0,False,False
Completed,0.8,328,5000,2,2.611,0.037,True,True
Completed,0.71,2,5000,3406,10.0,0.05,False,False
Completed,0.71,2,5000,1295,4.769,0.05,False,False
Completed,0.71,2,5000,1835,9.094,0.0,False,False
Completed,0.71,2,5000,4219,2.59,0.0,False,False
Completed,0.71,60,1,2,5.409,0.05,False,False
Completed,0.81,357,5000,2,0.001,0.05,True,True
Completed,0.66,4,1,4071,1.283,0.0,False,False
Completed,0.72,4,1,4072,0.868,0.05,False,False
Completed,0.7,38,1,4011,0.001,0.0,True,False
Completed,0.71,2,4705,1788,3.552,0.05,False,False
Completed,0.71,140,4776,1759,2.915,0.0,True,False
Completed,0.71,2,5000,474,6.391,0.05,False,False
Completed,0.71,2,5000,3787,10.0,0.0,False,False
Completed,0.67,103,1,4100,1.969,0.05,True,False
Completed,0.64,3,1,1719,0.001,0.0,False,False
