Status,ACCURACY,RUNTIME,recent_samples_size,batch_size,gamma,alpha,use_mmd2,use_k2s_test
Completed,0.56,106,4559,473,7.494,0.004,False,True
Completed,0.55,1,2618,2951,9.024,0.008,True,False
Completed,0.55,1,4901,980,4.251,0.046,True,False
Completed,0.55,245,2231,4656,6.297,0.023,False,True
Completed,0.56,160,1616,185,8.353,0.014,False,True
Completed,0.55,1,4267,4164,0.945,0.043,True,False
Completed,0.55,1,3253,2193,5.777,0.006,True,False
Completed,0.55,301,905,3370,3.677,0.026,False,True
Completed,0.56,183,1075,630,5.366,0.039,True,True
Completed,0.55,0,3715,4931,2.682,0.018,False,False
Completed,0.55,0,3804,1747,8.103,0.03,False,False
Completed,0.55,263,1447,2601,0.102,0.001,True,True
Completed,0.55,282,2083,1917,4.628,0.011,True,True
Completed,0.55,0,4420,3718,7.326,0.033,False,False
Completed,0.55,0,3099,534,1.887,0.021,False,False
Completed,0.55,180,4109,4698,9.855,0.01,False,True
Completed,0.55,1,181,3850,4.193,0.035,True,False
Completed,0.55,188,3593,1389,7.559,0.014,False,True
Completed,0.56,72,4090,393,1.289,0.035,False,True
Completed,0.55,178,3890,2686,9.067,0.043,True,True
Completed,0.55,11,650,39,5.006,0.036,True,False
Completed,0.55,1,1401,1622,3.802,0.014,True,False
Completed,0.55,1,4706,4506,5.534,0.042,True,False
Completed,0.55,0,4506,2419,2.707,0.036,False,False
Completed,0.55,1,4450,3964,1.456,0.047,True,False
Completed,0.55,1,2605,3007,7.665,0.001,True,False
Completed,0.55,0,4037,3735,6.806,0.037,False,False
Completed,0.55,179,426,2709,2.234,0.013,True,True
Completed,0.55,0,4797,1712,9.284,0.031,False,False
Completed,0.55,147,1416,961,6.084,0.047,True,True
Completed,0.55,153,3176,1231,8.353,0.034,True,True
Completed,0.55,293,291,1472,1.68,0.036,False,True
Completed,0.56,80,5000,323,10.0,0.05,True,True
Completed,0.56,162,5000,2,10.0,0.05,True,True
Completed,0.56,204,5000,2,10.0,0.036,False,True
Completed,0.56,489,5000,2,0.001,0.05,False,True
Completed,0.55,3,5000,2,0.001,0.05,False,False
Completed,0.55,225,1,2,10.0,0.05,True,False
Completed,0.56,377,5000,2,0.001,0.05,True,True
Completed,0.56,108,5000,238,10.0,0.05,False,True
Completed,0.55,1320,5000,331,10.0,0.0,True,True
Completed,0.55,239,5000,2,10.0,0.0,True,False
Completed,0.55,1,1,5000,10.0,0.05,True,False
Completed,0.55,1,1,5000,0.001,0.0,True,False
Completed,0.55,0,5000,2362,0.001,0.05,False,False
