source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,approximation_type,subset_bound
benchmark_pareto,0.73,15.0,0.73,16.0,Completed,1049,2354,4037,0.827,0.69,3.335,ks-test,full,618
benchmark_pareto,0.75,23.0,0.75,19.0,Completed,5000,5000,1,0.999,0.001,0.001,ks-test,full,5000
benchmark_max_rt,,4680.0,,2089.0,Completed,2170,180,3801,0.023,0.966,2.147,t-test,full,2644
benchmark_min_acc,0.73,,0.73,,Completed,1519,1508,4368,0.161,0.631,9.203,str('t-test'),str('full'),4717
paper_default,-1.0,-1.0,0.73,146.0,Completed,100,100,10,0.7,0.01,1.0,t-test,full,-1
paper_default,-1.0,-1.0,0.73,26.0,Completed,100,100,10,0.7,0.01,1.0,t-test,bounded,2
paper_default,-1.0,-1.0,0.73,146.0,Completed,2000,100,10,0.7,0.01,1.0,t-test,full,-1
paper_default,-1.0,-1.0,0.73,25.0,Completed,2000,100,10,0.7,0.01,1.0,t-test,bounded,2
recommendation_system,0.7590740740740741,0.575762872942203,0.73,1.0,Completed,556,3087,4170,0.8343377815149724,0.7390177145004272,0.9501950187534094,ks-test,bounded,1
recommendation_system,0.7635185185185185,0.5403765820621101,0.73,2.0,Completed,1860,4606,4693,0.951698865938762,0.6594594851523308,6.931375245289824,ks-test,bounded,2
recommendation_system,0.7722222222222221,0.5056776691681537,0.73,11.0,Completed,331,4923,3364,0.9906780946780692,0.8483159180578201,9.726842149704648,ks-test,bounded,30
recommendation_system,0.7811111111111111,0.4212106819244055,0.73,12.0,Completed,3252,4721,3734,0.7822336461648056,0.8457802945154593,9.726842149704648,t-test,bounded,30
recommendation_system,0.7825,0.4182872402170634,0.73,14.0,Completed,3665,3040,3538,0.7822336461648056,0.5885015811877081,9.726842149704648,t-test,bounded,30
recommendation_system,0.7516666666666667,0.5747966274141525,0.73,1.0,Completed,1725,4555,4719,0.7311562860563696,0.97166150409719,6.3049814599850205,ks-test,bounded,1
recommendation_system,0.7531481481481482,0.5649715174983581,0.73,1.0,Completed,1706,3382,1245,0.7458101334758103,0.0101447471175342,2.27943713966012,t-test,bounded,1
recommendation_system,0.7550308641975308,0.5499703299856032,0.73,1.0,Completed,1706,3382,1245,0.7458101334758103,0.0101447471175342,2.27943713966012,ks-test,bounded,1
recommendation_system,0.7580555555555555,0.5445230194396771,0.73,1.0,Completed,556,3087,4170,0.8343377815149724,0.7390177145004272,0.9501950187534094,t-test,bounded,1
recommendation_system,0.7706481481481482,0.4928368200012887,0.73,1.0,Completed,2587,3705,3093,0.4687867058590054,0.1997651369702071,4.522876944789664,t-test,bounded,1
recommendation_system,0.7711111111111112,0.4919224767615532,0.73,1.0,Completed,3405,3951,2407,0.4468118413686752,0.8710441765207797,7.622689099370502,t-test,bounded,1
recommendation_system,0.7783333333333333,0.4092852003922429,0.73,13.0,Completed,3096,2754,2924,0.9906780946780692,0.5885015811877081,9.726842149704648,t-test,bounded,30
recommendation_system,0.7808333333333334,0.3812826883816805,0.73,21.0,Completed,3476,3040,2924,0.3569893999951613,0.0423555459340891,9.726842149704648,t-test,bounded,30
recommendation_system,0.783611111111111,0.3609301311742968,0.73,21.0,Completed,3096,3040,2924,0.3569893999951613,0.8098888421932491,9.726842149704648,t-test,bounded,30
recommendation_system,0.7394444444444443,0.5734817274168726,0.73,1.0,Completed,1061,4521,940,0.8114610728211702,0.3152917203642428,6.588887397252956,t-test,bounded,1
recommendation_system,0.7494444444444445,0.5711386032677317,0.73,1.0,Completed,60,4841,4989,0.9749583470970392,0.7638754325136542,0.1137456154869869,ks-test,bounded,1
recommendation_system,0.7501851851851852,0.5696717950251533,0.73,1.0,Completed,2451,4257,4275,0.771788109984249,0.9348219825085252,5.418322303422728,ks-test,bounded,1
recommendation_system,0.7530555555555556,0.5446501376101631,0.73,1.0,Completed,732,4368,4544,0.6916398910097364,0.3591594689899128,9.856609597946097,t-test,bounded,1
recommendation_system,0.7567901234567901,0.542700463828614,0.73,1.0,Completed,2451,4257,4275,0.771788109984249,0.9348219825085252,5.418322303422728,t-test,bounded,1
recommendation_system,0.7669444444444444,0.5052255823022328,0.73,1.0,Completed,3028,4191,3522,0.5331582743264736,0.2977109365370124,4.1183606250016025,t-test,bounded,1
