source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,max_window_size,min_window_size,min_p_value
benchmark_pareto,0.74,2.0,0.74,2.0,Completed,4941.0,3266.0,4320.0,0.306
benchmark_pareto,0.75,67.0,0.75,51.0,Completed,101.0,2582.0,2481.0,0.723
benchmark_max_rt,,4028.0,,3205.0,Completed,2422.0,4677.0,4674.0,0.408
benchmark_min_acc,0.52,,0.52,,Completed,3773.0,2825.0,4462.0,0.669
paper_default,-1.0,-1.0,0.75,44.0,Completed,90.0,90.0,70.0,0.001
paper_default,-1.0,-1.0,0.73,201.0,Completed,2000.0,90.0,70.0,0.001
recommendation_system,0.1849536528660094,0.9797843855382502,0.71,1.0,Completed,718.0,300.0,3889.0,0.9010784126985474
recommendation_system,0.1933741774848051,0.9797290073369264,0.71,2.0,Completed,718.0,300.0,3889.0,0.6106573281266554
recommendation_system,0.1985170403553841,0.9787447189167484,0.71,2.0,Completed,480.0,299.0,4521.0,0.5736347555784294
recommendation_system,0.2030639410045621,0.9764338590855806,0.71,2.0,Completed,875.0,285.0,3250.0,0.8537369550336152
recommendation_system,0.212795555556787,0.9737249912254984,0.71,2.0,Completed,900.0,320.0,4351.0,0.6138484547529369
recommendation_system,0.2247794749871685,0.931462574481831,0.72,1.0,Completed,623.0,385.0,1596.0,0.9840137219773606
recommendation_system,0.2464857882829565,0.9220613598550758,0.71,2.0,Completed,1047.0,316.0,1058.0,0.2583112788749859
recommendation_system,0.2661439381889625,0.907232859148472,0.71,2.0,Completed,4450.0,132.0,730.0,0.9135023627893236
recommendation_system,0.3005889935432958,0.8699230938205799,0.71,2.0,Completed,4518.0,279.0,751.0,0.9135023627893236
recommendation_system,0.352878553805507,0.8360150511887173,0.72,1.0,Completed,4450.0,383.0,737.0,0.4808474892144352
recommendation_system,0.3671660311515092,0.8178435441591018,0.73,2.0,Completed,4450.0,481.0,751.0,0.4855272425021042
recommendation_system,0.4149587226506834,0.7487402246951552,0.73,2.0,Completed,4450.0,480.0,575.0,0.438128299764649
recommendation_system,0.4225826211702372,0.7329841846024757,0.71,2.0,Completed,3177.0,185.0,190.0,0.1865592077923938
recommendation_system,0.4501926509380821,0.7133728438159204,0.69,7.0,Completed,3226.0,318.0,24.0,0.6679689287021756
recommendation_system,0.4554907219932415,0.7064664891478377,0.71,32.0,Completed,3288.0,228.0,154.0,0.2677529973084459
recommendation_system,0.4662566394864429,0.6998997432292505,0.72,13.0,Completed,3145.0,232.0,49.0,0.2148830302943561
recommendation_system,0.4728040137441555,0.6979630532492029,0.71,11.0,Completed,3155.0,243.0,32.0,0.2104081731850453
recommendation_system,0.4755156008218604,0.6916384348517515,0.72,23.0,Completed,4685.0,292.0,176.0,0.490744470317848
recommendation_system,0.4805263320830426,0.6779432117806033,0.72,30.0,Completed,4583.0,279.0,147.0,0.3231303444309196
recommendation_system,0.4817226044020659,0.6758014884234004,0.69,12.0,Completed,3365.0,242.0,45.0,0.2663650553729385
