source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,max_window_size,min_window_size,min_p_value
benchmark_pareto,0.35,7.0,0.35,5.0,Completed,2280.0,889.0,4758.0,0.497
benchmark_pareto,0.36,8.0,0.36,6.0,Completed,2415.0,998.0,1497.0,0.813
benchmark_pareto,0.4,9.0,0.4,7.0,Completed,5000.0,1477.0,1531.0,0.999
benchmark_pareto,0.41,10.0,0.41,8.0,Completed,4895.0,1632.0,3770.0,0.148
benchmark_pareto,0.42,21.0,0.42,15.0,Completed,2316.0,3590.0,661.0,0.895
benchmark_pareto,0.44,23.0,0.44,17.0,Completed,2245.0,2849.0,863.0,0.464
benchmark_pareto,0.45,24.0,0.45,18.0,Completed,926.0,4279.0,217.0,0.902
benchmark_pareto,0.47,26.0,0.47,19.0,Completed,323.0,2100.0,359.0,0.819
benchmark_pareto,0.48,29.0,0.48,20.0,Completed,786.0,3452.0,356.0,0.043
benchmark_pareto,0.49,30.0,0.49,21.0,Completed,400.0,2146.0,511.0,0.467
benchmark_pareto,0.5,31.0,0.5,22.0,Completed,2988.0,3345.0,221.0,0.868
benchmark_pareto,0.51,34.0,0.51,25.0,Completed,479.0,1858.0,456.0,0.378
benchmark_pareto,0.53,40.0,0.53,26.0,Completed,3721.0,3598.0,7.0,0.265
benchmark_pareto,0.54,42.0,0.54,29.0,Completed,3226.0,2431.0,1.0,0.999
benchmark_pareto,0.55,44.0,0.55,30.0,Completed,4726.0,3615.0,116.0,0.434
benchmark_pareto,0.56,51.0,0.56,36.0,Completed,4324.0,3703.0,820.0,0.663
benchmark_pareto,0.57,52.0,0.57,37.0,Completed,3621.0,2478.0,269.0,0.665
benchmark_pareto,0.58,55.0,0.58,39.0,Completed,1911.0,2621.0,147.0,0.991
benchmark_pareto,0.59,63.0,0.59,42.0,Completed,3958.0,2244.0,41.0,0.472
benchmark_pareto,0.6,70.0,0.6,48.0,Completed,1033.0,1776.0,755.0,0.417
benchmark_pareto,0.61,90.0,0.61,50.0,Completed,4480.0,1861.0,409.0,0.901
benchmark_pareto,0.62,121.0,0.62,74.0,Completed,2277.0,690.0,477.0,0.989
benchmark_pareto,0.63,472.0,0.63,339.0,Completed,2568.0,837.0,761.0,0.327
benchmark_max_rt,,13498.0,,8800.0,Completed,1728.0,800.0,797.0,0.533
benchmark_min_acc,0.27,,0.27,,Completed,123.0,620.0,1167.0,0.406
paper_default,-1.0,-1.0,0.64,246.0,Completed,90.0,90.0,70.0,0.001
paper_default,-1.0,-1.0,,,MAX_RT,2000.0,90.0,70.0,0.001
recommendation_system,0.2595881976563215,0.9822118282645144,0.29,5.0,Completed,2231.0,325.0,4985.0,0.5988279020469636
recommendation_system,0.2610573111975096,0.9804262320613364,0.29,5.0,Completed,2334.0,330.0,4616.0,0.6663947271723301
recommendation_system,0.2629507191044632,0.976685003418195,0.3,6.0,Completed,2369.0,367.0,4963.0,0.5093581513401472
recommendation_system,0.2635825014509841,0.9763553226427388,0.31,5.0,Completed,2338.0,358.0,4542.0,0.5640852581387061
recommendation_system,0.2636417278486873,0.975231316381786,0.29,5.0,Completed,2609.0,401.0,4588.0,0.6175260057366069
recommendation_system,0.2641304466564635,0.9749193673154692,0.31,5.0,Completed,2338.0,395.0,4542.0,0.5640852581387061
recommendation_system,0.2689168239820638,0.9710809418509282,0.3,5.0,Completed,462.0,377.0,3906.0,0.0011577835259959
recommendation_system,0.277313236515494,0.9554688662620898,0.3,5.0,Completed,1090.0,353.0,3731.0,0.0589775554295629
recommendation_system,0.2812078193141081,0.9505256338368168,0.3,5.0,Completed,994.0,300.0,4561.0,0.9943954192623496
recommendation_system,0.2872640160881519,0.9419683355791708,0.3,5.0,Completed,894.0,371.0,1443.0,0.4656843374348641
recommendation_system,0.3010636798720821,0.9288545715982544,0.3,5.0,Completed,1047.0,316.0,1058.0,0.2583112788749859
recommendation_system,0.3061288878605343,0.9278107214302788,0.3,5.0,Completed,1079.0,318.0,985.0,0.4177160174654788
recommendation_system,0.333508885012392,0.9027356308497638,0.3,5.0,Completed,968.0,488.0,977.0,0.3782788112781278
recommendation_system,0.3481981327978126,0.8840713600445376,0.32,4.0,Completed,2366.0,227.0,508.0,0.3782788112781278
recommendation_system,0.3488461505539489,0.8827073309787945,0.3,5.0,Completed,2567.0,239.0,504.0,0.3816699415605653
recommendation_system,0.3499452088212044,0.8821663793000135,0.32,4.0,Completed,2366.0,227.0,508.0,0.3816699415605653
recommendation_system,0.4268925956731205,0.772427342936873,0.3,5.0,Completed,1593.0,465.0,508.0,0.3782788112781278
recommendation_system,0.4372981226839265,0.7456943944539574,0.58,900.0,Completed,1766.0,443.0,407.0,0.3782788112781278
recommendation_system,0.4472354130207327,0.7343366696354181,0.62,171.0,Completed,3162.0,281.0,57.0,0.2870366412380394
recommendation_system,0.4511346968108507,0.723624095022192,0.61,232.0,Completed,3517.0,264.0,50.0,0.2835917335395297
