Status,ACCURACY,RUNTIME,recent_samples_size,feature_id,p,big_windowSize,small_windowSize
Completed,0.02,5677,4971,21,472,1058,237
Completed,0.02,6134,1349,22,235,1320,187
Completed,0.18,5173,4351,6,16,1627,173
Completed,0.02,6487,4442,49,148,976,77
Completed,0.02,3112,4091,16,126,626,146
Completed,0.02,3302,3808,13,28,1880,413
Completed,0.02,3629,1278,53,343,771,159
Completed,0.02,4277,3904,38,370,1716,304
Completed,0.02,4453,3241,22,194,920,222
Completed,0.02,4802,3546,17,273,1398,181
Completed,0.02,5040,3140,30,410,740,113
Completed,0.02,6053,3371,51,123,1445,312
Completed,0.02,3485,2785,45,10,818,150
Completed,0.02,4001,3218,39,435,1366,321
Completed,0.02,4149,4472,15,116,1635,307
Completed,0.02,4756,1920,3,81,816,172
Completed,0.02,4156,4418,28,93,1232,191
Completed,0.02,4472,1430,37,155,918,209
Completed,0.02,3081,3674,18,109,525,128
Completed,0.02,3376,1646,27,89,1412,327
Completed,0.02,4299,2868,11,427,894,166
Completed,0.02,4643,4324,31,233,1107,250
Completed,0.02,4860,3685,23,30,535,66
Completed,0.02,5368,2123,10,11,73,7
Completed,0.02,6757,1894,17,459,1866,323
Completed,0.02,6853,3909,18,89,765,52
Completed,0.02,7072,4935,27,458,467,47
Completed,0.02,3877,4350,34,408,1831,398
Completed,0.02,4075,4672,30,322,1213,253
Completed,0.02,4679,4568,13,346,1684,246
Completed,0.02,3786,1184,14,409,1090,260
Completed,0.02,4302,3771,24,332,1183,203
Completed,0.02,4101,919,15,312,337,59
Completed,0.02,4142,1941,47,293,1399,256
Completed,0.11,5804,4809,9,34,1131,131
Completed,0.02,9365,1227,36,458,338,66
Completed,0.02,4744,4176,26,60,1821,227
Completed,0.02,5479,4002,45,335,1773,345
Completed,0.02,5821,4461,17,209,1188,112
Completed,0.02,5188,3601,53,270,1558,273
Completed,0.02,5384,1229,38,305,987,129
Completed,0.02,6192,3115,8,1,484,33
Completed,0.02,4228,3722,10,307,1091,234
Completed,0.02,4739,1814,22,134,1628,335
Completed,0.02,3734,4288,18,196,1511,256
Completed,0.02,4472,303,31,468,120,23
Completed,0.02,4317,3628,28,368,870,207
Completed,0.02,5078,1550,21,21,882,98
Completed,0.06,6934,1416,46,85,1158,87
Completed,0.02,7164,4524,21,401,1999,277
Completed,0.02,3789,4216,12,275,304,73
Completed,0.02,3355,4707,48,12,1722,372
Completed,0.02,5910,3779,14,294,1314,164
Completed,0.02,4279,4049,17,415,1493,297
Completed,0.02,4825,4635,24,466,865,133
Completed,0.06,4781,374,25,97,169,39
Completed,0.02,5791,3181,44,133,1136,217
Completed,0.02,6273,4187,52,191,1413,165
Completed,0.02,6815,1623,28,416,830,84
Completed,0.02,3309,1861,47,116,1106,275
Completed,0.02,3838,4922,28,39,1791,293
Completed,0.02,3792,4945,15,14,1327,206
Completed,0.02,4484,1375,14,278,1050,155
Completed,0.02,4178,4709,31,95,910,181
Completed,0.02,4921,1093,32,62,1070,119
Completed,0.02,5185,1502,50,230,352,43
Completed,0.06,6178,3288,25,361,454,106
Completed,0.02,3438,4123,37,21,1295,280
Completed,0.02,5124,4361,45,448,519,81
Completed,0.02,12407,1608,41,280,1176,51
Completed,0.02,6125,1940,31,193,1538,166
Completed,0.06,3806,1933,46,102,815,127
Completed,0.02,4991,1540,23,253,1085,169
Completed,0.02,10817,1956,37,491,1295,275
Completed,0.02,6946,1846,13,220,1334,115
Completed,0.02,7480,1121,16,14,401,22
Completed,0.02,8992,1736,29,381,566,87
Completed,0.02,5238,1599,50,182,210,26
Completed,0.02,5920,1374,33,86,1026,120
Completed,0.02,11348,1231,9,300,765,86
Completed,0.02,3536,259,1,99,97,19
Completed,0.02,4108,1451,28,177,1308,208
Completed,0.02,4703,3491,49,333,674,129
Completed,0.02,5663,4313,19,302,247,30
Completed,0.02,6096,4073,12,230,1939,330
Completed,0.02,4062,3811,11,118,693,97
Completed,0.02,6666,1603,32,214,1074,260
Completed,0.02,5567,1820,34,166,788,74
Completed,0.02,10858,1346,42,256,889,213
Completed,0.06,3446,1235,25,97,1151,242
Completed,0.02,3459,990,21,215,777,161
Completed,0.02,3913,687,11,306,526,123
Completed,0.02,5979,1875,21,278,1557,266
Completed,0.02,6428,1798,49,11,1566,98
Completed,0.02,4183,1658,18,360,335,77
Completed,0.06,5473,1731,46,208,1461,243
Completed,0.02,10401,1531,34,27,1425,50
Completed,0.02,3364,1256,45,239,375,81
Completed,0.02,3894,1694,14,154,913,195
Completed,0.02,6589,1833,51,493,1175,230
Completed,0.02,6860,892,26,291,479,44
Completed,0.06,8614,387,46,406,163,36
Completed,0.02,5382,1382,10,174,1221,277
Completed,0.02,6923,1799,23,500,1775,408
Completed,0.02,3917,1151,30,8,921,170
Completed,0.49,4441,1618,6,29,1526,368
Completed,0.02,7716,1878,53,228,1846,201
Completed,0.02,9601,1259,12,346,1183,126
Completed,0.02,8273,1672,48,415,757,59
Completed,0.02,3810,670,28,499,73,16
Completed,0.02,3843,1755,39,227,1749,312
Completed,0.02,11785,1114,35,400,1093,195
Completed,0.02,7611,1169,14,281,573,51
Completed,0.02,13912,1926,11,486,1631,82
Completed,0.06,4510,1333,0,30,604,67
Completed,0.02,5215,1030,17,498,855,154
Completed,0.02,3976,1387,47,151,1124,173
Completed,0.02,6530,1748,53,476,1717,321
Completed,0.02,3997,1891,13,46,1299,187
Completed,0.02,4736,1372,35,79,830,178
Completed,0.02,4746,400,30,251,325,80
Completed,0.02,4049,1135,40,350,577,119
Completed,0.02,5545,1714,50,246,1221,209
Completed,0.02,4289,1811,34,99,1631,334
Completed,0.02,4491,1431,19,252,1360,259
Completed,0.02,5061,1179,10,232,998,221
Completed,0.02,6743,1513,13,4,431,37
Completed,0.02,5813,709,52,212,520,88
Completed,0.06,6897,1766,25,70,1076,127
Completed,0.02,5622,1468,13,373,939,155
Completed,0.02,6278,1632,9,173,721,159
Completed,0.02,5793,1950,26,331,972,121
Completed,0.02,4687,1454,47,475,672,114
Completed,0.49,5020,1838,6,109,366,57
Completed,0.02,7935,1592,43,54,1241,85
Completed,0.18,10160,4416,6,385,991,203
Completed,0.02,6233,933,2,134,425,96
Completed,0.02,5195,1106,40,170,905,141
Completed,0.02,6899,1587,5,108,741,157
Completed,0.02,5264,1401,45,403,626,91
Completed,0.02,4322,1653,47,312,1210,285
Completed,0.02,4550,1710,37,66,463,83
Completed,0.02,3646,943,47,37,714,122
Completed,0.06,7164,1961,46,422,1834,434
Completed,0.02,4114,1203,18,376,765,183
Completed,0.02,5534,1500,20,183,1127,161
Completed,0.02,5368,1306,13,179,517,118
Completed,0.02,6370,1762,32,116,868,118
Completed,0.02,4255,1439,11,107,1376,332
Completed,0.24,3997,1561,1,18,1070,258
Completed,0.02,6498,1963,15,139,1534,134
Completed,0.02,5653,1739,11,213,1540,252
Completed,0.02,9612,4084,43,112,1366,221
Completed,0.02,4232,638,12,186,367,88
Completed,0.06,4194,1997,46,241,812,170
Completed,0.02,4363,1737,38,275,1423,318
Completed,0.02,5718,1609,11,154,1474,190
Completed,0.02,4624,610,33,53,279,54
Completed,0.02,5411,1757,14,264,1463,185
Completed,0.02,4422,1420,20,73,1225,303
Completed,0.02,5598,1300,48,452,1175,175
Completed,0.02,5642,1473,10,304,477,65
Completed,0.02,6472,1699,44,422,1365,228
Completed,0.02,6996,1355,32,277,694,135
Completed,0.02,6118,1154,53,45,963,69
Completed,0.02,5549,1664,19,233,672,73
Completed,0.02,4906,1243,24,363,1027,226
Completed,0.02,3304,1949,51,7,1044,235
Completed,0.02,5860,1842,12,462,922,132
Completed,0.02,4601,1498,17,194,1317,250
Completed,0.02,8269,3628,33,189,1515,332
Completed,0.02,6746,1402,10,398,1150,276
Completed,0.02,7052,1881,16,368,1807,189
Completed,0.02,6239,756,50,369,723,132
Completed,0.02,3498,1688,48,193,1452,355
Completed,0.02,5358,1635,38,431,190,29
Completed,0.02,5667,1591,21,314,1400,233
Completed,0.02,4810,1556,50,31,594,77
Completed,0.02,3565,1760,24,118,1344,312
Completed,0.02,5564,1952,28,292,813,128
Completed,0.02,6774,1594,31,198,1042,115
Completed,0.02,5248,1409,18,313,1091,178
Completed,0.06,3753,1885,25,3,1876,315
Completed,0.02,4487,898,14,384,512,128
Completed,0.02,5005,1137,14,163,461,60
Completed,0.02,5300,1511,40,441,532,96
Completed,0.02,6096,1910,33,33,1323,147
Completed,0.02,8067,4883,27,294,1087,73
Completed,0.02,5013,3896,12,462,1259,285
Completed,0.02,4481,1642,44,73,1107,157
Completed,0.02,6015,1638,11,119,837,88
Completed,0.02,3555,1838,13,242,1190,239
Completed,0.02,5289,1248,2,90,861,146
Completed,0.02,6082,1670,37,223,1165,263
Completed,0.02,3516,1979,30,114,1790,395
Completed,0.02,4674,1415,29,70,749,113
Completed,0.02,6147,1625,22,189,1597,211
Completed,0.02,5343,1092,50,361,970,187
Completed,0.02,3972,1856,23,5,953,166
Completed,0.02,4489,1904,10,130,898,122
Completed,0.02,3979,1029,51,86,305,57
Completed,0.02,4883,885,18,333,451,77
Completed,0.02,4750,1748,27,106,1260,195
Completed,0.02,4747,1251,37,19,1200,154
Completed,0.02,4432,1915,31,334,1484,272
Completed,0.02,12843,3589,51,450,467,23
Completed,0.02,4217,1779,16,301,1241,253
Completed,0.02,6472,985,10,57,311,23
Completed,0.18,4815,1835,6,79,494,116
Completed,0.02,3452,1573,18,11,1013,205
Completed,0.02,4414,1027,24,398,658,123
Completed,0.02,3723,1130,20,298,877,202
Completed,0.02,4643,1762,50,431,1743,370
Completed,0.02,3899,1890,23,60,1668,248
Completed,0.02,5464,1220,48,109,1066,107
Completed,0.02,7011,1481,3,159,936,173
Completed,0.02,5569,583,51,159,240,37
Completed,0.02,6950,1707,16,169,1294,97
Completed,0.02,4056,1180,31,183,548,85
Completed,0.02,3766,1727,40,289,1154,245
Completed,0.02,3744,833,18,208,552,118
Completed,0.02,5714,1589,48,127,1503,166
Completed,0.02,5262,3926,17,208,711,102
Completed,0.02,5124,831,45,271,420,59
Completed,0.02,5610,1536,2,44,1354,179
Completed,0.02,6803,969,30,175,801,109
Completed,0.02,3953,1229,11,273,725,165
Completed,0.02,5132,1277,17,34,994,99
Completed,0.02,4767,1718,30,458,890,164
Completed,0.02,5135,558,35,130,394,66
Completed,0.02,5335,1790,52,222,641,105
Completed,0.06,6317,1367,46,375,1059,196
Completed,0.02,4979,1525,22,131,1421,277
Completed,0.02,6951,1631,49,252,1494,153
Completed,0.02,3558,1842,18,22,1545,380
Completed,0.02,4899,1721,20,94,562,62
Completed,0.02,5771,1099,32,307,446,97
Completed,0.02,5593,1175,16,440,1144,145
Completed,0.02,5278,1800,31,268,1559,210
Completed,0.02,13568,4593,48,173,1534,55
Completed,0.02,3406,4187,19,67,1861,343
Completed,0.02,6054,1816,18,193,1692,241
Completed,0.02,6747,1908,40,97,258,49
Completed,0.24,5685,1671,1,163,433,93
Completed,0.02,4255,1840,34,61,1215,183
Completed,0.02,4390,1641,19,387,725,128
Completed,0.02,3660,978,32,75,333,82
Completed,0.02,5025,1935,10,152,781,123
Completed,0.02,4657,1059,38,282,836,135
Completed,0.02,5836,1485,14,171,1346,173
Completed,0.02,6557,1987,47,441,1572,205
Completed,0.02,4132,1938,14,176,1764,305
Completed,0.02,3031,1194,26,23,337,71
Completed,0.02,3065,1929,47,68,923,212
Completed,0.02,5005,1805,15,104,155,20
Completed,0.02,6004,1437,38,263,853,78
Completed,0.02,6896,1983,32,143,1443,223
Completed,0.02,6298,1250,39,385,1086,199
Completed,0.02,5275,1923,22,235,1592,336
Completed,0.02,6413,1231,50,479,789,98
Completed,0.02,6881,681,47,79,568,45
Completed,0.02,3513,1777,49,29,1351,227
Completed,0.02,4847,1498,45,460,379,64
Completed,0.02,4041,1734,39,124,523,78
Completed,0.02,5402,756,30,394,617,100
Completed,0.02,5398,1967,44,352,983,173
Completed,0.02,6491,1809,14,453,1044,117
Completed,0.02,4119,1137,3,24,960,171
Completed,0.02,4109,1246,15,352,1124,255
Completed,0.02,4900,1954,28,279,1671,401
Completed,0.02,4598,1578,34,489,1437,265
Completed,0.02,6038,1751,47,478,1703,361
Completed,0.02,5798,1408,21,265,547,80
Completed,0.02,5587,4222,11,322,160,26
Completed,0.02,3895,4159,18,297,1117,276
Completed,0.02,11617,4965,39,389,1458,79
Completed,0.02,12633,4155,50,8,1495,42
Completed,0.02,7499,3416,44,311,742,60
Completed,0.02,3628,2915,31,11,808,152
Completed,0.02,4589,3863,52,183,1022,241
Completed,0.02,8064,1874,15,300,1560,114
Completed,0.02,5068,3513,47,455,1475,273
Completed,0.02,7247,4129,28,273,1798,159
Completed,0.02,7836,2990,11,364,1072,91
Completed,0.11,10315,295,9,378,266,26
Completed,0.02,3994,3604,37,143,468,104
Completed,0.02,10466,3795,8,129,1843,327
Completed,0.02,7430,1996,48,365,1975,167
Completed,0.02,3546,1440,28,247,717,153
Completed,0.02,4373,1857,21,109,844,149
Completed,0.02,5860,3255,31,79,911,105
Completed,0.02,9897,3671,12,27,624,23
Completed,0.02,5186,3443,15,340,1569,353
Completed,0.02,12788,4081,4,403,1141,217
Completed,0.02,8670,4443,2,72,821,74
Completed,0.02,12908,2870,53,277,485,20
Completed,0.02,3085,4126,13,62,1675,393
Completed,0.02,5184,4883,44,153,1780,212
Completed,0.02,9038,3791,30,418,1716,124
Completed,0.06,12215,4548,25,260,1860,302
Completed,0.02,8610,1643,30,339,883,59
Completed,0.02,3690,3516,38,189,1793,405
Completed,0.24,12675,1000,1,411,524,54
Completed,0.02,13322,4676,36,297,1056,138
Completed,0.02,3974,1428,27,429,1149,266
Completed,0.02,9961,1950,22,270,1302,89
Completed,0.11,4838,1724,9,35,1241,247
Completed,0.02,3546,3969,34,288,1909,454
Completed,0.02,5151,1486,3,65,648,119
Completed,0.02,7802,4414,15,380,1514,151
Completed,0.02,4139,3763,44,100,902,172
Completed,0.02,11640,1692,43,148,1689,230
Completed,0.02,3161,4705,48,18,1594,366
Completed,0.02,8374,3874,22,48,1929,135
Completed,0.02,11956,3591,32,346,1265,205
Completed,0.02,4323,1878,14,179,1772,271
Completed,0.02,6304,512,40,161,398,49
Completed,0.02,4721,3385,14,429,338,65
Completed,0.02,4289,3260,11,242,1345,310
Completed,0.02,6808,4209,41,412,1962,349
Completed,0.02,2885,3787,39,10,1248,299
Completed,0.02,3463,1083,53,62,862,188
Completed,0.02,6095,4593,18,168,1331,121
Completed,0.02,7377,1338,16,157,1137,72
Completed,0.02,3904,927,21,289,597,128
Completed,0.02,12672,4255,7,268,1483,363
Completed,0.02,6318,1413,50,463,998,140
Completed,0.02,4110,4052,19,186,1697,289
Completed,0.24,7944,3434,1,120,1031,144
Completed,0.02,9705,4487,38,31,1848,108
Completed,0.02,6541,4343,50,290,1663,199
Completed,0.02,5159,4645,49,248,375,92
Completed,0.02,14150,3695,28,76,1581,48
Completed,0.02,6789,3999,24,281,1229,103
Completed,0.02,6762,1772,23,483,423,45
Completed,0.02,10509,4502,32,436,1320,284
Completed,0.02,4230,4831,11,40,1291,202
Completed,0.02,4942,844,32,184,759,115
Completed,0.18,7210,1585,6,171,1383,331
Completed,0.02,12252,968,19,284,763,36
Completed,0.02,9102,3722,3,241,1010,234
Completed,0.02,4469,3571,16,37,977,125
Completed,0.02,3299,1613,28,36,1540,294
Completed,0.02,5297,4781,34,159,1633,174
Completed,0.02,7266,796,3,54,166,10
Completed,0.02,5794,1741,52,349,517,81
Completed,0.02,3172,1930,39,82,956,239
Completed,0.02,4309,2900,52,100,1092,255
Completed,0.02,9365,4654,26,117,717,34
Completed,0.02,4114,4752,24,152,1438,260
Completed,0.02,8273,4249,32,57,1106,66
Completed,0.02,5228,1661,18,30,1344,146
Completed,0.33,10719,4862,0,465,494,116
Completed,0.02,12974,3488,37,437,627,134
Completed,0.06,4605,4422,46,265,1421,225
Completed,0.02,6992,1214,23,401,889,93
Completed,0.02,5058,3926,30,130,1376,156
Completed,0.02,5833,1566,16,153,629,55
Completed,0.02,9329,1907,44,191,1402,71
Completed,0.02,5955,4264,38,402,1577,263
Completed,0.24,11807,1824,1,250,870,162
Completed,0.02,4195,4101,41,215,617,113
Completed,0.02,4285,3134,10,385,203,43
Completed,0.02,4465,4571,27,482,926,209
Completed,0.02,3403,4408,50,168,1887,417
Completed,0.02,4364,3973,5,15,1532,220
Completed,0.02,5525,3652,50,341,1150,181
Completed,0.02,6692,4332,21,410,1256,176
Completed,0.02,7484,1588,34,382,1010,97
Completed,0.02,3247,1140,29,2,723,166
Completed,0.02,6022,4003,42,55,1351,337
Completed,0.02,5781,3893,39,367,329,39
Completed,0.02,4339,4174,12,314,779,130
Completed,0.02,6113,4565,45,285,1456,338
Completed,0.02,3359,1474,22,8,1370,254
Completed,0.02,3679,1993,39,19,567,94
Completed,0.02,12355,1615,43,324,823,126
Completed,0.02,6451,1266,29,463,1260,248
Completed,0.02,3528,1894,17,272,1080,236
Completed,0.02,7530,1785,50,498,459,61
Completed,0.02,5455,1948,12,442,889,212
Completed,0.02,6758,1370,21,219,778,107
Completed,0.02,8159,1284,2,14,1191,67
Completed,0.02,3683,1832,45,119,1066,199
Completed,0.11,4759,3500,9,37,1478,322
Completed,0.11,10742,1659,9,316,398,50
Completed,0.02,4310,4015,28,311,1734,307
Completed,0.02,9401,4503,42,97,1938,393
Completed,0.02,4169,4297,26,148,1642,243
Completed,0.02,3363,1770,14,78,1568,367
Completed,0.24,7955,2936,1,117,772,162
Completed,0.02,5266,827,29,89,642,67
Completed,0.02,10187,4700,43,141,1712,374
Completed,0.02,7307,4529,37,47,502,29
Completed,0.02,6640,1177,33,180,884,170
Completed,0.02,3704,4980,39,379,258,58
Completed,0.02,3135,1639,19,51,738,157
Completed,0.02,3433,4409,38,270,1158,253
Completed,0.02,5828,1893,30,449,1115,139
Completed,0.02,4058,4840,14,181,1215,191
Completed,0.02,7896,4438,28,126,1831,106
Completed,0.02,3737,4342,10,114,1503,256
Completed,0.02,14343,1860,2,169,1707,136
Completed,0.02,6497,3409,53,95,708,49
Completed,0.02,6082,4067,19,368,456,65
Completed,0.02,9444,1390,31,11,371,15
Completed,0.02,3730,4792,26,292,1794,420
Completed,0.02,4079,1125,10,269,623,125
Completed,0.02,4599,3566,20,195,1370,177
Completed,0.02,5618,4001,53,361,794,177
Completed,0.02,5760,4572,24,433,633,145
Completed,0.02,6337,3911,41,468,1622,192
Completed,0.02,11399,1974,7,109,1376,94
Completed,0.02,6876,1681,50,397,751,112
Completed,0.02,5255,4240,33,66,1006,182
Completed,0.02,9888,3772,13,224,915,59
Completed,0.02,7637,1524,22,297,1171,242
Completed,0.02,4910,4357,14,55,938,135
Completed,0.02,3897,3434,29,44,1773,436
Completed,0.02,9409,4611,31,438,1314,161
Completed,0.02,4059,1935,42,20,570,110
Completed,0.02,4078,1407,28,324,853,195
Completed,0.02,6931,581,20,263,314,31
Completed,0.02,4882,2709,36,124,478,80
Completed,0.02,7650,4184,40,253,1520,111
Completed,0.02,3870,3449,27,184,685,130
Completed,0.02,4940,4946,50,90,1807,213
Completed,0.02,5781,4566,12,99,1177,116
Completed,0.02,4225,4155,27,142,1474,282
Completed,0.02,5566,1678,38,72,1299,142
Completed,0.02,5199,4273,49,404,552,90
Completed,0.02,4223,3212,16,131,300,43
Completed,0.02,5206,3805,24,309,1402,218
Completed,0.02,6297,4633,27,361,1336,159
Completed,0.24,6485,4183,1,109,885,128
Completed,0.02,3364,1686,30,97,1036,233
Completed,0.02,3231,3357,39,144,1191,291
Completed,0.02,3317,1233,27,63,328,74
Completed,0.02,4799,4746,48,51,1845,216
Completed,0.02,3227,3041,48,18,510,119
Completed,0.02,4001,4875,11,421,1869,418
Completed,0.02,4308,4608,16,338,1811,340
Completed,0.06,6007,3836,46,261,1908,463
Completed,0.02,3732,1705,19,308,1585,327
Completed,0.02,4080,3955,48,456,841,175
Completed,0.02,5102,1448,23,469,1237,218
Completed,0.02,4734,4456,34,118,731,87
Completed,0.02,5085,3287,11,107,1544,351
Completed,0.02,4874,3205,17,424,267,42
Completed,0.02,5785,3670,11,237,790,83
Completed,0.02,4908,1086,22,144,604,82
Completed,0.02,5408,3464,31,258,1612,221
Completed,0.02,6591,4921,42,309,209,38
Completed,0.02,5305,3873,13,434,1422,212
Completed,0.02,6054,4716,21,201,1389,144
Completed,0.02,5997,1933,18,482,1739,229
Completed,0.02,4150,3003,34,303,1114,208
Completed,0.02,4955,3762,50,397,1959,283
Completed,0.02,4462,4854,14,443,558,103
Completed,0.02,4190,990,30,490,800,190
Completed,0.02,7071,4281,14,99,1064,77
Completed,0.06,4941,1947,25,56,1503,355
Completed,0.02,4105,939,28,360,245,42
Completed,0.02,6355,1004,27,493,402,100
Completed,0.02,5581,3682,44,35,1654,171
Completed,0.02,6707,3600,37,16,445,27
Completed,0.02,7084,4249,17,250,1884,163
Completed,0.02,5821,1956,31,442,1144,269
Completed,0.02,4730,4770,8,27,1257,287
Completed,0.02,3742,1574,13,74,1565,274
Completed,0.02,5111,1969,17,450,1302,218
Failed,,,1758,46,159,510,1022
Failed,,,1252,6,456,27,576
Failed,,,3061,30,136,1776,1294
Failed,,,4142,21,335,694,1616
Failed,,,171,49,15,1444,272
Failed,,,983,16,219,1200,197
Failed,,,4668,40,383,950,1914
Failed,,,3248,11,90,1517,1238
Failed,,,2403,39,254,267,894
Failed,,,2272,11,153,1328,1699
Failed,,,3301,38,442,578,418
Failed,,,4381,14,31,1892,735
Failed,,,1192,43,320,143,1391
Failed,,,118,22,398,400,1077
Failed,,,4273,48,203,1650,795
Failed,,,2905,47,311,937,24
Failed,,,4309,18,296,1536,1571
Failed,,,3560,38,227,903,1314
Failed,,,1970,11,387,1021,792
Failed,,,2168,40,15,112,1978
Failed,,,4195,44,169,566,634
Failed,,,85,19,446,1447,1222
Failed,,,1117,48,301,1151,1385
Failed,,,1935,26,113,752,1446
Failed,,,3745,50,293,1002,665
Failed,,,4825,1,242,469,488
Failed,,,855,29,421,1718,1643
Failed,,,338,9,375,1957,1825
Failed,,,2604,18,495,1259,866
Failed,,,2339,32,337,398,34
Failed,,,2421,53,133,1666,358
Failed,,,3285,29,466,1997,65
Failed,,,516,33,145,1769,839
Failed,,,3917,3,500,151,1298
Failed,,,3167,51,53,1284,1555
Failed,,,2204,26,342,668,82
Failed,,,2220,37,155,1462,1706
Failed,,,3190,13,490,580,180
Failed,,,3943,46,59,1977,923
Failed,,,529,17,336,95,1463
Failed,,,752,49,410,298,1175
Failed,,,2920,43,313,22,892
Failed,,,1398,13,43,1903,1494
Failed,,,1752,27,368,1318,567
Failed,,,2721,2,20,700,1039
Failed,,,4412,50,464,1863,1782
Failed,,,998,20,174,248,323
Failed,,,283,46,69,420,35
Failed,,,103,30,5,681,597
Failed,,,4216,6,360,1297,1008
Failed,,,3701,53,163,134,1752
Failed,,,2180,24,451,1751,354
Failed,,,1987,51,78,850,1416
Failed,,,3581,25,286,1234,939
Failed,,,4336,32,233,336,197
Failed,,,295,4,382,1717,1659
Failed,,,985,36,362,1888,1948
Failed,,,4606,22,87,770,970
Failed,,,2528,29,393,1667,227
Failed,,,1633,1,245,284,1628
Failed,,,1518,41,416,996,307
Failed,,,3113,15,190,1111,1830
Failed,,,4805,36,262,448,1087
Failed,,,764,7,94,1566,550
Failed,,,335,44,209,1008,276
Failed,,,3824,19,436,889,1860
Failed,,,3309,39,118,1553,1118
Failed,,,2414,11,278,437,520
Failed,,,2497,45,393,510,1898
Failed,,,3384,18,244,1375,497
