detector_count,dataset_file_count,completed_pair_count,zero_completion_pair_count,recommendation_attempted_count,recommendation_completed_count,completion_rate,benchmark_pareto_completed_count,paper_default_total_count,paper_default_completed_count,gd_plus,valid_detector_count__gd_plus,valid_pair_count_total__gd_plus,igd_plus,valid_detector_count__igd_plus,valid_pair_count_total__igd_plus,recommendation_benchmark_dominance_rate,valid_detector_count__recommendation_benchmark_dominance_rate,valid_pair_count_total__recommendation_benchmark_dominance_rate,benchmark_pareto_dominated_rate,valid_detector_count__benchmark_pareto_dominated_rate,valid_pair_count_total__benchmark_pareto_dominated_rate,exact_r2_recommendations,valid_detector_count__exact_r2_recommendations,valid_pair_count_total__exact_r2_recommendations,exact_r2_benchmark,valid_detector_count__exact_r2_benchmark,valid_pair_count_total__exact_r2_benchmark,r2_gap,valid_detector_count__r2_gap,valid_pair_count_total__r2_gap,recommendation_default_dominance_rate,valid_detector_count__recommendation_default_dominance_rate,valid_pair_count_total__recommendation_default_dominance_rate,default_dominated_rate,valid_detector_count__default_dominated_rate,valid_pair_count_total__default_dominated_rate,spearman_accuracy,valid_detector_count__spearman_accuracy,valid_pair_count_total__spearman_accuracy,spearman_runtime,valid_detector_count__spearman_runtime,valid_pair_count_total__spearman_runtime
20,180,178,2,3600,3471,0.96,1260,886,732,0.147610211467813,20,178,0.14499225641697197,20,178,0.3078571428571429,20,178,0.4020732767729017,20,178,0.19105152523113408,20,178,0.186314750609272,20,178,0.004736774621862085,20,178,0.5239682539682541,20,178,0.7765410052910053,20,178,0.6397515087679002,19,137,0.7516814465626535,20,153
