metadata,number_of_features,n_completed_pairs,n_detectors_with_results,gd_plus_at_20,n_valid_detectors__gd_plus_at_20,n_valid_pairs__gd_plus_at_20,mn_pd_at_20,n_valid_detectors__mn_pd_at_20,n_valid_pairs__mn_pd_at_20,top_5pct_npd_hit_rate_at_20,n_valid_detectors__top_5pct_npd_hit_rate_at_20,n_valid_pairs__top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,n_valid_detectors__top_10pct_npd_hit_rate_at_20,n_valid_pairs__top_10pct_npd_hit_rate_at_20,igd_plus_at_20,n_valid_detectors__igd_plus_at_20,n_valid_pairs__igd_plus_at_20,aec_at_20,n_valid_detectors__aec_at_20,n_valid_pairs__aec_at_20,rec_at_20,n_valid_detectors__rec_at_20,n_valid_pairs__rec_at_20,pec_w0p5_at_20,n_valid_detectors__pec_w0p5_at_20,n_valid_pairs__pec_w0p5_at_20,mean_exact_r2_selected_at_20,n_valid_detectors__mean_exact_r2_selected_at_20,n_valid_pairs__mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,n_valid_detectors__mean_r2_gap_selected_at_20,n_valid_pairs__mean_r2_gap_selected_at_20,kendall_pareto_all,n_valid_detectors__kendall_pareto_all,n_valid_pairs__kendall_pareto_all,spearman_pareto_all,n_valid_detectors__spearman_pareto_all,n_valid_pairs__spearman_pareto_all,kendall_internal_target,n_valid_detectors__kendall_internal_target,n_valid_pairs__kendall_internal_target,spearman_internal_target,n_valid_detectors__spearman_internal_target,n_valid_pairs__spearman_internal_target,kendall_accuracy,n_valid_detectors__kendall_accuracy,n_valid_pairs__kendall_accuracy,spearman_accuracy,n_valid_detectors__spearman_accuracy,n_valid_pairs__spearman_accuracy,kendall_runtime,n_valid_detectors__kendall_runtime,n_valid_pairs__kendall_runtime,spearman_runtime,n_valid_detectors__spearman_runtime,n_valid_pairs__spearman_runtime
CFGONLY,0,60,10,0.09715341665478075,10,60,0.08766694804055992,10,60,0.5058333333333334,10,60,0.7258333333333333,10,60,0.08894285281810137,10,60,0.7501390620660804,10,60,0.9165463120303412,10,60,0.8333426870482109,10,60,0.1346221861073515,10,60,0.04915079006640378,10,60,0.18394616263227156,10,60,0.2602739680000285,10,60,,0,0,,0,0,0.4068251566864151,10,60,0.5368227364129695,10,60,0.5108850626497,10,60,0.6660668842934323,10,60
