detector,gd_plus_at_20,n_valid_datasets__gd_plus_at_20,mn_pd_at_20,n_valid_datasets__mn_pd_at_20,top_5pct_npd_hit_rate_at_20,n_valid_datasets__top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,n_valid_datasets__top_10pct_npd_hit_rate_at_20,igd_plus_at_20,n_valid_datasets__igd_plus_at_20,aec_at_20,n_valid_datasets__aec_at_20,rec_at_20,n_valid_datasets__rec_at_20,pec_w0p5_at_20,n_valid_datasets__pec_w0p5_at_20,mean_exact_r2_selected_at_20,n_valid_datasets__mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,n_valid_datasets__mean_r2_gap_selected_at_20,kendall_pareto_all,n_valid_datasets__kendall_pareto_all,spearman_pareto_all,n_valid_datasets__spearman_pareto_all,kendall_internal_target,n_valid_datasets__kendall_internal_target,spearman_internal_target,n_valid_datasets__spearman_internal_target,kendall_accuracy,n_valid_datasets__kendall_accuracy,spearman_accuracy,n_valid_datasets__spearman_accuracy,kendall_runtime,n_valid_datasets__kendall_runtime,spearman_runtime,n_valid_datasets__spearman_runtime
BNDM,0.06177310554890764,6,0.06753889356830534,6,0.48333333333333334,6,0.8083333333333335,6,0.05930616976163892,6,0.7624455093008553,6,0.998797802791299,6,0.8806216560460771,6,0.12817532179157398,6,0.04011308337761802,6,0.2063764534124717,6,0.3003107092373459,6,,0,,0,0.5006966074678326,6,0.6748088325672162,6,0.3779985056957964,6,0.5202406130142606,6
CDBD,0.20940048798300326,6,0.13026537682660422,6,0.40833333333333327,6,0.5666666666666667,6,0.16412440316825597,6,0.6868003341687553,6,0.7871766820341688,6,0.736988508101462,6,0.1222399675602151,6,0.08830315225410053,6,0.2293203330711859,6,0.32672974591731824,6,,0,,0,0.1629681370139678,6,0.21963538470472313,6,0.35947949309913113,6,0.4967607551541713,6
CSDDM,0.06902456476971021,6,0.09428244038724881,6,0.25833333333333336,6,0.5833333333333334,6,0.059032649433531204,6,0.8610585016835016,6,0.976672915368611,6,0.9188657085260563,6,0.10873397432961544,6,0.026322589888414877,6,0.02458449192525676,6,0.03489800219764295,6,,0,,0,0.6178073392707203,6,0.7856196720655131,6,0.5808191394526946,6,0.7396663338759727,6
D3,0.10638230658229735,6,0.14107560314601655,6,0.275,6,0.6,6,0.08913720059735329,6,0.6462269105947268,6,0.9455019176797257,6,0.7958644141372262,6,0.14912301947299783,6,0.05154578682435266,6,-0.03685956902899132,6,-0.0528724521665602,6,,0,,0,0.5439147299644113,6,0.7127079991342317,6,0.567766223627337,6,0.7185379521169367,6
DAWIDD,0.04777911188963712,6,0.07462247562838058,6,0.65,6,0.7583333333333334,6,0.09133351948204914,6,0.49715608465608474,6,0.999110611600241,6,0.7481333481281628,6,0.18137982563741362,6,0.06019094442048484,6,0.049563334034712504,6,0.07102618657601543,6,,0,,0,0.308743926650989,6,0.4119339511696598,6,0.643998783778232,6,0.82074123818126,6
IBDD,0.10705026963851076,6,0.04858865044727247,6,0.6583333333333333,6,0.8916666666666667,6,0.07619862329296849,6,0.8727106227106228,6,0.802985534121251,6,0.8378480784159369,6,0.1539014136987182,6,0.04474194144626644,6,0.326087038256782,6,0.4574981039490225,6,,0,,0,0.30853788313822134,6,0.43038920710126405,6,0.49280626393627397,6,0.6512517654348061,6
OCDD,0.07058644128687871,6,0.07529120680474903,6,0.5166666666666667,6,0.7333333333333333,6,0.08140457014444345,6,0.7385376433493075,6,0.9920140032688245,6,0.8652758233090659,6,0.13035079325951837,6,0.05355120555846619,6,0.33653838026559146,6,0.4731334829585858,6,,0,,0,0.5487537700933958,6,0.7402259266446816,6,0.572500094641441,6,0.7466721622663042,6
PCACD,0.04911405348266476,6,0.02913203927011447,6,0.8416666666666667,6,0.9083333333333332,6,0.05273871203670133,6,0.8675213675213675,6,0.9746846086222513,6,0.9211029880718095,6,0.08287500647241319,6,0.0219304003728972,6,0.35233849814556306,6,0.4991365563202687,6,,0,,0,0.017481821926177178,6,0.021926495255502786,6,0.6704738108024971,6,0.851247835411289,6
SPLL,0.20323736323592723,6,0.1816489590553025,6,0.19166666666666668,6,0.43333333333333335,6,0.11134647399911606,6,0.7697789725209082,6,0.7289327106166184,6,0.7493558415687632,6,0.12590970048437047,6,0.05588593940718047,6,0.29195433593514947,6,0.4073450493545853,6,,0,,0,0.576785768427274,6,0.7559226932954379,6,0.20472745712260362,6,0.2872104834566442,6
UDetect,0.0471864621302705,6,0.03422383527160524,6,0.775,6,0.975,6,0.10480620626495583,6,0.7991546741546741,6,0.9595863342004213,6,0.8793705041775478,6,0.16353283836667876,6,0.048922857114256535,6,0.05955833030499406,6,0.08553429565606036,6,,0,,0,0.48256158291116164,6,0.6150572021914646,6,0.6382808543409934,6,0.8283397040226781,6
