detector,gd_plus_at_20,n_valid_datasets__gd_plus_at_20,mn_pd_at_20,n_valid_datasets__mn_pd_at_20,top_5pct_npd_hit_rate_at_20,n_valid_datasets__top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,n_valid_datasets__top_10pct_npd_hit_rate_at_20,igd_plus_at_20,n_valid_datasets__igd_plus_at_20,aec_at_20,n_valid_datasets__aec_at_20,rec_at_20,n_valid_datasets__rec_at_20,pec_w0p5_at_20,n_valid_datasets__pec_w0p5_at_20,mean_exact_r2_selected_at_20,n_valid_datasets__mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,n_valid_datasets__mean_r2_gap_selected_at_20,kendall_pareto_all,n_valid_datasets__kendall_pareto_all,spearman_pareto_all,n_valid_datasets__spearman_pareto_all,kendall_internal_target,n_valid_datasets__kendall_internal_target,spearman_internal_target,n_valid_datasets__spearman_internal_target,kendall_accuracy,n_valid_datasets__kendall_accuracy,spearman_accuracy,n_valid_datasets__spearman_accuracy,kendall_runtime,n_valid_datasets__kendall_runtime,spearman_runtime,n_valid_datasets__spearman_runtime
BNDM,0.1480180730870278,6,0.22561489572518986,6,0.2333333333333333,6,0.4416666666666667,6,0.11267183172301116,6,0.8223736314931284,6,0.9573684405994453,6,0.8898710360462868,6,0.13803964924842146,6,0.049977410834465476,6,0.1721665582672766,6,0.2371299207135842,6,0.4606835407453884,6,0.6121484574664843,6,,0,,0,,0,,0
CDBD,0.2818927084862037,6,0.22100234862794602,6,0.2916666666666667,6,0.43333333333333335,6,0.076832345026097,6,0.7059523809523811,6,0.9212911913139777,6,0.8136217861331795,6,0.07564094268490797,6,0.0417041273787934,6,0.2932909587701412,6,0.4073486884308137,6,0.2934542990316106,6,0.38603433332142173,6,,0,,0,,0,,0
CSDDM,0.16573103050814825,6,0.31191290307051656,6,0.16666666666666666,6,0.275,6,0.08992720949215847,6,0.8843995510662177,6,0.9285585117036191,6,0.9064790313849184,6,0.11908913414408175,6,0.0366777497028812,6,-0.024405700109881117,6,-0.036462432000705106,6,0.521805198962605,6,0.6655069659636258,6,,0,,0,,0,,0
D3,0.15559233225623917,6,0.23791460035323087,6,0.25833333333333336,6,0.4166666666666667,6,0.09673207940564786,6,0.761494213382555,6,0.9464998056039718,6,0.8539970094932635,6,0.13673188725749233,6,0.03915465460884717,6,-0.0011255506730332755,6,-0.006275799232321984,6,0.4576513060761933,6,0.5951407280496411,6,,0,,0,,0,,0
DAWIDD,0.07575843740397141,6,0.11770992260917633,6,0.425,6,0.6083333333333334,6,0.08875524870407787,6,0.5699074074074073,6,0.999110611600241,6,0.784509009503824,6,0.17045645272091836,6,0.04926757150398956,6,-0.03355887250843553,6,-0.050849079496719705,6,0.39057586381586784,6,0.5114343932728597,6,,0,,0,,0,,0
IBDD,0.12163349223273408,6,0.12341194464315731,6,0.4916666666666667,6,0.6749999999999999,6,0.09201860317512818,6,0.7517704517704518,6,0.9142893540852716,6,0.8330299029278617,6,0.1543137315743547,6,0.04515425932190293,6,0.2749437599781544,6,0.3524843988655546,6,0.45516397028492334,6,0.5864557850662007,6,,0,,0,,0,,0
OCDD,0.17114679672668878,6,0.2420038296987623,6,0.25,6,0.47500000000000003,6,0.0928447358740822,6,0.7954003567570642,6,0.9673005175147013,6,0.8813504371358828,6,0.12598762484983783,6,0.04918803714878567,6,0.15139481197450466,6,0.19843262952067842,6,0.504929159202486,6,0.6593219538301732,6,,0,,0,,0,,0
PCACD,0.09846479451316785,6,0.06775275878945343,6,0.7333333333333333,6,0.8416666666666668,6,0.03167096967238737,6,0.8675213675213675,6,0.9282474296615124,6,0.8978843985914401,6,0.07517871966445554,6,0.014234113564939546,6,0.4623583231951894,6,0.6073404776670078,6,0.33923826411634056,6,0.42496640515490086,6,,0,,0,,0,,0
SPLL,0.22953924533583822,6,0.259022204226905,6,0.25833333333333336,6,0.3916666666666666,6,0.11596909243725018,6,0.846816009557945,6,0.6457245491377278,6,0.7462702793478364,6,0.1337936066996767,6,0.06376984562248668,6,0.3405486963489292,6,0.4599502853092907,6,0.4909932281639457,6,0.6403184109149059,6,,0,,0,,0,,0
UDetect,0.0859336716084112,6,0.09959239067105002,6,0.5,6,0.725,6,0.05127069549812404,6,0.8927489177489177,6,0.9926866022424633,6,0.9427177599956904,6,0.13447134940786706,6,0.019861368155444828,6,-0.009719783274064255,6,-0.029533948317846018,6,0.4875394144293852,6,0.6191034107978006,6,,0,,0,,0,,0
