Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations
Completed,0.55,0,4950,2992,197,239,173
Completed,0.55,1,2328,1810,713,90,43
Completed,0.55,0,3631,4869,231,192,7
Completed,0.57,4,2288,129,435,126,1
Completed,0.55,0,4260,4554,708,168,7
Completed,0.56,4,4914,1177,755,152,7
Completed,0.55,0,1651,4141,108,79,2
Completed,0.55,2,248,1814,554,247,5
Completed,0.55,0,3197,3505,344,41,10
Completed,0.55,5,3421,1648,959,183,1
Completed,0.55,0,2,3671,187,110,6
Completed,0.55,4,1724,1031,727,216,9
Completed,0.55,0,4828,4288,392,11,4
Completed,0.58,6,4193,276,95,58,4
Completed,0.55,0,2376,4408,804,232,10
Completed,0.55,0,656,2160,358,94,8
Completed,0.55,0,2784,2524,506,136,3
Completed,0.56,5,448,440,878,18,2
Completed,0.55,0,1539,3002,463,160,5
Completed,0.55,0,4411,2307,673,118,10
Completed,0.55,0,3757,3193,844,72,8
Completed,0.55,1,2176,1501,10,144,4
Completed,0.55,0,883,2690,975,200,3
Completed,0.55,0,2544,1994,141,26,8
Completed,0.55,0,2906,3973,923,102,5
Completed,0.55,4,1168,720,214,175,9
Completed,0.55,0,572,3960,402,147,83
Completed,0.55,0,294,2433,998,230,229
Completed,0.55,2,4672,926,672,138,12
Completed,0.55,0,4183,4277,848,171,56
Completed,0.55,0,1084,3827,581,34,2
Completed,0.55,0,3836,2124,255,205,130
Completed,0.55,0,5000,5000,4,250,1
Completed,0.55,0,2168,2737,1000,250,10
Completed,0.55,1,1,1720,2,250,1
Completed,0.55,0,3353,4376,2,250,1
Completed,0.55,0,2715,5000,1000,250,1
Completed,0.55,0,1,5000,2,215,6
Completed,0.55,0,1,1,2,250,1
Completed,0.55,0,1325,5000,2,2,6
Completed,0.55,2,3366,298,70,250,10
Completed,0.55,2,3621,1188,499,250,10
Completed,0.55,0,5000,3798,101,250,8
Completed,0.55,1,1,429,2,250,1
Completed,0.56,2,2604,403,1000,250,10
Completed,0.55,0,1,4030,460,250,1
Completed,0.55,0,2162,3686,1000,250,5
Completed,0.55,0,5000,3100,523,2,10
Completed,0.55,0,5000,4750,2,250,6
Completed,0.55,1,1,401,2,2,1
Completed,0.55,0,1,4057,2,2,5
Completed,0.55,0,1802,4716,2,2,6
Completed,0.57,3,3752,470,1000,250,10
Completed,0.55,0,5000,3736,1000,2,10
Completed,0.55,0,1,4080,842,250,10
Completed,0.55,0,4049,3838,1000,250,6
Completed,0.55,3,4296,1199,1000,250,10
Completed,0.55,0,1,2360,1000,250,1
Completed,0.56,2,2595,95,1000,250,6
Completed,0.56,4,1583,205,1000,250,5
Completed,0.57,4,3277,15,1000,250,6
Completed,0.56,3,1133,513,1000,250,5
Completed,0.57,2,211,1,1000,250,4
Completed,0.56,2,3251,201,1000,250,8
Completed,0.56,3,1085,1087,1000,250,4
Completed,0.55,1,2007,140,1000,250,5
Completed,0.55,0,2987,2772,2,250,10
Completed,0.56,2,266,831,1000,250,1
Completed,0.56,2,2335,662,1000,250,6
Completed,0.56,3,2943,59,1000,250,6
Completed,0.55,0,3320,3469,2,250,5
Completed,0.57,3,1325,787,1000,250,3
Completed,0.55,0,2268,5000,2,2,10
Completed,0.56,9,3386,1,919,250,5
Completed,0.55,0,5000,4572,1000,250,1
Completed,0.56,79,3472,38,1000,2,1
Completed,0.57,11,5000,1,1000,250,5
Completed,0.54,7,2227,1,1000,2,1
Completed,0.55,44,863,23,1000,2,1
Completed,0.57,4,3214,193,1000,250,1
Completed,0.55,2,1,648,1000,2,1
Completed,0.55,2,1,1306,1000,250,1
Completed,0.56,5,494,1,1000,250,1
Completed,0.55,1,1,1,1000,2,1
Completed,0.56,20,2868,1,1000,2,1
Completed,0.56,75,1597,191,1000,2,1
Completed,0.56,9,5000,1,1000,250,8
Completed,0.55,2,1,1148,1000,2,1
Completed,0.57,4,5000,426,1000,250,10
Completed,0.58,5,5000,282,949,219,1
Completed,0.55,0,1,150,2,129,1
Completed,0.55,0,5000,4155,2,89,10
Completed,0.55,1,1,410,1000,212,10
Completed,0.57,3,5000,199,585,163,9
Completed,0.55,1,1,405,813,183,1
Completed,0.55,0,5000,3356,2,102,10
Completed,0.58,5,5000,373,1000,250,1
Completed,0.55,0,5000,5000,2,69,10
Completed,0.56,5,5000,149,475,184,1
