Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations
Completed,0.91,0,2361,2409,534,28,26
Completed,0.91,0,2979,1829,220,218,170
Completed,0.91,0,306,1166,470,143,81
Completed,0.91,0,245,2887,726,87,7
Completed,0.92,9,3469,283,246,37,5
Completed,0.91,0,516,3424,581,216,8
Completed,0.91,0,1598,1814,305,75,10
Completed,0.91,0,4888,4960,904,176,3
Completed,0.91,0,4678,973,325,196,8
Completed,0.91,0,1338,2831,977,49,1
Completed,0.91,0,310,1943,127,164,3
Completed,0.91,0,4115,2417,734,137,1
Completed,0.91,0,2539,4674,182,204,2
Completed,0.91,0,822,1534,520,41,9
Completed,0.91,0,1908,3710,364,188,6
Completed,0.91,0,3952,564,969,71,4
Completed,0.91,0,3889,3585,64,235,10
Completed,0.91,0,2371,4268,69,114,9
Completed,0.91,0,996,803,784,223,7
Completed,0.91,0,2989,2660,386,29,4
Completed,0.91,0,3310,2053,450,228,3
Completed,0.91,0,51,3909,845,18,10
Completed,0.91,0,1430,1166,9,133,8
Completed,0.91,0,4430,3018,669,125,5
Completed,0.91,0,4834,1695,124,6,6
Completed,0.91,0,1808,4835,711,247,3
Completed,0.92,8,453,81,425,106,1
Completed,0.91,0,3688,3227,776,145,8
Completed,0.91,0,3207,3794,543,95,6
Completed,0.91,0,2749,1331,837,102,7
Completed,0.91,0,768,4477,489,157,4
Completed,0.91,0,3350,4950,261,231,151
Completed,0.92,16,4334,136,464,223,5
Completed,0.91,0,1,4087,2,2,1
Completed,0.91,0,5000,3446,1000,2,1
Completed,0.91,0,1,1458,2,2,1
Completed,0.91,0,1,311,298,232,10
Completed,0.91,0,5000,4054,833,250,10
Completed,0.91,0,1,2559,1000,250,10
Completed,0.91,0,5000,4629,2,250,10
Completed,0.92,4,234,193,481,46,1
Completed,0.91,0,5000,2238,2,2,10
Completed,0.91,0,5000,1101,1000,2,1
Completed,0.92,11,4239,1,829,236,10
Completed,0.91,0,5000,2195,1000,2,10
Completed,0.91,11,4593,152,701,189,10
Completed,0.91,0,1,2618,2,250,10
Completed,0.91,0,1,2912,1000,2,10
Completed,0.91,3,3509,304,205,18,10
Completed,0.91,0,1,4058,1000,250,1
Completed,0.91,0,5000,3446,2,2,1
Completed,0.91,0,1,1127,1000,250,1
Completed,0.92,5,697,151,331,208,10
Completed,0.91,4,511,188,310,120,2
Completed,0.9,7,529,1,441,65,5
Completed,0.91,0,4837,2845,616,250,10
Completed,0.91,0,4535,786,417,243,2
Completed,0.91,0,98,612,475,93,1
Completed,0.91,0,4776,1948,610,248,8
Completed,0.91,0,1,2240,426,85,1
Completed,0.91,0,5000,1478,385,250,1
Completed,0.91,0,4509,3993,430,223,1
Completed,0.91,0,263,1697,528,93,1
Completed,0.91,0,251,4286,484,118,1
Completed,0.91,0,828,4726,427,209,10
Completed,0.91,0,4607,1331,378,250,1
Completed,0.91,0,5000,3811,601,250,10
Completed,0.91,0,800,528,406,238,10
Completed,0.91,0,4836,4496,433,214,3
Completed,0.91,0,542,4588,348,173,10
Completed,0.91,0,4650,1196,653,250,10
Completed,0.91,0,3542,1611,213,40,1
Completed,0.91,0,39,3548,580,26,1
Completed,0.91,0,4681,3652,411,250,3
Completed,0.91,0,4588,893,426,216,1
Completed,0.91,0,4809,1190,533,232,7
Completed,0.91,0,4460,3183,391,250,1
Completed,0.91,0,1,3793,488,68,1
Completed,0.91,0,4459,4124,690,250,7
Completed,0.91,0,534,3195,430,176,10
Completed,0.91,0,4851,2973,530,250,9
Completed,0.91,0,1050,4430,434,193,10
Completed,0.91,0,4917,720,439,232,5
Completed,0.91,0,1,5000,595,48,1
Completed,0.91,0,4392,3147,346,206,1
Completed,0.91,7,3729,464,1000,249,1
Completed,0.91,1,1,243,1000,41,1
Completed,0.91,7,3760,303,1000,245,5
Completed,0.91,4,4277,531,1000,250,1
Completed,0.92,11,5000,364,1000,40,6
Completed,0.91,0,1,22,1000,103,3
Completed,0.91,13,4505,121,1000,240,7
Completed,0.91,6,552,304,1000,44,1
Completed,0.91,0,1,4305,1000,250,7
Completed,0.91,0,1,1071,1000,2,10
Completed,0.91,8,3318,388,1000,250,2
Completed,0.91,0,5000,555,1000,206,1
Completed,0.91,0,5000,548,1000,37,1
Completed,0.91,0,2710,5000,2,2,6
Completed,0.9,1,1,196,1000,35,3
Completed,0.91,12,4050,397,1000,39,4
Completed,0.91,0,3245,5000,2,74,6
Completed,0.91,9,3645,427,1000,238,1
Completed,0.91,0,1,2379,1000,203,5
Completed,0.91,0,1,3198,1000,132,4
Completed,0.91,0,5000,1649,1000,70,10
Completed,0.91,0,1,888,2,2,10
Completed,0.91,0,2517,5000,1000,74,7
Completed,0.91,0,1,1061,1000,186,10
Completed,0.91,0,1,2540,1000,133,5
Completed,0.92,6,5000,347,977,72,8
Completed,0.91,10,1875,102,699,250,10
Completed,0.91,0,5000,3374,318,2,10
Completed,0.91,8,3833,280,407,205,3
Completed,0.91,0,1,918,2,2,1
Completed,0.91,0,1,2148,2,250,10
Completed,0.91,0,5000,2194,1000,2,1
Completed,0.91,0,5000,4791,309,2,6
Completed,0.92,10,3831,251,465,238,2
Completed,0.91,0,5000,4731,695,2,1
Completed,0.91,0,5000,4378,467,250,10
Completed,0.91,0,5000,1449,269,2,10
Completed,0.91,0,5000,2796,518,250,1
Completed,0.91,0,1,138,420,250,1
Completed,0.91,6,3362,382,416,250,1
Completed,0.91,0,1,1350,204,250,10
Completed,0.92,13,4162,181,337,213,4
Completed,0.91,23,4635,44,519,146,7
Completed,0.91,0,1,4117,324,2,10
Completed,0.91,0,1,4677,1000,2,1
Completed,0.92,31,980,170,445,2,1
Completed,0.91,23,3025,373,481,2,1
Completed,0.92,20,4662,78,916,113,10
Completed,0.91,0,5000,3403,528,250,7
Completed,0.91,0,1534,3343,887,250,1
Completed,0.92,11,3912,223,354,234,6
Completed,0.91,0,1,2992,554,250,3
Completed,0.91,0,5000,2404,786,250,10
Completed,0.91,0,1,3643,749,2,10
Completed,0.91,0,1644,537,718,2,10
Completed,0.91,0,3908,686,522,2,1
Completed,0.91,0,4143,1499,400,250,5
Completed,0.91,2,299,521,416,250,1
Completed,0.91,0,5000,2440,970,2,6
Completed,0.91,0,1,571,266,2,5
Completed,0.91,0,3441,2243,236,250,5
Completed,0.91,0,3389,1054,227,250,5
Completed,0.91,0,1,2771,275,250,6
Completed,0.91,0,1915,4010,2,2,5
Completed,0.91,0,1665,2797,716,250,7
Completed,0.91,0,995,1275,450,2,1
Completed,0.91,0,5000,3783,1000,2,1
Completed,0.91,0,1,4827,545,2,6
Completed,0.91,0,2396,690,424,2,1
Completed,0.91,0,1654,964,725,250,10
Completed,0.91,0,128,1732,264,2,6
Completed,0.91,0,1640,614,714,250,7
Completed,0.91,0,3486,2835,256,2,6
Completed,0.91,0,1868,2152,1000,2,6
Completed,0.91,0,3884,2952,526,2,1
Completed,0.91,0,4267,768,919,2,10
Completed,0.91,0,1684,2059,693,2,10
Completed,0.91,0,1590,1008,760,250,4
Completed,0.91,0,4072,2318,339,2,5
Completed,0.91,0,1020,1019,447,2,4
Completed,0.91,0,383,3986,1000,250,6
Completed,0.91,0,5000,2602,992,250,5
Completed,0.91,0,3748,4829,1000,2,10
Completed,0.91,0,5000,668,2,2,1
Completed,0.91,0,5000,3122,1000,2,10
Completed,0.91,0,5000,602,2,2,10
Completed,0.91,0,2775,1812,2,250,4
Completed,0.91,0,1,5000,2,250,5
Completed,0.91,0,2845,4614,1000,2,7
Completed,0.91,0,5000,5000,2,250,1
Completed,0.91,0,2420,2462,2,250,10
Completed,0.91,0,5000,4273,1000,2,6
Completed,0.91,0,2707,3957,2,2,10
Completed,0.91,0,5000,1853,2,2,10
Completed,0.91,0,1,1653,2,250,10
Completed,0.91,0,2696,4173,2,2,1
Completed,0.91,0,5000,646,2,250,10
Completed,0.91,0,1,1430,1000,250,5
Completed,0.91,0,2629,4440,2,2,1
Completed,0.91,0,2288,3067,2,2,10
Completed,0.91,0,2721,639,2,2,5
Completed,0.91,0,2389,3527,1000,2,5
Completed,0.91,0,1,887,2,2,5
Completed,0.91,0,1,1287,2,250,5
Completed,0.91,0,5000,3936,2,2,6
Completed,0.91,0,5000,2611,2,250,1
Completed,0.91,0,4620,623,866,250,10
Completed,0.91,0,1,2073,667,2,1
Completed,0.91,0,1,2456,821,250,1
Completed,0.91,0,2463,3656,573,250,1
Completed,0.91,0,1,2625,754,2,1
Completed,0.91,0,5000,667,245,83,4
Completed,0.91,0,1,3435,1000,250,10
Completed,0.91,0,5000,3286,177,2,4
Completed,0.91,0,1,4507,780,250,1
Completed,0.91,0,1,2423,230,2,1
Completed,0.91,0,1,4180,215,2,5
Completed,0.91,0,1,4824,295,2,1
Completed,0.91,0,2318,2130,713,2,1
Completed,0.91,0,1,3421,418,2,4
Completed,0.91,0,1,3034,818,250,7
Completed,0.91,0,1,502,435,2,1
Completed,0.91,0,1540,2723,155,2,10
Completed,0.91,0,5000,4540,791,250,1
Completed,0.91,0,2677,2673,514,2,10
Completed,0.91,0,5000,4184,796,2,10
Completed,0.91,0,2201,3919,312,2,1
Completed,0.92,8,5000,232,861,250,8
Completed,0.91,0,5000,3671,836,2,8
Completed,0.91,0,5000,1698,832,250,1
Completed,0.91,0,2509,5000,853,2,1
Completed,0.91,0,5000,2046,859,250,1
Completed,0.91,0,1,3763,715,2,6
Completed,0.91,0,3272,4398,832,2,5
Completed,0.91,0,2292,1880,2,250,1
Completed,0.91,0,1,705,2,2,10
Completed,0.91,0,5000,2090,2,2,5
Completed,0.91,0,1893,3098,2,250,4
Completed,0.91,0,5000,1327,2,2,5
Completed,0.91,0,1,4889,1000,2,10
Completed,0.91,0,1,2048,2,2,6
Completed,0.91,0,2385,3354,1000,2,10
Completed,0.91,0,2616,1612,1000,250,10
Completed,0.91,0,1,1867,1000,250,1
Completed,0.91,0,1,4647,1000,250,6
Completed,0.91,0,5000,2783,1000,250,5
Completed,0.91,0,1,2148,1000,250,5
Completed,0.91,0,1,4896,1000,250,10
Completed,0.91,0,5000,3543,1000,250,10
Completed,0.91,0,2477,2283,1000,2,10
Completed,0.91,0,5000,4611,2,250,5
