source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary
benchmark_pareto,0.73,9,0.73,7,Completed,4817,0.001,0.001,1,1,2814
benchmark_pareto,0.75,66,0.75,69,Completed,1,0.026,0.001,1139,1,5000
benchmark_max_rt,,13742,,4321,Completed,4465,0.036,0.528,488,885,948
benchmark_min_acc,0.68,,0.68,,Completed,2170,0.647,0.5,114,35,4417
paper_default,-1,-1,0.7,193,Completed,200,0.01,0.95,200,5,100
paper_default,-1,-1,0.7,125,Completed,100,0.01,0.95,200,5,100
paper_default,-1,-1,0.71,417,Completed,500,0.01,0.95,200,5,100
paper_default,-1,-1,0.71,876,Completed,1000,0.01,0.95,200,5,100
paper_default,-1,-1,0.71,1652,Completed,2000,0.01,0.95,200,5,100
recommendation_system,0.520102006,0.567749438,0.72,488,Completed,3723,0.018100013,0.997287687,10,3374,447
recommendation_system,0.709063263,0.56335325,0.71,207,Completed,23,0.010178658,0.013130166,289,26,3183
recommendation_system,0.713417203,0.56257161,0.71,206,Completed,23,0.010178658,0.013130166,355,49,4493
recommendation_system,0.715912899,0.565163891,0.71,230,Completed,23,0.010178658,0.013130166,289,26,4493
recommendation_system,0.716477155,0.567828809,0.71,213,Completed,23,0.010178658,0.013130166,355,26,4493
recommendation_system,0.718219487,0.558691816,0.71,227,Completed,23,0.010178658,0.013130166,278,26,4286
recommendation_system,0.732698987,0.546440642,0.71,333,Completed,23,0.010178658,0.013130166,4343,49,4208
recommendation_system,0.734999718,0.548753601,0.71,345,Completed,23,0.010178658,0.013130166,2885,26,4191
recommendation_system,0.736765365,0.547833543,0.71,376,Completed,14,0.010178658,0.013130166,2838,26,4493
recommendation_system,0.73754947,0.539915559,0.71,399,Completed,23,0.010178658,0.013130166,2838,26,3319
recommendation_system,0.746367599,0.532493915,0.72,372,Completed,14,0.010178658,0.065080519,3246,26,3346
recommendation_system,0.746474031,0.506423791,0.71,417,Completed,23,0.010178658,0.115258663,3246,26,3183
recommendation_system,0.747798339,0.525057737,0.71,426,Completed,23,0.010178658,0.1022686,2953,26,4493
recommendation_system,0.750396484,0.520752893,0.71,388,Completed,14,0.010178658,0.1022686,3124,26,447
recommendation_system,0.750487112,0.500280124,0.71,444,Completed,14,0.010178658,0.174547459,2838,26,3346
recommendation_system,0.751368982,0.511437978,0.72,471,Completed,23,0.010178658,0.1022686,2938,26,3319
recommendation_system,0.751677315,0.507632862,0.72,483,Completed,23,0.010178658,0.1022686,2938,49,3346
recommendation_system,0.753651581,0.485441401,0.72,545,Completed,23,0.010178658,0.488868887,3246,26,3183
recommendation_system,0.755549943,0.483086073,0.71,490,Completed,23,0.010178658,0.369314916,2838,26,3183
recommendation_system,0.757418797,0.505369241,0.72,561,Completed,14,0.010178658,0.258092006,3246,26,3319
