index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary
0,0.4567397391226653,0.5925423500652994,3663.0,0.5979837391916663,0.146856064543128,1.0,4763.0,966.0
1,0.4775498496083857,0.587327052931397,4398.0,0.8357545014042407,0.0055028336904942,2.0,1875.0,2359.0
2,0.4881822582566479,0.5868417915638153,4450.0,0.5404218777269125,0.3780160857625305,1.0,326.0,782.0
3,0.5372977232794308,0.5674071222433382,1517.0,0.9779709328468889,0.36270974429138,2.0,1072.0,1189.0
4,0.638684939992257,0.5257739837932179,26.0,0.0073730999733999,0.9626927371350744,80.0,102.0,4985.0
5,0.6562507028202146,0.4664054952909544,26.0,0.0073730999733999,0.0131301657404367,80.0,102.0,4985.0
6,0.7360522171595341,0.4350534424863592,26.0,0.0073730999733999,0.0131301657404367,4175.0,102.0,3256.0
7,0.7401343935197588,0.4299288743991039,26.0,0.0073730999733999,0.0131301657404367,4175.0,102.0,3938.0
8,0.7499796241698675,0.4248652427639981,26.0,0.0073730999733999,0.0131301657404367,4398.0,102.0,4985.0
9,0.4730750766848323,0.5785101008710366,3367.0,0.9429464428722858,0.5114616722986102,2.0,781.0,383.0
10,0.4736484380118524,0.5705189107204928,4990.0,0.3114083875175565,0.9592720059361308,2.0,722.0,698.0
11,0.5996481282944692,0.5399477236573491,53.0,0.0073730999733999,0.9953412482246284,80.0,102.0,2710.0
12,0.6267045355728279,0.5243808694955425,53.0,0.0073730999733999,0.9626927371350744,80.0,102.0,4985.0
13,0.634474342595074,0.478659016444408,53.0,0.0073730999733999,0.9626927371350744,130.0,102.0,4985.0
14,0.6539657926084752,0.4579213769109431,26.0,0.0073730999733999,0.0131301657404367,80.0,154.0,4985.0
15,0.7276460406801862,0.4119599300184774,26.0,0.0073730999733999,0.0131301657404367,4175.0,214.0,4887.0
16,0.7418744632061701,0.4117925826648447,26.0,0.0206711166788554,0.0131301657404367,4761.0,102.0,3938.0
17,0.5449218842133476,0.5278812569901622,145.0,0.7369717278182507,0.0030550442691892,7.0,4558.0,4177.0
18,0.6422876336400725,0.4641620258228283,26.0,0.0073730999733999,0.9626927371350744,130.0,102.0,4887.0
19,0.7162288737008246,0.4208472527738182,26.0,0.0073730999733999,0.0131301657404367,2781.0,102.0,4985.0
