index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary
0,0.5667233732392265,0.5262863590092941,4771.0,0.8855064205918461,0.7774737863354385,1.0,3839.0,98.0
1,0.6314909303433693,0.4550113315655446,28.0,0.9931510824987252,0.718607813373877,65.0,4984.0,3544.0
2,0.7186609741207305,0.4352523741817282,41.0,0.5052753254976123,0.7438588558044285,2.0,30.0,170.0
3,0.7385430484826824,0.4285865571087696,28.0,0.1014362035664862,0.9953412482246284,83.0,49.0,641.0
4,0.8103415259537211,0.3981491575697217,28.0,0.0101786575133963,0.1022685997803,3884.0,49.0,4079.0
5,0.8184021963131717,0.3854966469985666,28.0,0.0101786575133963,0.1022685997803,2783.0,49.0,3318.0
6,0.6966616225915006,0.4277324958911476,17.0,0.7584732950856796,0.7654693463042144,13.0,348.0,424.0
7,0.8071859763542691,0.3961732910901924,28.0,0.0378131734598237,0.1022685997803,3862.0,49.0,4079.0
8,0.8144228230441646,0.3327367311381037,9.0,0.029153743719682,0.2212047084663063,3023.0,97.0,838.0
9,0.8174775291104556,0.3294875100014857,28.0,0.9045399406721516,0.6682355014294682,2815.0,49.0,2410.0
10,0.8178653801483065,0.3089627019127725,28.0,0.9620660198512766,0.7926748277373779,1231.0,49.0,2423.0
11,0.8186262492927125,0.3048025135266219,5.0,0.9781186054404823,0.6266372999884188,2636.0,296.0,3043.0
12,0.5498802748741776,0.4811287408616078,4544.0,0.1535716634877026,0.3219887533467263,3.0,4704.0,25.0
13,0.6329680559278121,0.4292082088452877,28.0,0.0856224320137116,0.9550069912974086,65.0,4984.0,3544.0
14,0.6437040806754222,0.4194784412614578,3958.0,0.9640156692005694,0.8209045582190156,3.0,212.0,2665.0
15,0.7436101715357811,0.3985064908442106,28.0,0.0973414012550499,0.9681644248805296,83.0,49.0,641.0
16,0.8097789213496528,0.3856067094974604,28.0,0.0101786575133963,0.1022685997803,3884.0,49.0,2217.0
17,0.810248642752911,0.3787276026617835,28.0,0.0101786575133963,0.1022685997803,3884.0,103.0,3823.0
18,0.8136036481134038,0.3249234141326583,28.0,0.9045399406721516,0.526349855614241,2815.0,49.0,2052.0
19,0.8179149453527501,0.3029159603440469,28.0,0.9648905168309136,0.1022685997803,2552.0,49.0,569.0
