source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
benchmark_pareto,0.53,5.0,0.53,4.0,Completed,119.0,4706.0,0.725,0.328
benchmark_pareto,0.56,6.0,0.56,5.0,Completed,2059.0,3493.0,0.347,0.032
benchmark_pareto,0.59,7.0,0.59,6.0,Completed,114.0,3131.0,0.89,0.4
benchmark_pareto,0.6,8.0,0.6,7.0,Completed,2540.0,4575.0,0.358,0.494
benchmark_pareto,0.64,10.0,0.64,8.0,Completed,1.0,21.0,0.999,0.001
benchmark_pareto,0.66,11.0,0.66,9.0,Completed,22.0,104.0,0.021,0.374
benchmark_pareto,0.69,23.0,0.69,11.0,Completed,2061.0,119.0,0.608,0.245
benchmark_pareto,0.72,33.0,0.72,17.0,Completed,2173.0,136.0,0.172,0.174
benchmark_pareto,0.75,66.0,0.75,34.0,Completed,2241.0,58.0,0.094,0.793
benchmark_pareto,0.77,106.0,0.77,55.0,Completed,2342.0,49.0,0.762,0.63
benchmark_pareto,0.78,123.0,0.78,61.0,Completed,284.0,42.0,0.446,0.23
benchmark_pareto,0.8,202.0,0.8,117.0,Completed,429.0,19.0,0.813,0.568
benchmark_pareto,0.82,906.0,0.81,519.0,Completed,4230.0,14.0,0.932,0.501
benchmark_max_rt,,1095.0,,613.0,Completed,834.0,463.0,0.012,0.859
benchmark_min_acc,0.46,,0.46,,Completed,1.0,882.0,0.999,0.001
paper_default,-1.0,-1.0,0.72,20.0,Completed,100.0,100.0,0.1,0.7
paper_default,-1.0,-1.0,0.6,18.0,Completed,500.0,500.0,0.1,0.7
paper_default,-1.0,-1.0,0.73,17.0,Completed,100.0,100.0,0.3,0.7
paper_default,-1.0,-1.0,0.62,18.0,Completed,500.0,500.0,0.3,0.7
paper_default,-1.0,-1.0,0.72,17.0,Completed,100.0,100.0,0.1,0.8
paper_default,-1.0,-1.0,0.6,18.0,Completed,500.0,500.0,0.1,0.8
paper_default,-1.0,-1.0,0.73,17.0,Completed,100.0,100.0,0.3,0.8
paper_default,-1.0,-1.0,0.62,18.0,Completed,500.0,500.0,0.3,0.8
recommendation_system,0.5631594271786305,0.9868712653002198,0.53,10.0,Completed,2210.0,3845.0,0.9988483437411488,0.870453123761341
recommendation_system,0.5642511262040361,0.9865340322193672,0.53,5.0,Completed,2081.0,3829.0,0.4550006120540201,0.7948953211400658
recommendation_system,0.5705832569153813,0.9862075100232476,0.54,8.0,Completed,2064.0,3814.0,0.8480032013338059,0.8689038986638188
recommendation_system,0.5876219848762226,0.9848734475863966,0.54,5.0,Completed,2114.0,3941.0,0.2122620714809745,0.2950344113837927
recommendation_system,0.6029184029718042,0.9787031319091972,0.6,6.0,Completed,2899.0,4262.0,0.4422596013657748,0.1013774715792387
recommendation_system,0.6164079169157569,0.969528390354662,0.53,4.0,Completed,2013.0,1935.0,0.1645881886128336,0.3004976900480687
recommendation_system,0.6221408142228729,0.966611306285793,0.56,5.0,Completed,2110.0,1968.0,0.1491547332722693,0.3100962956789881
recommendation_system,0.629504115513241,0.9660057130520268,0.59,8.0,Completed,2307.0,1564.0,0.347685566406697,0.3628970753215253
recommendation_system,0.6596939259902709,0.9374331770151272,0.6,11.0,Completed,2620.0,982.0,0.3579678175393852,0.3504460461404213
recommendation_system,0.6642379577447918,0.9344224452148562,0.61,14.0,Completed,2587.0,892.0,0.3368633355852216,0.1646070104353129
recommendation_system,0.7142251389582885,0.836495373185505,0.66,26.0,Completed,811.0,436.0,0.5637071511890125,0.0059450922120893
recommendation_system,0.7389434272916217,0.7379937888599236,0.68,31.0,Completed,843.0,301.0,0.5986594370288761,0.0240415943974064
recommendation_system,0.7411119138010629,0.7257181616283938,0.69,34.0,Completed,775.0,285.0,0.6137895622048527,0.0392209118325263
recommendation_system,0.7599045286441579,0.674893654969781,0.69,11.0,Completed,2079.0,170.0,0.6622515713583297,0.2901766985795603
recommendation_system,0.7616256870175222,0.6715621432812618,0.69,42.0,Completed,816.0,233.0,0.6038717631602573,0.0274412176070988
recommendation_system,0.7647568889154827,0.6618265319245741,0.73,35.0,Completed,2571.0,167.0,0.1021639872501641,0.0404897807876357
recommendation_system,0.7786884694520984,0.65540836847818,0.7,20.0,Completed,2222.0,145.0,0.6478516054313,0.2705861249653891
recommendation_system,0.8051320233330014,0.6280994871746053,0.72,137.0,Completed,1932.0,112.0,0.6551014430354977,0.3133639198539401
recommendation_system,0.8129443662188739,0.6211424396679281,0.73,138.0,Completed,1932.0,112.0,0.6335782175580713,0.3133639198539401
recommendation_system,0.8245665136625968,0.6194429661226438,0.72,21.0,Completed,2137.0,94.0,0.6455748421695505,0.3279367289635613
