source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
benchmark_pareto,0.56,0.0,0.56,0.0,Completed,801.0,311.0,0.847,0.679
benchmark_pareto,0.57,1.0,0.57,1.0,Completed,157.0,99.0,0.936,0.598
benchmark_pareto,0.58,2.0,0.58,2.0,Completed,899.0,158.0,0.412,0.411
benchmark_pareto,0.59,3.0,0.59,3.0,Completed,2200.0,32.0,0.255,0.12
benchmark_max_rt,,44.0,,21.0,Completed,4818.0,7.0,0.348,0.335
benchmark_min_acc,0.54,,0.54,,Completed,361.0,8.0,0.293,0.166
paper_default,-1.0,-1.0,0.56,1.0,Completed,100.0,100.0,0.1,0.7
paper_default,-1.0,-1.0,0.56,1.0,Completed,500.0,500.0,0.1,0.7
paper_default,-1.0,-1.0,0.56,1.0,Completed,100.0,100.0,0.3,0.7
paper_default,-1.0,-1.0,0.55,0.0,Completed,500.0,500.0,0.3,0.7
paper_default,-1.0,-1.0,0.56,1.0,Completed,100.0,100.0,0.1,0.8
paper_default,-1.0,-1.0,0.55,0.0,Completed,500.0,500.0,0.1,0.8
paper_default,-1.0,-1.0,0.56,1.0,Completed,100.0,100.0,0.3,0.8
paper_default,-1.0,-1.0,0.55,0.0,Completed,500.0,500.0,0.3,0.8
recommendation_system,0.2915750227943704,0.7948833394317606,0.55,0.0,Completed,1692.0,4545.0,0.4337337267771363,0.365026919497177
recommendation_system,0.2975027637414105,0.7906790479217125,0.55,0.0,Completed,1775.0,4604.0,0.4261346612982452,0.4909954219460487
recommendation_system,0.2976604324357825,0.7904875196293291,0.55,0.0,Completed,1652.0,4634.0,0.4435217354521155,0.3265529871601611
recommendation_system,0.299979023961972,0.7899686597059159,0.55,0.0,Completed,1736.0,4654.0,0.4514858593307435,0.4505718024112284
recommendation_system,0.3010965770099963,0.7891182088400548,0.55,0.0,Completed,1881.0,4586.0,0.4772692292761057,0.2606271453667432
recommendation_system,0.3052041553780317,0.7889855166208101,0.55,0.0,Completed,1782.0,4701.0,0.4726003475692123,0.4095188836660236
recommendation_system,0.3157855151078429,0.7875696917565924,0.55,0.0,Completed,1640.0,3991.0,0.1685854922997966,0.4350799401049312
recommendation_system,0.3236352797530374,0.7848824204506993,0.55,0.0,Completed,1640.0,3636.0,0.1685854922997966,0.4350799401049312
recommendation_system,0.3242538807027502,0.7832660778002203,0.55,0.0,Completed,1681.0,3779.0,0.1641902710162103,0.3708595686871558
recommendation_system,0.3255548258136035,0.7790920189792834,0.55,0.0,Completed,1677.0,3726.0,0.180010297082287,0.3622388933316648
recommendation_system,0.3256011646682658,0.7741003287443158,0.55,0.0,Completed,1580.0,4341.0,0.3992586600854992,0.2836597442608327
recommendation_system,0.3313287893927357,0.772743188525761,0.55,0.0,Completed,1547.0,4459.0,0.4457471831869334,0.3438558392319828
recommendation_system,0.3329565829857392,0.7722120499851002,0.55,0.0,Completed,1658.0,3627.0,0.1289636387993561,0.346853211213171
recommendation_system,0.4004443813047734,0.7467951213706924,0.55,0.0,Completed,1760.0,2551.0,0.1545832726548811,0.2748569479768198
recommendation_system,0.4012287318560416,0.7462509559610876,0.55,0.0,Completed,1882.0,2475.0,0.178837033841521,0.3304130980678552
recommendation_system,0.4156062145791131,0.7268436625994408,0.55,0.0,Completed,1931.0,1875.0,0.1504689259968482,0.3448582727390483
recommendation_system,0.4375363255617985,0.7204219340367022,0.55,0.0,Completed,1713.0,1691.0,0.2113580759651959,0.2811100302636623
recommendation_system,0.454364155731019,0.7120769082680283,0.55,0.0,Completed,1686.0,1690.0,0.1947917692439447,0.3318188334193289
recommendation_system,0.5393250875119935,0.6773077587484866,0.55,0.0,Completed,1658.0,953.0,0.1947917692439447,0.346853211213171
recommendation_system,0.6414937248791407,0.5945230309741852,0.57,1.0,Completed,1725.0,299.0,0.163190878521651,0.3362838294021785
