source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
benchmark_pareto,0.32,8.0,0.32,4.0,Completed,1550.0,4195.0,0.886,0.917
benchmark_pareto,0.36,10.0,0.36,6.0,Completed,3599.0,4071.0,0.493,0.872
benchmark_pareto,0.37,11.0,0.37,11.0,Completed,2612.0,4474.0,0.448,0.818
benchmark_pareto,0.41,12.0,0.4,12.0,Completed,3010.0,4120.0,0.746,0.786
benchmark_pareto,0.45,15.0,0.44,13.0,Completed,3663.0,4845.0,0.841,0.754
benchmark_pareto,0.46,17.0,0.45,14.0,Completed,4598.0,4547.0,0.439,0.816
benchmark_pareto,0.5,22.0,0.49,15.0,Completed,2081.0,433.0,0.086,0.14
benchmark_pareto,0.51,25.0,0.5,19.0,Completed,3201.0,4258.0,0.313,0.481
benchmark_pareto,0.54,28.0,0.54,20.0,Completed,2020.0,145.0,0.146,0.278
benchmark_pareto,0.55,34.0,0.55,21.0,Completed,239.0,489.0,0.305,0.737
benchmark_pareto,0.56,38.0,0.56,22.0,Completed,117.0,302.0,0.781,0.423
benchmark_pareto,0.62,43.0,0.62,34.0,Completed,27.0,77.0,0.513,0.369
benchmark_pareto,0.63,58.0,0.63,53.0,Completed,121.0,137.0,0.42,0.465
benchmark_pareto,0.65,69.0,0.65,55.0,Completed,59.0,76.0,0.378,0.177
benchmark_max_rt,,4289.0,,4030.0,Completed,4049.0,6.0,0.438,0.258
benchmark_min_acc,0.28,,0.28,,Completed,3210.0,4916.0,0.988,0.807
paper_default,-1.0,-1.0,0.5,34.0,Completed,100.0,100.0,0.1,0.7
paper_default,-1.0,-1.0,0.6,32.0,Completed,500.0,500.0,0.1,0.7
paper_default,-1.0,-1.0,0.51,24.0,Completed,100.0,100.0,0.3,0.7
paper_default,-1.0,-1.0,0.6,33.0,Completed,500.0,500.0,0.3,0.7
paper_default,-1.0,-1.0,0.45,33.0,Completed,100.0,100.0,0.1,0.8
paper_default,-1.0,-1.0,0.57,30.0,Completed,500.0,500.0,0.1,0.8
paper_default,-1.0,-1.0,0.45,21.0,Completed,100.0,100.0,0.3,0.8
paper_default,-1.0,-1.0,0.57,29.0,Completed,500.0,500.0,0.3,0.8
recommendation_system,0.3086749966842518,0.903695589554761,0.47,23.0,Completed,1665.0,3896.0,0.1426108370781614,0.4259306956458361
recommendation_system,0.3726338671308263,0.8662161801487444,0.51,25.0,Completed,1953.0,3472.0,0.3919608260635286,0.4515474137440324
recommendation_system,0.3743163113754977,0.8638765746138671,0.54,26.0,Completed,1734.0,2731.0,0.1590989488419145,0.468310542376712
recommendation_system,0.4721892277911157,0.7786966384327778,0.42,7.0,Completed,57.0,727.0,0.3260444321997573,0.3818719275211765
recommendation_system,0.5208703369847119,0.7416573529819376,0.46,11.0,Completed,44.0,503.0,0.3103115076888352,0.4133677344787866
recommendation_system,0.6170614887921761,0.690644975553219,0.56,18.0,Completed,51.0,198.0,0.4117668753457637,0.3550378932292366
recommendation_system,0.6245925069205677,0.6821391303099974,0.49,12.0,Completed,13.0,176.0,0.4037598256516156,0.3586728159420892
recommendation_system,0.6285312317983921,0.6775179412379618,0.55,16.0,Completed,36.0,171.0,0.4102518057971618,0.353429402969613
recommendation_system,0.6536483641932924,0.6770008597674858,0.58,21.0,Completed,51.0,145.0,0.4117668753457637,0.4152684817248021
recommendation_system,0.6609896339046252,0.6507626304890274,0.61,26.0,Completed,80.0,145.0,0.3992992766574212,0.4152684817248021
recommendation_system,0.674194990501492,0.630725372942572,0.62,27.0,Completed,59.0,107.0,0.3972622602268064,0.3723420100811566
recommendation_system,0.6872863435814959,0.6014965224448281,0.64,38.0,Completed,98.0,109.0,0.3916637790352106,0.3994828997291624
recommendation_system,0.6951647370344897,0.5978078525072735,0.65,42.0,Completed,106.0,107.0,0.4138304519354114,0.391679376475718
recommendation_system,0.7154532263780837,0.5622943243776894,0.66,43.0,Completed,95.0,86.0,0.4319924747405169,0.3953838603269399
recommendation_system,0.7347148078977289,0.526362497859979,0.67,51.0,Completed,55.0,43.0,0.4203261204561819,0.3917002367248506
recommendation_system,0.7428320557953834,0.4874070568060963,0.63,33.0,Completed,2093.0,121.0,0.4067904000371823,0.3112212827202286
recommendation_system,0.748134161411985,0.4679434066498839,0.64,93.0,Completed,206.0,67.0,0.4054189920009087,0.3966537302345015
recommendation_system,0.7613902062321407,0.4584265430364007,0.64,104.0,Completed,142.0,46.0,0.4292431162522019,0.3924042188337151
recommendation_system,0.7631123375820494,0.4406034774834111,0.63,105.0,Completed,224.0,57.0,0.4157732440092118,0.3688257019461938
recommendation_system,0.7965577230565082,0.3847938414383692,0.67,54.0,Completed,2082.0,57.0,0.4193479190220636,0.2603295381432305
