source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
benchmark_pareto,0.73,2.0,0.73,1.0,Completed,3052.0,4742.0,0.999,0.999
benchmark_pareto,0.74,3.0,0.74,2.0,Completed,2939.0,2404.0,0.999,0.912
benchmark_pareto,0.75,15.0,0.75,10.0,Completed,227.0,123.0,0.135,0.194
benchmark_pareto,0.78,17.0,0.78,12.0,Completed,26.0,21.0,0.391,0.428
benchmark_max_rt,,2058.0,,1385.0,Completed,3591.0,4.0,0.839,0.005
benchmark_min_acc,0.55,,0.55,,Completed,4.0,3539.0,0.348,0.186
paper_default,-1.0,-1.0,0.75,6.0,Completed,100.0,100.0,0.1,0.7
paper_default,-1.0,-1.0,0.72,4.0,Completed,500.0,500.0,0.1,0.7
paper_default,-1.0,-1.0,0.75,5.0,Completed,100.0,100.0,0.3,0.7
paper_default,-1.0,-1.0,0.72,4.0,Completed,500.0,500.0,0.3,0.7
paper_default,-1.0,-1.0,0.75,6.0,Completed,100.0,100.0,0.1,0.8
paper_default,-1.0,-1.0,0.72,5.0,Completed,500.0,500.0,0.1,0.8
paper_default,-1.0,-1.0,0.75,6.0,Completed,100.0,100.0,0.3,0.8
paper_default,-1.0,-1.0,0.72,4.0,Completed,500.0,500.0,0.3,0.8
recommendation_system,0.4372538177700354,0.9133017640322793,0.64,1.0,Completed,7.0,3878.0,0.1405288013927638,0.1452662066034972
recommendation_system,0.4519806085192028,0.9101854516458688,0.71,1.0,Completed,7.0,3819.0,0.1231950312753617,0.2066905476961506
recommendation_system,0.4908759357440224,0.9074124686011064,0.72,2.0,Completed,1690.0,3965.0,0.0651537901327588,0.3943344682123026
recommendation_system,0.4985609345020536,0.9039934341912954,0.7,2.0,Completed,1866.0,4110.0,0.1720960020767385,0.3680309244761828
recommendation_system,0.5061970246843803,0.9035533755394378,0.69,2.0,Completed,1866.0,3957.0,0.1720960020767385,0.3680309244761828
recommendation_system,0.5149510710481713,0.9032318227194392,0.72,2.0,Completed,1866.0,3846.0,0.1488009500381985,0.4943439751477868
recommendation_system,0.5301804993354559,0.9001450449533431,0.67,2.0,Completed,1809.0,3288.0,0.1135417873772695,0.2918511567760361
recommendation_system,0.5591588005374676,0.890526415624233,0.68,3.0,Completed,1774.0,2963.0,0.0656797408908605,0.2958164527527988
recommendation_system,0.5736319570267304,0.8884807900326499,0.73,3.0,Completed,1763.0,2755.0,0.0846752732344573,0.2831042247655448
recommendation_system,0.5793208166793982,0.8816510176208137,0.7,3.0,Completed,1866.0,2713.0,0.1139195175249911,0.2961911482166349
recommendation_system,0.5932672008847678,0.8733066851004262,0.71,3.0,Completed,1866.0,2625.0,0.1488009500381985,0.3898166112457
recommendation_system,0.603040531022524,0.8714586340405568,0.72,3.0,Completed,1919.0,2423.0,0.1105117312446236,0.3004538359921425
recommendation_system,0.6956074794337227,0.770151847439482,0.72,7.0,Completed,1890.0,944.0,0.1370137761113685,0.3559196252631135
recommendation_system,0.7137486709391857,0.7521653488039621,0.72,9.0,Completed,1963.0,757.0,0.1862645944560367,0.5998527160440679
recommendation_system,0.728194607072241,0.7215455306854903,0.73,10.0,Completed,1890.0,625.0,0.1807034226675863,0.5998527160440679
recommendation_system,0.7649546132240903,0.6843763984654063,0.73,15.0,Completed,1866.0,392.0,0.1228175587277495,0.6438997183707076
recommendation_system,0.8050057757917984,0.56575013577414,0.73,33.0,Completed,1866.0,220.0,0.3580563297394518,0.1875545005762741
recommendation_system,0.807445504403547,0.5267329671842815,0.74,38.0,Completed,1976.0,184.0,0.4523000987600535,0.1869326088689267
recommendation_system,0.8107600420832614,0.5005983053893613,0.74,5.0,Completed,2164.0,151.0,0.13751910604164,0.1331206572074443
recommendation_system,0.8144990945142712,0.4529279062032948,0.74,16.0,Completed,2312.0,118.0,0.3785944118120001,0.2285584377312497
