source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
benchmark_pareto,0.71,159.0,0.71,79.0,Completed,42.0,1211.0,0.587,7.0,0.25
benchmark_pareto,0.72,166.0,0.72,83.0,Completed,2317.0,4489.0,0.196,20.0,0.25
benchmark_pareto,0.74,169.0,0.74,84.0,Completed,2069.0,1308.0,0.686,28.0,0.01
benchmark_pareto,0.76,173.0,0.76,93.0,Completed,408.0,4435.0,0.416,11.0,0.05
benchmark_pareto,0.78,179.0,0.78,104.0,Completed,2508.0,4348.0,0.138,8.0,0.25
benchmark_pareto,0.79,181.0,0.79,111.0,Completed,2667.0,4404.0,0.762,5.0,0.25
benchmark_pareto,0.83,190.0,0.83,125.0,Completed,300.0,1470.0,0.153,38.0,0.25
benchmark_pareto,0.84,204.0,0.84,137.0,Completed,3087.0,3542.0,0.545,9.0,0.1
benchmark_pareto,0.85,207.0,0.85,144.0,Completed,2946.0,3037.0,0.448,10.0,0.01
benchmark_pareto,0.87,208.0,0.87,145.0,Completed,378.0,1123.0,0.513,23.0,0.005
benchmark_pareto,0.88,225.0,0.88,150.0,Completed,2628.0,1457.0,0.292,10.0,0.025
benchmark_pareto,0.89,236.0,0.89,164.0,Completed,1477.0,3044.0,0.831,27.0,0.005
benchmark_pareto,0.9,242.0,0.9,171.0,Completed,851.0,1578.0,0.362,16.0,0.25
benchmark_pareto,0.91,273.0,0.91,200.0,Completed,733.0,1132.0,0.657,18.0,0.05
benchmark_pareto,0.92,342.0,0.92,250.0,Completed,2957.0,861.0,0.224,2.0,0.05
benchmark_pareto,0.93,438.0,0.93,358.0,Completed,4445.0,862.0,0.81,9.0,0.1
benchmark_max_rt,,11838.0,,9154.0,Completed,1439.0,41.0,0.571,8.0,0.01
benchmark_min_acc,0.19,,0.19,,Completed,255.0,1.0,0.008,1.0,0.1
paper_default,-1.0,-1.0,0.91,124.0,Completed,1000.0,1000.0,0.9,10.0,0.05
paper_default,-1.0,-1.0,0.93,171.0,Completed,2000.0,1000.0,0.9,10.0,0.05
recommendation_system,0.348223808311235,0.9088880111083952,0.65,52.0,Completed,87.0,4802.0,0.9243080775724204,1.0,0.01
recommendation_system,0.3486665741765156,0.9060902628546332,0.65,52.0,Completed,87.0,4802.0,0.9243080775724204,1.0,0.005
recommendation_system,0.3537470101680628,0.9029184155776132,0.67,54.0,Completed,132.0,4959.0,0.9080166862035444,9.0,0.005
recommendation_system,0.40112980099983,0.8856624833858816,0.73,56.0,Completed,2354.0,4836.0,0.4345938511111472,5.0,0.025
recommendation_system,0.4022814926569312,0.8841184164361514,0.79,61.0,Completed,590.0,4419.0,0.8284518302882324,10.0,0.005
recommendation_system,0.4059278295839698,0.8831013839851981,0.71,55.0,Completed,2284.0,4937.0,0.4397307593664386,3.0,0.025
recommendation_system,0.4887913791649171,0.8247933123202839,0.85,73.0,Completed,2810.0,2532.0,0.7659425604237268,8.0,0.05
recommendation_system,0.5256892459711177,0.7939300409163369,0.89,87.0,Completed,3252.0,2428.0,0.8706734010651116,12.0,0.05
recommendation_system,0.5343635097085385,0.7874753416777817,0.86,76.0,Completed,528.0,1579.0,0.8228032937130434,13.0,0.25
recommendation_system,0.5484564129849698,0.7710625444150296,0.83,68.0,Completed,76.0,448.0,0.4993285760212094,9.0,0.1
recommendation_system,0.5551357448091361,0.7661352693785318,0.87,86.0,Completed,567.0,1321.0,0.9968479613838443,14.0,0.025
recommendation_system,0.5845731261416929,0.7497435415142171,0.74,59.0,Completed,14.0,312.0,0.5373781395116752,4.0,0.05
recommendation_system,0.5965094592700715,0.7473372897776491,0.74,59.0,Completed,14.0,312.0,0.5373781395116752,4.0,0.25
recommendation_system,0.6041101030535765,0.7445723294510905,0.82,64.0,Completed,32.0,297.0,0.4652218280045,4.0,0.1
recommendation_system,0.6343029659985795,0.7262589003503769,0.86,76.0,Completed,63.0,267.0,0.4330681903813703,3.0,0.05
recommendation_system,0.6920014610612295,0.6905609284866846,0.91,104.0,Completed,124.0,204.0,0.8523549900302887,5.0,0.1
recommendation_system,0.7033762549447186,0.6872432557875681,0.91,104.0,Completed,124.0,204.0,0.8523549900302887,5.0,0.25
recommendation_system,0.7316731063591795,0.6679145109108147,0.9,97.0,Completed,59.0,125.0,0.8414143667224356,2.0,0.25
recommendation_system,0.7674059344495424,0.6176545286529928,0.92,137.0,Completed,81.0,89.0,0.4863997405765698,6.0,0.1
recommendation_system,0.7698728310244802,0.6014979650071051,0.93,159.0,Completed,114.0,92.0,0.5082169614144457,7.0,0.1
