index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
0,0.3279338644239151,0.9372527343964264,56.0,4603.0,0.1866842688815668,0.1348839163044467
1,0.3386112659426312,0.9330464490780532,54.0,4531.0,0.1988871519906636,0.2053876625463284
2,0.3507909530362285,0.9316997140824032,126.0,4632.0,0.1978928030387212,0.1399412381458309
3,0.360928937160285,0.9271398049763244,204.0,4761.0,0.1737915230132639,0.1136134981149807
4,0.3859269451985455,0.9167952749130412,268.0,4995.0,0.1159015411431342,0.1930487444375159
5,0.4875673499472432,0.8569565696506399,262.0,2234.0,0.4502077602725476,0.236741218230687
6,0.5487949817905854,0.8301051485646304,58.0,769.0,0.1118461460554538,0.1671142684970593
7,0.5965460286402279,0.8101787796654921,45.0,472.0,0.433268960338004,0.296072120045764
8,0.6590349204840329,0.7719147607139836,70.0,370.0,0.1520756172966212,0.3897299428107216
9,0.7161463984483039,0.7146653472405969,38.0,164.0,0.096150194206275,0.3270332245221361
10,0.7340950984428125,0.6920154657850116,130.0,238.0,0.1074254476120695,0.3864321621805429
11,0.7502087677193201,0.672537528159846,60.0,124.0,0.4358060503092009,0.3416132412497487
12,0.7578947385887224,0.6580264981379244,179.0,237.0,0.3739834126970983,0.423932705972286
13,0.7637205872946027,0.6528590445994308,152.0,181.0,0.4447422671802342,0.3031645610975101
14,0.7643428300445766,0.6432367169029984,215.0,237.0,0.4321589149512244,0.4062056665343306
15,0.8008022098132399,0.5585729318349659,289.0,130.0,0.3720846772245905,0.2021310512122874
16,0.8070782787028591,0.5553416992688069,98.0,57.0,0.4321589149512244,0.2179713650081181
17,0.8145595839628363,0.527401569533783,126.0,57.0,0.3910340201420753,0.2179713650081181
18,0.8174522325396482,0.4979921210797579,179.0,57.0,0.38691360938343,0.1687888081301433
19,0.8257190764106969,0.483782136708978,182.0,48.0,0.3967973883850977,0.2270603889976485
