index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
0,0.505733926569933,0.8919406499672152,2075.0,3845.0,0.1288220339417629,0.3059822124005933
1,0.5152800233527356,0.8825655530321387,2219.0,3848.0,0.1282049845912497,0.311325669891428
2,0.5234245657656444,0.8613363849557815,2023.0,2688.0,0.1507970572851467,0.3304111255201453
3,0.5241847255571657,0.8598603261984412,2023.0,2674.0,0.1158897276946351,0.2853808333830159
4,0.5275864858340117,0.8594907736686226,2027.0,2570.0,0.1244906513604515,0.3103976652587237
5,0.5503940416875192,0.8204246818756593,2075.0,1703.0,0.1376081122454957,0.3304111255201453
6,0.5567388628380816,0.8175284566101523,2075.0,1703.0,0.1887605691815815,0.3304111255201453
7,0.5591355644666318,0.8097223983984583,2098.0,1638.0,0.1319765505308459,0.3304111255201453
8,0.5649086600660986,0.8009776958243389,1488.0,2308.0,0.1890282370764762,0.2343943434376269
9,0.6023341941344981,0.7747134890028996,36.0,445.0,0.0973134345799499,0.2665112270524212
10,0.6499283065379131,0.7393926664240548,80.0,366.0,0.0921604614405547,0.2856764813503507
11,0.6516184730975388,0.7370622672151621,42.0,320.0,0.0819638875175238,0.2621075736978085
12,0.6552566136715041,0.7309838021801756,53.0,285.0,0.1690002275130861,0.2922512890333325
13,0.6671370460670331,0.7166211822091367,68.0,284.0,0.130945026372559,0.2657889133282566
14,0.694353138890884,0.6981601416880694,113.0,287.0,0.0801481644649069,0.2789377788205768
15,0.7015197514268839,0.6747198262445139,176.0,285.0,0.1887605691815815,0.2673110726151962
16,0.7226985421340502,0.645741580751631,2023.0,359.0,0.1576568754001468,0.2912588378807254
17,0.7275296860673036,0.6453622234306354,144.0,204.0,0.091827945724263,0.3736610407124625
18,0.7411113060471888,0.6141343684972946,281.0,217.0,0.1147968048733968,0.2288078174386544
19,0.7493230116120496,0.6021745217409786,2112.0,285.0,0.1507970572851467,0.2011867347615488
