Status,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
Failed,,,5000,5000,547,0.999,0.9
Failed,,,1,5000,1198,0.458,0.0
Failed,,,4969,126,1330,0.391,0.0
Failed,,,201,4876,2106,0.633,0.9
Failed,,,5000,5000,1086,0.999,0.0
Failed,,,4136,833,3801,0.999,0.9
Failed,,,4284,1148,3161,0.439,0.9
Failed,,,4572,4931,1520,0.346,0.9
Failed,,,3610,3050,1877,0.455,0.9
Failed,,,5000,5000,3059,0.999,0.9
Failed,,,541,309,3759,0.344,0.9
Failed,,,1535,902,1535,0.049,0.0
Failed,,,3543,4457,2787,0.891,0.3
Failed,,,3329,1,378,0.999,0.0
Failed,,,373,4493,4195,0.228,0.0
Failed,,,5000,1,4873,0.999,0.9
Failed,,,5000,5000,2947,0.001,0.9
Failed,,,3299,1,1695,0.366,0.9
Failed,,,15,4928,2399,0.528,0.0
Failed,,,5000,1,2704,0.001,0.0
Failed,,,5000,5000,3389,0.001,0.9
Failed,,,1,1,4455,0.999,0.9
Failed,,,1517,1,2007,0.001,0.0
Failed,,,752,1572,2239,0.999,0.9
Failed,,,4991,396,4655,0.319,0.9
Failed,,,5000,1330,3274,0.999,0.0
Failed,,,4592,4508,4110,0.263,0.9
Failed,,,4672,338,2187,0.422,0.9
Failed,,,5000,3826,4294,0.001,0.9
Failed,,,1,5000,3466,0.001,0.0
Failed,,,5000,5000,3381,0.001,0.0
Failed,,,1,5000,1154,0.001,0.9
Failed,,,889,259,1566,0.639,0.0
Failed,,,3602,1,2021,0.999,0.9
Failed,,,4157,4476,3905,0.001,0.0
Failed,,,1,3716,3915,0.999,0.9
Failed,,,1,4388,2452,0.873,0.0
Failed,,,5000,5000,3574,0.999,0.0
Failed,,,125,598,1808,0.416,0.9
Failed,,,1404,4354,3088,0.828,0.9
Failed,,,3778,981,2854,0.491,0.9
Failed,,,5000,4911,2865,0.001,0.9
Failed,,,5000,1,1696,0.999,0.9
Failed,,,1114,419,1624,0.579,0.9
Failed,,,251,2175,1084,0.08,0.9
Failed,,,3779,1,4793,0.999,0.9
Failed,,,2257,1,4039,0.999,0.0
Failed,,,5000,1,3099,0.001,0.0
Failed,,,5000,1,2219,0.096,0.9
Failed,,,5000,761,1712,0.001,0.0
Failed,,,340,5000,4017,0.006,0.9
Failed,,,5000,1,1785,0.999,0.9
Failed,,,4751,1,2341,0.388,0.9
Failed,,,1,5000,3823,0.001,0.0
Failed,,,4511,3119,3427,0.113,0.9
Failed,,,5000,1,756,0.999,0.9
Failed,,,3139,5000,1489,0.001,0.9
Failed,,,5000,1,3073,0.999,0.0
Failed,,,4377,1791,2990,0.901,0.0
Failed,,,4008,4612,3871,0.173,0.9
Failed,,,5000,1882,1536,0.001,0.9
Failed,,,4411,280,687,0.887,0.9
Failed,,,1,5000,940,0.999,0.9
Failed,,,112,5000,2643,0.001,0.9
Failed,,,4169,610,989,0.29,0.9
Failed,,,4384,619,1323,0.656,0.0
Failed,,,790,3963,677,0.386,0.9
Failed,,,1253,4687,2202,0.69,0.9
Failed,,,1,1,1364,0.001,0.9
Failed,,,5000,1,2051,0.001,0.9
Failed,,,972,226,3639,0.782,0.0
Failed,,,2703,4793,2372,0.298,0.0
Failed,,,5000,2203,1773,0.999,0.9
Failed,,,23,176,1999,0.001,0.0
Failed,,,4417,128,1943,0.001,0.9
Failed,,,1257,2941,2542,0.215,0.9
Failed,,,1281,562,3865,0.426,0.9
Failed,,,406,1549,3329,0.271,0.9
Failed,,,5000,5000,3199,0.999,0.9
Failed,,,5000,4291,4735,0.022,0.9
Failed,,,4403,4453,3840,0.281,0.9
Failed,,,315,457,2050,0.858,0.9
Failed,,,1,5000,4405,0.001,0.0
Failed,,,50,2826,952,0.215,0.0
Failed,,,4819,1471,3032,0.413,0.9
Failed,,,5000,4455,1523,0.001,0.9
Failed,,,1037,1737,2175,0.696,0.9
Failed,,,1,1,4127,0.001,0.9
Failed,,,1,5000,3656,0.001,0.0
Failed,,,5000,1,736,0.999,0.9
Failed,,,3794,1629,1067,0.475,0.9
Failed,,,5000,3749,2398,0.001,0.9
Failed,,,5000,4047,1684,0.001,0.9
Failed,,,1823,2624,3139,0.999,0.0
Failed,,,1,747,1983,0.001,0.0
Failed,,,1587,4883,2452,0.337,0.9
Failed,,,3924,4864,2872,0.498,0.9
Failed,,,1,5000,4732,0.999,0.9
Failed,,,4863,1620,2030,0.219,0.9
Failed,,,4631,908,5000,0.229,0.9
Failed,,,1,1,884,0.344,0.4
Failed,,,1833,4780,3340,0.858,0.0
Failed,,,1,1,1361,0.001,0.9
Failed,,,1384,5000,1103,0.003,0.9
Failed,,,1054,5000,2701,0.001,0.0
Failed,,,4751,134,1636,0.386,0.9
Failed,,,5000,1,5000,0.001,0.9
Failed,,,5000,1,4041,0.999,0.0
Failed,,,1,1,4082,0.001,0.9
Failed,,,5000,5000,4472,0.001,0.0
Failed,,,1101,4679,3902,0.536,0.9
Failed,,,1,1,2671,0.001,0.0
Failed,,,4664,3913,2085,0.755,0.9
Failed,,,2063,1,2273,0.999,0.9
Failed,,,512,1279,1251,0.366,0.9
Failed,,,2607,4499,4051,0.186,0.9
Failed,,,1,1,1440,0.001,0.9
Failed,,,2170,4326,4406,0.19,0.9
Failed,,,1,5000,2100,0.001,0.0
Failed,,,4656,4051,4926,0.999,0.0
Failed,,,1,5000,2050,0.722,0.0
Failed,,,4432,1638,4003,0.726,0.0
Failed,,,314,3451,2897,0.782,0.9
Failed,,,745,1568,353,0.7,0.9
Failed,,,5000,5000,4250,0.999,0.9
Failed,,,1,512,4805,0.001,0.0
Failed,,,1535,4293,512,0.77,0.9
Failed,,,5000,1,1582,0.999,0.0
Failed,,,1560,125,3096,0.347,0.9
Failed,,,316,2775,3782,0.034,0.9
Failed,,,1731,5000,4337,0.999,0.0
Failed,,,4714,3548,2613,0.752,0.9
Failed,,,773,5000,3721,0.999,0.0
Failed,,,1,5000,1855,0.885,0.9
Failed,,,1,5000,672,0.001,0.9
Failed,,,1,5000,4072,0.001,0.0
Failed,,,3616,1368,3209,0.384,0.0
Failed,,,1,5000,1170,0.001,0.9
Failed,,,2774,50,700,0.777,0.9
Failed,,,673,624,3717,0.789,0.9
Failed,,,5000,1021,662,0.001,0.0
Failed,,,4991,4092,2900,0.463,0.0
Failed,,,72,1421,760,0.515,0.9
Failed,,,5000,1,3664,0.832,0.9
Failed,,,1,5000,4130,0.001,0.9
Failed,,,1741,4824,4620,0.588,0.9
Failed,,,4861,2094,736,0.001,0.0
Failed,,,4165,3332,4200,0.747,0.9
Failed,,,3505,4542,821,0.522,0.0
Failed,,,203,4406,2124,0.617,0.6
Failed,,,787,2856,2910,0.442,0.9
Failed,,,945,830,2375,0.316,0.9
Failed,,,5000,1,1818,0.999,0.0
Failed,,,5000,1,1693,0.001,0.0
Failed,,,401,549,2143,0.045,0.5
Failed,,,4592,721,1563,0.591,0.0
Failed,,,2727,4938,2490,0.556,0.9
Failed,,,4488,1227,4017,0.504,0.9
Failed,,,4751,5000,2514,0.215,0.0
Failed,,,4689,2504,933,0.196,0.9
Failed,,,1685,4212,753,0.204,0.9
Failed,,,1725,1168,947,0.999,0.0
Failed,,,1573,5000,2858,0.001,0.0
Failed,,,3945,982,3979,0.732,0.0
Failed,,,270,4879,3649,0.574,0.9
Failed,,,4958,279,714,0.632,0.9
Failed,,,2401,1,3685,0.001,0.0
Failed,,,5000,26,3114,0.001,0.0
Failed,,,1102,111,272,0.618,0.9
Failed,,,4267,5000,3273,0.321,0.9
Failed,,,4402,5000,3606,0.001,0.0
Failed,,,2595,417,884,0.253,0.9
Failed,,,4713,4207,4649,0.444,0.9
Failed,,,2022,137,4289,0.001,0.9
Failed,,,5000,3121,676,0.001,0.0
Failed,,,5000,1,1331,0.999,0.0
Failed,,,3997,875,4049,0.872,0.0
Failed,,,2350,1,3162,0.999,0.9
Failed,,,551,4813,3814,0.431,0.0
Failed,,,952,3837,2299,0.334,0.9
Failed,,,1,1,3729,0.001,0.0
Failed,,,5000,5000,4582,0.001,0.9
Failed,,,2580,2411,732,0.171,0.9
Failed,,,4467,1885,783,0.717,0.0
Failed,,,4453,2221,3403,0.588,0.9
Failed,,,4912,4359,848,0.408,0.9
Failed,,,5000,4220,2333,0.001,0.9
Failed,,,1,5000,1525,0.999,0.0
Failed,,,1,5000,4417,0.001,0.9
Failed,,,131,1238,3791,0.612,0.9
Failed,,,1,1,2033,0.001,0.0
Failed,,,1164,4527,4680,0.861,0.0
Failed,,,1931,100,2430,0.818,0.9
Failed,,,5000,5000,1095,0.107,0.9
Failed,,,4306,3293,1853,0.689,0.9
Failed,,,3873,4697,3572,0.001,0.9
Failed,,,4792,1807,673,0.617,0.0
Failed,,,4985,212,3111,0.753,0.0
Failed,,,1533,4461,3469,0.715,0.0
Failed,,,5000,1,1306,0.001,0.9
Failed,,,207,1265,1736,0.274,0.0
Failed,,,1,739,2410,0.999,0.9
Failed,,,126,2181,3647,0.22,0.9
Failed,,,1,5000,1963,0.758,0.9
Failed,,,5000,2077,1839,0.999,0.0
Failed,,,1172,3004,2795,0.928,0.9
Failed,,,2852,1,4615,0.999,0.0
Failed,,,1,1093,2553,0.001,0.0
Failed,,,4843,4630,1998,0.29,0.0
Failed,,,1,601,713,0.001,0.9
Failed,,,1,4136,2241,0.999,0.9
Failed,,,4181,1627,3202,0.389,0.9
Failed,,,3062,208,3282,0.882,0.0
Failed,,,4203,312,3928,0.741,0.0
Failed,,,1,1,1835,0.999,0.9
Failed,,,3373,1,864,0.554,0.9
Failed,,,1836,4486,1069,0.086,0.9
Failed,,,5000,533,1171,0.498,0.0
Failed,,,350,1182,2623,0.599,0.9
Failed,,,1,5000,4033,0.001,0.9
Failed,,,1,5000,4706,0.001,0.9
Failed,,,1,1,4881,0.001,0.0
Failed,,,4942,2373,2344,0.001,0.9
Failed,,,4799,2323,703,0.372,0.0
Failed,,,5000,1,3697,0.001,0.0
Failed,,,4984,492,2272,0.176,0.9
Failed,,,4251,1060,3426,0.811,0.0
Failed,,,3988,5000,3959,0.001,0.9
Failed,,,2569,614,863,0.242,0.0
Failed,,,229,4531,2939,0.427,0.0
Failed,,,1094,4774,3276,0.393,0.9
Failed,,,1,3462,2958,0.999,0.9
Failed,,,5000,5000,3116,0.999,0.9
Failed,,,536,919,3768,0.541,0.9
Failed,,,5000,3473,3808,0.445,0.0
Failed,,,4221,4192,3235,0.291,0.0
Failed,,,1116,513,4210,0.295,0.9
Failed,,,342,2404,3429,0.822,0.0
Failed,,,5000,5000,2738,0.999,0.9
Failed,,,1,1,2853,0.001,0.0
Failed,,,4045,1,3124,0.001,0.9
Failed,,,1,1,4152,0.001,0.0
Failed,,,3008,2270,3846,0.828,0.9
Failed,,,5000,5000,2572,0.001,0.0
Failed,,,4742,1745,4204,0.485,0.9
Failed,,,4293,741,3237,0.186,0.9
Failed,,,292,3057,4811,0.624,0.9
Failed,,,1351,3978,3682,0.602,0.9
Failed,,,1,4460,4788,0.001,0.0
Failed,,,98,2285,1418,0.569,0.0
Failed,,,327,1576,861,0.467,0.9
Failed,,,156,2744,4139,0.546,0.9
Failed,,,1419,4182,3616,0.631,0.9
Failed,,,4428,3411,1847,0.999,0.0
Failed,,,142,3690,2321,0.001,0.9
Failed,,,3707,4400,3059,0.309,0.9
Failed,,,4389,3691,3327,0.764,0.9
Failed,,,760,93,3881,0.251,0.9
Failed,,,1415,55,957,0.999,0.0
Failed,,,333,4505,3776,0.644,0.9
Failed,,,95,4643,3682,0.481,0.9
Failed,,,1,1075,2415,0.999,0.9
Failed,,,5000,5000,4797,0.999,0.9
Failed,,,5000,5000,1767,0.999,0.4
Failed,,,2189,2869,3862,0.375,0.0
Failed,,,4939,3419,1407,0.35,0.9
Failed,,,1,5000,3686,0.001,0.0
Failed,,,4856,5000,3505,0.943,0.0
Failed,,,1,1,4166,0.999,0.0
Failed,,,4274,4117,1659,0.067,0.0
Failed,,,4370,5000,3755,0.999,0.9
Failed,,,1449,455,2901,0.684,0.9
Failed,,,291,5000,1350,0.742,0.8
Failed,,,4393,4770,3335,0.001,0.0
Failed,,,3696,1327,1257,0.47,0.9
Failed,,,1,1159,1847,0.999,0.9
Failed,,,5000,3216,3507,0.001,0.9
Failed,,,4054,1020,3116,0.944,0.0
Failed,,,4980,5000,773,0.17,0.0
Failed,,,4382,4425,1800,0.273,0.9
Failed,,,4373,3118,2636,0.999,0.9
Failed,,,1817,4778,3786,0.474,0.9
Failed,,,4284,188,1031,0.561,0.0
Failed,,,1,5000,3579,0.999,0.0
Failed,,,773,3467,2863,0.627,0.9
Failed,,,5000,5000,1278,0.001,0.001
Failed,,,4293,3139,3775,0.46,0.9
Failed,,,838,1,1690,0.999,0.9
Failed,,,4832,3209,1521,0.999,0.0
Failed,,,5000,5000,4244,0.963,0.9
Failed,,,5000,1,1043,0.001,0.0
Failed,,,5000,1,3983,0.871,0.0
Failed,,,790,4068,1821,0.834,0.9
Failed,,,481,4413,1988,0.292,0.0
Failed,,,4681,856,2165,0.679,0.9
Failed,,,4271,2670,2299,0.586,0.9
Failed,,,5000,4541,4614,0.623,0.9
Failed,,,706,3046,4733,0.932,0.9
Failed,,,3746,66,4859,0.999,0.9
Failed,,,5000,5000,2771,0.999,0.9
Failed,,,5000,451,3564,0.001,0.9
Failed,,,3440,4718,1648,0.284,0.9
Failed,,,19,4529,3003,0.923,0.0
Failed,,,4153,4890,3415,0.086,0.0
Failed,,,5000,5000,1858,0.999,0.0
Failed,,,350,3430,1418,0.733,0.9
Failed,,,1,3207,3260,0.329,0.9
Failed,,,1,3081,1363,0.999,0.0
Failed,,,995,4686,2118,0.751,0.0
Failed,,,94,2129,971,0.308,0.0
Failed,,,258,2763,1726,0.513,0.0
Failed,,,5000,5000,3538,0.999,0.9
Failed,,,1,1,1824,0.999,0.9
Failed,,,3774,1385,4546,0.29,0.9
Failed,,,1,5000,2395,0.431,0.0
Failed,,,1,1970,3897,0.768,0.0
Failed,,,1,5000,2444,0.001,0.0
Failed,,,1,5000,3831,0.001,0.0
Failed,,,1,4532,3759,0.422,0.001
Failed,,,1161,1443,3704,0.001,0.6
Failed,,,262,136,2000,0.24,0.3
Failed,,,620,212,3877,0.266,0.9
Failed,,,1,1,4665,0.001,0.9
Failed,,,4144,4598,4637,0.649,0.0
Failed,,,4291,4247,2855,0.001,0.0
Failed,,,920,752,1042,0.375,0.0
Failed,,,1,1,1673,0.999,0.9
Failed,,,4805,662,2450,0.559,0.9
Failed,,,1064,5000,765,0.001,0.9
Failed,,,73,176,3327,0.493,0.0
Failed,,,4675,1,4805,0.001,0.0
Failed,,,4126,4104,3908,0.203,0.0
Failed,,,5000,5000,3545,0.001,0.9
Failed,,,5000,5000,2355,0.999,0.9
Failed,,,1612,4778,3384,0.771,0.9
Failed,,,5000,1,4874,0.999,0.0
Failed,,,1,1,4345,0.001,0.9
Failed,,,1,5000,1720,0.999,0.0
Failed,,,5000,1,4995,0.001,0.9
Failed,,,79,4613,2231,0.816,0.0
Failed,,,675,3056,3320,0.301,0.9
Failed,,,1,813,2715,0.794,0.0
Failed,,,4579,1033,4604,0.945,0.0
Failed,,,5000,579,2491,0.661,0.9
Failed,,,4521,1572,2133,0.226,0.0
Failed,,,596,3807,3526,0.518,0.9
Failed,,,4966,263,2720,0.308,0.9
Failed,,,4096,5000,2794,0.999,0.9
Failed,,,1,4259,757,0.934,0.9
Failed,,,1,421,2327,0.634,0.9
Failed,,,1,5000,3503,0.736,0.0
Failed,,,247,3568,3779,0.552,0.9
Failed,,,4280,5000,1729,0.27,0.9
Failed,,,5000,4774,3180,0.694,0.9
Failed,,,1,1,3294,0.999,0.9
Failed,,,69,4220,2379,0.454,0.0
Failed,,,4785,3704,3815,0.401,0.0
Failed,,,4741,1898,1449,0.619,0.9
Failed,,,4320,255,4811,0.801,0.9
Failed,,,172,351,1266,0.735,0.0
Failed,,,4662,4027,3740,0.935,0.0
Failed,,,2497,4937,4488,0.321,0.0
Failed,,,5000,5000,2764,0.999,0.9
Failed,,,261,2799,2441,0.344,0.0
Failed,,,4157,4813,1982,0.559,0.0
Failed,,,1,1,3545,0.999,0.9
Failed,,,3018,4414,2419,0.453,0.9
Failed,,,1124,677,1526,0.304,0.9
Failed,,,1,5000,2398,0.999,0.0
Failed,,,4303,64,782,0.577,0.0
Failed,,,1,2109,1745,0.609,0.0
Failed,,,1,5000,4702,0.999,0.0
Failed,,,1,1,2065,0.999,0.9
Failed,,,1,1,5000,0.249,0.0
Failed,,,1,1664,3268,0.999,0.0
Failed,,,16,3942,2351,0.28,0.4
Failed,,,29,96,3850,0.642,0.0
Failed,,,4997,603,3761,0.32,0.0
Failed,,,25,4066,2439,0.553,0.0
Failed,,,4392,3608,4698,0.724,0.9
Failed,,,25,4947,3300,0.988,0.0
Failed,,,51,1319,2413,0.685,0.0
Failed,,,5000,173,4816,0.95,0.9
Failed,,,1023,1297,1524,0.378,0.0
Failed,,,45,5000,4636,0.382,0.0
Failed,,,564,2624,3469,0.319,0.0
Failed,,,1,5000,2326,0.001,0.0
Failed,,,4912,4369,3554,0.532,0.9
Failed,,,2663,1,802,0.836,0.9
Failed,,,1,4982,3922,0.999,0.3
Failed,,,5000,5000,1377,0.001,0.0
Failed,,,1,5000,1377,0.486,0.9
Failed,,,5000,5000,4635,0.75,0.7
Failed,,,1,1,3309,0.46,0.9
Failed,,,1489,4624,1705,0.374,0.9
Failed,,,4898,1,1700,0.001,0.0
Failed,,,3487,4929,3287,0.339,0.0
Failed,,,5000,1,1243,0.999,0.0
Failed,,,3827,3194,4052,0.709,0.1
Failed,,,2327,2492,1133,0.065,0.0
Failed,,,4307,253,861,0.897,0.0
Failed,,,3310,2735,2900,0.046,0.0
Failed,,,581,1581,1934,0.681,0.9
Failed,,,506,4296,1048,0.856,0.0
Failed,,,3383,137,3813,0.492,0.4
Failed,,,4222,2654,2409,0.565,0.7
Failed,,,2128,1779,2769,0.21,0.0
Failed,,,2420,768,4403,0.743,0.0
Failed,,,1733,3811,2867,0.616,0.0
Failed,,,4620,625,1959,0.222,0.01
Failed,,,4119,3682,259,0.811,0.0
Failed,,,1,5000,3789,0.001,0.0
Failed,,,3577,1577,4994,0.869,0.9
Failed,,,4718,1736,2472,0.922,0.0
Failed,,,2589,4223,3886,0.012,0.0
Failed,,,943,95,947,0.655,0.01
Failed,,,935,3345,4124,0.966,0.0
Failed,,,3030,2338,734,0.323,0.2
Failed,,,4651,4831,3085,0.735,0.9
Failed,,,1775,853,2100,0.099,0.0
Failed,,,4010,374,4656,0.624,0.5
Failed,,,3600,2891,1685,0.442,0.2
Failed,,,245,1545,3139,0.828,0.001
Failed,,,1607,4854,4467,0.76,0.01
Failed,,,4503,715,357,0.406,0.0
Failed,,,2881,3213,3328,0.536,0.0
Failed,,,768,2356,1813,0.174,0.6
Failed,,,262,4856,4409,0.403,0.0
Failed,,,5000,1,2577,0.001,0.9
Failed,,,4866,2716,4714,0.217,0.3
Failed,,,1520,1717,153,0.573,0.0
Failed,,,2159,3510,2276,0.692,0.001
Failed,,,4264,2175,2558,0.079,0.1
Failed,,,3423,4683,1145,0.978,0.6
Failed,,,538,1003,3987,0.374,0.0
Failed,,,3342,1968,2145,0.562,0.0
Failed,,,4338,4461,4174,0.381,0.0
Failed,,,2088,1108,687,0.766,0.7
Failed,,,6,465,2347,0.479,0.0
Failed,,,174,3830,4843,0.63,0.6
Failed,,,3674,489,28,0.018,0.0
Failed,,,3928,2971,3614,0.917,0.0
Failed,,,2458,1347,1554,0.313,0.1
Failed,,,1995,1884,4917,0.418,0.7
Failed,,,1354,2583,2659,0.287,0.7
Failed,,,1920,4599,3378,0.124,0.0
Failed,,,4191,1085,1766,0.729,0.3
Failed,,,3194,3583,4415,0.329,0.9
Failed,,,456,2101,402,0.941,0.0
Failed,,,449,4017,3347,0.301,0.8
Failed,,,4942,3245,506,0.996,0.8
Failed,,,1411,2399,4675,0.352,0.0
Failed,,,2098,3098,3067,0.475,0.0
Failed,,,4369,1298,2080,0.861,0.6
Failed,,,3333,3801,4103,0.196,0.1
Failed,,,4857,882,1534,0.54,0.0
Failed,,,2768,3394,4822,0.395,0.0
Failed,,,1122,2211,9,0.757,0.7
Failed,,,761,4350,4435,0.569,0.0
Failed,,,1111,4200,3745,0.485,0.0
Failed,,,2736,233,1431,0.848,0.8
Failed,,,1641,1843,1786,0.496,0.001
Failed,,,2201,3633,797,0.362,0.0
Failed,,,111,1150,2826,0.696,0.0
Failed,,,2602,2463,2367,0.746,0.1
Failed,,,4692,4981,3776,0.319,0.5
Failed,,,1347,666,1089,0.955,0.0
Failed,,,2025,3873,1337,0.84,0.0
Failed,,,4130,522,3495,0.446,0.9
Failed,,,3250,3014,206,0.612,0.3
Failed,,,2644,2943,2512,0.233,0.7
Failed,,,1008,1452,2307,0.62,0.0
Failed,,,1594,3573,3181,0.982,0.0
Failed,,,4480,2071,1648,0.37,0.8
Failed,,,2819,4588,4614,0.688,0.3
Failed,,,1847,3138,1175,0.424,0.3
Failed,,,4577,2428,3959,0.786,0.0
Failed,,,2809,1358,300,0.876,0.001
Failed,,,4899,3860,3579,0.059,0.0
Failed,,,1524,498,1284,0.671,0.5
Failed,,,641,3693,1523,0.377,0.9
Failed,,,2892,1913,3661,0.77,0.0
Failed,,,4396,4396,59,0.172,0.0
Failed,,,1676,1210,4796,0.558,0.2
Failed,,,3796,104,2201,0.034,0.001
Failed,,,3582,2612,3922,0.901,0.0
Failed,,,71,1746,1216,0.266,0.5
Failed,,,4806,3072,2182,0.626,0.0
Failed,,,1304,1283,2992,0.022,0.8
Failed,,,1906,3242,4581,0.153,0.6
Failed,,,4168,2365,548,0.515,0.0
Failed,,,2857,46,421,0.206,0.5
Failed,,,4516,2554,3397,0.851,0.2
Failed,,,399,4872,842,0.192,0.6
Failed,,,794,3492,3669,0.262,0.0
Failed,,,3056,2155,1511,0.898,0.5
Failed,,,4559,4663,4791,0.034,0.2
Failed,,,1830,984,73,0.678,0.001
Failed,,,2481,4181,2190,0.556,0.0
Failed,,,3950,213,2629,0.169,0.2
Failed,,,2313,114,4997,0.336,0.6
Failed,,,2910,3703,3801,0.242,0.0
Failed,,,630,1903,1018,0.597,0.4
Failed,,,1458,1526,2171,0.149,0.0
Failed,,,2143,651,1483,0.441,0.4
Failed,,,1543,3850,1099,0.326,0.01
Failed,,,4887,508,4039,0.961,0.0
Failed,,,716,1056,522,0.083,0.0
Failed,,,1154,3000,4880,0.272,0.1
Failed,,,711,4578,1939,0.928,0.0
Failed,,,4486,3564,892,0.649,0.3
Failed,,,1591,2081,4280,0.013,0.0
Failed,,,4102,908,990,0.056,0.5
Failed,,,958,2473,4812,0.885,0.0
Failed,,,910,4083,415,0.698,0.9
Failed,,,3015,272,4448,0.094,0.0
Failed,,,4675,2755,1794,0.973,0.0
Failed,,,3985,2058,791,0.854,0.001
Failed,,,3615,4565,2815,0.205,0.0
Failed,,,2194,2001,1587,0.641,0.0
Failed,,,4362,3089,382,0.142,0.01
Failed,,,2102,1308,4474,0.504,0.0
Failed,,,1422,3255,2943,0.635,0.0
Failed,,,3132,4882,3211,0.427,0.001
Failed,,,403,725,1620,0.782,0.1
Failed,,,3087,2636,3534,0.385,0.4
Failed,,,1043,4798,3146,0.593,0.1
Failed,,,2532,810,1710,0.2,0.001
Failed,,,4778,3312,4686,0.86,0.0
Failed,,,1257,2295,497,0.474,0.6
Failed,,,3780,2963,1548,0.787,0.3
Failed,,,2299,1471,3627,0.424,0.0
Failed,,,1698,3420,3948,0.309,0.0
Failed,,,4418,2266,1184,0.914,0.1
Failed,,,2952,4749,2597,0.019,0.6
Failed,,,702,937,2237,0.632,0.0
Failed,,,1182,2509,2835,0.944,0.9
Failed,,,2671,1808,2024,0.332,0.0
Failed,,,4956,4305,4375,0.727,0.0
Failed,,,2798,2991,2318,0.098,0.0
Failed,,,1171,1367,2503,0.741,0.7
Failed,,,3358,3610,395,0.467,0.0
Failed,,,609,1958,4428,0.821,0.5
Failed,,,537,4673,3554,0.653,0.0
Failed,,,3433,1013,1317,0.009,0.01
Failed,,,4272,3501,4903,0.924,0.7
Failed,,,2159,2185,265,0.288,0.0
Failed,,,2010,3672,2545,0.571,0.3
Failed,,,4105,1894,2282,0.217,0.0
Failed,,,993,939,3442,0.858,0.4
Failed,,,884,3117,1628,0.546,0.001
Failed,,,2999,1318,3240,0.182,0.2
