Status,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
Failed,,,4489,3550,577,0.68,0.1
Failed,,,3500,1531,4979,0.478,0.8
Failed,,,914,4922,2288,0.892,0.0
Failed,,,211,2267,722,0.861,0.0
Failed,,,2954,3782,3421,0.259,0.6
Failed,,,3787,1137,1494,0.586,0.3
Failed,,,1801,2806,3897,0.033,0.0
Failed,,,1860,190,1268,0.674,0.0
Failed,,,896,2458,4736,0.254,0.001
Failed,,,3441,3915,2374,0.87,0.3
Failed,,,4508,1015,3026,0.042,0.6
Failed,,,2408,2625,334,0.581,0.0
Failed,,,2187,1613,2532,0.788,0.9
Failed,,,4729,4517,202,0.342,0.0
Failed,,,3223,561,4556,0.515,0.0
Failed,,,567,761,1001,0.149,0.3
Failed,,,1043,464,3485,0.925,0.0
Failed,,,3293,3166,1125,0.45,0.6
Failed,,,4970,1749,4278,0.654,0.4
Failed,,,1944,4613,1584,0.224,0.0
Failed,,,2331,1112,3785,0.392,0.1
Failed,,,4583,2760,1452,0.977,0.0
Failed,,,2975,4867,4860,0.087,0.0
Failed,,,4037,54,542,0.759,0.0
Failed,,,1647,1319,4614,0.243,0.0
Failed,,,3941,4808,2027,0.626,0.6
Failed,,,986,4437,4026,0.56,0.2
Failed,,,440,2127,3124,0.716,0.2
Failed,,,2726,4248,393,0.162,0.0
Failed,,,4325,682,4833,0.988,0.0
Failed,,,1262,2955,2432,0.387,0.9
Failed,,,1504,820,3363,0.578,0.001
Failed,,,4083,3054,779,0.055,0.4
Failed,,,2654,2028,3843,0.849,0.7
Failed,,,510,4110,1549,0.28,0.0
Failed,,,1213,1828,600,0.499,0.0
Failed,,,3202,4536,2916,0.88,0.7
Failed,,,3864,1418,3583,0.316,0.0
Failed,,,1722,4946,1184,0.808,0.1
Failed,,,1728,122,3189,0.937,0.2
Failed,,,3858,3508,795,0.431,0.0
Failed,,,2879,1408,3982,0.728,0.0
Failed,,,285,4955,1254,0.143,0.5
Failed,,,3583,3906,3012,0.509,0.0
Failed,,,4406,1181,2369,0.337,0.0
Failed,,,2432,2691,4741,0.781,0.1
Failed,,,2045,1818,1915,0.582,0.001
Failed,,,4793,4545,4570,0.045,0.3
Failed,,,3198,375,208,0.872,0.6
Failed,,,1217,3255,2528,0.256,0.0
Failed,,,513,810,4075,0.474,0.0
Failed,,,2651,3062,1786,0.903,0.8
Failed,,,4089,2019,3595,0.201,0.1
Failed,,,1498,4121,1015,0.676,0.0
Failed,,,1266,2115,4441,0.367,0.6
Failed,,,4321,4257,2045,0.764,0.0
Failed,,,2732,674,2730,0.093,0.0
Failed,,,434,2966,5,0.538,0.3
Failed,,,980,472,1597,0.693,0.1
Failed,,,3435,3390,4262,0.187,0.0
Failed,,,4868,1683,1121,0.983,0.0
Failed,,,3653,2369,1456,0.448,0.4
Failed,,,762,4003,3779,0.924,0.0
Failed,,,59,1311,2823,0.83,0.0
Failed,,,3107,4819,537,0.292,0.01
Failed,,,3944,257,4847,0.62,0.7
Failed,,,1643,3605,2265,0.005,0.0
Failed,,,1622,1487,305,0.386,0.2
Failed,,,4043,4878,2586,0.985,0.0
Failed,,,2971,42,2013,0.16,0.0
Failed,,,3674,2771,1074,0.067,0.0
Failed,,,4589,2310,4172,0.767,0.0
Failed,,,2325,3827,1844,0.355,0.2
Failed,,,4964,3175,1351,0.6,0.01
Failed,,,337,1939,2428,0.921,0.0
Failed,,,2750,4198,4839,0.46,0.6
Failed,,,4262,889,407,0.631,0.4
Failed,,,1404,2986,3109,0.249,0.001
Failed,,,226,4754,3285,0.411,0.3
Failed,,,4591,1285,899,0.827,0.0
Failed,,,3390,3146,4975,0.232,0.0
Failed,,,1505,382,2356,0.506,0.9
Failed,,,2019,2667,209,0.647,0.6
Failed,,,2654,1135,2747,0.124,0.0
Failed,,,3776,4274,1800,0.968,0.001
Failed,,,662,2039,4259,0.302,0.1
Failed,,,1112,3584,1276,0.006,0.0
Failed,,,4227,116,3897,0.732,0.2
Failed,,,3105,4477,465,0.325,0.8
Failed,,,2469,1712,2850,0.913,0.0
Failed,,,1646,3997,4450,0.804,0.0
Failed,,,3530,2465,1990,0.466,0.5
Failed,,,4731,3105,3542,0.624,0.01
Failed,,,366,869,1006,0.147,0.0
Failed,,,523,2943,3949,0.978,0.9
Failed,,,3686,3846,3062,0.66,0.0
Failed,,,1802,2314,519,0.072,0.4
Failed,,,3886,1804,3528,0.227,0.0
Failed,,,1431,3776,2157,0.707,0.9
Failed,,,943,773,4780,0.4,0.2
Failed,,,3742,3645,905,0.911,0.0
Failed,,,2900,496,1532,0.759,0.0
Failed,,,540,2584,2902,0.303,0.01
Failed,,,1931,1924,279,0.617,0.7
Failed,,,4631,4993,4155,0.068,0.001
Failed,,,4815,1208,487,0.332,0.7
Failed,,,2377,3141,3792,0.858,0.0
Failed,,,17,1369,1735,0.035,0.0
Failed,,,2794,4279,2544,0.53,0.3
Failed,,,3221,2361,4416,0.674,0.2
Failed,,,844,4488,1112,0.14,0.0
Failed,,,1608,60,3169,0.94,0.0
Failed,,,4329,3089,2359,0.5,0.5
Failed,,,4166,198,4016,0.587,0.0
Failed,,,1770,2954,458,0.1,0.3
Failed,,,2653,1547,1082,0.43,0.001
Failed,,,157,4106,4641,0.879,0.6
Failed,,,2217,1035,2330,0.197,0.01
Failed,,,4974,3319,3393,0.74,0.0
Failed,,,4490,2103,1913,0.97,0.4
Failed,,,2072,4820,3655,0.468,0.0
Failed,,,3580,912,3029,0.004,0.5
Failed,,,1105,3510,1287,0.562,0.0
Failed,,,4029,3915,35,0.826,0.1
Failed,,,3962,671,1847,0.732,0.001
Failed,,,1348,3737,2588,0.206,0.7
Failed,,,1182,1750,600,0.905,0.01
Failed,,,3510,3840,3836,0.41,0.0
Failed,,,462,4889,2472,0.8,0.2
Failed,,,4888,1325,4746,0.832,0.6
Failed,,,2297,4352,783,0.354,0.0
Failed,,,253,1095,3494,0.535,0.0
Failed,,,2564,3225,2035,0.025,0.2
Failed,,,3299,134,157,0.177,0.4
Failed,,,763,3043,4121,0.633,0.0
Failed,,,4095,4378,2868,0.993,0.7
Failed,,,4247,2269,773,0.094,0.0
Failed,,,935,313,2025,0.295,0.6
Failed,,,3126,2870,3699,0.768,0.001
Failed,,,2734,961,4326,0.935,0.0
Failed,,,83,3364,148,0.378,0.9
Failed,,,2447,1464,3074,0.702,0.3
Failed,,,4739,4218,1400,0.239,0.0
Failed,,,4569,423,2734,0.473,0.1
Failed,,,1997,2671,1584,0.961,0.0
Failed,,,612,2158,3982,0.147,0.0
Failed,,,2825,4754,336,0.665,0.5
Failed,,,3662,1576,2208,0.505,0.8
Failed,,,1029,4018,3359,0.057,0.0
Failed,,,1521,849,960,0.863,0.0
Failed,,,3790,3564,4607,0.321,0.4
Failed,,,3754,623,1152,0.952,0.6
Failed,,,3620,4866,3128,0.155,0.01
Failed,,,2866,1774,3751,0.049,0.2
Failed,,,574,3903,528,0.513,0.0
Failed,,,1956,646,2504,0.313,0.0
Failed,,,4606,3674,1775,0.871,0.8
Failed,,,4702,2468,2940,0.605,0.0
Failed,,,2489,4439,1494,0.086,0.6
Failed,,,119,108,4193,0.775,0.2
Failed,,,2691,2981,241,0.288,0.0
Failed,,,3167,1159,2120,0.385,0.0
Failed,,,898,3249,3566,0.928,0.4
Failed,,,1652,1261,867,0.246,0.8
Failed,,,2521,247,3615,0.625,0.9
Failed,,,289,2847,1953,0.185,0.0
Failed,,,2339,2334,4867,0.985,0.0
Failed,,,4852,4579,701,0.451,0.3
Failed,,,4436,785,4679,0.214,0.0
Failed,,,2126,3539,1045,0.725,0.1
Failed,,,3016,4042,2292,0.898,0.0
Failed,,,3468,2132,420,0.807,0.0
Failed,,,1218,4693,4054,0.258,0.8
Failed,,,3926,2732,2807,0.117,0.0
Failed,,,3987,1912,4080,0.459,0.9
Failed,,,1324,4938,197,0.978,0.0
Failed,,,1148,508,2828,0.164,0.0
Failed,,,3097,720,823,0.554,0.1
Failed,,,340,3629,4706,0.012,0.0
Failed,,,2035,1857,2075,0.818,0.001
Failed,,,4531,3791,3453,0.37,0.7
Failed,,,4932,8,2433,0.107,0.0
Failed,,,2253,3072,3250,0.58,0.7
Failed,,,199,2413,1186,0.278,0.3
Failed,,,2617,4505,4498,0.782,0.0
Failed,,,3401,1355,2626,0.886,0.0
Failed,,,660,4225,1809,0.423,0.1
Failed,,,1733,1222,3873,0.747,0.5
Failed,,,4208,3195,562,0.19,0.0
Failed,,,4370,1088,3318,0.85,0.3
Failed,,,1571,3335,2248,0.34,0.0
Failed,,,804,1494,4566,0.522,0.0
Failed,,,3258,4091,1000,0.043,0.9
Failed,,,2758,2239,1624,0.132,0.6
Failed,,,4671,1683,109,0.715,0.0
Failed,,,1894,3969,4363,0.22,0.4
Failed,,,499,898,1362,0.919,0.8
Failed,,,2937,3456,3111,0.392,0.0
Failed,,,3706,374,4989,0.31,0.0
Failed,,,986,2779,735,0.751,0.5
Failed,,,1467,2051,3737,0.075,0.1
Failed,,,3843,4803,1987,0.61,0.0
Failed,,,3866,1115,4848,0.038,0.01
Failed,,,1450,3204,679,0.526,0.0
Failed,,,1001,1305,3596,0.336,0.0
Failed,,,3684,4372,1932,0.854,0.6
Failed,,,2958,2425,55,0.944,0.8
Failed,,,482,4396,4224,0.496,0.0
Failed,,,1912,152,1308,0.678,0.0
Failed,,,4650,3025,2971,0.136,0.2
Failed,,,4795,1731,1646,0.404,0.0
Failed,,,2397,3859,2788,0.907,0.2
Failed,,,76,690,399,0.231,0.6
Failed,,,2735,3718,4035,0.704,0.0
Failed,,,3280,579,3413,0.621,0.0
Failed,,,1751,4736,1793,0.169,0.001
Failed,,,643,406,3772,0.974,0.0
Failed,,,3422,2689,545,0.464,0.01
Failed,,,2595,829,2418,0.366,0.3
Failed,,,216,3584,3149,0.822,0.0
Failed,,,2236,1596,1171,0.008,0.0
Failed,,,4955,3998,4397,0.558,0.9
Failed,,,4510,291,885,0.793,0.0
Failed,,,2052,2891,4838,0.267,0.5
Failed,,,322,2290,2137,0.591,0.1
Failed,,,3119,4534,3586,0.096,0.0
Failed,,,3521,1483,4214,0.201,0.0
Failed,,,1164,4199,260,0.736,0.4
Failed,,,1308,942,2962,0.434,0.8
Failed,,,3942,1389,355,0.531,0.3
Failed,,,1368,4259,3923,0.029,0.0
Failed,,,1240,1188,1602,0.828,0.0
Failed,,,3451,3161,2676,0.358,0.9
Failed,,,3034,42,4548,0.439,0.7
Failed,,,403,3106,981,0.997,0.001
Failed,,,2147,2379,3301,0.173,0.0
Failed,,,4419,4470,2228,0.637,0.1
Failed,,,4869,754,3718,0.901,0.0
Failed,,,2316,3664,1966,0.414,0.3
Failed,,,311,1823,4971,0.728,0.7
Failed,,,2505,3757,714,0.21,0.0
Failed,,,3357,1946,1342,0.12,0.0
Failed,,,705,4971,3093,0.569,0.5
Failed,,,1826,475,89,0.261,0.1
Failed,,,4114,2605,4346,0.804,0.0
Failed,,,4267,340,2093,0.143,0.9
Failed,,,1673,2744,3474,0.669,0.0
Failed,,,876,2085,841,0.469,0.0
Failed,,,3185,4838,4726,0.965,0.3
Failed,,,2675,1649,2849,0.859,0.01
Failed,,,142,3935,1469,0.325,0.0
Failed,,,2467,932,4102,0.501,0.001
Failed,,,4719,3490,216,0.061,0.6
Failed,,,4588,2206,3894,0.292,0.0
Failed,,,1977,4649,579,0.772,0.8
Failed,,,553,220,2646,0.09,0.4
Failed,,,2883,2933,1827,0.601,0.0
Failed,,,3604,1054,1205,0.698,0.0
Failed,,,1088,3300,4519,0.242,0.1
Failed,,,1540,1528,2453,0.931,0.5
Failed,,,3770,4125,3272,0.382,0.0
Failed,,,3813,2395,2312,0.779,0.0
Failed,,,1504,4522,3373,0.284,0.2
Failed,,,1046,25,1065,0.609,0.9
Failed,,,3640,3054,4621,0.082,0.0
Failed,,,2846,1242,2748,0.25,0.001
Failed,,,594,3175,1687,0.691,0.7
Failed,,,2015,1335,3995,0.389,0.1
Failed,,,4547,4245,439,0.924,0.0
Failed,,,4761,530,4262,0.661,0.3
Failed,,,2431,2618,17,0.151,0.0
Failed,,,100,1891,3009,0.956,0.0
Failed,,,2711,4959,1270,0.477,0.7
Failed,,,3148,1838,642,0.317,0.5
Failed,,,917,3810,4886,0.867,0.0
Failed,,,1710,739,1894,0.053,0.0
Failed,,,4226,3610,3634,0.509,0.2
Failed,,,4074,878,301,0.421,0.0
Failed,,,1863,3476,4174,0.894,0.9
Failed,,,746,1703,1553,0.217,0.3
Failed,,,3320,3949,2922,0.721,0.0
Failed,,,2541,2068,4798,0.576,0.0
Failed,,,269,4785,925,0.113,0.01
Failed,,,2280,357,3546,0.811,0.6
Failed,,,4911,2796,2177,0.254,0.001
Failed,,,4378,1513,3187,0.021,0.8
Failed,,,2184,4072,2381,0.54,0.0
Failed,,,444,1069,4435,0.349,0.0
Failed,,,3487,165,1755,0.989,0.1
Failed,,,1128,2486,4306,0.103,0.7
Failed,,,3563,4422,129,0.584,0.0
Failed,,,359,4308,3677,0.194,0.8
Failed,,,4472,3269,4930,0.427,0.0
Failed,,,4991,1975,943,0.16,0.2
Failed,,,2194,4844,4586,0.656,0.0
Failed,,,179,602,2190,0.456,0.0
Failed,,,2637,2576,3339,0.982,0.6
Failed,,,3381,627,3961,0.814,0.7
Failed,,,680,3693,317,0.374,0.0
Failed,,,1792,1793,2713,0.55,0.0
Failed,,,4311,1620,4479,0.915,0.001
Failed,,,1629,4062,1245,0.396,0.6
Failed,,,823,805,3231,0.711,0.01
Failed,,,3239,3519,2493,0.224,0.0
Failed,,,2777,467,619,0.071,0.0
Failed,,,39,2715,3853,0.614,0.3
Failed,,,2354,2115,1867,0.306,0.9
Failed,,,4831,4710,2606,0.755,0.0
Failed,,,4612,1005,1431,0.518,0.5
Failed,,,1953,3408,2887,0.047,0.0
Failed,,,2917,4174,4139,0.344,0.1
Failed,,,3726,2313,3512,0.488,0.4
Failed,,,966,4600,2055,0.952,0.0
Failed,,,1408,269,4764,0.128,0.0
Failed,,,3902,2825,803,0.686,0.8
Failed,,,3896,259,1371,0.43,0.2
Failed,,,1421,2816,3062,0.885,0.0
Failed,,,972,2322,119,0.195,0.0
Failed,,,3713,4609,4315,0.744,0.8
Failed,,,2929,1411,3688,0.584,0.6
Failed,,,511,4164,1997,0.105,0.0
Failed,,,1941,1015,4940,0.788,0.0
Failed,,,4620,3418,745,0.277,0.01
Failed,,,4844,2124,4576,0.013,0.0
Failed,,,2348,4720,951,0.547,0.4
Failed,,,27,457,3328,0.373,0.7
Failed,,,834,3529,3952,0.454,0.6
Failed,,,1637,1610,1575,0.653,0.2
Failed,,,4300,4052,2704,0.157,0.0
Failed,,,4156,1784,1235,0.756,0.9
Failed,,,1780,3874,4488,0.307,0.0
Failed,,,672,637,2482,0.616,0.0
Failed,,,3393,3703,3241,0.075,0.3
Failed,,,2624,591,3864,0.227,0.01
Failed,,,4985,4855,1858,0.915,0.6
Failed,,,3540,1314,4217,0.393,0.0
Failed,,,2458,3819,1071,0.749,0.1
Failed,,,445,201,2515,0.15,0.6
Failed,,,4339,2696,1907,0.988,0.0
Failed,,,4628,1163,517,0.852,0.0
Failed,,,705,3657,4910,0.007,0.7
Failed,,,1544,2227,1508,0.597,0.3
Failed,,,2655,4732,3360,0.266,0.0
Failed,,,3037,396,1642,0.095,0.01
Failed,,,1104,1821,66,0.355,0.0
Failed,,,4696,4327,4424,0.506,0.5
Failed,,,3803,2110,3001,0.652,0.8
Failed,,,1900,732,4039,0.892,0.0
Failed,,,3314,3228,937,0.248,0.4
Failed,,,2075,3343,1814,0.294,0.7
Failed,,,23,1917,4584,0.822,0.1
Failed,,,3942,4422,225,0.039,0.0
Failed,,,4905,1624,2196,0.183,0.0
Failed,,,1016,4129,2838,0.96,0.2
Failed,,,1737,515,767,0.423,0.8
Failed,,,2814,3011,3869,0.716,0.0
Failed,,,2747,2425,1214,0.924,0.5
Failed,,,1338,4929,4360,0.218,0.001
Failed,,,4523,3539,2665,0.457,0.01
Failed,,,4167,86,4757,0.322,0.3
Failed,,,581,2581,365,0.536,0.0
Failed,,,2319,1507,3220,0.067,0.0
Failed,,,3717,4012,1367,0.795,0.9
Failed,,,3667,309,156,0.702,0.0
Failed,,,2253,2804,4507,0.41,0.3
Failed,,,474,1381,1576,0.942,0.8
Failed,,,4075,3886,3470,0.166,0.0
Failed,,,4423,2335,3955,0.052,0.0
Failed,,,832,4840,847,0.836,0.6
Failed,,,1280,1230,3070,0.311,0.2
Failed,,,2684,3725,2423,0.581,0.0
Failed,,,2929,1733,2579,0.81,0.4
Failed,,,1818,4238,1977,0.08,0.0
Failed,,,95,3139,3296,0.666,0.001
Failed,,,3265,4567,4999,0.906,0.1
Failed,,,3367,2024,2148,0.279,0.0
Failed,,,1968,4528,2751,0.611,0.8
Failed,,,306,917,1146,0.024,0.2
Failed,,,3893,3412,4288,0.87,0.0
Failed,,,4797,622,3134,0.974,0.0
Failed,,,1201,3117,1275,0.136,0.1
Failed,,,1689,1693,4829,0.73,0.7
Failed,,,3097,4198,432,0.376,0.0
Failed,,,2542,956,4650,0.235,0.9
Failed,,,1465,3451,298,0.877,0.0
Failed,,,663,2375,3620,0.474,0.0
Failed,,,4552,4880,1727,0.634,0.4
Failed,,,4294,1420,694,0.52,0.01
Failed,,,376,3925,3803,0.368,0.0
Failed,,,3454,2532,2929,0.112,0.6
Failed,,,3479,1181,2387,0.889,0.3
Failed,,,2403,3676,3028,0.223,0.0
Failed,,,4240,4792,3992,0.478,0.7
Failed,,,689,3837,1691,0.524,0.0
Failed,,,1410,261,4393,0.124,0.0
Failed,,,3055,2092,4879,0.623,0.0
Failed,,,1655,4597,487,0.267,0.4
Failed,,,1244,673,3411,0.866,0.9
Failed,,,4830,3168,1557,0.028,0.0
Failed,,,3860,378,1022,0.133,0.001
Failed,,,264,2873,4170,0.978,0.5
Failed,,,2001,1762,1935,0.387,0.01
Failed,,,3410,4267,2542,0.719,0.0
Failed,,,118,572,1395,0.335,0.0
Failed,,,4041,3068,3249,0.558,0.3
Failed,,,4926,869,4330,0.662,0.1
Failed,,,1032,3364,1183,0.448,0.0
Failed,,,1871,1974,2715,0.917,0.0
Failed,,,2953,4479,2107,0.189,0.7
Failed,,,2729,65,2888,0.422,0.0
Failed,,,1316,2560,2247,0.69,0.9
Failed,,,787,1450,3840,0.162,0.4
Failed,,,4388,3955,735,0.946,0.0
Failed,,,4111,2404,1842,0.832,0.0
Failed,,,2218,986,178,0.592,0.6
Failed,,,3622,3481,4536,0.3,0.001
Failed,,,3684,2200,3323,0.206,0.2
Failed,,,2276,4705,1466,0.936,0.0
Failed,,,614,1131,4952,0.461,0.0
Failed,,,4210,3627,554,0.676,0.6
Failed,,,4480,174,2026,0.54,0.7
Failed,,,894,2668,2629,0.319,0.0
Failed,,,1381,1283,956,0.784,0.0
Failed,,,2780,3787,4098,0.079,0.3
Failed,,,2869,780,817,0.282,0.0
Failed,,,1763,3275,3924,0.574,0.01
Failed,,,961,2161,2473,0.043,0.5
Failed,,,78,4373,107,0.18,0.9
Failed,,,2050,447,3497,0.704,0.4
Failed,,,3127,2942,1605,0.435,0.0
Failed,,,3349,484,3755,0.75,0.6
Failed,,,1946,2979,647,0.107,0.0
Failed,,,3758,4102,2310,0.35,0.1
Failed,,,4741,1886,267,0.495,0.2
Failed,,,1588,820,1778,0.236,0.0
Failed,,,3002,3316,3669,0.903,0.8
Failed,,,2602,1558,1326,0.736,0.001
Failed,,,1521,4063,3183,0.405,0.5
Failed,,,758,132,401,0.992,0.01
Failed,,,4651,2628,4798,0.145,0.0
Failed,,,4316,1094,2780,0.01,0.0
Failed,,,2482,2471,4240,0.254,0.9
Failed,,,3592,4976,1099,0.608,0.0
Failed,,,3570,314,2720,0.358,0.7
Failed,,,2469,2818,2079,0.503,0.0
Failed,,,416,1748,4300,0.099,0.0
Failed,,,4330,4243,1196,0.758,0.3
Failed,,,4678,2037,1384,0.895,0.2
Failed,,,774,4532,3281,0.244,0.0
Failed,,,1496,649,343,0.655,0.0
Failed,,,2587,3155,4701,0.488,0.6
Failed,,,2989,1397,170,0.154,0.0
Failed,,,1565,3892,4561,0.984,0.9
Failed,,,1154,274,1874,0.398,0.4
Failed,,,4765,2779,3728,0.744,0.0
Failed,,,3775,1236,3853,0.601,0.0
Failed,,,193,3740,705,0.262,0.1
Failed,,,1930,2310,2860,0.857,0.5
Failed,,,3324,4806,2252,0.002,0.001
Failed,,,3152,2351,4402,0.683,0.3
Failed,,,2065,4846,10,0.454,0.0
Failed,,,52,960,3556,0.927,0.0
Failed,,,3951,3465,1703,0.214,0.8
Failed,,,4855,3,875,0.07,0.7
Failed,,,947,2507,4023,0.792,0.0
Failed,,,1786,1434,2415,0.326,0.0
Failed,,,2882,3929,3022,0.533,0.1
Failed,,,2795,922,1929,0.826,0.0
Failed,,,1406,3426,2571,0.035,0.4
Failed,,,877,2000,1053,0.567,0.9
Failed,,,4454,4495,4156,0.29,0.0
Failed,,,4196,1707,3422,0.428,0.001
Failed,,,590,4202,1524,0.712,0.6
Failed,,,3599,1816,1784,0.55,0.6
Failed,,,2205,4311,3641,0.344,0.0
Failed,,,543,421,236,0.805,0.0
Failed,,,4414,718,2947,0.196,0.3
Failed,,,803,3222,2343,0.91,0.0
Failed,,,2714,4640,639,0.671,0.7
Failed,,,2940,226,4232,0.938,0.0
Failed,,,1848,2731,1124,0.17,0.5
Failed,,,1046,1308,2812,0.699,0.01
Failed,,,4950,3803,2165,0.414,0.0
Failed,,,4058,2262,415,0.308,0.0
Failed,,,144,4757,4768,0.584,0.4
Failed,,,3217,3652,3189,0.839,0.0
Failed,,,3435,1029,965,0.47,0.1
Failed,,,2016,3534,4072,0.638,0.0
Failed,,,3843,4953,2641,0.882,0.6
Failed,,,4807,1503,4938,0.775,0.8
Failed,,,1230,3998,584,0.117,0.0
Failed,,,1678,109,3352,0.516,0.0
Failed,,,3067,2615,1460,0.372,0.2
Failed,,,2531,1950,3491,0.02,0.0
Failed,,,1435,4445,1634,0.873,0.01
Failed,,,672,834,4491,0.276,0.5
Failed,,,4581,3339,93,0.614,0.001
Failed,,,4225,539,2484,0.727,0.0
Failed,,,327,3044,3087,0.379,0.9
Failed,,,2416,1620,791,0.97,0.3
Failed,,,3502,4115,3933,0.14,0.0
Failed,,,3469,2175,754,0.862,0.0
Failed,,,2373,4670,3900,0.032,0.6
Failed,,,360,746,2223,0.618,0.1
Failed,,,4268,3251,2832,0.272,0.0
Failed,,,4538,451,4592,0.383,0.0
Failed,,,639,2956,200,0.723,0.3
Failed,,,1478,1845,3678,0.128,0.7
Failed,,,2564,4340,1825,0.982,0.0
Failed,,,3869,1259,2051,0.121,0.4
Failed,,,292,3754,2693,0.771,0.0
Failed,,,1991,178,1244,0.36,0.0
Failed,,,3252,138,1497,0.158,0.0
Failed,,,2161,2643,3393,0.95,0.1
Failed,,,109,1533,543,0.417,0.7
Failed,,,4013,4028,4901,0.695,0.0
Failed,,,4995,2487,2521,0.588,0.0
Failed,,,1081,4982,1878,0.304,0.8
Failed,,,2904,3564,1084,0.06,0.0
Failed,,,2661,1572,4052,0.332,0.01
Failed,,,1268,4067,906,0.562,0.0
Failed,,,856,489,2973,0.088,0.001
Failed,,,4437,2995,2364,0.802,0.5
Failed,,,4101,786,57,0.914,0.9
Failed,,,491,3290,4450,0.192,0.0
Failed,,,2228,1901,1675,0.659,0.0
Failed,,,3732,697,4815,0.046,0.0
Failed,,,2344,3201,463,0.815,0.7
Failed,,,565,2087,3162,0.286,0.3
Failed,,,4141,4583,1269,0.571,0.0
Failed,,,4509,1795,1154,0.708,0.0
Failed,,,903,4290,4263,0.432,0.2
Failed,,,1351,364,2116,0.967,0.6
Failed,,,2769,2869,2762,0.176,0.0
Failed,,,2839,2283,2294,0.465,0.9
Failed,,,1753,4778,2896,0.672,0.0
Failed,,,989,1204,669,0.211,0.0
Failed,,,4888,3710,3811,0.931,0.4
Failed,,,3918,247,3614,0.788,0.1
Failed,,,9,2751,1755,0.075,0.0
Failed,,,2098,1365,4681,0.545,0.001
Failed,,,3194,3861,285,0.314,0.5
Failed,,,3301,1485,3058,0.995,0.0
Failed,,,1878,3980,2457,0.142,0.2
Failed,,,216,49,3981,0.74,0.8
Failed,,,3827,2555,838,0.401,0.0
Failed,,,3205,4367,378,0.757,0.8
Failed,,,1185,1556,2794,0.17,0.0
Failed,,,4040,2929,3323,0.298,0.3
Failed,,,1688,114,1064,0.65,0.0
Failed,,,3000,2042,2080,0.924,0.6
Failed,,,620,1158,2219,0.328,0.8
Failed,,,1425,3872,3473,0.949,0.1
Failed,,,4068,1681,892,0.101,0.0
Failed,,,4646,4397,1655,0.206,0.0
Failed,,,2294,2210,3924,0.867,0.4
Failed,,,668,2742,171,0.496,0.6
Failed,,,3643,556,2909,0.579,0.0
Failed,,,3518,2649,2437,0.034,0.01
Failed,,,874,462,4387,0.885,0.0
Failed,,,2420,4587,640,0.259,0.0
Failed,,,4440,2401,3684,0.658,0.8
Failed,,,4353,4024,3862,0.522,0.5
Failed,,,1377,1832,1756,0.435,0.001
Failed,,,335,3139,3003,0.811,0.0
Failed,,,2687,949,116,0.147,0.2
Failed,,,2950,4755,2546,0.441,0.0
Failed,,,307,1940,587,0.603,0.2
Failed,,,1738,3091,4344,0.229,0.9
Failed,,,3758,274,1290,0.813,0.0
Failed,,,4957,3615,1156,0.988,0.0
Failed,,,3395,3588,3517,0.141,0.5
Failed,,,1044,774,789,0.786,0.0
Failed,,,1918,4276,4533,0.412,0.0
Failed,,,4895,1463,2273,0.513,0.3
Failed,,,3888,4958,264,0.68,0.01
Failed,,,1869,2148,2836,0.268,0.0
Failed,,,175,2823,1592,0.892,0.0
Failed,,,2820,15,4008,0.059,0.8
Failed,,,2790,3814,1457,0.358,0.0
Failed,,,439,1631,4195,0.694,0.6
Failed,,,1273,3400,441,0.068,0.4
Failed,,,4250,1215,2711,0.982,0.0
Failed,,,4455,2679,4764,0.837,0.0
Failed,,,2436,491,2182,0.236,0.1
Failed,,,858,4462,3436,0.612,0.9
Failed,,,3709,4681,4290,0.915,0.2
Failed,,,2230,2558,2649,0.625,0.001
Failed,,,1557,1055,4976,0.552,0.0
Failed,,,487,3917,1229,0.18,0.0
Failed,,,3102,3033,723,0.574,0.0
Failed,,,125,224,3620,0.47,0.4
Failed,,,1587,4805,2364,0.845,0.7
Failed,,,3938,1998,4479,0.197,0.0
Failed,,,4767,4086,3056,0.123,0.0
Failed,,,2122,1271,3,0.958,0.9
Failed,,,1172,3680,3759,0.334,0.2
Failed,,,3191,867,1800,0.749,0.0
Failed,,,3148,2889,3968,0.48,0.0
Failed,,,1124,76,1709,0.564,0.5
Failed,,,2166,4974,2953,0.19,0.3
Failed,,,4814,2160,225,0.852,0.0
Failed,,,3983,4249,2234,0.965,0.0
Failed,,,1627,1441,4650,0.116,0.1
Failed,,,81,3532,906,0.74,0.8
Failed,,,3061,722,3478,0.343,0.0
Failed,,,2544,4513,1049,0.011,0.6
Failed,,,520,2329,3318,0.908,0.0
Failed,,,1520,2701,2065,0.282,0.0
Failed,,,4168,518,4803,0.635,0.3
Failed,,,4551,3388,2750,0.561,0.1
Failed,,,2195,1199,324,0.396,0.0
Failed,,,763,3753,4078,0.772,0.0
Failed,,,3743,1565,1496,0.186,0.9
Failed,,,3461,3984,3218,0.701,0.0
Failed,,,813,1794,1112,0.351,0.2
Failed,,,2477,3255,4859,0.972,0.5
Failed,,,4501,1067,1972,0.077,0.001
Failed,,,4296,2531,583,0.245,0.0
Failed,,,1316,347,2532,0.828,0.7
Failed,,,392,4625,1286,0.456,0.01
Failed,,,2748,2442,4329,0.619,0.0
