Status,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
Completed,0.55,0,5000,3168,4239,0.999,0.0
Completed,0.57,1643,4082,103,619,0.907,0.9
Completed,0.56,1851,4670,388,668,0.634,0.9
Completed,0.57,582,4099,1,286,0.882,0.9
Completed,0.56,4,1,1,1,0.928,0.9
Completed,0.56,402,2567,552,119,0.853,0.9
Completed,0.57,287,4978,1,22,0.742,0.9
Completed,0.55,2301,2124,106,885,0.685,0.9
Completed,0.55,0,2335,2461,1511,0.327,0.01
Completed,0.54,1942,2465,435,1096,0.924,0.9
Completed,0.56,464,4292,144,178,0.646,0.9
Completed,0.57,255,1909,1,1,0.68,0.9
Completed,0.55,909,1528,13,412,0.728,0.9
Completed,0.57,803,4583,313,257,0.833,0.9
Completed,0.56,1587,3111,153,509,0.407,0.9
Completed,0.54,1767,1506,145,1641,0.669,0.9
Completed,0.55,2339,3877,1,1643,0.636,0.9
Completed,0.55,242,3666,1,1,0.696,0.9
Completed,0.55,0,3464,2303,1789,0.634,0.0
Completed,0.54,149,3085,1,1,0.84,0.9
Completed,0.57,584,4151,118,244,0.86,0.9
Completed,0.55,511,2915,28,288,0.937,0.9
Completed,0.56,1950,7,170,769,0.849,0.9
Completed,0.54,105,724,1,1,0.739,0.9
Completed,0.55,395,4988,243,1714,0.72,0.9
Completed,0.55,3,684,1,1,0.408,0.9
Completed,0.57,859,1482,261,307,0.864,0.9
Completed,0.55,2371,13,224,882,0.675,0.9
Completed,0.56,296,5000,1,1,0.929,0.9
Completed,0.56,1941,2564,144,766,0.946,0.9
Completed,0.55,0,3809,2129,2803,0.625,0.9
Completed,0.56,302,3446,1,167,0.999,0.9
Completed,0.55,0,5000,595,1818,0.999,0.0
Completed,0.55,0,5000,582,1848,0.999,0.01
Completed,0.56,95,1,1,139,0.999,0.9
Completed,0.55,0,5000,5000,2424,0.001,0.9
Completed,0.55,0,5000,601,1810,0.001,0.0
Completed,0.55,0,5000,557,1876,0.001,0.9
Completed,0.57,464,4462,1,210,0.999,0.9
Completed,0.55,0,5000,563,1924,0.001,0.0
Completed,0.55,0,1,3073,1606,0.001,0.9
Completed,0.55,0,5000,1400,889,0.999,0.9
Completed,0.55,0,1,1638,1906,0.001,0.0
Completed,0.55,0,5000,3742,2895,0.999,0.0
Completed,0.55,0,5000,797,3450,0.999,0.0
Completed,0.56,39,1,1,87,0.999,0.9
Completed,0.56,7,1,402,1,0.999,0.9
Completed,0.55,0,5000,419,3511,0.001,0.9
Completed,0.55,0,5000,1434,933,0.999,0.001
Completed,0.55,0,5000,1,3218,0.001,0.0
Completed,0.55,0,5000,4680,2980,0.001,0.0
Completed,0.55,0,4464,2269,2863,0.942,0.0
Completed,0.55,0,2149,4561,2331,0.763,0.1
Completed,0.55,8,662,1923,1,0.999,0.6
Completed,0.55,0,1,5000,1,0.999,0.6
Completed,0.55,0,5000,2036,1,0.999,0.6
Completed,0.55,0,1992,3680,1,0.999,0.3
Completed,0.55,0,4870,3743,708,0.999,0.7
Completed,0.55,0,1659,5000,543,0.999,0.7
Completed,0.55,0,5000,5000,5000,0.999,0.0
Completed,0.55,0,5000,1,3938,0.001,0.0
Completed,0.55,0,1,2180,1,0.001,0.0
Completed,0.55,0,1751,2005,1,0.999,0.0
Completed,0.55,0,3267,2015,4997,0.706,0.0
Completed,0.55,0,207,3782,2473,0.451,0.5
Completed,0.55,0,2050,564,2781,0.761,0.3
Completed,0.55,0,3853,3641,294,0.022,0.7
Completed,0.55,0,4745,1107,1551,0.242,0.01
Completed,0.55,0,1859,3088,4024,0.977,0.6
Completed,0.55,0,1198,1316,1227,0.297,0.0
Completed,0.55,0,2825,4490,3742,0.548,0.2
Completed,0.57,1998,2594,149,721,0.931,0.0
Completed,0.55,0,802,3148,3237,0.161,0.6
Completed,0.55,0,1475,2430,1670,0.596,0.0
Completed,0.55,0,4507,4275,4144,0.372,0.5
Completed,0.55,0,4091,1721,2900,0.405,0.0
Completed,0.55,0,2435,4974,414,0.625,0.0
Completed,0.55,0,603,701,4491,0.069,0.4
Completed,0.55,0,3498,2605,1968,0.836,0.9
Completed,0.55,0,3653,841,3314,0.274,0.4
Completed,0.55,0,446,2768,801,0.507,0.1
Completed,0.55,0,2280,1582,4224,0.189,0.0
Completed,0.55,0,4248,4811,1747,0.966,0.3
Completed,0.55,0,4661,2277,493,0.808,0.0
Completed,0.55,0,1318,4106,2977,0.035,0.7
Completed,0.55,0,647,303,2045,0.723,0.8
Completed,0.55,0,2752,3317,4570,0.494,0.0
Completed,0.55,0,2980,1479,2237,0.112,0.3
Completed,0.55,0,1041,4630,4763,0.858,0.9
Completed,0.54,193,1704,944,60,0.416,0.0
Completed,0.55,0,4902,2949,2545,0.679,0.0
Completed,0.55,0,4007,395,3791,0.584,0.0
Completed,0.55,0,1893,3488,1315,0.324,0.01
Completed,0.55,0,51,2184,3506,0.887,0.8
Completed,0.55,0,3425,3935,994,0.145,0.2
Completed,0.55,0,3296,484,1637,0.475,0.5
Completed,0.55,0,108,3712,4113,0.745,0.01
Completed,0.55,0,2013,1939,671,0.061,0.3
Completed,0.55,0,3961,3868,3185,0.784,0.0
Completed,0.55,0,4943,1392,4441,0.938,0.0
Completed,0.55,0,1580,4405,1915,0.218,0.8
Completed,0.55,0,989,1187,2867,0.525,0.001
Completed,0.55,0,3114,3018,383,0.258,0.0
Completed,0.55,0,2720,2345,2674,0.138,0.001
Completed,0.55,0,761,4351,191,0.893,0.0
Completed,0.55,0,1340,78,4873,0.333,0.2
Completed,0.55,0,4556,3229,2348,0.572,0.0
Completed,0.54,699,4348,772,1103,0.664,0.9
Completed,0.55,0,2253,2524,3617,0.429,0.0
Completed,0.55,0,336,1807,1444,0.859,0.0
Completed,0.55,0,3690,4898,3921,0.108,0.0
Completed,0.54,149,3535,1652,111,0.545,0.5
Completed,0.55,0,494,4730,2597,0.298,0.9
Completed,0.55,0,2408,927,2271,0.989,0.6
Completed,0.55,0,4191,2692,4793,0.228,0.0
Completed,0.55,0,4402,217,3540,0.011,0.8
