Status,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
Failed,,,1515,726,3158,0.815,0.0
Failed,,,208,4573,470,0.475,0.0
Failed,,,4493,2371,3757,0.667,0.8
Failed,,,4534,1039,3444,0.988,0.8
Failed,,,1773,4752,958,0.278,0.0
Failed,,,961,2264,4809,0.72,0.0
Failed,,,2575,3546,2334,0.012,0.3
Failed,,,2817,141,4634,0.328,0.0
Failed,,,681,3776,2112,0.912,0.2
Failed,,,1431,1288,3345,0.087,0.6
Failed,,,4920,2647,829,0.673,0.0
Failed,,,3892,1988,1300,0.619,0.0
Failed,,,2303,3201,3826,0.145,0.9
Failed,,,270,2413,4219,0.878,0.8
Failed,,,3674,3804,2409,0.066,0.0
Failed,,,4988,338,2843,0.683,0.0
Failed,,,4793,3151,1825,0.654,0.0
Failed,,,4816,115,2788,0.27,0.01
Failed,,,509,2942,1698,0.592,0.001
Failed,,,1819,1751,4674,0.246,0.7
Failed,,,3468,3963,1076,0.927,0.0
Failed,,,2886,2022,2054,0.868,0.0
Failed,,,2484,4781,3463,0.052,0.0
Failed,,,1099,1172,175,0.641,0.6
Failed,,,4153,3296,4078,0.465,0.2
Failed,,,3918,1521,458,0.1,0.0
Failed,,,704,4349,4048,0.792,0.1
Failed,,,1936,345,2317,0.39,0.01
Failed,,,2804,2557,3415,0.691,0.0
Failed,,,3394,929,4703,0.512,0.3
Failed,,,1273,3687,793,0.314,0.0
Failed,,,3147,3563,2383,0.016,0.01
Failed,,,3108,1430,69,0.156,0.0
Failed,,,914,4688,3422,0.836,0.6
Failed,,,1200,126,407,0.51,0.0
Failed,,,2748,3736,3603,0.452,0.8
Failed,,,4061,2124,1616,0.802,0.2
Failed,,,2466,4171,4962,0.236,0.0
Failed,,,1821,1837,2633,0.044,0.0
Failed,,,4627,4517,830,0.978,0.3
Failed,,,3432,1032,3764,0.269,0.5
Failed,,,595,2774,2110,0.708,0.0
Failed,,,391,1227,3446,0.177,0.01
Failed,,,3168,2656,564,0.861,0.0
Failed,,,4403,1641,4807,0.386,0.0
Failed,,,1577,4633,1771,0.576,0.7
Failed,,,2260,2007,673,0.642,0.6
Failed,,,3798,4367,2791,0.335,0.0
Failed,,,2523,244,1955,0.919,0.0
Failed,,,957,3541,3919,0.103,0.4
Failed,,,689,1314,2254,0.306,0.0
Failed,,,2864,4884,4374,0.749,0.1
Failed,,,4099,820,1039,0.008,0.9
Failed,,,1876,2829,3000,0.937,0.0
Failed,,,1310,533,4402,0.777,0.001
Failed,,,4743,3173,1522,0.214,0.6
Failed,,,3470,2218,3265,0.535,0.2
Failed,,,6,3921,227,0.474,0.0
Failed,,,94,392,1691,0.117,0.7
Failed,,,3538,3383,4886,0.921,0.0
Failed,,,4811,2476,331,0.322,0.0
Failed,,,1398,3906,3679,0.64,0.3
Failed,,,1964,1494,3840,0.582,0.01
Failed,,,4167,4791,2035,0.396,0.0
Failed,,,2932,757,2557,0.855,0.0
Failed,,,777,3117,906,0.167,0.8
Failed,,,1026,2071,2923,0.495,0.001
Failed,,,2610,4079,1115,0.56,0.5
Failed,,,3886,63,4138,0.193,0.3
Failed,,,2329,3634,2490,0.752,0.0
Failed,,,1645,968,149,0.966,0.0
Failed,,,4491,2670,3342,0.025,0.2
Failed,,,3255,1783,1287,0.72,0.9
Failed,,,459,4424,4638,0.289,0.0
Failed,,,527,1588,958,0.818,0.4
Failed,,,3344,4541,3081,0.126,0.0
Failed,,,4539,1164,2334,0.619,0.0
Failed,,,1753,2554,4293,0.437,0.6
Failed,,,2398,180,3184,0.347,0.7
Failed,,,3973,3438,307,0.662,0.0
Failed,,,2660,1953,4482,0.091,0.0
Failed,,,1132,4273,1442,0.9,0.1
Failed,,,827,873,4731,0.699,0.0
Failed,,,3039,2921,1847,0.264,0.2
Failed,,,4236,1377,3522,0.988,0.5
Failed,,,2052,4986,489,0.051,0.001
Failed,,,1446,2282,1879,0.233,0.0
Failed,,,4920,4024,3995,0.788,0.9
Failed,,,3605,587,748,0.454,0.1
Failed,,,182,3267,2715,0.523,0.0
Failed,,,222,705,786,0.257,0.0
Failed,,,3644,3070,2589,0.687,0.7
Failed,,,4879,1540,2155,0.057,0.3
Failed,,,1409,4842,3809,0.999,0.0
Failed,,,2093,2430,3637,0.784,0.0
Failed,,,4273,3855,440,0.224,0.01
Failed,,,2999,443,4928,0.527,0.8
Failed,,,788,3430,1582,0.464,0.0
Failed,,,1171,1757,4591,0.136,0.5
Failed,,,2700,4392,1401,0.825,0.001
Failed,,,3935,1000,3389,0.426,0.0
Failed,,,2357,2698,35,0.611,0.3
Failed,,,1790,31,2364,0.67,0.2
Failed,,,4580,3606,4174,0.353,0.0
Failed,,,3305,2097,1241,0.892,0.0
Failed,,,487,4110,2887,0.086,0.9
Failed,,,418,1902,1556,0.553,0.0
Failed,,,3218,4227,4435,0.485,0.4
Failed,,,4531,227,193,0.759,0.6
Failed,,,1684,3490,3231,0.203,0.0
Failed,,,2289,1117,4330,0.02,0.0
Failed,,,3847,2502,2209,0.958,0.7
Failed,,,2651,1639,3045,0.294,0.1
Failed,,,1063,4587,1083,0.729,0.0
Failed,,,740,560,2746,0.933,0.3
Failed,,,2891,3234,628,0.123,0.0
Failed,,,4205,2313,3964,0.629,0.001
Failed,,,2004,4050,1999,0.316,0.5
Failed,,,1360,1345,598,0.405,0.9
Failed,,,4772,4960,3480,0.586,0.0
Failed,,,3575,901,1737,0.158,0.0
Failed,,,135,2953,4773,0.851,0.1
Failed,,,46,1477,3308,0.738,0.0
Failed,,,3507,4740,116,0.3,0.8
Failed,,,4704,652,4671,0.948,0.01
Failed,,,1271,2978,1321,0.014,0.0
Failed,,,1916,389,1160,0.205,0.0
Failed,,,4137,3337,2968,0.773,0.4
Failed,,,2823,2366,2445,0.483,0.7
Failed,,,652,3752,4094,0.539,0.0
Failed,,,994,1063,2079,0.868,0.8
Failed,,,2564,2800,3885,0.188,0.0
Failed,,,3760,1810,861,0.569,0.0
Failed,,,2220,4485,2513,0.376,0.2
Failed,,,1615,2151,4852,0.341,0.3
Failed,,,4443,4203,1658,0.65,0.0
Failed,,,3130,95,3713,0.098,0.0
Failed,,,350,3710,365,0.911,0.5
Failed,,,555,290,4039,0.442,0.0
Failed,,,3393,3592,1924,0.502,0.01
Failed,,,4668,1955,2670,0.246,0.7
Failed,,,1859,4320,704,0.81,0.0
Failed,,,2425,1693,1813,0.969,0.0
Failed,,,4024,4680,4698,0.039,0.6
Failed,,,2788,1181,522,0.716,0.4
Failed,,,1239,2605,3556,0.274,0.0
Failed,,,876,2250,274,0.072,0.1
Failed,,,3068,3948,3151,0.889,0.0
Failed,,,4342,507,1475,0.366,0.0
Failed,,,2180,3142,4516,0.672,0.9
Failed,,,1496,847,3125,0.606,0.6
Failed,,,4947,2860,1003,0.417,0.001
Failed,,,3712,1281,4249,0.831,0.0
Failed,,,310,4857,2290,0.147,0.2
Failed,,,287,52,3012,0.799,0.0
Failed,,,3739,3664,1067,0.24,0.3
Failed,,,4925,2039,4304,0.513,0.7
Failed,,,1524,4089,2205,0.449,0.0
Failed,,,2168,1775,160,0.273,0.0
Failed,,,4359,4452,3215,0.704,0.8
Failed,,,3056,940,1531,0.041,0.01
Failed,,,893,2680,4432,0.982,0.0
Failed,,,1212,2488,1741,0.687,0.3
Failed,,,2810,3876,4799,0.368,0.0
Failed,,,3997,422,614,0.874,0.001
Failed,,,2447,3373,3512,0.07,0.5
Failed,,,1842,765,3968,0.152,0.9
Failed,,,4680,3088,2025,0.84,0.0
Failed,,,3376,1522,2762,0.412,0.0
Failed,,,568,4782,661,0.597,0.2
Failed,,,323,1405,4956,0.004,0.0
Failed,,,3152,4978,1583,0.941,0.6
Failed,,,4416,883,3668,0.31,0.4
Failed,,,1637,2894,459,0.745,0.0
Failed,,,2204,617,2183,0.539,0.0
Failed,,,3772,3255,3810,0.47,0.1
Failed,,,2547,2292,816,0.773,0.7
Failed,,,1006,3992,2607,0.218,0.0
Failed,,,630,1135,1222,0.39,0.5
Failed,,,2850,2562,2857,0.572,0.001
Failed,,,4115,1579,2363,0.173,0.0
Failed,,,1943,4569,4146,0.865,0.3
Failed,,,1259,1923,3371,0.915,0.1
Failed,,,4721,4285,5,0.107,0.0
Failed,,,3494,170,4589,0.646,0.0
Failed,,,64,3469,1373,0.332,0.9
Failed,,,152,2133,533,0.189,0.0
Failed,,,3563,4143,3593,0.755,0.01
Failed,,,4789,155,1821,0.499,0.8
Failed,,,1347,3728,4718,0.556,0.0
Failed,,,2031,1042,2681,0.724,0.0
Failed,,,4183,2743,742,0.285,0.7
Failed,,,2918,1867,4048,0.962,0.4
Failed,,,718,4505,1945,0.029,0.0
Failed,,,1075,329,4228,0.326,0.2
Failed,,,2634,3318,2281,0.636,0.0
Failed,,,3859,2385,3087,0.113,0.0
Failed,,,2272,3812,991,0.925,0.8
Failed,,,1706,1420,1455,0.851,0.5
Failed,,,4504,4720,4508,0.171,0.0
Failed,,,3240,673,236,0.585,0.0
Failed,,,392,3035,3140,0.392,0.3
Failed,,,500,790,2438,0.984,0.0
Failed,,,3288,2839,4071,0.054,0.8
Failed,,,4592,1302,1146,0.703,0.01
Failed,,,1774,4914,2933,0.26,0.0
Failed,,,2379,2190,4665,0.458,0.0
Failed,,,3909,3930,1297,0.519,0.4
Failed,,,2722,525,3295,0.23,0.6
Failed,,,1144,3202,81,0.792,0.0
Failed,,,806,1673,3748,0.622,0.9
Failed,,,2987,4623,378,0.433,0.0
Failed,,,4290,1238,4875,0.814,0.0
Failed,,,2080,2626,1664,0.13,0.1
Failed,,,1436,272,897,0.088,0.2
Failed,,,4857,3532,2527,0.904,0.0
Failed,,,3671,2015,2102,0.351,0.001
Failed,,,200,4338,3891,0.658,0.5
Failed,,,160,1821,1991,0.423,0.01
Failed,,,3632,4454,3933,0.615,0.0
Failed,,,4897,1094,696,0.14,0.0
Failed,,,1473,2790,2797,0.821,0.8
Failed,,,2039,103,4842,0.895,0.6
Failed,,,4253,3681,1784,0.082,0.0
Failed,,,3027,2178,3470,0.666,0.0
Failed,,,844,4194,570,0.357,0.4
Failed,,,1106,640,3259,0.061,0.0
Failed,,,2682,3007,203,0.995,0.2
Failed,,,3946,1446,4389,0.253,0.8
Failed,,,2420,4751,1487,0.691,0.0
Failed,,,1736,2359,1032,0.523,0.001
Failed,,,4551,3781,2977,0.467,0.5
Failed,,,3327,361,2240,0.788,0.3
Failed,,,539,3346,4339,0.22,0.0
Failed,,,433,478,49,0.625,0.7
Failed,,,3277,3150,3414,0.32,0.0
Failed,,,4464,2241,1330,0.937,0.0
Failed,,,1667,3975,4546,0.119,0.01
Failed,,,2312,1251,2822,0.162,0.4
Failed,,,3898,4868,1187,0.847,0.0
Failed,,,2594,837,4181,0.401,0.0
Failed,,,1038,2891,2397,0.59,0.6
Failed,,,755,1984,3775,0.763,0.0
Failed,,,2959,4312,2148,0.199,0.9
Failed,,,4145,299,2642,0.549,0.1
Failed,,,1991,3564,851,0.489,0.0
Failed,,,1386,1211,1627,0.29,0.0
Failed,,,4829,2593,4999,0.732,0.2
Failed,,,3525,1704,415,0.024,0.6
Failed,,,111,4649,3624,0.954,0.001
Failed,,,23,991,4464,0.565,0.4
Failed,,,3457,2726,1411,0.38,0.0
Failed,,,4761,1728,3183,0.872,0.0
Failed,,,1298,4400,279,0.184,0.7
Failed,,,1903,2086,2316,0.102,0.8
Failed,,,4077,4141,4263,0.907,0.0
Failed,,,2891,2,956,0.337,0.0
Failed,,,667,3618,3053,0.654,0.01
Failed,,,969,1549,776,0.952,0.0
Failed,,,2506,4815,2716,0.01,0.3
Failed,,,3810,734,1910,0.734,0.5
Failed,,,2243,3062,4013,0.304,0.001
