Status,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
Failed,,,2024,2915,2176,0.526,0.1
Failed,,,2859,1625,3292,0.077,0.0
Failed,,,3287,3528,3934,0.205,0.0
Failed,,,1827,2237,284,0.631,0.4
Failed,,,124,4681,2881,0.446,0.5
Failed,,,4758,811,1653,0.905,0.0
Failed,,,4713,3880,3061,0.343,0.0
Failed,,,89,15,1783,0.759,0.01
Failed,,,1862,3079,3882,0.071,0.8
Failed,,,3333,1792,26,0.516,0.0
Failed,,,540,1240,3967,0.874,0.7
Failed,,,1979,2385,3269,0.215,0.6
Failed,,,1223,4513,1146,0.896,0.2
Failed,,,3972,647,4948,0.44,0.0
Failed,,,4103,2780,841,0.177,0.2
Failed,,,777,1413,4628,0.721,0.0
Failed,,,2424,4167,2209,0.419,0.0
Failed,,,2692,378,3574,0.994,0.8
Failed,,,3512,4783,4202,0.85,0.5
Failed,,,1368,996,332,0.298,0.0
Failed,,,583,3436,2755,0.624,0.0
Failed,,,4533,2070,1463,0.04,0.4
Failed,,,3012,2212,4044,0.258,0.1
Failed,,,3129,2940,3416,0.402,0.4
Failed,,,1678,1575,2052,0.948,0.0
Failed,,,279,4014,4785,0.128,0.0
Failed,,,4367,2260,1766,0.241,0.001
Failed,,,4956,3028,2286,0.791,0.001
Failed,,,166,1818,3495,0.372,0.2
Failed,,,1634,3751,920,0.55,0.6
Failed,,,3251,119,4551,0.099,0.0
Failed,,,985,3646,4122,0.47,0.01
Failed,,,3901,2437,409,0.927,0.0
Failed,,,4356,4139,3803,0.688,0.4
Failed,,,844,430,103,0.149,0.0
Failed,,,2206,2674,2984,0.962,0.0
Failed,,,2601,1543,1862,0.389,0.6
Failed,,,3736,3307,1225,0.268,0.8
Failed,,,1464,2175,4871,0.818,0.0
Failed,,,336,4733,1966,0.013,0.0
Failed,,,4471,1022,3190,0.59,0.2
Failed,,,4656,4872,254,0.461,0.0
Failed,,,3949,2525,1988,0.988,0.3
Failed,,,1256,3173,1698,0.202,0.3
Failed,,,3546,1962,2833,0.65,0.001
Failed,,,2805,2574,4705,0.506,0.0
Failed,,,2390,1365,1076,0.081,0.01
Failed,,,655,4234,3339,0.777,0.9
Failed,,,4147,603,2132,0.324,0.0
Failed,,,3993,349,697,0.511,0.0
Failed,,,4165,3722,4804,0.872,0.8
Failed,,,644,2355,977,0.292,0.0
Failed,,,2406,4484,3438,0.598,0.0
Failed,,,2791,695,2033,0.051,0.2
Failed,,,1476,4044,1908,0.363,0.9
Failed,,,3717,179,3248,0.785,0.0
Failed,,,2585,4662,3900,0.93,0.0
Failed,,,826,3549,3080,0.657,0.3
Failed,,,3001,1217,3122,0.485,0.0
Failed,,,3884,4315,2736,0.376,0.1
Failed,,,998,527,1485,0.96,0.0
Failed,,,2047,2655,4181,0.151,0.0
Failed,,,177,4947,823,0.823,0.0
Failed,,,4937,1160,4648,0.278,0.4
Failed,,,432,3800,3639,0.939,0.0
Failed,,,4450,90,2455,0.396,0.8
Failed,,,4559,3940,4104,0.53,0.001
Failed,,,561,307,430,0.073,0.3
Failed,,,1396,2865,2657,0.757,0.7
Failed,,,3491,1655,1561,0.329,0.0
Failed,,,2669,3497,900,0.45,0.0
Failed,,,2450,2288,4569,0.901,0.9
Failed,,,756,4532,2268,0.209,0.01
Failed,,,4131,901,3515,0.627,0.0
Failed,,,3429,1306,2482,0.014,0.0
Failed,,,1248,1394,3171,0.409,0.0
Failed,,,1958,4263,1244,0.731,0.0
Failed,,,2851,554,4849,0.183,0.5
Failed,,,3358,4921,3001,0.039,0.7
Failed,,,1839,1211,1842,0.61,0.0
Failed,,,117,3144,3823,0.312,0.0
Failed,,,4745,2692,3993,0.416,0.6
Failed,,,140,1559,226,0.998,0.0
Failed,,,1817,4118,2939,0.173,0.001
Failed,,,3305,407,1594,0.725,0.2
Failed,,,2875,4756,947,0.62,0.01
Failed,,,2010,1043,4836,0.045,0.0
Failed,,,1197,3291,2079,0.846,0.0
Failed,,,3925,2157,3390,0.302,0.9
Failed,,,2117,4851,1722,0.912,0.5
Failed,,,1925,2741,337,0.009,0.5
Failed,,,1564,2803,2498,0.691,0.0
Failed,,,3238,1434,3598,0.145,0.01
Failed,,,3122,3415,4255,0.016,0.2
Failed,,,2072,2048,591,0.586,0.0
Failed,,,973,4802,2574,0.272,0.0
Failed,,,3829,1012,1332,0.813,0.6
Failed,,,4323,3059,2860,0.554,0.0
Failed,,,793,1769,1671,0.095,0.8
Failed,,,2252,3899,3916,0.795,0.1
Failed,,,2628,31,305,0.369,0.0
Failed,,,3684,4497,2158,0.474,0.0
Failed,,,1433,628,3313,0.924,0.4
Failed,,,362,3696,1024,0.248,0.5
Failed,,,4518,2405,4757,0.667,0.0
Failed,,,3427,2585,460,0.773,0.0
Failed,,,4225,2617,4614,0.043,0.0
Failed,,,1440,4505,3772,0.164,0.7
Failed,,,3680,640,136,0.734,0.0
Failed,,,2304,2842,4510,0.442,0.0
Failed,,,2505,1711,646,0.893,0.2
Failed,,,1994,4764,3108,0.805,0.0
Failed,,,2888,1055,1738,0.358,0.7
Failed,,,3316,4108,1115,0.487,0.5
Failed,,,1798,398,4981,0.91,0.0
Failed,,,153,2682,1935,0.23,0.0
Failed,,,3614,1857,2673,0.452,0.9
Failed,,,3871,517,4465,0.646,0.8
Failed,,,326,2903,2908,0.29,0.8
Failed,,,4481,1612,1625,0.874,0.0
Failed,,,3997,4206,1469,0.28,0.0
Failed,,,1120,338,2750,0.821,0.4
Failed,,,1144,3827,145,0.798,0.0
Failed,,,2955,1452,4197,0.578,0.0
Failed,,,1097,3460,395,0.374,0.001
Failed,,,4022,2325,4138,0.789,0.2
Failed,,,4156,4226,109,0.592,0.0
Failed,,,654,591,3799,0.011,0.2
Failed,,,2396,2566,1866,0.82,0.8
Failed,,,2801,1353,2978,0.266,0.0
Failed,,,3545,3183,4875,0.387,0.0
Failed,,,3058,765,4407,0.981,0.0
Failed,,,3254,3762,2510,0.86,0.0
Failed,,,1662,2932,30,0.213,0.0
Failed,,,3142,1564,3876,0.639,0.6
Failed,,,2169,2220,1883,0.069,0.0
Failed,,,1033,4623,4954,0.761,0.0
Failed,,,3772,834,1142,0.341,0.01
Failed,,,2730,2798,3881,0.461,0.0
Failed,,,890,1327,857,0.622,0.4
Failed,,,2312,4355,3559,0.3,0.5
Failed,,,2571,487,2223,0.847,0.0
Failed,,,3624,4988,316,0.992,0.0
Failed,,,1386,4776,2354,0.536,0.001
Failed,,,3501,985,3742,0.113,0.3
Failed,,,2679,4177,4345,0.234,0.01
Failed,,,2441,387,501,0.68,0.0
Failed,,,766,2790,2586,0.491,0.0
Failed,,,2020,1636,155,0.266,0.8
Failed,,,4880,669,2884,0.751,0.8
Failed,,,1898,3812,1289,0.236,0.0
Failed,,,2909,103,2620,0.663,0.1
Failed,,,3417,4425,4532,0.558,0.3
Failed,,,1901,1855,3020,0.122,0.0
Failed,,,1804,4112,4023,0.512,0.0
Failed,,,4048,117,3761,0.35,0.5
Failed,,,3090,1677,4742,0.407,0.0
Failed,,,922,960,1104,0.048,0.6
Failed,,,2285,3360,3233,0.872,0.2
Failed,,,4395,327,3097,0.745,0.0
Failed,,,2726,3265,4007,0.658,0.7
Failed,,,2467,1900,212,0.241,0.0
Failed,,,735,4925,2954,0.933,0.0
Failed,,,4069,1138,1580,0.481,0.1
Failed,,,2434,2776,3808,0.551,0.001
Failed,,,2682,1407,100,0.098,0.3
Failed,,,3502,3432,1973,0.25,0.01
Failed,,,1378,2065,3186,0.664,0.0
Failed,,,4089,4555,4826,0.357,0.01
Failed,,,1050,2608,2754,0.035,0.0
Failed,,,329,4829,2687,0.922,0.0
Failed,,,2607,191,3061,0.446,0.0
Failed,,,4498,2470,1112,0.927,0.0
Failed,,,3127,1432,2030,0.069,0.4
Failed,,,1628,3610,4402,0.947,0.0
Failed,,,1871,2923,2511,0.699,0.4
Failed,,,1905,1463,4456,0.615,0.2
Failed,,,2107,2632,2984,0.541,0.0
Failed,,,1669,1754,4925,0.644,0.0
Failed,,,3247,3287,2395,0.28,0.01
Failed,,,2887,786,3209,0.506,0.01
Failed,,,2705,1942,3440,0.016,0.0
Failed,,,2366,2870,1068,0.875,0.6
Failed,,,4556,408,397,0.611,0.0
Failed,,,4738,2720,2725,0.818,0.1
Failed,,,3420,703,1471,0.378,0.7
Failed,,,4372,2290,1041,0.212,0.0
Failed,,,1932,255,3310,0.678,0.001
Failed,,,3989,1647,4670,0.995,0.4
Failed,,,1239,3239,2064,0.112,0.0
Failed,,,3636,1365,1227,0.637,0.1
Failed,,,1019,4898,4139,0.956,0.0
Failed,,,2018,3356,4871,0.795,0.2
Failed,,,1757,2280,3086,0.894,0.01
Failed,,,3334,2602,533,0.027,0.0
Failed,,,4828,899,4288,0.717,0.0
Failed,,,1503,470,365,0.628,0.001
Failed,,,911,3926,3434,0.129,0.0
Failed,,,1695,2534,974,0.244,0.01
Failed,,,1274,2057,3835,0.256,0.0
Failed,,,1307,4630,721,0.534,0.0
Failed,,,2373,2741,3177,0.827,0.8
Failed,,,1615,2749,788,0.545,0.4
Failed,,,4439,1620,1942,0.013,0.6
Failed,,,1187,2472,4889,0.782,0.0
Failed,,,847,2940,308,0.716,0.5
Failed,,,4236,1009,4476,0.345,0.0
Failed,,,4779,3635,2948,0.485,0.0
Failed,,,4189,3632,4544,0.554,0.0
Failed,,,2815,3111,2099,0.137,0.4
Failed,,,934,43,2505,0.625,0.001
Failed,,,1369,4022,1118,0.289,0.0
Failed,,,4879,1575,4111,0.793,0.8
Failed,,,3750,819,353,0.08,0.01
Failed,,,2496,2501,3452,0.047,0.8
Failed,,,1566,1068,3942,0.239,0.6
Failed,,,1132,4873,2203,0.831,0.2
Failed,,,3556,3651,2740,0.874,0.0
Failed,,,2012,1985,3790,0.846,0.01
Failed,,,519,535,4207,0.429,0.2
Failed,,,1811,1917,451,0.697,0.8
Failed,,,103,2249,3630,0.822,0.7
Failed,,,2920,1734,858,0.401,0.0
Failed,,,784,2494,649,0.325,0.01
Failed,,,4965,880,2256,0.226,0.0
Failed,,,4098,3040,197,0.06,0.0
Failed,,,2347,4953,347,0.972,0.0
Failed,,,2661,2708,3219,0.434,0.0
Failed,,,4741,2374,3392,0.712,0.0
Failed,,,3178,4917,3070,0.117,0.2
Failed,,,575,2007,2314,0.622,0.0
Failed,,,2280,3303,4051,0.463,0.0
Failed,,,1785,621,3557,0.252,0.0
Failed,,,1161,1318,2840,0.384,0.9
Failed,,,2953,1566,4908,0.625,0.0
Failed,,,2447,1135,1586,0.739,0.01
Failed,,,403,4800,4534,0.33,0.5
Failed,,,3345,2046,67,0.837,0.0
Failed,,,3702,2890,4758,0.635,0.7
Failed,,,52,284,486,0.127,0.0
Failed,,,2099,3777,3161,0.787,0.0
Failed,,,4153,1800,1458,0.295,0.3
Failed,,,4908,4581,1014,0.491,0.1
Failed,,,2864,730,2714,0.58,0.7
Failed,,,1008,629,3478,0.215,0.1
Failed,,,4485,2238,4382,0.361,0.0
Failed,,,3955,3831,2992,0.418,0.0
Failed,,,1945,3166,2551,0.613,0.0
Failed,,,4303,1239,2068,0.119,0.7
Failed,,,1428,4126,3662,0.931,0.4
Failed,,,4701,4422,4487,0.012,0.3
Failed,,,296,3326,2403,0.194,0.6
Failed,,,1074,4526,4737,0.451,0.0
Failed,,,2680,2400,504,0.943,0.6
Failed,,,4276,3526,2921,0.442,0.0
Failed,,,1235,2393,229,0.803,0.7
Failed,,,2093,154,3292,0.18,0.4
Failed,,,3717,1870,905,0.129,0.0
Failed,,,905,1757,4400,0.88,0.4
Failed,,,4414,1999,1194,0.465,0.0
Failed,,,2371,4266,4162,0.582,0.3
Failed,,,3062,400,1470,0.157,0.0
Failed,,,583,970,2166,0.77,0.3
Failed,,,1944,3706,2813,0.061,0.7
Failed,,,249,356,2585,0.911,0.9
Failed,,,2246,3090,1982,0.138,0.01
Failed,,,691,1092,1930,0.467,0.4
Failed,,,3697,3156,3620,0.709,0.0
Failed,,,497,3378,4814,0.712,0.01
Failed,,,4457,2451,403,0.363,0.0
Failed,,,2865,4214,2671,0.968,0.0
Failed,,,2186,120,2077,0.074,0.7
Failed,,,1662,4913,689,0.186,0.9
Failed,,,3288,822,3784,0.772,0.0
Failed,,,4353,2517,1828,0.38,0.0
Failed,,,695,1588,3739,0.545,0.2
Failed,,,1077,4030,1530,0.834,0.0
Failed,,,3953,621,3374,0.247,0.1
Failed,,,3689,3536,950,0.608,0.5
Failed,,,1282,1965,4110,0.443,0.001
Failed,,,2411,2993,3036,0.3,0.0
Failed,,,2620,1420,2375,0.648,0.8
Failed,,,3100,284,1273,0.556,0.0
Failed,,,272,1015,143,0.907,0.0
Failed,,,4802,3616,363,0.594,0.2
Failed,,,2,2482,4168,0.055,0.001
Failed,,,1793,4416,1419,0.868,0.0
Failed,,,3399,705,2802,0.296,0.6
Failed,,,2893,3823,4660,0.425,0.9
Failed,,,1911,110,811,0.973,0.0
Failed,,,1134,2983,3526,0.168,0.0
Failed,,,4058,1849,2255,0.746,0.01
Failed,,,4192,4727,3226,0.884,0.0
Failed,,,4586,2635,2556,0.727,0.9
Failed,,,2354,3340,4985,0.644,0.6
Failed,,,2760,2127,1111,0.192,0.0
Failed,,,3581,2722,1743,0.087,0.0
Failed,,,2656,3162,2958,0.827,0.01
Failed,,,2231,2027,1573,0.274,0.0
Failed,,,819,4900,4014,0.584,0.0
Failed,,,4300,1187,207,0.003,0.9
Failed,,,3857,2883,4314,0.367,0.0
Failed,,,952,1670,532,0.781,0.5
Failed,,,2098,3918,2633,0.109,0.3
Failed,,,4266,3366,1496,0.499,0.0
Failed,,,932,2076,2723,0.914,0.1
Failed,,,2275,4831,442,0.226,0.8
Failed,,,2535,963,4091,0.672,0.0
Failed,,,3665,4200,3449,0.544,0.0
Failed,,,1532,330,2334,0.121,0.5
Failed,,,424,2774,4581,0.801,0.4
Failed,,,4385,1483,888,0.347,0.0
Failed,,,1019,825,2912,0.03,0.0
Failed,,,607,1265,1352,0.187,0.0
Failed,,,1345,4334,4235,0.984,0.0
Failed,,,3459,543,609,0.414,0.01
Failed,,,2716,4931,2476,0.308,0.3
Failed,,,2477,1141,3617,0.856,0.001
Failed,,,725,3271,720,0.035,0.0
Failed,,,4079,1903,4439,0.614,0.7
Failed,,,4006,3468,3659,0.061,0.5
Failed,,,4427,3218,4480,0.909,0.0
Failed,,,458,1931,679,0.489,0.9
Failed,,,1498,4996,3736,0.682,0.1
Failed,,,3623,1130,2357,0.232,0.0
Failed,,,2567,4345,495,0.112,0.001
Failed,,,2318,478,4349,0.538,0.3
Failed,,,888,2607,1316,0.353,0.7
Failed,,,4234,1318,2593,0.811,0.0
Failed,,,3788,4613,1621,0.572,0.8
Failed,,,2188,3578,175,0.828,0.0
Failed,,,3056,4408,2678,0.243,0.0
Failed,,,2066,777,1543,0.671,0.9
Failed,,,299,2146,2110,0.676,0.6
Failed,,,1111,2337,2437,0.604,0.0
Failed,,,1935,4581,4400,0.287,0.0
Failed,,,2945,872,756,0.862,0.4
Failed,,,3377,3968,1393,0.983,0.1
Failed,,,1741,258,2513,0.431,0.0
Failed,,,55,2816,574,0.741,0.0
Failed,,,4825,1684,4272,0.158,0.7
Failed,,,4814,4813,1295,0.648,0.0
Failed,,,74,947,2611,0.188,0.9
Failed,,,1727,3387,476,0.888,0.01
Failed,,,3393,2100,4370,0.463,0.0
Failed,,,2963,2750,3718,0.318,0.0
Failed,,,1924,1462,2378,0.767,0.2
Failed,,,1126,4215,4459,0.091,0.6
Failed,,,3536,3831,195,0.172,0.4
Failed,,,1274,44,4026,0.743,0.0
Failed,,,527,3109,1639,0.429,0.0
Failed,,,4671,1743,2892,0.969,0.5
Failed,,,4485,2892,1167,0.105,0.0
Failed,,,320,1604,4929,0.56,0.1
Failed,,,3067,1289,350,0.701,0.8
Failed,,,3264,3248,2189,0.58,0.5
Failed,,,1619,1883,3592,0.007,0.0
Failed,,,4894,3356,3358,0.223,0.0
Failed,,,2706,1800,4496,0.763,0.0
Failed,,,3446,3664,2653,0.891,0.0
Failed,,,1652,4704,4727,0.495,0.3
Failed,,,3152,1072,1056,0.918,0.001
Failed,,,3033,4090,1718,0.798,0.0
Failed,,,2159,459,2815,0.351,0.01
Failed,,,1042,2703,272,0.54,0.9
Failed,,,3762,1494,3947,0.125,0.0
Failed,,,4254,4437,553,0.26,0.6
Failed,,,860,727,4291,0.841,0.0
Failed,,,2341,3597,1374,0.017,0.0
Failed,,,2541,2466,2534,0.57,0.4
Failed,,,3595,3000,4382,0.714,0.2
Failed,,,1519,1867,776,0.138,0.0
Failed,,,3194,4257,4965,0.356,0.0
Failed,,,1686,624,1129,0.807,0.7
Failed,,,4692,2011,86,0.851,0.1
Failed,,,4095,3775,2418,0.067,0.0
Failed,,,712,140,3675,0.52,0.6
Failed,,,2495,3013,662,0.338,0.4
Failed,,,2739,3999,3129,0.737,0.7
Failed,,,2382,209,2027,0.162,0.0
Failed,,,1361,2453,1255,0.444,0.2
Failed,,,595,4387,4332,0.633,0.8
Failed,,,4605,753,512,0.219,0.0
Failed,,,4396,4604,3548,0.832,0.3
Failed,,,406,893,2236,0.254,0.001
Failed,,,1546,3452,4679,0.576,0.0
Failed,,,3650,2318,789,0.027,0.6
Failed,,,2516,2835,1436,0.132,0.9
Failed,,,2286,1700,2782,0.704,0.0
Failed,,,916,3948,383,0.406,0.0
Failed,,,4280,235,4151,0.945,0.01
Failed,,,3795,3191,44,0.686,0.0
Failed,,,1085,1978,3865,0.228,0.3
Failed,,,1882,1943,4239,0.693,0.01
Failed,,,1163,4970,1348,0.383,0.9
Failed,,,266,2558,3208,0.115,0.1
Failed,,,4851,1347,1950,0.534,0.0
Failed,,,4963,4150,739,0.966,0.8
Failed,,,232,360,4417,0.385,0.0
Failed,,,4649,3557,1801,0.282,0.1
Failed,,,473,2188,3045,0.866,0.0
Failed,,,1327,4631,121,0.057,0.0
Failed,,,3558,840,3785,0.608,0.9
Failed,,,2260,21,3145,0.059,0.9
Failed,,,790,3048,1192,0.864,0.1
Failed,,,668,2964,4888,0.979,0.001
Failed,,,4217,1596,1208,0.434,0.3
Failed,,,4038,4980,4603,0.198,0.0
Failed,,,1162,1113,868,0.654,0.1
Failed,,,1888,3242,3468,0.457,0.7
Failed,,,2919,1952,2313,0.878,0.0
Failed,,,1773,1295,4071,0.328,0.5
Failed,,,27,4363,1515,0.502,0.4
Failed,,,4779,494,2706,0.085,0.0
Failed,,,4773,4371,4433,0.815,0.0
Failed,,,32,506,725,0.27,0.6
Failed,,,1764,2594,3612,0.588,0.2
Failed,,,2923,3231,604,0.143,0.0
Failed,,,2122,1228,951,0.175,0.3
Failed,,,1084,3199,3386,0.996,0.6
Failed,,,4029,1103,2560,0.967,0.0
Failed,,,4201,2953,1668,0.665,0.5
Failed,,,681,1586,2866,0.249,0.0
Failed,,,2364,3988,299,0.922,0.0
Failed,,,2750,200,3919,0.476,0.4
Failed,,,3572,4640,3307,0.371,0.2
Failed,,,1311,852,2162,0.793,0.0
Failed,,,484,3565,4753,0.097,0.0
Failed,,,4630,2200,1030,0.552,0.8
Failed,,,4527,3705,3029,0.436,0.001
Failed,,,361,2417,1815,0.977,0.3
Failed,,,2627,3888,2014,0.606,0.0
Failed,,,715,3782,4154,0.252,0.3
Failed,,,4089,151,377,0.834,0.001
Failed,,,4329,1760,4901,0.284,0.0
Failed,,,3847,4791,872,0.083,0.4
Failed,,,962,1003,4596,0.504,0.0
Failed,,,2088,3405,2319,0.326,0.0
Failed,,,3110,2038,3465,0.775,0.5
Failed,,,3227,2811,4077,0.88,0.8
Failed,,,1582,1446,456,0.455,0.0
Failed,,,218,4159,2709,0.656,0.0
Failed,,,4980,371,1509,0.196,0.1
Failed,,,4858,2548,222,0.305,0.0
Failed,,,262,1338,3999,0.844,0.9
Failed,,,1695,4247,1588,0.047,0.01
Failed,,,3193,615,2943,0.618,0.0
Failed,,,2997,4859,4830,0.724,0.001
Failed,,,3962,1402,258,0.221,0.6
Failed,,,4132,4544,4287,0.398,0.0
Failed,,,3803,1990,2085,0.417,0.0
Failed,,,4295,3956,3691,0.217,0.8
Failed,,,902,247,2405,0.635,0.0
Failed,,,3636,3441,1269,0.765,0.4
Failed,,,1562,2309,2637,0.336,0.0
Failed,,,395,4594,528,0.522,0.0
Failed,,,4414,884,4318,0.065,0.6
Failed,,,4596,4377,2239,0.947,0.0
Failed,,,597,744,3542,0.404,0.01
Failed,,,1355,3654,795,0.707,0.9
Failed,,,3449,2444,4676,0.13,0.0
Failed,,,2706,3021,2789,0.025,0.0
Failed,,,2486,1812,1432,0.578,0.7
Failed,,,3759,2715,3175,0.854,0.0
Failed,,,1048,1502,1981,0.31,0.1
Failed,,,3907,3299,3849,0.532,0.1
Failed,,,1207,2168,57,0.117,0.0
Failed,,,4729,1550,3221,0.684,0.3
Failed,,,4703,3134,2126,0.123,0.9
Failed,,,99,2001,3345,0.542,0.0
Failed,,,1853,4912,1070,0.349,0.0
Failed,,,3342,1200,4711,0.799,0.01
Failed,,,2833,4275,2829,0.921,0.2
Failed,,,1969,563,1702,0.493,0.001
Failed,,,1233,2537,3963,0.678,0.0
Failed,,,834,2250,4790,0.427,0.5
Failed,,,2216,4653,2047,0.745,0.4
Failed,,,748,909,559,0.937,0.8
Failed,,,2454,3509,2528,0.14,0.2
Failed,,,2663,2296,1378,0.712,0.0
Failed,,,3483,2856,770,0.568,0.0
Failed,,,1397,1644,4386,0.019,0.4
Failed,,,554,3930,2451,0.839,0.5
Failed,,,4563,297,3645,0.262,0.0
Failed,,,4437,3791,414,0.625,0.01
Failed,,,448,79,4117,0.211,0.0
Failed,,,1508,2990,1548,0.9,0.0
Failed,,,2557,3609,4555,0.331,0.7
Failed,,,2328,2474,916,0.755,0.0
Failed,,,878,4449,3500,0.075,0.001
Failed,,,4244,736,2281,0.528,0.3
Failed,,,1731,2108,2204,0.153,0.7
Failed,,,65,4824,4632,0.958,0.1
Failed,,,2159,4102,4855,0.612,0.7
Failed,,,3042,467,1241,0.037,0.0
Failed,,,3158,4694,1849,0.181,0.0
Failed,,,1649,1061,2997,0.733,0.5
Failed,,,308,3347,89,0.408,0.3
Failed,,,4892,2135,3817,0.99,0.0
Failed,,,4926,4959,2607,0.509,0.6
Failed,,,196,1168,1301,0.093,0.0
Failed,,,1605,3259,4364,0.765,0.0
Failed,,,3280,1890,480,0.32,0.2
Failed,,,3085,2646,2372,0.465,0.01
Failed,,,2036,1278,3722,0.886,0.0
Failed,,,1014,4306,693,0.19,0.0
Failed,,,4366,3540,993,0.971,0.0
Failed,,,3746,2184,1685,0.507,0.01
Failed,,,2614,2666,1092,0.652,0.3
Failed,,,2591,785,3422,0.17,0.0
Failed,,,3726,4055,4040,0.049,0.0
Failed,,,1474,186,179,0.6,0.1
Failed,,,4685,3120,4932,0.239,0.3
Failed,,,510,1751,1161,0.659,0.001
Failed,,,1285,3843,3254,0.482,0.0
Failed,,,3517,52,1905,0.931,0.7
Failed,,,2776,4475,13,0.787,0.9
Failed,,,2419,685,3896,0.361,0.0
Failed,,,626,3713,1769,0.562,0.0
Failed,,,4176,2345,3074,0.103,0.1
Failed,,,3386,3399,3579,0.699,0.0
Failed,,,3023,3588,3273,0.518,0.8
Failed,,,4815,955,836,0.377,0.0
Failed,,,4843,2827,3482,0.926,0.01
Failed,,,44,1694,2302,0.472,0.0
Failed,,,1756,3979,4535,0.669,0.0
Failed,,,3363,268,934,0.245,0.9
Failed,,,2934,4573,1527,0.101,0.6
Failed,,,1953,860,2692,0.548,0.0
Failed,,,1264,1972,1219,0.964,0.6
Failed,,,536,4882,3196,0.147,0.4
Failed,,,4661,1249,1962,0.689,0.0
Failed,,,4455,4744,3980,0.322,0.9
Failed,,,349,1032,238,0.779,0.0
Failed,,,1446,3318,2849,0.079,0.0
Failed,,,2822,2394,162,0.4,0.0
Failed,,,3329,3072,2068,0.256,0.0
Failed,,,2190,1531,4692,0.2,0.001
Failed,,,855,4131,2145,0.876,0.0
Failed,,,4337,418,3323,0.459,0.6
Failed,,,3894,3638,2430,0.16,0.0
Failed,,,988,2425,3663,0.739,0.7
Failed,,,2057,4399,752,0.433,0.1
Failed,,,1628,129,1399,0.288,0.3
Failed,,,167,3039,4266,0.602,0.5
Failed,,,4947,1828,577,0.063,0.0
Failed,,,4903,4007,1789,0.438,0.2
Failed,,,289,216,3057,0.897,0.0
Failed,,,3475,4322,2338,0.674,0.8
Failed,,,1332,535,3443,0.224,0.0
Failed,,,1490,1119,4215,0.421,0.8
Failed,,,462,3211,1450,0.719,0.2
Failed,,,4421,1920,2771,0.179,0.0
Failed,,,4549,3428,673,0.809,0.7
Failed,,,571,2059,4483,0.355,0.0
Failed,,,4121,1422,1320,0.907,0.9
Failed,,,3979,4523,2926,0.71,0.0
Failed,,,1219,655,1605,0.126,0.5
Failed,,,1988,3683,4059,0.95,0.4
Failed,,,3165,3733,280,0.079,0.1
Failed,,,1715,2368,3941,0.523,0.0
Failed,,,1868,1781,3403,0.829,0.1
Failed,,,88,3872,1012,0.028,0.7
Failed,,,4721,3,4769,0.574,0.0
Failed,,,4755,4668,1174,0.136,0.0
Failed,,,130,803,4922,0.716,0.2
Failed,,,1826,3516,1994,0.395,0.6
Failed,,,3295,2229,3163,0.941,0.0
Failed,,,2865,2924,3751,0.836,0.0
Failed,,,1187,4037,3010,0.564,0.01
