Status,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
Completed,0.91,0,1,1884,1581,0.627,0.1
Completed,0.91,0,359,4304,4376,0.999,0.9
Completed,0.91,0,3507,4652,2552,0.705,0.9
Completed,0.91,0,764,3387,4351,0.999,0.0
Completed,0.91,0,1237,2103,1710,0.792,0.9
Completed,0.91,0,4349,752,3451,0.598,0.0
Completed,0.91,468,4829,103,45,0.973,0.0
Completed,0.91,0,300,93,803,0.423,0.0
Completed,0.91,0,4908,797,3347,0.25,0.9
Completed,0.91,422,4421,1,233,0.962,0.0
Completed,0.91,0,2806,4851,4409,0.122,0.0
Completed,0.91,0,3953,83,563,0.028,0.9
Completed,0.91,90,5000,469,1,0.999,0.9
Completed,0.91,0,106,4449,4986,0.509,0.0
Completed,0.91,0,5000,250,602,0.999,0.9
Completed,0.91,0,2858,5000,4101,0.999,0.9
Completed,0.91,0,1551,4527,267,0.394,0.9
Completed,0.91,0,311,3954,1,0.38,0.0
Completed,0.91,0,4823,570,238,0.719,0.9
Completed,0.91,0,5000,747,1,0.999,0.9
Completed,0.91,0,194,2723,4012,0.554,0.0
Completed,0.91,0,1787,4020,1,0.001,0.0
Completed,0.91,0,2711,3609,5000,0.717,0.0
Completed,0.91,0,5000,454,642,0.999,0.9
Completed,0.91,0,1,2891,1,0.257,0.9
Completed,0.91,0,1,2475,853,0.001,0.9
Completed,0.91,0,5000,651,1,0.761,0.9
Completed,0.92,362,5000,235,1,0.999,0.9
Completed,0.91,0,4922,3764,29,0.401,0.0
Completed,0.91,0,5000,809,436,0.999,0.9
Completed,0.91,0,5000,1,659,0.999,0.9
Completed,0.91,0,3566,3000,1,0.001,0.9
Completed,0.91,0,4722,5000,1,0.453,0.0
Completed,0.91,0,1976,4592,28,0.008,0.9
Completed,0.91,0,5000,4490,1,0.256,0.9
Completed,0.91,0,1619,3137,86,0.297,0.9
Completed,0.91,0,296,4559,53,0.412,0.9
Completed,0.91,0,1,3629,371,0.294,0.0
Completed,0.91,0,1451,5000,2226,0.999,0.0
Completed,0.91,0,1,2317,2557,0.066,0.0
Completed,0.91,0,95,383,5000,0.389,0.0
Completed,0.91,0,2637,5000,479,0.001,0.9
Completed,0.91,0,2480,1,3695,0.347,0.9
Completed,0.91,0,2671,1,5000,0.458,0.0
Completed,0.91,0,5000,4553,5000,0.417,0.0
Completed,0.91,0,1828,4709,1705,0.518,0.9
Completed,0.91,0,2778,1274,5000,0.548,0.9
Completed,0.91,0,2846,5000,1,0.999,0.9
Completed,0.91,0,5000,5000,2059,0.001,0.9
Completed,0.91,0,4560,5000,3215,0.999,0.0
Completed,0.91,0,2417,5000,621,0.54,0.0
Completed,0.91,0,2263,591,5000,0.001,0.9
Completed,0.91,0,3640,1194,5000,0.001,0.0
Completed,0.91,0,2903,4498,5000,0.999,0.9
Completed,0.92,240,5000,363,1,0.999,0.0
Completed,0.91,0,1,1421,2007,0.359,0.0
Completed,0.91,0,2823,1544,3088,0.001,0.9
Completed,0.91,0,910,5000,2306,0.001,0.0
Completed,0.91,0,2463,2074,5000,0.999,0.0
Completed,0.91,0,5000,3170,5000,0.575,0.9
Completed,0.91,0,1801,5000,1,0.999,0.0
Completed,0.91,0,1,4990,3140,0.543,0.0
Completed,0.91,0,5000,3843,3066,0.085,0.0
Completed,0.91,0,1,2821,5000,0.999,0.9
Completed,0.91,0,5000,1168,2757,0.001,0.0
Completed,0.91,0,1635,1,2596,0.001,0.9
Completed,0.91,0,1849,552,4965,0.85,0.9
Completed,0.91,0,1767,565,3921,0.357,0.0
Completed,0.91,0,5000,541,1,0.999,0.0
Completed,0.91,0,2870,1,5000,0.001,0.9
Completed,0.91,0,5000,2929,4833,0.611,0.0
Completed,0.91,0,1,708,1587,0.001,0.9
Completed,0.91,0,5000,696,1,0.999,0.0
Completed,0.91,0,1,3057,2902,0.167,0.9
Completed,0.91,0,5000,1963,5000,0.001,0.9
Completed,0.91,0,3954,2947,5000,0.001,0.9
Completed,0.91,557,5000,1,153,0.999,0.0
Completed,0.91,0,5000,688,158,0.999,0.0
Completed,0.92,359,5000,1,379,0.999,0.9
Completed,0.92,454,1612,1,98,0.001,0.0
Completed,0.91,0,1331,1261,1,0.001,0.0
Completed,0.91,0,1,1720,3118,0.001,0.9
Completed,0.91,0,1,5000,1426,0.999,0.9
Completed,0.91,1,2777,101,1,0.372,0.9
Completed,0.91,564,5000,130,1,0.999,0.9
Completed,0.91,163,5000,411,1,0.57,0.0
Completed,0.91,416,5000,196,1,0.999,0.0
Completed,0.91,0,149,5000,3451,0.646,0.9
Completed,0.91,154,5000,435,1,0.999,0.0
Completed,0.91,0,2735,3081,1,0.399,0.0
Completed,0.91,0,4266,5000,1,0.001,0.9
Completed,0.91,0,5000,1,694,0.999,0.0
Completed,0.91,0,4273,540,1,0.999,0.9
Completed,0.91,0,1,4399,3261,0.287,0.9
Completed,0.91,0,3000,1143,1,0.065,0.9
Completed,0.91,0,1,5000,1764,0.707,0.9
Completed,0.91,0,1,1314,5000,0.496,0.9
Completed,0.91,0,1,3017,2452,0.001,0.9
Completed,0.91,0,5000,3813,5000,0.999,0.9
Completed,0.92,270,5000,325,1,0.999,0.9
Completed,0.92,457,5000,145,132,0.749,0.9
Completed,0.92,566,5000,84,1,0.999,0.0
Completed,0.91,0,5000,1,577,0.999,0.9
Completed,0.91,0,5000,1,585,0.793,0.9
Completed,0.91,6,1610,191,1,0.001,0.0
Completed,0.92,732,5000,68,1,0.999,0.9
Completed,0.91,0,2983,5000,4867,0.001,0.9
Completed,0.91,5,1843,264,1,0.001,0.9
Completed,0.92,436,5000,1,216,0.999,0.9
Completed,0.91,0,5000,1,1237,0.999,0.9
Completed,0.91,3,1,388,1,0.001,0.9
Completed,0.91,0,3269,5000,1,0.856,0.9
Completed,0.91,0,5000,642,276,0.999,0.9
Completed,0.92,203,5000,389,1,0.999,0.9
Completed,0.91,0,5000,559,1,0.999,0.9
Completed,0.91,2,587,126,1,0.001,0.9
Completed,0.91,0,873,2439,5000,0.999,0.9
Completed,0.91,0,3272,1,1490,0.001,0.0
Completed,0.91,0,2774,1066,5000,0.001,0.0
Completed,0.91,0,2430,4159,5000,0.001,0.9
Completed,0.91,0,1353,1,1373,0.021,0.9
Completed,0.92,637,5000,1,1,0.73,0.9
Completed,0.91,0,1,3198,5000,0.578,0.9
Completed,0.91,0,5000,2480,681,0.048,0.9
Completed,0.91,2,2431,1,1,0.001,0.9
Completed,0.91,0,9,1,2584,0.001,0.0
Completed,0.91,0,1,3090,5000,0.999,0.0
Completed,0.91,0,5000,1,803,0.999,0.9
Completed,0.91,0,1761,1,1306,0.001,0.9
Completed,0.91,0,5000,302,830,0.999,0.9
Completed,0.91,0,173,1,1403,0.001,0.0
Completed,0.91,5,647,282,1,0.001,0.0
Completed,0.91,0,5000,3229,1576,0.001,0.0
Completed,0.91,0,5000,2582,3876,0.001,0.0
Completed,0.91,0,5000,1907,3729,0.999,0.0
Completed,0.91,0,5000,3130,1873,0.554,0.9
Completed,0.91,0,4525,2812,3344,0.999,0.9
Completed,0.91,0,1,2865,1,0.999,0.0
Completed,0.91,0,5000,3228,1142,0.001,0.0
Completed,0.91,0,611,1651,2973,0.999,0.0
Completed,0.91,0,5000,1,3056,0.001,0.9
Completed,0.91,0,5000,3220,2848,0.999,0.9
Completed,0.91,0,5000,5000,3721,0.001,0.0
Completed,0.91,0,1575,1,2905,0.999,0.0
Completed,0.91,0,1,275,2795,0.999,0.9
Completed,0.91,0,3244,2487,2319,0.999,0.0
Completed,0.91,0,787,2094,2798,0.999,0.9
Completed,0.91,0,5000,2568,2189,0.001,0.0
Completed,0.91,0,5000,3110,2495,0.999,0.0
Completed,0.91,0,1,5000,1349,0.001,0.0
Completed,0.91,0,5000,5000,2399,0.999,0.0
Completed,0.91,0,5000,3976,1844,0.999,0.0
Completed,0.91,0,5000,2597,2926,0.999,0.0
Completed,0.91,0,3809,1676,3952,0.999,0.0
Completed,0.91,0,900,2817,644,0.999,0.9
Completed,0.91,0,5000,3366,2227,0.001,0.9
Completed,0.91,0,2487,3443,3759,0.001,0.0
Completed,0.91,0,1,3596,1191,0.999,0.0
Completed,0.91,0,1,2008,1,0.001,0.0
Completed,0.91,0,1619,2663,3305,0.999,0.9
Completed,0.91,0,3696,1252,3240,0.999,0.0
Completed,0.91,0,5000,2834,1905,0.999,0.9
Completed,0.91,0,5000,5000,3251,0.001,0.0
Completed,0.91,0,1,563,1251,0.001,0.0
Completed,0.91,0,2705,3580,1,0.999,0.0
Completed,0.91,0,5000,1,3888,0.999,0.0
Completed,0.91,0,1,1888,5000,0.001,0.9
Completed,0.91,0,1,1048,2871,0.999,0.9
Completed,0.91,0,1515,2286,1245,0.001,0.9
Completed,0.91,0,5000,4280,3903,0.001,0.0
Completed,0.91,0,3063,2046,3329,0.999,0.0
Completed,0.91,0,4746,2337,4102,0.7,0.9
Completed,0.91,0,5000,3292,201,0.999,0.9
Completed,0.91,0,1,4415,2524,0.999,0.0
Completed,0.91,0,1,1841,408,0.001,0.0
Completed,0.91,0,5000,1393,3722,0.001,0.0
Completed,0.91,0,1,5000,4123,0.178,0.0
Completed,0.91,0,1,1,3585,0.999,0.0
Completed,0.91,0,5000,4551,3500,0.999,0.0
Completed,0.91,0,1,2794,3737,0.999,0.9
Completed,0.91,0,5000,1171,4194,0.001,0.0
Completed,0.91,0,1,940,4146,0.001,0.9
Completed,0.91,0,435,1150,2887,0.001,0.0
Completed,0.91,0,5000,5000,1221,0.999,0.0
Completed,0.91,0,5000,4601,1293,0.001,0.0
Completed,0.91,0,392,3147,889,0.001,0.0
Completed,0.91,0,1,4476,3669,0.001,0.9
Completed,0.91,0,1,256,3866,0.001,0.9
Completed,0.91,0,146,2306,1277,0.001,0.0
Completed,0.91,0,1087,1499,1176,0.001,0.0
Completed,0.91,0,5000,1352,4576,0.999,0.0
Completed,0.91,0,1,4049,1580,0.001,0.9
Completed,0.91,0,5000,634,1,0.999,0.9
Completed,0.91,0,5000,817,1,0.999,0.9
Completed,0.91,0,5000,2846,4122,0.999,0.0
Completed,0.91,0,4980,3669,1074,0.999,0.0
Completed,0.91,0,1,3528,3120,0.999,0.0
Completed,0.91,123,5000,1,466,0.999,0.9
Completed,0.91,0,5000,4163,599,0.001,0.9
Completed,0.91,0,5000,3751,5000,0.001,0.9
Completed,0.91,0,802,1994,4443,0.001,0.0
Completed,0.91,0,1242,3618,2254,0.999,0.9
Completed,0.91,0,1,1458,4552,0.001,0.0
Completed,0.91,0,1,2812,1479,0.999,0.0
Completed,0.91,0,5000,1,690,0.629,0.9
Completed,0.91,0,1335,1,4293,0.999,0.9
Completed,0.92,646,5000,1,1,0.534,0.9
Completed,0.92,655,5000,1,1,0.622,0.9
Completed,0.91,0,1,1522,3864,0.999,0.0
Completed,0.91,0,1004,3833,3265,0.001,0.9
Completed,0.91,0,2570,1374,1884,0.001,0.0
Completed,0.91,0,210,3239,2447,0.999,0.9
Completed,0.91,0,5000,1,713,0.999,0.9
Completed,0.91,0,2078,3786,1410,0.999,0.0
Completed,0.91,0,5000,5000,3769,0.999,0.9
Completed,0.91,0,2691,1664,2319,0.4,0.0
Completed,0.91,0,2405,3901,389,0.999,0.9
Completed,0.91,0,2178,1933,3976,0.001,0.9
Completed,0.91,1,5000,1,1,0.401,0.9
Completed,0.91,0,2857,5000,1,0.001,0.0
Completed,0.91,2,5000,419,1,0.105,0.9
Completed,0.91,0,1487,2616,3203,0.001,0.0
Completed,0.91,0,5000,4420,705,0.999,0.0
Completed,0.91,0,1,3711,5000,0.256,0.0
Completed,0.91,0,5000,1128,5000,0.999,0.0
Completed,0.91,0,5000,2513,4470,0.001,0.0
Completed,0.91,0,5000,2635,1285,0.999,0.0
Completed,0.91,0,1,2040,2177,0.999,0.0
Completed,0.91,0,1,3751,4127,0.022,0.9
Completed,0.91,0,2424,2888,1553,0.13,0.9
Completed,0.91,0,2557,3532,819,0.001,0.0
Completed,0.91,0,3019,2829,1082,0.486,0.9
Completed,0.91,0,1,3161,3557,0.001,0.9
Completed,0.91,0,3409,4813,1881,0.999,0.9
Completed,0.91,0,5000,410,3959,0.001,0.0
Completed,0.91,0,2570,4001,1162,0.001,0.9
Completed,0.91,0,1,5000,3205,0.999,0.9
Completed,0.91,0,1541,2236,606,0.999,0.0
Completed,0.91,0,3295,5000,4683,0.999,0.9
Completed,0.91,0,2027,5000,1739,0.001,0.9
Completed,0.91,0,2784,2405,717,0.622,0.0
Completed,0.91,0,1162,3621,1967,0.001,0.0
Completed,0.91,0,5000,1875,2334,0.001,0.9
Completed,0.91,0,5000,3445,3562,0.999,0.0
Completed,0.91,0,5000,1,3166,0.999,0.9
Completed,0.91,0,1738,869,2259,0.001,0.0
Completed,0.91,0,5000,3969,3222,0.999,0.9
Completed,0.91,0,1,2096,4070,0.999,0.9
Completed,0.91,0,107,2228,345,0.663,0.0
Completed,0.91,0,1,3156,1266,0.479,0.9
Completed,0.91,0,1,3725,5000,0.001,0.0
Completed,0.91,0,5000,3733,4363,0.001,0.0
Completed,0.91,0,1,4705,2506,0.001,0.9
Completed,0.91,0,2794,4298,3983,0.999,0.0
Completed,0.91,0,1,1,3293,0.001,0.9
Completed,0.91,0,5000,2606,3516,0.001,0.9
Completed,0.91,0,1617,1,2288,0.999,0.0
Completed,0.91,0,1,4506,934,0.999,0.9
Completed,0.91,0,1,4248,808,0.182,0.9
Completed,0.91,0,2327,1240,2093,0.999,0.8
Completed,0.91,0,1,1211,1411,0.001,0.9
Completed,0.91,0,5000,2556,1,0.379,0.0
Completed,0.91,0,5000,3952,1,0.999,0.0
Completed,0.91,0,5000,1772,1191,0.001,0.0
Completed,0.91,0,1,5000,806,0.999,0.0
Completed,0.92,423,5000,183,1,0.999,0.9
Completed,0.91,0,1,1629,2828,0.63,0.9
Completed,0.91,0,1,1790,5000,0.999,0.9
Completed,0.91,0,4807,5000,1317,0.321,0.0
Completed,0.91,1,5000,1,1,0.29,0.9
Completed,0.91,0,5000,3049,3272,0.313,0.9
Completed,0.91,0,1,1,1864,0.879,0.0
Completed,0.91,0,5000,3104,347,0.001,0.0
Completed,0.91,0,1,4467,1576,0.151,0.0
Completed,0.91,0,1,1142,1,0.001,0.9
Completed,0.91,0,5000,1930,1582,0.595,0.0
Completed,0.91,0,1,1311,3473,0.001,0.9
Completed,0.91,0,3643,615,2719,0.001,0.0
Completed,0.91,0,2193,3048,278,0.623,0.9
Completed,0.91,0,5000,4076,1930,0.001,0.0
Completed,0.91,0,5000,2751,1,0.999,0.0
Completed,0.91,0,5000,4521,4203,0.999,0.0
Completed,0.91,0,1,2973,4350,0.001,0.0
Completed,0.91,0,5000,3858,1040,0.424,0.9
Completed,0.91,0,1547,2142,3911,0.441,0.0
Completed,0.91,0,1913,2963,3442,0.585,0.9
Completed,0.91,0,1,4263,3518,0.999,0.0
Completed,0.91,0,5000,1791,5000,0.999,0.9
Completed,0.91,0,5000,3175,4825,0.999,0.0
Completed,0.91,0,28,1,2387,0.531,0.9
Completed,0.91,0,1475,4168,2244,0.001,0.9
Completed,0.91,0,5000,1410,5000,0.484,0.0
Completed,0.91,0,1,3692,2481,0.178,0.0
Completed,0.91,0,1,1942,4491,0.999,0.0
Completed,0.91,1,4241,1,1,0.22,0.9
Completed,0.91,0,1,2462,1981,0.001,0.0
Completed,0.91,0,5000,5000,2546,0.001,0.0
Completed,0.91,0,3014,2198,407,0.001,0.9
Completed,0.91,0,5000,2497,80,0.001,0.0
Completed,0.91,0,5000,849,4406,0.342,0.0
Completed,0.91,0,1882,997,984,0.001,0.0
Completed,0.91,0,5000,721,4111,0.999,0.0
Completed,0.91,0,5000,3830,2462,0.475,0.0
Completed,0.91,0,5000,3767,4220,0.877,0.9
Completed,0.91,0,4482,786,1,0.999,0.9
Completed,0.91,0,4416,1,4211,0.001,0.9
Completed,0.91,0,2275,4461,1089,0.642,0.9
Completed,0.91,0,1,5000,3920,0.999,0.0
Completed,0.91,0,5000,3951,3312,0.496,0.0
Completed,0.91,0,876,657,2338,0.468,0.9
Completed,0.91,0,4310,1911,2239,0.696,0.9
Completed,0.91,0,5000,1519,3035,0.447,0.9
Completed,0.91,0,1,1495,3854,0.449,0.0
Completed,0.91,0,267,3898,1085,0.737,0.9
Completed,0.91,0,1,2107,1188,0.999,0.9
Completed,0.91,0,1008,3344,2645,0.486,0.0
Completed,0.91,0,2514,517,2438,0.999,0.0
Completed,0.91,137,5000,429,1,0.999,0.9
Completed,0.91,0,2678,2897,4382,0.947,0.9
Completed,0.91,0,3027,5000,2761,0.715,0.9
Completed,0.91,0,4252,1724,4466,0.492,0.0
Completed,0.91,0,673,618,3884,0.999,0.9
Completed,0.91,0,2190,1758,1141,0.334,0.0
Completed,0.91,0,5000,1,3780,0.442,0.9
Completed,0.91,0,1,801,2253,0.999,0.0
Completed,0.91,0,455,1,1866,0.001,0.0
Completed,0.91,0,4556,2315,3379,0.577,0.0
Completed,0.91,0,2886,1,2871,0.454,0.0
Completed,0.91,0,5000,864,1867,0.001,0.0
Completed,0.91,0,4408,4441,2346,0.999,0.9
Completed,0.91,0,1164,2105,4509,0.607,0.9
Completed,0.91,0,2841,3986,4668,0.331,0.0
Completed,0.91,0,4929,2827,566,0.387,0.9
Completed,0.91,0,2249,4695,882,0.999,0.0
Completed,0.91,0,1,3373,404,0.999,0.9
Completed,0.91,0,76,743,3381,0.776,0.0
Completed,0.91,0,4906,2198,2159,0.368,0.9
Completed,0.91,0,1,2928,3008,0.999,0.0
Completed,0.91,0,1206,2543,1,0.001,0.0
Completed,0.91,0,5000,425,1687,0.001,0.9
Completed,0.91,0,517,2693,2474,0.559,0.9
Completed,0.91,0,5000,574,3023,0.999,0.0
Completed,0.91,0,5000,2640,1342,0.505,0.0
Completed,0.91,0,1,4524,4385,0.001,0.0
Completed,0.91,0,1,5000,3239,0.001,0.0
Completed,0.91,0,5000,4583,3738,0.579,0.9
Completed,0.91,0,4900,4041,1420,0.248,0.0
Completed,0.91,0,1,5000,738,0.001,0.9
Completed,0.91,0,1899,4235,2878,0.001,0.9
Completed,0.91,0,1,1188,5000,0.999,0.9
Completed,0.91,0,1149,5000,1521,0.551,0.0
Completed,0.91,0,5000,1964,2832,0.999,0.0
Completed,0.91,0,5000,3125,4039,0.233,0.0
Completed,0.91,0,5000,1,4520,0.999,0.0
Completed,0.91,0,4869,35,790,0.389,0.9
Completed,0.91,0,5000,2140,3487,0.001,0.9
Completed,0.91,0,1558,5000,943,0.001,0.9
Completed,0.91,0,1482,5000,4041,0.001,0.0
Completed,0.91,0,1865,538,4595,0.001,0.0
Completed,0.91,0,2880,5000,2135,0.622,0.0
Completed,0.91,0,3447,4507,1,0.999,0.9
Completed,0.91,0,1,4077,1,0.999,0.9
Completed,0.91,0,2228,3326,4454,0.29,0.9
Completed,0.91,0,1,2358,3607,0.103,0.9
Completed,0.91,0,5000,5000,626,0.999,0.9
Completed,0.91,0,284,1486,1631,0.999,0.9
Completed,0.91,0,1,4392,1405,0.999,0.0
Completed,0.91,0,4096,5000,3712,0.485,0.9
Completed,0.91,0,1,1266,737,0.001,0.0
Completed,0.91,0,5000,4384,1603,0.999,0.0
Completed,0.91,0,1,5000,998,0.395,0.0
Completed,0.91,0,626,875,1459,0.424,0.0
Completed,0.91,0,5000,2786,856,0.999,0.0
Completed,0.91,0,77,4028,3380,0.457,0.9
Completed,0.91,0,5000,3214,3046,0.001,0.0
Completed,0.91,0,4481,554,5000,0.999,0.0
Completed,0.91,0,3293,3274,1849,0.999,0.0
Completed,0.91,0,546,3330,1,0.001,0.0
Completed,0.91,0,1,3232,1789,0.999,0.0
Completed,0.91,0,198,2463,671,0.425,0.9
Completed,0.91,0,4874,640,1,0.329,0.9
Completed,0.91,0,1,3829,5000,0.999,0.9
Completed,0.91,0,1,1021,3094,0.623,0.9
Completed,0.91,0,3799,2403,5000,0.718,0.9
Completed,0.91,0,5000,2184,1684,0.001,0.0
Completed,0.91,0,354,1171,4423,0.494,0.0
Completed,0.91,0,3480,750,3317,0.001,0.0
Completed,0.91,0,1,3428,3909,0.999,0.9
Completed,0.91,0,1057,2142,1,0.351,0.0
Completed,0.91,0,3199,1021,1957,0.558,0.0
Completed,0.91,0,1,4631,575,0.001,0.0
Completed,0.91,0,3885,3448,2664,0.001,0.9
Completed,0.91,0,1629,180,1760,0.24,0.5
Completed,0.91,0,3627,1906,133,0.295,0.0
Completed,0.91,0,3197,4578,3402,0.132,0.3
Completed,0.91,0,837,1022,493,0.636,0.0
Completed,0.91,0,4418,3280,804,0.955,0.6
Completed,0.91,0,2096,2380,3091,0.468,0.0
Completed,0.91,0,173,4051,2304,0.511,0.0
Completed,0.91,1,1,1,1,0.001,0.0
Completed,0.91,0,5000,1,5000,0.999,0.0
Completed,0.91,0,1,5000,5000,0.001,0.0
Completed,0.91,0,1,5000,1,0.999,0.0
Completed,0.91,0,5000,5000,1,0.001,0.0
Completed,0.9,2,1,1,1,0.999,0.0
Completed,0.91,0,1,1,5000,0.001,0.0
Completed,0.91,0,1,5000,5000,0.999,0.0
Completed,0.91,2,5000,1,1,0.001,0.0
Completed,0.91,0,5000,5000,1,0.999,0.0
Completed,0.91,0,5000,5000,5000,0.001,0.0
Completed,0.91,0,1,1,5000,0.999,0.0
Completed,0.91,0,1,5000,1,0.001,0.0
Completed,0.91,0,5000,5000,5000,0.999,0.0
Completed,0.92,717,5000,1,1,0.999,0.0
Completed,0.91,0,5000,1,5000,0.001,0.0
Completed,0.91,0,4951,788,1905,0.999,0.0
Completed,0.91,0,550,305,4318,0.638,0.0
Completed,0.91,0,5000,1,1451,0.986,0.0
Completed,0.91,0,4861,1272,2251,0.999,0.0
Completed,0.91,0,163,2314,3814,0.856,0.0
Completed,0.91,0,4080,3849,1817,0.356,0.3
Completed,0.91,0,3429,629,3002,0.745,0.4
Completed,0.91,0,2327,2878,148,0.245,0.1
Completed,0.91,0,1734,542,2008,0.032,0.001
Completed,0.91,0,2509,3299,4863,0.53,0.8
Completed,0.91,0,4981,1522,1178,0.384,0.0
Completed,0.91,0,775,4972,3174,0.882,0.0
Completed,0.91,0,1168,1185,875,0.613,0.0
Completed,0.91,0,4442,2808,3496,0.113,0.0
Completed,0.91,0,3048,2090,2311,0.973,0.0
Completed,0.91,0,1342,4251,4541,0.473,0.8
Completed,0.91,0,2096,1592,2680,0.252,0.2
Completed,0.91,0,3514,4416,451,0.75,0.0
Completed,0.91,0,3996,140,4136,0.149,0.6
Completed,0.91,0,596,292,3655,0.437,0.5
Completed,0.91,0,3871,3703,726,0.936,0.9
Completed,0.91,0,3619,1733,4407,0.041,0.0
Completed,0.91,0,1913,4606,2494,0.539,0.0
Completed,0.91,0,1525,1939,605,0.7,0.8
Completed,0.91,0,2942,4070,2517,0.2,0.0
Completed,0.91,0,4567,1043,1336,0.839,0.0
Completed,0.91,0,965,2618,4265,0.339,0.6
Completed,0.91,0,880,1331,1658,0.158,0.1
Completed,0.91,0,4798,4830,3963,0.656,0.0
Completed,0.91,0,2711,362,282,0.305,0.8
Completed,0.91,0,1609,3147,2819,0.803,0.7
Completed,0.91,0,2452,820,4710,0.956,0.0
Completed,0.91,0,3226,3020,2171,0.456,0.9
Completed,0.91,0,4263,2494,3352,0.568,0.2
Completed,0.91,0,57,4000,1049,0.068,0.0
Completed,0.91,0,94,757,2233,0.328,0.6
Completed,0.91,0,4305,2927,4619,0.826,0.8
Completed,0.91,0,3185,2206,797,0.213,0.001
Completed,0.91,0,2415,3820,3574,0.711,0.9
Completed,0.91,0,1646,1473,4213,0.56,0.0
Completed,0.91,0,2753,4844,1437,0.06,0.7
Completed,0.91,0,4757,572,2759,0.916,0.0
