source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode
benchmark_pareto,0.6,120.0,0.6,37.0,Completed,1,33,0.001,0.999,100,EDFSMode.RANDOM
benchmark_pareto,0.62,244.0,0.62,162.0,Completed,979,1,0.001,0.999,100,EDFSMode.RANDOM
benchmark_pareto,0.76,362.0,0.75,178.0,Completed,173,59,0.004,0.151,181,EDFSMode.RANDOM
benchmark_pareto,0.78,629.0,0.78,311.0,Completed,172,64,0.001,0.999,100,EDFSMode.RANDOM
benchmark_pareto,0.79,741.0,0.79,432.0,Completed,2502,67,0.018,0.768,212,EDFSMode.RANDOM
benchmark_pareto,0.8,955.0,0.8,618.0,Completed,327,56,0.001,0.999,100,EDFSMode.RANDOM
benchmark_pareto,0.81,1349.0,0.81,792.0,Completed,872,28,0.001,0.999,100,EDFSMode.RANDOM
benchmark_max_rt,,14363.0,,7874.0,Completed,3505,87,0.04,0.354,469,EDFSMode.RANDOM
benchmark_min_acc,0.03,,0.03,,Completed,1751,1,0.16,0.542,701,EDFSMode.RANDOM
paper_default,-1.0,-1.0,,,MAX_RT,1000,10,0.1,0.01,1000,EDFSMode.RANDOM
paper_default,-1.0,-1.0,,,MAX_RT,2000,10,0.1,0.01,1000,EDFSMode.RANDOM
recommendation_system,0.4276384720798976,0.8815380221743844,0.62,513.0,Completed,39,19,0.0011029615691627,0.6269008415060913,805,EDFSMode.RANDOM
recommendation_system,0.4379062464418743,0.8807519280437675,0.63,417.0,Completed,54,20,0.0073135906597599,0.6065108350906521,771,EDFSMode.RANDOM
recommendation_system,0.4714604987068756,0.8727330945598254,0.67,352.0,Completed,155,25,0.0120629906710237,0.0546877209767699,811,EDFSMode.RANDOM
recommendation_system,0.5266008515102717,0.8692326872080819,0.7,759.0,Completed,426,19,0.0077212205510586,0.0837798400055617,847,EDFSMode.RANDOM
recommendation_system,0.7305019437531515,0.8031684180254407,0.76,305.0,Completed,736,22,0.0079060210722958,0.6014770487984902,439,EDFSMode.RANDOM
recommendation_system,0.7637715663071939,0.7897277612870051,0.77,405.0,Completed,693,22,0.0078244319416282,0.544567096129108,360,EDFSMode.RANDOM
recommendation_system,0.771152043787309,0.7802382851549832,0.77,355.0,Completed,699,22,0.0079060210722958,0.5611995367157043,339,EDFSMode.RANDOM
recommendation_system,0.772629755688935,0.778612564361355,0.77,477.0,Completed,1321,26,0.0071009232746437,0.5293328240551054,412,EDFSMode.RANDOM
recommendation_system,0.8073303994046751,0.7355384436929554,0.79,691.0,Completed,806,25,0.0114185943277552,0.590306375078857,239,EDFSMode.RANDOM
recommendation_system,0.8434279083101547,0.6935193869806993,0.79,771.0,Completed,1021,38,0.00937058461644,0.8562205280560025,194,EDFSMode.RANDOM
recommendation_system,0.8636548252248731,0.6647661869392263,0.79,806.0,Completed,982,60,0.0177367584528401,0.9142581927720458,167,EDFSMode.RANDOM
recommendation_system,0.8647709787081765,0.6545238920199536,0.79,876.0,Completed,1152,58,0.0306352546187117,0.92567079237476,170,EDFSMode.RANDOM
recommendation_system,0.8671067254672331,0.6381306532054642,0.8,869.0,Completed,911,59,0.0160714404080063,0.6192699339985848,124,EDFSMode.RANDOM
recommendation_system,0.8728376650970247,0.6327050147890463,0.79,956.0,Completed,1146,58,0.0215017391184993,0.5471685576934333,142,EDFSMode.RANDOM
recommendation_system,0.8732511802810715,0.6282031395719165,0.79,960.0,Completed,1146,58,0.0277976511813501,0.5556953286697844,142,EDFSMode.RANDOM
recommendation_system,0.8785644549358312,0.6202731237579692,0.79,1107.0,Completed,3454,30,0.0215017391184993,0.6699174355749005,121,EDFSMode.RANDOM
recommendation_system,0.8799576440735859,0.6173607247535956,0.79,1091.0,Completed,3454,30,0.0215017391184993,0.5471685576934333,121,EDFSMode.RANDOM
recommendation_system,0.8800478415393879,0.6031248375243381,0.79,1115.0,Completed,3497,39,0.0343845468061044,0.996291386462748,111,EDFSMode.RANDOM
recommendation_system,0.8806703610175833,0.6018741629203446,0.79,1097.0,Completed,3560,89,0.0030855857618153,0.6261851019319147,134,EDFSMode.RANDOM
recommendation_system,0.8871651600546532,0.5947528113659529,0.79,1118.0,Completed,3486,86,0.002921166463755,0.5178529733791948,121,EDFSMode.RANDOM
