detector,lodo_dataset,learning_target,distance_method,dual_ranking_method,target_column,kendall_internal_target,spearman_internal_target,kendall_accuracy,spearman_accuracy,kendall_runtime,spearman_runtime,n_heldout_configs,n_real_pareto_points,n_real_pareto_layers,acc_fast,rt_fast,acc_accurate,rt_accurate,kendall_pareto_all,spearman_pareto_all,mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,metrics_available_at_20,n_selected_at_20,gd_plus_at_20,mn_pd_at_20,top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,igd_plus_at_20,aec_at_20,rec_at_20,pec_w0p5_at_20,acc_s_at_20,rt_s_at_20
D3,Electricity,distance,distance_I,not_applicable,distance_I,-0.06644835877959325,-0.09908792218619082,,,,,3151,4,87,0.7826086956521737,1.0,1.0,0.6242893948718746,0.24390054996030028,0.3360857133466547,0.13928871546176658,0.07906348977778481,True,20,0.22812566725973618,0.08081395348837209,0.05,0.8,0.15689272274437344,0.0,0.8394415782963753,0.41972078914818767,0.7391304347826084,0.9396764982233144
D3,ForestCovertype,distance,distance_I,not_applicable,distance_I,0.1291888767783955,0.19903858822787673,,,,,1362,21,100,0.2058823529411763,1.0,1.0,0.0212540825291768,-0.04823420033390049,-0.07269145026966117,0.21471467772190475,0.09980072549358167,True,20,0.07967804930551171,0.14494949494949497,0.15,0.45,0.15156554881858358,0.5185185185185185,0.9646182052997376,0.741568361909128,0.6176470588235293,0.9653702128843274
D3,GasSensor,distance,distance_I,not_applicable,distance_I,-0.10646555878012626,-0.15182807220130073,,,,,2193,13,44,0.1944444444444445,1.0,1.0,0.0,-0.08926945885777077,-0.12153380561339272,0.2885275271749214,0.16722987158746266,True,20,0.1736325133622732,0.27674418604651163,0.0,0.0,0.2687943759464406,0.3103448275862069,0.9361151919122714,0.6232300097492391,0.4444444444444445,0.9361151919122714
D3,PokerHand,distance,distance_I,not_applicable,distance_I,0.08031534340632598,0.11927535222427355,,,,,2018,19,216,0.1549295774647887,1.0,1.0,0.5932337400662006,0.2629239958775732,0.37802399825678795,0.07038725409484563,0.021195822923415313,True,20,0.05670478661983175,0.09511627906976744,0.3,0.75,0.05544400982392263,0.9833333333333334,0.917687853563672,0.9505105934485027,0.9859154929577464,0.9665181960469716
D3,RialtoBridgeTimelapse,distance,distance_I,not_applicable,distance_I,0.3204636365119536,0.4663241168021215,,,,,3646,14,163,0.108108108108108,1.0,1.0,0.576404595172558,0.4085528545681562,0.573917384438314,0.13846255442047173,0.04363133726414514,True,20,0.08026985874068336,0.04135802469135803,0.75,1.0,0.1076368847321568,0.909090909090909,0.9021724929263717,0.9056317010086403,0.9189189189189187,0.958560717537887
D3,SensorStream,distance,distance_I,not_applicable,distance_I,0.1527857484537948,0.22300648155463557,,,,,1862,20,173,0.0576923076923076,1.0,1.0,0.1299270154231833,0.10034228687872385,0.14129447527887895,0.41446458632013033,0.26946067225577985,True,20,0.18486011050801038,0.3040697674418605,0.4,0.45,0.32441820425280776,0.12244897959183673,1.0,0.5612244897959183,0.173076923076923,1.0
IBDD,Electricity,distance,distance_I,not_applicable,distance_I,0.5168199685731704,0.7033154291418066,,,,,3035,7,383,0.6785714285714283,1.0,1.0,0.6419656258679005,0.45325602350888666,0.6196512946735111,0.1209131192403366,0.06693511809854838,True,20,0.16030139443200658,0.020287958115183247,1.0,1.0,0.13500576820223179,0.33333333333333354,1.0,0.6666666666666667,0.7857142857142856,1.0
IBDD,ForestCovertype,distance,distance_I,not_applicable,distance_I,0.41343219789258406,0.5701408680250463,,,,,1324,17,154,0.0689655172413793,1.0,1.0,0.2197013291513858,0.2906657248534589,0.4219770338066049,0.20735380601248166,0.07194826149490915,True,20,0.06295529337909901,0.02516339869281046,0.8,0.95,0.07879708029060663,0.6296296296296298,1.0,0.8148148148148149,0.6551724137931035,1.0
IBDD,GasSensor,distance,distance_I,not_applicable,distance_I,0.22326485849012878,0.30655973168364653,,,,,3021,14,172,0.2222222222222222,1.0,1.0,0.0,0.1512977681342534,0.22429070044527324,0.2290425171895345,0.10203822633216816,True,20,0.16319305111153873,0.09970760233918127,0.2,0.6,0.17518595400984732,0.6071428571428569,0.7478006657658572,0.6774717614543571,0.6944444444444442,0.7478006657658572
IBDD,PokerHand,distance,distance_I,not_applicable,distance_I,0.41141110319002355,0.5614080240652668,,,,,2080,15,913,0.1136363636363637,1.0,1.0,0.3394954230160151,0.4498962990591161,0.6066007671459468,0.08377673112086437,0.010844817333600903,True,20,0.04688232216043586,0.004989035087719298,0.95,1.0,0.02989846529021594,0.948717948717949,1.0,0.9743589743589745,0.9545454545454548,1.0
IBDD,RialtoBridgeTimelapse,distance,distance_I,not_applicable,distance_I,0.49805759962344903,0.6968315929428287,,,,,2927,16,284,0.1428571428571428,1.0,1.0,0.2418936600596047,0.5176657414830557,0.712909206915917,0.1652323803467774,0.06103394522094398,True,20,0.09806245825566368,0.02491166077738516,0.9,1.0,0.10602394998143277,0.7000000000000001,1.0,0.8500000000000001,0.7428571428571429,1.0
IBDD,SensorStream,distance,distance_I,not_applicable,distance_I,0.1402721538262365,0.203838999434868,,,,,1131,20,73,0.0588235294117647,1.0,1.0,0.1587785428363808,0.2690413603567587,0.3724784695646913,0.30607929548717816,0.14464064740229138,True,20,0.11804321699413231,0.12291666666666665,0.2,0.4,0.1842110238556556,0.47916666666666663,0.7068830343831479,0.5930248505249073,0.5098039215686274,0.7534237190644132
CSDDM,Electricity,distance,distance_I,not_applicable,distance_I,0.19816114700559534,0.2823739173491068,,,,,1145,4,59,0.6923076923076921,1.0,1.0,0.797001904203346,0.3903766940321357,0.533233739697794,0.11955754285446364,0.08516905818733872,True,20,0.20853419994968916,0.1163793103448276,0.05,0.4,0.12929686919606967,0.25,0.8343358858345797,0.5421679429172899,0.769230769230769,0.9663705002825802
CSDDM,ForestCovertype,distance,distance_I,not_applicable,distance_I,0.08185470650034911,0.126802410359479,,,,,1792,23,157,0.0,1.0,1.0,0.0,-0.16772674690411288,-0.251686568391188,0.27327524052520225,0.15314132781749584,True,20,0.07904026524257704,0.3769230769230769,0.0,0.0,0.18908450462260487,0.5185185185185185,0.7890779813865907,0.6537982499525545,0.5185185185185185,0.7890779813865907
CSDDM,GasSensor,distance,distance_I,not_applicable,distance_I,0.07622459067389821,0.10495046178031968,,,,,1197,13,38,0.2000000000000001,1.0,1.0,0.276355362675966,0.19449315171876153,0.27046327424635247,0.28683765710478404,0.16006996117672423,True,20,0.120446174486833,0.18513513513513516,0.0,0.3,0.22312778200527264,0.2916666666666665,1.0,0.6458333333333333,0.4333333333333333,1.0
CSDDM,PokerHand,distance,distance_I,not_applicable,distance_I,0.21231261929719905,0.31045020728706446,,,,,1832,16,192,0.7027027027027027,1.0,1.0,0.7315151478405352,0.3142230823187158,0.44737014608438824,0.043092098610916924,0.01237979265609869,True,20,0.04684684486596079,0.09528795811518324,0.4,0.6,0.026644738209838377,0.8636363636363635,0.9815952497264855,0.9226158066814245,0.9594594594594594,0.9950586033437836
CSDDM,RialtoBridgeTimelapse,distance,distance_I,not_applicable,distance_I,0.34532443270971996,0.49969817267661937,,,,,2146,19,126,0.0588235294117647,1.0,1.0,0.4340883984053918,0.4124787074109697,0.5740746194695553,0.2141923100448172,0.12997216645110615,True,20,0.041394851527524215,0.05000000000000001,0.5,1.0,0.12161104291525056,0.5625,0.9222935677746177,0.7423967838873089,0.5882352941176471,0.956025028485131
