detector,gd_plus_at_20,n_valid_datasets__gd_plus_at_20,mn_pd_at_20,n_valid_datasets__mn_pd_at_20,top_5pct_npd_hit_rate_at_20,n_valid_datasets__top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,n_valid_datasets__top_10pct_npd_hit_rate_at_20,igd_plus_at_20,n_valid_datasets__igd_plus_at_20,aec_at_20,n_valid_datasets__aec_at_20,rec_at_20,n_valid_datasets__rec_at_20,pec_w0p5_at_20,n_valid_datasets__pec_w0p5_at_20,mean_exact_r2_selected_at_20,n_valid_datasets__mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,n_valid_datasets__mean_r2_gap_selected_at_20,kendall_pareto_all,n_valid_datasets__kendall_pareto_all,spearman_pareto_all,n_valid_datasets__spearman_pareto_all,kendall_internal_target,n_valid_datasets__kendall_internal_target,spearman_internal_target,n_valid_datasets__spearman_internal_target,kendall_accuracy,n_valid_datasets__kendall_accuracy,spearman_accuracy,n_valid_datasets__spearman_accuracy,kendall_runtime,n_valid_datasets__kendall_runtime,spearman_runtime,n_valid_datasets__spearman_runtime
BNDM,0.08115251066268173,6,0.11323841055458701,6,0.325,6,0.6,6,0.14646729450803586,6,0.4579564739942099,6,0.9390724983858033,6,0.6985144861900067,6,0.21275636375304344,6,0.12469412533908748,6,0.2843683472703216,6,0.39385432910053675,6,0.32939943829030777,6,0.4698189458013198,6,,0,,0,,0,,0
CDBD,0.273355086790096,6,0.17918299885899733,6,0.31666666666666665,6,0.4916666666666667,6,0.18538401410734082,6,0.5868003341687554,6,0.800416581841496,6,0.6936084580051256,6,0.13230726902114273,6,0.09837045371502817,6,0.3655774634382621,6,0.5090263991583801,6,0.3467702267929906,6,0.48485657081019057,6,,0,,0,,0,,0
CSDDM,0.0930382819190937,6,0.1718920998603818,6,0.15833333333333333,6,0.40833333333333327,6,0.16156201052641683,6,0.47341470258136914,6,0.9117003468279271,6,0.6925575247046482,6,0.20826775744176765,6,0.1258563730005671,6,0.16253272019935763,6,0.2196375489147043,6,0.15548699891344184,6,0.22510504902142747,6,,0,,0,,0,,0
D3,0.13387849763267443,6,0.15717528428122743,6,0.27499999999999997,6,0.5750000000000001,6,0.1774586243863808,6,0.47395609468680083,6,0.9266725536664047,6,0.7003143241766027,6,0.21097421919900672,6,0.11339698655036157,6,0.1463693380155137,6,0.2058493859062636,6,0.08497328126512506,6,0.12612142407023597,6,,0,,0,,0,,0
DAWIDD,0.07268232951904414,6,0.060062403143961364,6,0.6,6,0.8083333333333335,6,0.2959082312749986,6,0.17222222222222228,6,0.999110611600241,6,0.5856664169112316,6,0.2983625576553908,6,0.17717367643846207,6,0.4335560687061966,6,0.6037635621958898,6,0.2803904137189976,6,0.3835015639355799,6,,0,,0,,0,,0
IBDD,0.10823962272214604,6,0.049662720279824345,6,0.6749999999999999,6,0.8250000000000001,6,0.118187040271665,6,0.6163317392484059,6,0.9091139500248343,6,0.7627228446366202,6,0.18539964156619546,6,0.07624016931374365,6,0.35530381956592155,6,0.49298457875865737,6,0.3672096469325987,6,0.5070157742155771,6,,0,,0,,0,,0
OCDD,0.07985691890168514,6,0.11321799829654056,6,0.3833333333333333,6,0.6416666666666666,6,0.16871513287027592,6,0.4474198557474522,6,0.9569468586186916,6,0.7021833571830719,6,0.2173544053386661,6,0.14055481763761393,6,0.3888003096876129,6,0.5133539177639146,6,0.41860769460104646,6,0.5725662874592069,6,,0,,0,,0,,0
PCACD,0.055466439677173386,6,0.054923867795215554,6,0.6833333333333332,6,0.8583333333333334,6,0.23841436093977078,6,0.2103358547911944,6,0.9601194303814312,6,0.5852276425863129,6,0.27445704598160464,6,0.2135124398820886,6,0.6768387213172296,6,0.8456197397922142,6,0.6925619799283788,6,0.8600432652810547,6,,0,,0,,0,,0
SPLL,0.21230590611244027,6,0.2159228867888365,6,0.3,6,0.425,6,0.14272191697035316,6,0.6955256869772999,6,0.5668969166011725,6,0.6312113017892361,6,0.14881882622408438,6,0.07879506514689438,6,0.3932451921539588,6,0.5299279848668835,6,0.38997134936096073,6,0.5180057157153267,6,,0,,0,,0,,0
UDetect,0.04092316815154912,6,0.036836801682679166,6,0.7083333333333334,6,0.9416666666666668,6,0.4678588112470468,6,0.0,6,0.9595863342004213,6,0.47979316710021064,6,0.3921183995359834,6,0.27750841828356115,6,0.46964021931543937,6,0.6422308149628161,6,0.46179516025200956,6,0.6364687052340845,6,,0,,0,,0,,0
